Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,PC_Name,PC_No,CandID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,6,None of the Above,NOT,NOTA,17472,NULL,910114,1422392,GEN,,40,63.98,1.92,yes,2887,0.32,3.12,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,7,NIJAM MOHAIDEEN .M,M,SDPI,14585,GEN,910114,1422392,GEN,,40,63.98,1.6,yes,7766,0.85,3.12,GETN9684,,7985,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,8,SRINIVASON .S,M,AAAP,6819,GEN,910114,1422392,GEN,,40,63.98,0.75,yes,1859,0.2,3.12,GETN9705,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Former Government,Ex Govt Employee,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,9,JANARTHANAN .J,M,BSP,4960,SC,910114,1422392,GEN,,40,63.98,0.54,yes,3371,0.37,3.12,GETN9695,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,10,PAUL KANAGARAJ. R.C,M,IND,1589,GEN,910114,1422392,GEN,,40,63.98,0.17,yes,95,0.01,3.12,GETN9712,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,11,KOLANGI. M,M,IND,1494,SC,910114,1422392,GEN,,40,63.98,0.16,yes,296,0.03,3.12,GETN9673,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Literate,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,12,KESAVAN. L,M,IND,1198,GEN,910114,1422392,GEN,,40,63.98,0.13,yes,53,0.01,3.12,GETN9659,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,13,VIJAYA KUMAR .K,M,TNMC,1145,GEN,910114,1422392,GEN,,40,63.98,0.13,yes,181,0.02,3.12,GETN9676,,8252,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Business,Contractor,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,14,SRINIVASAN. J,M,IND,964,GEN,910114,1422392,GEN,,40,63.98,0.11,yes,94,0.01,3.12,GETN9667,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,15,SUNDAR. G,M,IND,870,SC,910114,1422392,GEN,,40,63.98,0.1,yes,93,0.01,3.12,AETN190821,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,16,MARIMUTHU. P,M,IND,777,GEN,910114,1422392,GEN,,40,63.98,0.09,yes,65,0.01,3.12,GETN9709,,10809,TRUE,4,IND,10809,CHENNAI NORTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,5th Pass,Other or Unspecified,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,17,SIVASHANMUGA PERUMAL. S,M,IND,712,GEN,910114,1422392,GEN,,40,63.98,0.08,yes,112,0.01,3.12,GETN9682,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Retired or Pension,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,18,RAVI PARIYANAR. D,M,IND,600,SC,910114,1422392,GEN,,40,63.98,0.07,yes,31,0,3.12,GETN269901,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,19,BABU MAILAN .A,M,LSP,569,GEN,910114,1422392,GEN,,40,63.98,0.06,yes,10,0,3.12,GETN9665,,5107,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Social Work,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,20,MARIRAJ. T.R,M,IND,559,GEN,910114,1422392,GEN,,40,63.98,0.06,yes,57,0.01,3.12,GETN9657,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,21,SIVAKUMAR . V,M,SUCI,502,SC,910114,1422392,GEN,,40,63.98,0.06,yes,27,0,3.12,GETN271274,,8082,TRUE,2,IND,10809,CHENNAI NORTH,TRUE,FALSE,0,FALSE,FALSE,TRUE,,,,,,Graduate,Salaried Work or Employed,Qualified Professional,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,22,DEEPAK. C,M,IND,475,GEN,910114,1422392,GEN,,40,63.98,0.05,yes,0,0,3.12,GETN9687,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,23,CHARAVANAN. M.P.,M,IND,475,GEN,910114,1422392,GEN,,40,63.98,0.05,yes,3,0,3.12,AETN190770,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,24,SENTHIL KUMAR. K,M,IND,472,GEN,910114,1422392,GEN,,40,63.98,0.05,yes,3,0,3.12,GETN9648,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Small Business or Self-employed,Self-employed,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,25,SEETHA MALLAR. A,F,IND,469,SC,910114,1422392,GEN,,40,63.98,0.05,yes,12,0,3.12,GETN9651,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Other or Unspecified,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,26,PRABHAKARAN. K,M,IND,457,SC,910114,1422392,GEN,,40,63.98,0.05,yes,43,0,3.12,GETN272348,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,27,GIRIRAJ. D,M,IND,414,GEN,910114,1422392,GEN,,40,63.98,0.05,yes,27,0,3.12,GETN9692,,10809,TRUE,2,IND,10809,CHENNAI NORTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,5th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,28,PAULRAJ .T,M,MMKA,387,GEN,910114,1422392,GEN,,40,63.98,0.04,yes,1,0,3.12,GETN270615,,11624,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,29,DEVARAJ. G,M,IND,386,SC,910114,1422392,GEN,,40,63.98,0.04,yes,43,0,3.12,GETN9679,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Social Work,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,30,MAHENDRAN. K.P.P.,M,IND,343,GEN,910114,1422392,GEN,,40,63.98,0.04,yes,6,0,3.12,GETN9675,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,31,RAJA. B,M,IND,337,GEN,910114,1422392,GEN,,40,63.98,0.04,yes,26,0,3.12,GETN9689,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,32,BALAJI. E,M,IND,311,SC,910114,1422392,GEN,,40,63.98,0.03,yes,9,0,3.12,GETN9699,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,33,MOHAMED MAJASUDDIN,M,IND,302,GEN,910114,1422392,GEN,,40,63.98,0.03,yes,5,0,3.12,GETN9701,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,34,DURAI BABU. R,M,IND,297,GEN,910114,1422392,GEN,,40,63.98,0.03,yes,40,0,3.12,GETN9696,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,35,RAMESH KANNAN .G,M,RPI,257,SC,910114,1422392,GEN,,40,63.98,0.03,yes,23,0,3.12,GETN9694,,6911,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,36,RAMASAMY. M.D.,M,IND,234,GEN,910114,1422392,GEN,,40,63.98,0.03,yes,18,0,3.12,GETN9680,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,37,RAJ. N,M,IND,216,SC,910114,1422392,GEN,,40,63.98,0.02,yes,5,0,3.12,AETN187016,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,38,RAVIKUMAR. T,M,IND,211,SC,910114,1422392,GEN,,40,63.98,0.02,yes,3,0,3.12,GETN271175,,10809,TRUE,2,IND,10809,CHENNAI CENTRAL,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,39,PONRAJ. P,M,IND,208,GEN,910114,1422392,GEN,,40,63.98,0.02,yes,0,0,3.12,GETN9671,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,40,ANBAZHAGAN .G,M,IND,208,GEN,910114,1422392,GEN,,40,63.98,0.02,yes,2,0,3.12,GETN9664,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI NORTH,16,2,2014,4,0,4,41,YOGARAJ. S,M,IND,206,GEN,910114,1422392,GEN,,40,63.98,0.02,yes,0,0,3.12,GETN9655,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,1,DR. J. JAYAVARDHAN,M,ADMK,434540,GEN,1071409,1795776,GEN,,42,59.66,40.56,no,135575,12.65,3.33,GETN9800,,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Doctor,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,2,T.K.S.ELANGOVAN,M,DMK,298965,GEN,1071409,1795776,GEN,,42,59.66,27.9,no,40703,3.8,3.33,GETN9647,,10192,TRUE,2,DMK,10192,CHENNAI NORTH,FALSE,TRUE,1,FALSE,TRUE,TRUE,,,,,,Post Graduate,Politics,MP,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,3,LA.GANESAN,M,BJP,258262,GEN,1071409,1795776,GEN,,42,59.66,24.1,no,233986,21.84,3.33,GETN9716,,1605,TRUE,2,BJP,1605,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,12th Pass,Social Work,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,4,S.V. RAMANI,M,INC,24276,GEN,1071409,1795776,GEN,,42,59.66,2.27,yes,4047,0.38,3.33,GETN9719,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Salaried Work or Employed,Managerial Position,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,5,None of the Above,NOT,NOTA,20229,NULL,1071409,1795776,GEN,,42,59.66,1.89,yes,3021,0.28,3.33,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,6,JAHIR HUSSAIN. M,M,AAAP,17208,GEN,1071409,1795776,GEN,,42,59.66,1.61,yes,15500,1.45,3.33,GETN9720,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,7,GANESAN  S,M,SUCI,1708,GEN,1071409,1795776,GEN,,42,59.66,0.16,yes,61,0.01,3.33,GETN9737,,8082,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Social Work,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,8,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,IND,1647,GEN,1071409,1795776,GEN,,42,59.66,0.15,yes,118,0.01,3.33,GETN272709,,10809,TRUE,2,IND,10809,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Others,Social Work,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,9,V. BALAJI,M,BSP,1529,SC,1071409,1795776,GEN,,42,59.66,0.14,yes,240,0.02,3.33,AETN187302,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Salaried Work or Employed,Managerial Position,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,10,S. SEETHALAKSHMI,F,TNMC,1289,GEN,1071409,1795776,GEN,,42,59.66,0.12,yes,109,0.01,3.33,GETN9745,,8252,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,11,T.K. RAMAJAYAM,M,IND,1180,GEN,1071409,1795776,GEN,,42,59.66,0.11,yes,204,0.02,3.33,GETN9784,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Salaried Work or Employed,Qualified Professional,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,12,A. IRUDAYADASS,M,IND,976,GEN,1071409,1795776,GEN,,42,59.66,0.09,yes,111,0.01,3.33,GETN9742,,10809,TRUE,2,IND,10809,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Graduate,Retired or Pension,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,13,KANTHAVEL  D,M,IND,865,SC,1071409,1795776,GEN,,42,59.66,0.08,yes,229,0.02,3.33,GETN9763,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Labourer or Daily Wage,Taxi Driver,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,14,S. PRAGASAM,M,IND,636,SC,1071409,1795776,GEN,,42,59.66,0.06,yes,103,0.01,3.33,GETN9781,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,Private Company,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,15,T. PONNUSAMY,M,IND,533,GEN,1071409,1795776,GEN,,42,59.66,0.05,yes,15,0,3.33,GETN9744,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,16,A. JAIGANESH,M,LSP,518,GEN,1071409,1795776,GEN,,42,59.66,0.05,yes,7,0,3.33,GETN9796,,5107,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Politics,Party Worker,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,17,(KUPPAL)G.DEVADOSS,M,IND,511,GEN,1071409,1795776,GEN,,42,59.66,0.05,yes,13,0,3.33,GETN271790,,10809,TRUE,2,IND,10809,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,8th Pass,Small Business or Self-employed,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,18,K. SHANKAR,M,IND,498,GEN,1071409,1795776,GEN,,42,59.66,0.05,yes,71,0.01,3.33,GETN270590,,10809,TRUE,2,IND,10809,CHENGALPATTU,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,19,COLONEL KADAR BASHA,M,IND,427,GEN,1071409,1795776,GEN,,42,59.66,0.04,yes,11,0,3.33,GETN9786,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Former Government,Ex Military,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,20,S. BALAMURALI,M,IND,416,GEN,1071409,1795776,GEN,,42,59.66,0.04,yes,43,0,3.33,GETN9775,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,21,S.S.RADHAKRISHNAN,M,IND,373,GEN,1071409,1795776,GEN,,42,59.66,0.03,yes,1,0,3.33,GETN9793,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,Salaried Work or Employed,Qualified Professional
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,22,R. KANDASAMY@BABU,M,APM,372,GEN,1071409,1795776,GEN,,42,59.66,0.03,yes,44,0,3.33,GETN9790,,850,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,23,T. DHANASEKAR,M,NOC,328,GEN,1071409,1795776,GEN,,42,59.66,0.03,yes,54,0.01,3.33,GETN272352,,11811,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,24,K. MANI,M,JD(U),274,GEN,1071409,1795776,GEN,,42,59.66,0.03,yes,3,0,3.33,GETN9776,,11002,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,25,PON. SIVA KUMAR,M,IND,271,SC,1071409,1795776,GEN,,42,59.66,0.03,yes,4,0,3.33,GETN9760,,10809,TRUE,2,IND,10809,MADRAS SOUTH,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Graduate,Student,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,26,J.S. MAHALINGAM,M,IND,267,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,8,0,3.33,GETN9758,,10809,TRUE,2,IND,10809,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Graduate Professional,Other or Unspecified,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,27,S. BALU,M,IND,259,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,2,0,3.33,GETN9769,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,28,S. CHARUMATHI,F,IND,257,SC,1071409,1795776,GEN,,42,59.66,0.02,yes,4,0,3.33,GETN9731,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Politics,Party Worker,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,29,JOSEPH GUNASEKAR,M,IND,253,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,9,0,3.33,GETN9736,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,30,BHAVANI JANAKIRAM,F,IND,244,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,11,0,3.33,GETN9728,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,Real Estate or Builder or Developer or Construction,Student,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,31,S. DEVADOSS,M,IND,233,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,1,0,3.33,GETN272667,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Other or Unspecified,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,32,B. KUMAR SRI SRI,M,IND,232,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,11,0,3.33,GETN9799,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Not Given,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,33,M. ARUMUGAM,M,IND,221,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,6,0,3.33,GETN9795,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,Private Company,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,34,R. RAVICHANDRAN,M,IND,215,SC,1071409,1795776,GEN,,42,59.66,0.02,yes,12,0,3.33,GETN9774,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,35,S. SESU RAJ,M,IND,203,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,11,0,3.33,GETN9730,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Liberal Profession or Professional,Journalist or Editor,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,36,M. JAYARAMAN,M,IND,192,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,4,0,3.33,GETN9789,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Salaried Work or Employed,Qualified Professional,Social Work,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,37,THANGARAJ,M,IND,188,SC,1071409,1795776,GEN,,42,59.66,0.02,yes,14,0,3.33,GETN9780,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Private Company,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,38,S. PARTHIBAN,M,IND,174,GEN,1071409,1795776,GEN,,42,59.66,0.02,yes,17,0,3.33,GETN9727,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Labourer or Daily Wage,,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,39,S. RAJESHWARI,F,IND,157,SC,1071409,1795776,GEN,,42,59.66,0.01,yes,17,0,3.33,GETN9718,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,Coolie,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,40,RAJINI NIVETHA,F,IND,140,GEN,1071409,1795776,GEN,,42,59.66,0.01,yes,19,0,3.33,GETN9733,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Liberal Profession or Professional,Actor,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,41,A. MAGESH,M,IND,121,GEN,1071409,1795776,GEN,,42,59.66,0.01,yes,4,0,3.33,GETN9729,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Contractor,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,42,LOGANATHAN,M,IND,117,GEN,1071409,1795776,GEN,,42,59.66,0.01,yes,12,0,3.33,GETN272663,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,Private Company,,
GE,Tamil_Nadu,CHENNAI SOUTH,16,3,2014,4,0,4,43,S. VEERAMANI,M,IND,105,GEN,1071409,1795776,GEN,,42,59.66,0.01,yes,0,0,3.33,GETN272636,,10809,TRUE,2,IND,10809,CHENNAI SOUTH,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Post Graduate,Retired or Pension,,,
GE,Tamil_Nadu,CHENNAI CENTRAL,16,4,2014,4,0,4,1,S.R. VIJAYAKUMAR,M,ADMK,333296,GEN,814894,1328038,GEN,,20,61.36,40.9,no,45841,5.63,3.23,GETN9811,,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,CHENNAI CENTRAL,16,4,2014,4,0,4,2,DAYANIDHI MARAN,M,DMK,287455,GEN,814894,1328038,GEN,,20,61.36,35.28,no,172657,21.19,3.23,GETN9843,,10192,TRUE,3,DMK,10192,CHENNAI CENTRAL,TRUE,TRUE,2,FALSE,TRUE,TRUE,,,,,,Graduate,Politics,MP,,
GE,Tamil_Nadu,CHENNAI CENTRAL,16,4,2014,4,0,4,3,J. CONSTANDINE RAVINDRAN,M,DMDK,114798,GEN,814894,1328038,GEN,,20,61.36,14.09,yes,88817,10.9,3.23,AETN186904,,2956,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Education,School Teacher,,
