,Unnamed: 0,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
4535,4535,GE,maharashtra,16,35,2014,4.0,9,sureshdadababuraoveer,M,IND,3345,GEN,1066556,1813553,baramati,58.81,0.31,454,0.04,10809,10th Pass
4788,4788,GE,maharashtra,16,48,2014,4.0,3,sureshdadapatil,M,IND,25648,GEN,1188871,1630604,hatkanangle,72.91,2.16,14149,1.19,10809,Graduate
6482,6482,GE,tamil_nadu,16,34,2014,4.0,22,sureshgandhic,M,IND,711,GEN,1010930,1350495,virudhunagar,74.86,0.07,11,0.0,10809,12th Pass
8199,8199,GE,uttar_pradesh,16,74,2014,4.0,16,sureshgautam,M,ARVP,1467,SC,997902,1891969,machhlishahr,52.74,0.15,0,0.0,84,
4411,4411,GE,maharashtra,16,29,2014,4.0,11,sureshgigadabhi,M,IND,872,GEN,845292,1737084,mumbai_north_central,48.66,0.1,14,0.0,10809,Literate
3906,3906,GE,maharashtra,16,4,2014,4.0,19,sureshhiramaningale,M,IND,1258,SC,1009213,1593389,raver,63.34,0.12,38,0.0,10809,Post Graduate
4291,4291,GE,maharashtra,16,23,2014,4.0,8,sureshkaluramjadhav,M,IND,5941,SC,875605,1696584,bhiwandi,51.61,0.68,1883,0.22,10809,8th Pass
4529,4529,GE,maharashtra,16,35,2014,4.0,3,sureshkhopade,M,AAAP,26396,GEN,1066556,1813553,baramati,58.81,2.47,1488,0.14,13,Graduate Professional
803,803,GE,bihar,16,15,2014,4.0,14,sureshkumar,M,IND,5211,GEN,948887,1551363,muzaffarpur,61.16,0.55,902,0.1,10809,Graduate
685,685,GE,bihar,16,8,2014,4.0,6,sureshkumarazad,M,JHP,14754,GEN,970528,1525583,supaul,63.62,1.52,3188,0.33,11059,Post Graduate
7867,7867,GE,uttar_pradesh,16,55,2014,4.0,5,sureshkumarbauddh,M,MADP,7694,SC,1034404,1718774,ambedkar_nagar,60.18,0.74,272,0.03,11563,Graduate
5320,5320,GE,punjab,16,11,2014,4.0,26,sureshkumargoyal,M,JanSP,944,GEN,1176767,1525289,bathinda,77.15,0.08,28,0.0,4541,Others
5738,5738,GE,tamil_nadu,16,1,2014,4.0,15,sureshkumars,M,IND,1062,SC,1254440,1702833,thiruvallur,73.67,0.08,0,0.0,10809,8th Pass
6574,6574,GE,tamil_nadu,16,38,2014,4.0,21,sureshkumars,M,IND,1281,SC,962330,1420435,tirunelveli,67.75,0.13,19,0.0,10809,Graduate Professional
6671,6671,GE,telangana,16,5,2014,4.0,2,sureshkumarshetkar,M,INC,364030,GEN,1094806,1445354,zahirabad,75.75,33.25,206533,18.86,3482,
3374,3374,GE,kerala,16,19,2014,4.0,15,sureshkumarthonnakkal,M,IND,647,GEN,859350,1251398,attingal,68.67,0.08,32,0.0,10809,8th Pass
2791,2791,GE,karnataka,16,10,2014,4.0,20,sureshmmundargi,M,RCMP,771,GEN,1115968,1558749,haveri,71.59,0.07,0,0.0,6339,10th Pass
7128,7128,GE,uttar_pradesh,16,12,2014,4.0,9,sureshpal,M,BSKP,1591,GEN,1342321,2357553,ghaziabad,56.94,0.12,43,0.0,1848,12th Pass
4726,4726,GE,maharashtra,16,44,2014,4.0,5,sureshparthmanenana,M,IND,8353,GEN,1046659,1649107,sangli,63.47,0.8,2243,0.21,10809,12th Pass
7784,7784,GE,uttar_pradesh,16,50,2014,4.0,3,sureshpasi,M,BSP,201322,SC,910414,1738509,kaushambi,52.37,22.11,169417,18.61,16651,10th Pass
603,603,GE,bihar,16,3,2014,4.0,8,sureshpaswan,M,BSP,10356,SC,822671,1439253,purvi_champaran,57.16,1.26,2844,0.35,16651,10th Pass
904,904,GE,bihar,16,21,2014,4.0,10,sureshpaswan,M,IND,7544,SC,904706,1649547,hajipur_(sc),54.85,0.83,1200,0.13,10809,10th Pass
4867,4867,GE,odisha,16,3,2014,4.0,2,sureshpujari,M,BJP,328042,GEN,984309,1297098,sambalpur,75.89,33.33,85911,8.73,1605,Post Graduate
4119,4119,GE,maharashtra,16,14,2014,4.0,21,sureshrajarammukhmale,M,MVA,2130,GEN,1032949,1755292,yavatmal-washim,58.85,0.21,219,0.02,16249,12th Pass
732,732,GE,bihar,16,11,2014,4.0,12,sureshray,M,RVNP,4450,SC,977830,1446478,katihar,67.6,0.46,127,0.01,6362,8th Pass
7642,7642,GE,uttar_pradesh,16,40,2014,4.0,22,sureshsaraswatalaisillaychiwala,M,IND,1013,GEN,970677,1613781,farrukhabad,60.15,0.1,72,0.01,10809,
4719,4719,GE,maharashtra,16,43,2014,4.0,23,sureshshamraoghadge,M,AITC,1989,GEN,1079619,1727322,madha,62.5,0.18,20,0.0,18228,Literate
5479,5479,GE,rajasthan,16,8,2014,4.0,13,sureshsharma,M,JGP,2104,GEN,1062305,1626442,alwar,65.31,0.2,259,0.02,4007,10th Pass
2533,2533,GE,jharkhand,16,8,2014,4.0,14,sureshtoppo,M,JDP,4085,ST,1049783,1648459,ranchi,63.68,0.39,208,0.02,11044,Graduate
1233,1233,GE,chandigarh,16,1,2014,4.0,16,surinderbhardwaj,M,JD(U),434,GEN,453455,615214,chandigarh,73.71,0.1,37,0.01,11002,Graduate
5128,5128,GE,punjab,16,2,2014,4.0,13,surinderkumarkhosla,M,IND,2396,SC,1007196,1477262,amritsar,68.18,0.24,93,0.01,10809,10th Pass
2223,2223,GE,haryana,16,9,2014,4.0,18,surinderkumarkhullar,M,IND,685,GEN,1320620,1844906,gurgaon,71.58,0.05,119,0.01,10809,Graduate
2021,2021,GE,haryana,16,1,2014,4.0,5,surinderpalsingh,M,AAAP,63626,SC,1218995,1692424,ambala,72.03,5.22,52503,4.31,13,Post Graduate
5136,5136,GE,punjab,16,2,2014,4.0,21,surindersingh,M,DCP,833,GEN,1007196,1477262,amritsar,68.18,0.08,6,0.0,10147,Not Given
5678,5678,GE,rajasthan,16,22,2014,4.0,7,suryabhawanisinghchawara,M,IND,10160,GEN,982119,1701194,rajsamand,57.73,1.03,3742,0.38,10809,Graduate Professional
8125,8125,GE,uttar_pradesh,16,70,2014,4.0,13,suryakumar,M,IND,4030,GEN,1039656,1891112,ghosi,54.98,0.39,204,0.02,10809,10th Pass
4149,4149,GE,maharashtra,16,15,2014,4.0,24,suryawanshiashokbhagwanrao,M,IND,1292,GEN,1051164,1586194,hingoli,66.27,0.12,0,0.0,10809,Graduate Professional
4668,4668,GE,maharashtra,16,41,2014,4.0,8,suryawansisidharthtukaram,M,BMUP,2830,SC,1057156,1686957,latur,62.67,0.27,106,0.01,1074,Doctorate
1019,1019,GE,bihar,16,28,2014,4.0,12,suryodaypaswan,M,SaBP,5113,SC,914350,1719984,munger,53.16,0.56,403,0.04,16539,Graduate
8773,8773,GE,west_bengal,16,26,2014,4.0,10,susantakumardalui,M,IND,2990,SC,1186027,1448632,uluberia,81.87,0.25,88,0.01,10809,10th Pass
4916,4916,GE,odisha,16,7,2014,4.0,9,susantakumarjena,M,IND,2639,SC,1081339,1469498,bhadrak,73.59,0.24,0,0.0,10809,10th Pass
8707,8707,GE,west_bengal,16,22,2014,4.0,9,susantakumarnaskar,M,IND,3067,SC,1272362,1595746,jadavpur,79.73,0.24,182,0.01,10809,10th Pass
4514,4514,GE,maharashtra,16,34,2014,4.0,18,sushamapanduranggaikwad,F,IND,590,GEN,993278,1835835,pune,54.1,0.06,4,0.0,10809,10th Pass
8141,8141,GE,uttar_pradesh,16,71,2014,4.0,10,sushantrajpathak,M,IND,3631,GEN,854749,1661737,salempur,51.44,0.42,59,0.01,10809,Graduate
4796,4796,GE,maharashtra,16,48,2014,4.0,11,sushantsantoshdige,M,IND,2999,GEN,1188871,1630604,hatkanangle,72.91,0.25,362,0.03,10809,12th Pass
7764,7764,GE,uttar_pradesh,16,48,2014,4.0,12,susheelasingh,F,BSCP,2931,GEN,858326,1601855,banda,53.58,0.34,326,0.04,2047,5th Pass
7489,7489,GE,uttar_pradesh,16,34,2014,4.0,3,sushilasaroj,F,SP,242366,SC,1116588,1838194,mohanlalganj,60.74,21.71,189768,17.0,7425,Post Graduate
2093,2093,GE,haryana,16,4,2014,4.0,20,sushilkaushik,M,IND,700,GEN,1155914,1517606,hisar,76.17,0.06,16,0.0,10809,Post Graduate
949,949,GE,bihar,16,24,2014,4.0,6,sushilkumar,M,IND,11144,GEN,1077855,1778759,begusarai,60.6,1.03,2130,0.2,10809,10th Pass
5316,5316,GE,punjab,16,11,2014,4.0,22,sushilkumarjindal,M,IND,1330,GEN,1176767,1525289,bathinda,77.15,0.11,82,0.01,10809,10th Pass
1160,1160,GE,bihar,16,37,2014,4.0,1,sushilkumarsingh,M,BJP,307941,GEN,786274,1536153,aurangabad,51.18,39.16,66347,8.44,1605,Post Graduate
4652,4652,GE,maharashtra,16,40,2014,4.0,20,sushilkumarvinayakpadule,M,IND,1963,GEN,1118151,1759186,osmanabad,63.56,0.18,262,0.02,10809,10th Pass
2107,2107,GE,haryana,16,4,2014,4.0,34,sushilnidhi,M,IND,273,GEN,1155914,1517606,hisar,76.17,0.02,18,0.0,10809,12th Pass
3665,3665,GE,madhya_pradesh,16,18,2014,4.0,1,sushmaswaraj,F,BJP,714348,GEN,1073473,1634039,vidisha,65.69,66.55,410698,38.26,1605,Graduate Professional
4056,4056,GE,maharashtra,16,11,2014,4.0,19,sushmavitthalnagpure,F,IND,1477,GEN,1197196,1655852,bhandara_-_gondiya,72.3,0.12,48,0.0,10809,12th Pass
403,403,GE,assam,16,2,2014,4.0,1,sushmitadev,F,INC,336451,GEN,799830,1060175,silchar,75.44,42.07,35241,4.41,3482,Post Graduate
8899,8899,GE,west_bengal,16,37,2014,4.0,2,susmitabauri,F,CPM,429185,SC,1272070,1466921,bishnupur,86.72,33.74,249655,19.63,14635,Graduate Professional
6800,6800,GE,telangana,16,10,2014,4.0,13,sutharapupadmaiah,M,APRSSP,2214,GEN,1315862,2185164,chelvella,60.22,0.17,156,0.01,926,
6737,6737,GE,telangana,16,7,2014,4.0,29,sutharapupadmaiah,M,APRSSP,529,GEN,1620444,3183083,malkajgiri,50.91,0.03,33,0.0,926,
1835,1835,GE,gujarat,16,12,2014,4.0,26,sutharhansabenharsukhbhaigorecha,F,IND,592,GEN,852643,1470952,jamnagar,57.97,0.07,0,0.0,10809,5th Pass
8959,8959,GE,west_bengal,16,42,2014,4.0,10,suttamdas,M,IND,5448,SC,1275819,1495089,birbhum,85.33,0.43,2466,0.19,10809,5th Pass
5822,5822,GE,tamil_nadu,16,3,2014,4.0,43,sveeramani,M,IND,105,GEN,1071409,1795776,chennai_south,59.66,0.01,0,0.0,10809,Post Graduate
2856,2856,GE,karnataka,16,15,2014,4.0,4,svijayakumar,M,CPI,9691,GEN,1034108,1387294,udupi_chikmagalur,74.54,0.94,1863,0.18,2444,Others
142,142,GE,andhra_pradesh,16,9,2014,4.0,9,svpkhgkrishnamraju,M,PPOI,4232,GEN,1088947,1325028,narsapuram,82.18,0.39,1946,0.18,6298,
5783,5783,GE,tamil_nadu,16,3,2014,4.0,4,svramani,M,INC,24276,GEN,1071409,1795776,chennai_south,59.66,2.27,4047,0.38,3482,Graduate
7456,7456,GE,uttar_pradesh,16,32,2014,4.0,7,swadeshkumar,M,IND,2970,SC,998314,1725589,misrikh,57.85,0.3,197,0.02,10809,12th Pass
1561,1561,GE,delhi,16,4,2014,4.0,13,swadeshohri,M,ATBP,582,GEN,969812,1490147,new_delhi,65.08,0.06,50,0.01,992,12th Pass
5429,5429,GE,rajasthan,16,5,2014,4.0,9,swamibhagirathsinghkharrantebhadhadar,M,ABHM,5387,GEN,1065750,1769882,sikar,60.22,0.51,1012,0.09,268,Post Graduate
7411,7411,GE,uttar_pradesh,16,29,2014,4.0,11,swamidayal,M,IND,3491,SC,1060271,1558041,dhaurahra,68.05,0.33,158,0.01,10809,5th Pass
7560,7560,GE,uttar_pradesh,16,37,2014,4.0,7,swaminath,M,IND,5537,GEN,874625,1669843,amethi,52.38,0.63,70,0.01,10809,Not Given
8485,8485,GE,west_bengal,16,5,2014,4.0,8,swapankumardas,M,BSP,5629,SC,1108193,1387526,raiganj,79.87,0.51,81,0.01,16651,10th Pass
8570,8570,GE,west_bengal,16,11,2014,4.0,13,swapankumarmandal,M,AMB,4260,SC,1287763,1512098,murshidabad,85.16,0.33,0,0.0,894,10th Pass
8913,8913,GE,west_bengal,16,38,2014,4.0,6,swapanmalik,M,JMM,9666,SC,1320822,1532244,bardhaman_purba,86.2,0.73,1685,0.13,4653,Literate
8598,8598,GE,west_bengal,16,14,2014,4.0,8,swapanmondal,M,SUCI,3589,SC,1283688,1540713,bangaon,83.32,0.28,741,0.06,8082,Graduate
5114,5114,GE,punjab,16,1,2017,,2,swaransalaria,M,BJP,306533,,829864,1523047,gurdashpur,54.49,36.94,282954,34.1,1605,
5309,5309,GE,punjab,16,11,2014,4.0,15,swaransingh,M,IND,2077,SC,1176767,1525289,bathinda,77.15,0.18,117,0.01,10809,Graduate
5292,5292,GE,punjab,16,10,2014,4.0,14,swaransingh,M,IND,766,SC,1105412,1522111,firozpur,72.62,0.07,84,0.01,10809,Graduate
493,493,GE,assam,16,8,2014,4.0,9,swarnalatachaliha,F,SUCI,7600,GEN,1233237,1515676,mangaldoi,81.37,0.62,2069,0.17,8082,Post Graduate
7792,7792,GE,uttar_pradesh,16,50,2014,4.0,11,swarnalatasuman,F,AAAP,3693,SC,910414,1738509,kaushambi,52.37,0.41,351,0.04,13,Post Graduate
1643,1643,GE,goa,16,2,2014,4.0,4,swatiskerkar,F,AAAP,11246,GEN,410369,545336,south_goa,75.25,2.74,4094,1.0,13,12th Pass
1106,1106,GE,bihar,16,33,2014,4.0,8,swetapathak,F,AAAP,7879,GEN,888204,1640671,buxar,54.14,0.89,365,0.04,13,Graduate
3387,3387,GE,kerala,16,20,2014,4.0,11,syamalakumari,F,IND,1851,SC,873441,1272748,thiruvananthapuram,68.63,0.21,135,0.02,10809,5th Pass
6783,6783,GE,telangana,16,9,2014,4.0,13,syedabdulgaffer,M,IND,740,GEN,971421,1823217,hyderabad,53.28,0.08,12,0.0,10809,
2337,2337,GE,jammu_and_kashmir,16,3,2014,4.0,6,syedabidahmadshah,M,JKNPP,4345,GEN,375279,1301143,anantnag,28.84,1.16,906,0.24,4079,10th Pass
642,642,GE,bihar,16,5,2014,4.0,15,syedabudojana,M,SP,4692,GEN,900588,1574914,sitamarhi,57.18,0.52,191,0.02,7425,Graduate
7515,7515,GE,uttar_pradesh,16,35,2014,4.0,10,syedalihusain,M,IND,1100,GEN,1033883,1949956,lucknow,53.02,0.11,170,0.02,10809,Literate
2745,2745,GE,karnataka,16,8,2014,4.0,4,syedarif,M,BSP,9529,GEN,1006508,1535105,koppal,65.57,0.95,1237,0.12,16651,12th Pass
3030,3030,GE,karnataka,16,25,2014,4.0,25,syedasifbukhaari,M,IND,411,GEN,1074589,1931456,bangalore_central,55.64,0.04,45,0.0,10809,12th Pass
6676,6676,GE,telangana,16,5,2014,4.0,7,syedferozuddin,M,BSP,8180,GEN,1094806,1445354,zahirabad,75.75,0.75,3376,0.31,16651,
329,329,GE,andhra_pradesh,16,22,2014,4.0,4,syedhaneef,M,JaSPa,5578,GEN,1187648,1606127,nellore,73.94,0.47,29,0.0,16138,Graduate Professional
6803,6803,GE,telangana,16,10,2014,4.0,16,syedhashmathullahquadri,M,IUML,1411,GEN,1315862,2185164,chelvella,60.22,0.11,0,0.0,3952,
591,591,GE,bihar,16,2,2014,4.0,9,syedirshadakhtar,M,IND,9123,GEN,854800,1413148,paschim_champaran,60.49,1.07,2649,0.31,10809,12th Pass
7510,7510,GE,uttar_pradesh,16,35,2014,4.0,5,syedjavedahmedjafri,M,AAAP,41429,GEN,1033883,1949956,lucknow,53.02,4.01,36733,3.55,13,12th Pass
7080,7080,GE,uttar_pradesh,16,9,2014,4.0,6,syedkalberushaidrizvi,M,AAAP,2601,GEN,1095860,1544245,amroha,70.96,0.24,108,0.01,13,Others
6767,6767,GE,telangana,16,8,2014,4.0,28,syedmadaniquadri,M,IND,376,GEN,1003769,1893741,secundrabad,53.0,0.04,6,0.0,10809,
8726,8726,GE,west_bengal,16,23,2014,4.0,14,syedmdwasimraza,M,AIMF,1195,GEN,1167986,1685296,kolkata_dakshin,69.3,0.1,92,0.01,726,12th Pass
3055,3055,GE,karnataka,16,26,2014,4.0,23,syedmehaboob,M,JD(U),365,GEN,1113726,1998724,bangalore_south,55.72,0.03,119,0.01,11002,12th Pass
2347,2347,GE,jammu_and_kashmir,16,4,2014,4.0,3,syedmohdkazim,M,IND,28234,ST,118029,166763,ladakh,70.78,23.92,1832,1.55,10809,10th Pass
2308,2308,GE,jammu_and_kashmir,16,1,2014,4.0,10,syedmohdrafiqshah,M,JKNPP,4141,GEN,465992,1190766,baramulla,39.13,0.89,135,0.03,4079,Post Graduate
6308,6308,GE,tamil_nadu,16,26,2014,4.0,9,syedmohideenag,M,AAAP,3473,GEN,984538,1247908,cuddalore,78.9,0.35,831,0.08,13,Graduate
6781,6781,GE,telangana,16,9,2014,4.0,11,syedmustafamahmood,M,MBT,2102,GEN,971421,1823217,hyderabad,53.28,0.22,509,0.05,5282,
3797,3797,GE,madhya_pradesh,16,26,2014,4.0,17,syednizamahmed,M,IND,740,GEN,1316817,2115303,indore,62.25,0.06,142,0.01,10809,12th Pass
3056,3056,GE,karnataka,16,26,2014,4.0,24,syedrafiqahmed,M,IND,246,GEN,1113726,1998724,bangalore_south,55.72,0.02,0,0.0,10809,5th Pass
6744,6744,GE,telangana,16,8,2014,4.0,5,syedsajidali,M,YSRCP,45187,GEN,1003769,1893741,secundrabad,53.0,4.5,34003,3.39,8615,
7058,7058,GE,uttar_pradesh,16,7,2014,4.0,11,syedsalmanali,M,AAAP,1996,GEN,956389,1616972,rampur,59.15,0.21,162,0.02,13,Graduate
755,755,GE,bihar,16,12,2014,4.0,13,syedshaheqbalalam,M,BEMP,6324,GEN,1017732,1582626,purnia,64.31,0.62,475,0.05,15861,12th Pass
972,972,GE,bihar,16,26,2014,4.0,2,syedshahnawazhussain,M,BJP,358138,GEN,974016,1685339,bhagalpur,57.79,36.77,225882,23.19,1605,10th Pass
588,588,GE,bihar,16,2,2014,4.0,6,syedshamimakhtar,M,BSP,12415,GEN,854800,1413148,paschim_champaran,60.49,1.45,1155,0.14,16651,10th Pass
8953,8953,GE,west_bengal,16,42,2014,4.0,4,syedsirajjimmi,M,INC,132084,GEN,1275819,1495089,birbhum,85.33,10.35,117527,9.21,3482,Graduate
2740,2740,GE,karnataka,16,7,2014,4.0,24,syedwaheed,M,BMUP,1302,GEN,959384,1600962,bidar,59.93,0.14,43,0.0,1074,10th Pass
5405,5405,GE,rajasthan,16,3,2014,4.0,11,syopatram,M,BhSMP,2330,GEN,1131104,1753825,churu,64.49,0.21,17,0.0,1840,10th Pass
382,382,GE,arunachal_pradesh,16,1,2014,4.0,9,tabataku,M,LB,980,ST,335665,446640,arunachal_west,75.15,0.29,0,0.0,4941,Graduate
3972,3972,GE,maharashtra,16,8,2014,4.0,15,tadasvilaskrushnaji,M,IND,2124,GEN,1013445,1564552,wardha,64.78,0.21,266,0.03,10809,Graduate
47,47,GE,andhra_pradesh,16,3,2014,4.0,9,tadivakarameshnaidu,M,JaSPa,3388,GEN,1120316,1403736,vizianagaram,79.81,0.3,883,0.08,16138,10th Pass
1113,1113,GE,bihar,16,33,2014,4.0,15,tafirhussian,M,HVD,2241,GEN,888204,1640671,buxar,54.14,0.25,175,0.02,16023,5th Pass
6621,6621,GE,telangana,16,2,2014,4.0,5,tagaramshankarlal,M,BSP,9449,SC,1022184,1425355,peddapalle,71.71,0.92,159,0.02,16651,
4623,4623,GE,maharashtra,16,39,2014,,3,taghumare,,IND,59986,,1298249,1792652,beed,72.42,4.62,38887,3.0,10809,
375,375,GE,arunachal_pradesh,16,1,2014,4.0,2,takamsanjoy,M,INC,127629,ST,335665,446640,arunachal_west,75.15,38.02,112965,33.65,3482,Graduate
2392,2392,GE,jharkhand,16,1,2014,4.0,9,talahansda,M,IND,7661,ST,951563,1353467,rajmahal,70.31,0.81,900,0.09,10809,8th Pass
6658,6658,GE,telangana,16,4,2014,4.0,6,talariramulu,M,BSP,7421,SC,1033924,1496193,nizamabad,69.1,0.72,155,0.01,16651,
2016,2016,GE,gujarat,16,26,2014,4.0,11,talaviyababubhaichhaganbhai,M,BMUP,2967,ST,1122203,1512061,valsad,74.22,0.26,0,0.0,1074,Graduate
6167,6167,GE,tamil_nadu,16,20,2014,4.0,10,tamilnaduselvamera,M,BSP,1959,SC,1176620,1720221,coimbatore,68.4,0.17,203,0.02,16651,5th Pass
6179,6179,GE,tamil_nadu,16,20,2014,4.0,22,tamilselvank,M,IND,640,SC,1176620,1720221,coimbatore,68.4,0.05,33,0.0,10809,Graduate Professional
6368,6368,GE,tamil_nadu,16,30,2014,4.0,5,tamilselvis,F,CPM,23215,GEN,1012258,1340050,thanjavur,75.54,2.29,11003,1.09,14635,Post Graduate
1346,1346,GE,chhattisgarh,16,7,2014,4.0,1,tamradhwajsahu,M,INC,570687,GEN,1258342,1858922,durg,67.69,45.35,16848,1.34,3482,12th Pass
4734,4734,GE,maharashtra,16,44,2014,4.0,13,tanajiraojagannathjadhavchinchanikar,M,IND,1774,GEN,1046659,1649107,sangli,63.47,0.17,72,0.01,10809,Graduate
6680,6680,GE,telangana,16,5,2014,4.0,11,tandaleambajirao,M,IND,2323,GEN,1094806,1445354,zahirabad,75.75,0.21,0,0.0,10809,
559,559,GE,assam,16,14,2014,4.0,11,tanishorang,M,CPI(ML)(L),4721,GEN,1111975,1431080,lakhimpur,77.7,0.42,602,0.05,9890,8th Pass
56,56,GE,andhra_pradesh,16,4,2014,4.0,8,tanukudivakar,M,IND,5418,GEN,1163558,1723011,visakhapatnam,67.53,0.47,1095,0.09,10809,Graduate
2305,2305,GE,jammu_and_kashmir,16,1,2014,4.0,7,tanveerhussain,M,IND,5788,GEN,465992,1190766,baramulla,39.13,1.24,222,0.05,10809,Graduate
2334,2334,GE,jammu_and_kashmir,16,3,2014,4.0,3,tanveerhussainkhan,M,IND,7340,GEN,375279,1301143,anantnag,28.84,1.96,1404,0.37,10809,Graduate Professional
1938,1938,GE,gujarat,16,20,2014,4.0,6,tapandasgupta,M,SUCI,2249,GEN,1161577,1638321,vadodara,70.9,0.19,148,0.01,8082,Graduate Professional
8878,8878,GE,west_bengal,16,35,2014,4.0,9,tapankumarmahato,M,JMM,7386,GEN,1204675,1471933,purulia,81.84,0.61,218,0.02,4653,8th Pass
8945,8945,GE,west_bengal,16,41,2014,4.0,4,tapankumarsaha,M,INC,46953,SC,1304756,1538421,bolpur,84.81,3.6,29631,2.27,3482,Graduate
8673,8673,GE,west_bengal,16,20,2014,4.0,3,tapannaskar,M,BJP,66538,SC,1270985,1488785,mathurapur,85.37,5.24,19162,1.51,1605,Graduate
8629,8629,GE,west_bengal,16,16,2014,4.0,3,tapansikdar,M,BJP,254819,GEN,1132644,1405981,dum_dum,80.56,22.5,220703,19.49,1605,Graduate
8581,8581,GE,west_bengal,16,13,2014,4.0,1,tapasmandal,M,AITC,590451,SC,1353196,1602849,ranaghat,84.42,43.63,201767,14.91,18228,Doctorate
8571,8571,GE,west_bengal,16,12,2014,4.0,1,tapaspaul,M,AITC,438789,GEN,1247914,1476783,krishnanagar,84.5,35.16,71255,5.71,18228,Graduate
8619,8619,GE,west_bengal,16,15,2014,4.0,6,tapassarkar,M,BSP,5458,SC,1051130,1287222,barrackpore,81.66,0.52,422,0.04,16651,12th Pass
384,384,GE,arunachal_pradesh,16,2,2014,4.0,2,tapirgao,M,BJP,105977,ST,261291,312704,arunachal_east,83.56,40.56,73623,28.18,1605,Post Graduate
8610,8610,GE,west_bengal,16,14,2015,,8,tarakchandrasarkar,,IND,3248,,1236222,1540713,bangaon,80.24,0.26,947,0.08,10809,
8665,8665,GE,west_bengal,16,19,2014,4.0,6,tarangamondal,M,AIUDF,13333,SC,1189048,1458724,joynagar,81.51,1.12,4514,0.38,795,Others
4877,4877,GE,odisha,16,3,2014,4.0,12,taranibhoi,F,PCHVP,2559,SC,984309,1297098,sambalpur,75.89,0.26,0,0.0,16335,10th Pass
8905,8905,GE,west_bengal,16,37,2014,4.0,8,taraniroy,M,IND,6854,SC,1272070,1466921,bishnupur,86.72,0.54,34,0.0,10809,Illiterate
8599,8599,GE,west_bengal,16,14,2014,4.0,9,tarapadabiswas,M,AMB,2848,SC,1283688,1540713,bangaon,83.32,0.22,224,0.02,894,12th Pass
8611,8611,GE,west_bengal,16,14,2015,,9,tarapadabiswas,,AB,2301,,1236222,1540713,bangaon,80.24,0.19,315,0.03,894,
7519,7519,GE,uttar_pradesh,16,35,2014,4.0,14,tarapatkar,M,SWPI,743,GEN,1033883,1949956,lucknow,53.02,0.07,24,0.0,12962,
5168,5168,GE,punjab,16,4,2014,4.0,11,tarasinghgill,M,BSP(A),2268,SC,1040762,1551497,jalandhar,67.08,0.22,11,0.0,9654,5th Pass
1256,1256,GE,chhattisgarh,16,2,2014,4.0,6,tarasinghrathiya,M,AAAP,12133,ST,1246186,1626949,raigarh,76.6,0.97,906,0.07,13,Graduate
2517,2517,GE,jharkhand,16,7,2014,4.0,30,tarchmurmu,M,IND,1190,ST,1143902,1890021,dhanbad,60.52,0.1,225,0.02,10809,Graduate
7637,7637,GE,uttar_pradesh,16,40,2014,4.0,17,tarikparvez,M,AAAP,1857,GEN,970677,1613781,farrukhabad,60.15,0.19,48,0.0,13,12th Pass
721,721,GE,bihar,16,11,2014,4.0,1,tariqanwar,M,NCP,431292,GEN,977830,1446478,katihar,67.6,44.11,114740,11.73,5792,Graduate
2315,2315,GE,jammu_and_kashmir,16,2,2014,4.0,1,tariqhameedkarra,M,JKPDP,157923,GEN,312212,1207230,srinagar,25.86,50.58,42280,13.54,11133,Graduate Professional
1499,1499,GE,delhi,16,1,2014,4.0,25,tariqmirza,M,RPI(A),253,GEN,981863,1447230,chandni_chowk,67.84,0.03,2,0.0,12285,8th Pass
4643,4643,GE,maharashtra,16,40,2014,4.0,11,tarkasepushpamurlidhar,F,HND,4126,GEN,1118151,1759186,osmanabad,63.56,0.37,34,0.0,3288,10th Pass
5163,5163,GE,punjab,16,4,2014,4.0,6,tarsempeter,M,IND,6250,SC,1040762,1551497,jalandhar,67.08,0.6,814,0.08,10809,Graduate
5234,5234,GE,punjab,16,7,2014,4.0,15,tarsemsinghbanga,M,IND,1934,SC,1100457,1561201,ludhiana,70.49,0.18,415,0.04,10809,5th Pass
5639,5639,GE,rajasthan,16,18,2014,4.0,16,tarunkumar,M,IND,2596,GEN,1087272,1824968,jalore,59.58,0.24,579,0.05,10809,10th Pass
392,392,GE,assam,16,1,2014,4.0,6,tarunkumardas,M,AAAP,3658,SC,886920,1165997,karimganj,76.07,0.41,221,0.02,13,10th Pass
8744,8744,GE,west_bengal,16,24,2014,4.0,16,tarunmukherjee,M,RJNP,708,GEN,955778,1433985,kolkata_uttar,66.65,0.07,48,0.01,6501,Post Graduate
8222,8222,GE,uttar_pradesh,16,76,2014,4.0,4,tarunpatelurftarunendrachandpatel,M,INC,27194,GEN,980572,1593133,chandauli,61.55,2.77,11596,1.18,3482,Post Graduate
1402,1402,GE,chhattisgarh,16,8,2014,4.0,30,tarzanjangde,M,IND,962,SC,1250845,1904460,raipur,65.68,0.08,25,0.0,10809,
693,693,GE,bihar,16,9,2014,4.0,1,tasleemuddin,M,RJD,407978,GEN,975811,1587332,araria,61.47,41.81,146504,15.01,12103,Literate
