,Unnamed: 0,Unnamed: 0.1,Election_Type,Assembly_No,Constituency_No,Year,month,Position,Candidate,State_Name,Constituency_Name,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
1528,1528,1528,GE,14,6,2004,4.0,2,mohdilyas,haryana,faridabad,M,INLD,205355,GEN,844718,1546578,54.62,24.31,33641,3.98,3863,Graduate
1212,1212,1212,GE,14,6,2004,4.0,4,mohdimranansari,delhi,delhi_sadar,M,SP,1074,GEN,271544,471813,57.55,0.4,179,0.07,7425,
1188,1188,1188,GE,14,4,2004,4.0,21,mohdiqbalquereshi,delhi,east_delhi,M,BPTP,573,GEN,1190814,2606589,45.68,0.05,17,0.0,9468,Not Given
5455,5455,5455,GE,14,78,2004,4.0,13,mohdirfan,uttar_pradesh,muzaffarnagar,M,NBNP,727,GEN,862408,1521778,56.67,0.08,185,0.02,16966,
1122,1122,1122,GE,14,1,2004,4.0,14,mohdislam,delhi,new_delhi,M,IND,93,GEN,202557,455114,44.51,0.05,14,0.01,10809,
680,680,680,GE,14,20,2004,4.0,9,mohdkamaluddin,bihar,saharsa,M,JHP,4220,GEN,738280,1287666,57.33,0.57,908,0.12,11059,Others
4475,4475,4475,GE,14,16,2004,4.0,15,mohdkamransiddiqui,uttar_pradesh,lucknow,M,IND,918,GEN,578556,1639922,35.28,0.16,33,0.01,10809,
2428,2428,2428,GE,14,8,2004,4.0,12,mohdkhalil,madhya_pradesh,satna,M,IND,2170,GEN,610602,1324818,46.09,0.36,698,0.11,10809,
1653,1653,1653,GE,14,3,2004,4.0,7,mohdmaqbooldar,jammu_and_kashmir,anantnag,M,IND,2691,GEN,150219,998905,15.04,1.79,1096,0.73,10809,Post Graduate
207,207,207,GE,14,29,2004,4.0,5,mohdmazherhussain,andhra_pradesh,mahabubnagar,M,MUL,12783,GEN,866550,1365922,63.44,1.48,0,0.0,5501,Not Given
4711,4711,4711,GE,14,31,2004,4.0,1,mohdmuqueem,uttar_pradesh,domariaganj,M,BSP,202544,GEN,643129,1350045,47.64,31.49,52902,8.23,16651,10th Pass
4276,4276,4276,GE,14,3,2004,4.0,9,mohdnasir,uttar_pradesh,moradabad,M,INLD,2212,GEN,655175,1353266,48.41,0.34,56,0.01,3863,
4678,4678,4678,GE,14,28,2004,4.0,10,mohdraees,uttar_pradesh,balrampur,M,IND,2468,GEN,698106,1316006,53.05,0.35,116,0.02,10809,
4291,4291,4291,GE,14,4,2004,4.0,10,mohdrehan,uttar_pradesh,rampur,M,IND,3901,GEN,810596,1420598,57.06,0.48,181,0.02,10809,
4573,4573,4573,GE,14,21,2004,4.0,8,mohdsabirkhan,uttar_pradesh,amethi,M,RSBP,3229,GEN,589596,1324991,44.5,0.55,614,0.1,12378,
4273,4273,4273,GE,14,3,2004,4.0,6,mohdsalim,uttar_pradesh,moradabad,M,IND,6764,GEN,655175,1353266,48.41,1.03,1285,0.2,10809,
1151,1151,1151,GE,14,3,2004,4.0,12,mohdsalimqureshi,delhi,outer_delhi,M,RPI(A),1042,GEN,1553849,3368399,46.13,0.07,76,0.0,12285,
5080,5080,5080,GE,14,52,2004,4.0,11,mohdsalmanrashidi,uttar_pradesh,allahabad,M,IND,2696,GEN,656498,1558094,42.13,0.41,32,0.0,10809,
4715,4715,4715,GE,14,31,2004,4.0,5,mohdsameem,uttar_pradesh,domariaganj,M,IND,13345,GEN,643129,1350045,47.64,2.08,7365,1.15,10809,
1197,1197,1197,GE,14,5,2004,4.0,4,mohdsami,delhi,chandni_chowk,M,IND,660,GEN,179007,337462,53.05,0.37,226,0.13,10809,Graduate
5415,5415,5415,GE,14,76,2004,4.0,1,mohdshahid,uttar_pradesh,meerut,M,BSP,252518,GEN,697484,1329974,52.44,36.2,69336,9.94,16651,5th Pass
4675,4675,4675,GE,14,28,2004,4.0,7,mohdshajid,uttar_pradesh,balrampur,M,IND,3838,GEN,698106,1316006,53.05,0.55,411,0.06,10809,
4578,4578,4578,GE,14,22,2004,4.0,1,mohdtahir,uttar_pradesh,sultanpur,M,BSP,261564,GEN,721049,1465273,49.21,36.28,101810,14.12,16651,12th Pass
5250,5250,5250,GE,14,64,2004,4.0,11,mohdusman,uttar_pradesh,farrukhabad,M,IND,1298,GEN,665435,1366501,48.7,0.2,143,0.02,10809,
1658,1658,1658,GE,14,3,2004,4.0,12,mohdyousufqurashi,jammu_and_kashmir,anantnag,M,RLD,1115,GEN,150219,998905,15.04,0.74,251,0.17,12169,Not Given
4141,4141,4141,GE,14,34,2004,4.0,6,mohideenabdulkaderm,tamil_nadu,ramanathapuram,M,IND,3314,GEN,674387,1147726,58.76,0.49,546,0.08,10809,
4200,4200,4200,GE,14,38,2004,4.0,6,mohideensa,tamil_nadu,tiruchendur,M,IND,2096,GEN,631008,1031560,61.17,0.33,289,0.05,10809,
2907,2907,2907,GE,14,22,2007,,2,mohitesubodhbaburao,maharashtra,ramtek,M,INC,198669,GEN,550283,1172818,46.92,36.1,119031,21.63,3482,
2896,2896,2896,GE,14,22,2004,4.0,1,mohitesubodhbaburao,maharashtra,ramtek,M,SHS,276720,GEN,647483,1148759,56.36,42.74,14102,2.18,18691,Graduate Professional
1632,1632,1632,GE,14,1,2004,4.0,5,mohmadakbar,jammu_and_kashmir,baramulla,M,BJP,9003,GEN,334770,940998,35.58,2.69,1532,0.46,1605,Graduate Professional
1646,1646,1646,GE,14,2,2004,4.0,13,mohmadyousufwani,jammu_and_kashmir,srinagar,M,AIFB,836,GEN,195678,1053734,18.57,0.43,0,0.0,3040,Graduate
391,391,391,GE,14,4,2004,4.0,11,mohoruddinmondal,assam,dhubri,M,MUL,3533,GEN,863592,1149939,75.1,0.41,0,0.0,5501,Post Graduate
4369,4369,4369,GE,14,10,2004,4.0,5,mohsaleem,uttar_pradesh,shahjahanpur,M,CPI,7492,GEN,633853,1240983,51.08,1.18,2303,0.36,2444,
5497,5497,5497,GE,14,80,2004,4.0,9,mohseen,uttar_pradesh,saharanpur,M,INLD,2258,GEN,990415,1566135,63.24,0.23,82,0.01,3863,
217,217,217,GE,14,30,2004,4.0,10,mohsinbinhussainalkasari,andhra_pradesh,hyderabad,M,IND,2961,GEN,986737,1770725,55.73,0.3,0,0.0,10809,Others
5642,5642,5642,GE,14,9,2004,4.0,2,moinulhassanahamed,west_bengal,murshidabad,M,CPM,446415,GEN,1007221,1197170,84.13,44.32,402699,39.98,14635,
3163,3163,3163,GE,14,1,2004,4.0,2,moirangthemnara,manipur,inner_manipur,M,CPI,104722,GEN,416406,740718,56.22,25.15,16543,3.97,2444,Graduate Professional
4719,4719,4719,GE,14,31,2004,4.0,9,molvimahphoojurrahmanfalahi,uttar_pradesh,domariaganj,M,RJD,4415,GEN,643129,1350045,47.64,0.69,855,0.13,12103,
1438,1438,1438,GE,14,2,2004,4.0,6,monaram,haryana,kurukshetra,M,BSP,23057,GEN,850858,1161933,73.23,2.71,14390,1.69,16651,Literate
5854,5854,5854,GE,14,33,2004,4.0,4,mongalsoren,west_bengal,jhargram,M,JMM,37921,ST,795312,1029496,77.25,4.77,24583,3.09,4653,Post Graduate
513,513,513,GE,14,4,2004,4.0,8,monikatiwari,bihar,gopalganj,F,BED,4312,GEN,694492,1231178,56.41,0.62,18,0.0,9050,Post Graduate
424,424,424,GE,14,9,2004,4.0,1,monikumarsubba,assam,tezpur,M,INC,289847,GEN,719768,1006389,71.52,40.27,70445,9.79,3482,8th Pass
5593,5593,5593,GE,14,4,2004,4.0,2,monithapa,west_bengal,darjeeling,F,CPM,295557,GEN,888083,1249238,71.09,33.28,181585,20.45,14635,Post Graduate
5704,5704,5704,GE,14,16,2004,4.0,3,monoranjanhaldar,west_bengal,mathurapur,M,INC,71700,SC,907785,1113351,81.54,7.9,55679,6.13,3482,Post Graduate
5793,5793,5793,GE,14,24,2004,4.0,8,monoranjanpolley,west_bengal,howrah,M,IND,2445,SC,911632,1240427,73.49,0.27,132,0.01,10809,Not Given
3514,3514,3514,GE,14,6,2004,4.0,5,monukuruvila,rajasthan,jaipur,M,IND,3414,GEN,881075,1896856,46.45,0.39,1923,0.22,10809,
3965,3965,3965,GE,14,20,2004,4.0,5,moogambikaimani,tamil_nadu,coimbatore,M,SHS,4437,GEN,878866,1584223,55.48,0.5,1215,0.14,18691,12th Pass
3618,3618,3618,GE,14,21,2004,4.0,7,moolaram,rajasthan,pali,M,IND,5969,GEN,542738,1195737,45.39,1.1,3068,0.57,10809,
3542,3542,3542,GE,14,8,2004,4.0,12,moolchand,rajasthan,alwar,M,IND,625,SC,542876,1262622,43.0,0.12,0,0.0,10809,
3644,3644,3644,GE,14,25,2004,4.0,3,moolchand,rajasthan,nagaur,M,BSP,107757,SC,631471,1436070,43.97,17.06,97869,15.5,16651,Graduate
3554,3554,3554,GE,14,10,2004,4.0,5,moolchandkoli,rajasthan,bayana,M,IND,1790,SC,490633,1197119,40.98,0.36,235,0.05,10809,
2654,2654,2654,GE,14,26,2004,4.0,9,moolchandrathore,madhya_pradesh,indore,M,IND,1933,GEN,854503,1678030,50.92,0.23,488,0.06,10809,
3751,3751,3751,GE,14,5,2004,4.0,1,moorthyak,tamil_nadu,chengalpattu,M,PMK,431643,GEN,759076,1167736,65.0,56.86,148724,19.59,11891,Post Graduate
3756,3756,3756,GE,14,5,2004,4.0,6,moorthyn,tamil_nadu,chengalpattu,M,IND,5427,GEN,759076,1167736,65.0,0.71,627,0.08,10809,
3030,3030,3030,GE,14,33,2004,4.0,9,moregangadharlakhaji,maharashtra,aurangabad,M,IND,4552,SC,912571,1636117,55.78,0.5,963,0.11,10809,8th Pass
5117,5117,5117,GE,14,55,2004,4.0,7,moshafiq,uttar_pradesh,banda,M,AD,5200,GEN,526335,1283915,40.99,0.99,698,0.13,954,
4898,4898,4898,GE,14,41,2008,,12,mosirahmad,uttar_pradesh,azamgarh,M,IND,2442,,609521,1467384,41.54,0.4,70,0.01,10809,
248,248,248,GE,14,35,2004,4.0,3,mothebarikrao,andhra_pradesh,adilabad,M,PRBP,23282,SC,831337,1140834,72.87,2.8,5111,0.61,6067,Graduate
4448,4448,4448,GE,14,14,2004,4.0,11,motilal,uttar_pradesh,misrikh,M,IND,1801,SC,550849,1234107,44.64,0.33,128,0.02,10809,
4545,4545,4545,GE,14,19,2006,,11,motilal,uttar_pradesh,raebareilly,M,IND,1165,,590025,1362461,43.31,0.2,75,0.01,10809,
2363,2363,2363,GE,14,3,2007,,10,motilal,madhya_pradesh,gwalior,M,IND,3533,,570585,1378757,41.38,0.62,30,0.01,10809,
2612,2612,2612,GE,14,22,2004,4.0,5,motilalmalviya,madhya_pradesh,shajapur,M,SP,8484,SC,720241,1328841,54.2,1.18,1613,0.22,7425,
3576,3576,3576,GE,14,14,2004,4.0,4,motilalmeena,rajasthan,kota,M,BSP,15156,ST,580105,1327073,43.71,2.61,4848,0.84,16651,Graduate
5883,5883,5883,GE,14,35,2004,4.0,7,motilalmurmu,west_bengal,bankura,M,BSP,7892,ST,695487,1020046,68.18,1.13,1481,0.21,16651,10th Pass
1936,1936,1936,GE,14,1,2004,4.0,3,motiramchowdhary,karnataka,bidar,M,JD(S),173291,SC,815792,1372985,59.42,21.24,147383,18.07,10979,Post Graduate
4356,4356,4356,GE,14,9,2004,4.0,6,motiramrajput,uttar_pradesh,pilibhit,M,IND,11027,GEN,677107,1285919,52.66,1.63,6060,0.89,10809,
5665,5665,5665,GE,14,11,2004,4.0,6,mozammelhaquepaile,west_bengal,krishnagar,M,BSP,10024,GEN,930294,1117441,83.25,1.08,723,0.08,16651,Graduate
2186,2186,2186,GE,14,9,2004,4.0,4,mprenjith,kerala,trichur,M,IND,8780,GEN,687705,990733,69.41,1.28,3783,0.55,10809,
2159,2159,2159,GE,14,4,2004,4.0,12,mpshanthivarmajain,kerala,calicut,M,IND,2223,GEN,781184,1110149,70.37,0.28,38,0.0,10809,
2148,2148,2148,GE,14,4,2004,4.0,1,mpveerendrakumar,kerala,calicut,M,JD(S),340111,GEN,781184,1110149,70.37,43.54,65326,8.36,10979,Post Graduate
4410,4410,4410,GE,14,12,2004,4.0,4,mradulshukla,uttar_pradesh,shahabad,M,INC,17041,GEN,579629,1258003,46.08,2.94,8108,1.4,3482,Graduate
2678,2678,2678,GE,14,29,2004,4.0,6,mrafikdagria,madhya_pradesh,mandsaur,M,IND,7918,GEN,776538,1373890,56.52,1.02,2257,0.29,10809,
2139,2139,2139,GE,14,2,2004,4.0,8,mramachandran,kerala,cannanore,M,IND,2342,GEN,860998,1088892,79.07,0.27,858,0.1,10809,Not Given
3298,3298,3298,GE,14,1,2004,4.0,8,mrangadas,puducherry,pondicherry,M,IND,2891,SC,483816,636667,75.99,0.6,226,0.05,10809,
5848,5848,5848,GE,14,32,2004,4.0,6,mritunjoychakraborty,west_bengal,midnapore,M,IND,9440,GEN,908499,1152887,78.8,1.04,2191,0.24,10809,Graduate
5876,5876,5876,GE,14,34,2006,,8,mrityunjoymahato,west_bengal,perulia,M,IPFB,3587,,713756,1001992,71.23,0.5,0,0.0,3897,
1050,1050,1050,GE,14,8,2004,4.0,2,mrsgangapotaithakur,chhattisgarh,kanker,F,INC,200668,ST,553888,1152128,48.08,36.23,171762,31.01,3482,Post Graduate
3197,3197,3197,GE,14,2,2004,4.0,3,mrutyunjaymohapatra,odisha,balasore,M,IND,28247,GEN,947569,1330406,71.22,2.98,7043,0.74,10809,Post Graduate
5221,5221,5221,GE,14,62,2004,4.0,6,mschandel,uttar_pradesh,etawah,M,LP(S),3478,GEN,703946,1264620,55.66,0.49,27,0.0,4917,
2033,2033,2033,GE,14,15,2004,4.0,1,mshivanna,karnataka,chamarajanagar,M,JD(S),316661,SC,853214,1189973,71.7,37.11,43989,5.16,10979,Graduate
2175,2175,2175,GE,14,7,2004,4.0,5,msubramanian,kerala,palghat,M,BSP,5021,SC,820856,1113144,73.74,0.61,15,0.0,16651,
2143,2143,2143,GE,14,3,2004,4.0,2,mtpadma,kerala,badagara,F,INC,298705,GEN,828533,1092826,75.82,36.05,216804,26.17,3482,Post Graduate
2150,2150,2150,GE,14,4,2004,4.0,3,mtramesh,kerala,calicut,M,BJP,97889,GEN,781184,1110149,70.37,12.53,63884,8.18,1605,Graduate
743,743,743,GE,14,25,2004,4.0,3,mubarakhussain,bihar,katihar,M,SP,37584,GEN,704449,1158042,60.83,5.34,13982,1.98,7425,Graduate
3610,3610,3610,GE,14,20,2004,4.0,3,mubariq,rajasthan,bhilwara,M,IND,24896,GEN,619696,1233703,50.23,4.02,4028,0.65,10809,8th Pass
1858,1858,1858,GE,14,9,2007,,12,mubinkhan,jharkhand,jamshedpur,M,NLP,2414,GEN,641038,1396230,45.91,0.38,0,0.0,5631,
1985,1985,1985,GE,14,7,2004,4.0,3,mudalagiriyappacp,karnataka,chitradurga,M,BJP,241164,GEN,918905,1316427,69.8,26.24,205083,22.32,1605,Post Graduate
52,52,52,GE,14,7,2004,4.0,2,mudragadapadmanabham,andhra_pradesh,kakinada,M,TDP,353730,GEN,832284,1164984,71.44,42.5,323577,38.88,8300,
4561,4561,4561,GE,14,20,2004,4.0,11,muheed,uttar_pradesh,pratapgarh,M,IND,2588,GEN,572548,1332216,42.98,0.45,62,0.01,10809,
4548,4548,4548,GE,14,19,2006,,14,muilias,uttar_pradesh,raebareilly,M,IND,863,,590025,1362461,43.31,0.15,163,0.03,10809,
4924,4924,4924,GE,14,43,2004,4.0,13,mujmmishusen,uttar_pradesh,machhlishahr,M,NBNP,1646,GEN,676371,1474056,45.89,0.24,8,0.0,16966,
3530,3530,3530,GE,14,7,2004,4.0,9,mukarramali,rajasthan,dausa,M,SP,2874,GEN,716901,1462752,49.01,0.4,0,0.0,7425,
5487,5487,5487,GE,14,79,2004,4.0,30,mukesh,uttar_pradesh,kairana,M,IND,126,GEN,816726,1220829,66.9,0.02,25,0.0,10809,
2360,2360,2360,GE,14,3,2007,,7,mukesh,madhya_pradesh,gwalior,M,IND,7771,,570585,1378757,41.38,1.36,2397,0.42,10809,
1205,1205,1205,GE,14,5,2004,4.0,12,mukesharora,delhi,chandni_chowk,M,IND,54,GEN,179007,337462,53.05,0.03,5,0.0,10809,Graduate Professional
971,971,971,GE,14,1,2004,4.0,10,mukeshkumar,chandigarh,chandigarh,M,IND,488,SC,268670,527684,50.91,0.18,7,0.0,10809,10th Pass
1929,1929,1929,GE,14,14,2004,4.0,10,mukeshkumar,jharkhand,hazaribagh,M,LJNSP,2502,GEN,705439,1180058,59.78,0.35,77,0.01,5029,
5349,5349,5349,GE,14,71,2004,4.0,4,mukeshkumar,uttar_pradesh,hathras,M,INC,32234,SC,492135,1212983,40.57,6.55,26255,5.33,3482,Not Given
5242,5242,5242,GE,14,64,2004,4.0,3,mukeshrajput,uttar_pradesh,farrukhabad,M,BJP,136120,GEN,665435,1366501,48.7,20.46,20074,3.02,1605,Graduate
1829,1829,1829,GE,14,8,2004,4.0,18,mukeshsinha,jharkhand,ranchi,M,JKPP,1449,GEN,695754,1379179,50.45,0.21,20,0.0,4730,
2528,2528,2528,GE,14,16,2004,4.0,15,mukeshwadiwa,madhya_pradesh,chhindwara,M,IND,3177,ST,754637,1145107,65.9,0.42,313,0.04,10809,
3336,3336,3336,GE,14,2,2007,,5,mukhjitsinghbhullar,punjab,amritsar,M,BSP(A),8938,,878992,1309790,67.11,1.02,1243,0.14,9654,
4423,4423,4423,GE,14,13,2004,4.0,2,mukhtaranees,uttar_pradesh,sitapur,M,SP,166499,GEN,596569,1292685,46.15,27.91,28677,4.81,7425,Graduate
1509,1509,1509,GE,14,5,2004,4.0,22,mukhtiarsingh,haryana,rohtak,M,IND,419,GEN,662049,1055610,62.72,0.06,15,0.0,10809,Post Graduate
152,152,152,GE,14,22,2004,4.0,5,mukkanarasimhareddy,andhra_pradesh,rajampet,M,JP,6654,GEN,691329,991369,69.73,0.96,0,0.0,4406,5th Pass
2858,2858,2858,GE,14,18,2004,4.0,2,mukulbalkrushnawasnik,maharashtra,buldhana,M,INC,310068,SC,761264,1196627,63.62,40.73,288871,37.95,3482,Post Graduate
3180,3180,3180,GE,14,2,2006,,2,mukulmsangma,meghalaya,tura,M,INC,118848,ST,359034,526673,68.17,33.1,107369,29.9,3482,
5781,5781,5781,GE,14,23,2004,4.0,7,mukulpaul,west_bengal,calcutta_south,M,IND,2524,GEN,772742,1096709,70.46,0.33,218,0.03,10809,10th Pass
5256,5256,5256,GE,14,65,2004,4.0,1,mulayamsinghyadav,uttar_pradesh,mainpuri,M,SP,460470,GEN,719918,1211002,59.45,63.96,337870,46.93,7425,Post Graduate
2133,2133,2133,GE,14,2,2004,4.0,2,mullappallyramachandran,kerala,cannanore,M,INC,351209,GEN,860998,1088892,79.07,40.79,303996,35.31,3482,Post Graduate
2040,2040,2040,GE,14,15,2004,4.0,8,mullurunagaraju,karnataka,chamarajanagar,M,KNDP,14606,SC,853214,1189973,71.7,1.71,0,0.0,4775,Not Given
1288,1288,1288,GE,14,4,2004,4.0,4,multanisubhanbhaipopatbhai,gujarat,rajkot,M,IND,12819,GEN,538626,1650135,32.64,2.38,6916,1.28,10809,
309,309,309,GE,14,39,2004,4.0,8,mumjalabikshapathi,andhra_pradesh,warangal,M,IND,6930,GEN,921872,1215167,75.86,0.75,101,0.01,10809,Graduate
2207,2207,2207,GE,14,11,2004,4.0,9,munambamhamza,kerala,ernakulam,M,JD(U),976,GEN,658916,1069131,61.63,0.15,0,0.0,11002,Literate
66,66,66,GE,14,9,2004,4.0,3,muneeswararaobhupati,andhra_pradesh,amalapuram,M,IND,26699,SC,704224,904207,77.88,3.79,17149,2.44,10809,Others
5251,5251,5251,GE,14,64,2004,4.0,12,muneshsingh,uttar_pradesh,farrukhabad,M,IND,1155,GEN,665435,1366501,48.7,0.17,147,0.02,10809,
4378,4378,4378,GE,14,10,2004,4.0,14,muneshwar,uttar_pradesh,shahjahanpur,M,IND,1523,SC,633853,1240983,51.08,0.24,45,0.01,10809,
1750,1750,1750,GE,14,4,2004,4.0,10,muneshwarsingh,jharkhand,chatra,M,IND,2821,GEN,435504,978364,44.51,0.65,277,0.06,10809,
883,883,883,GE,14,35,2004,4.0,2,munilall,bihar,sasaram,M,BJP,158411,SC,697268,1291800,53.98,22.72,61831,8.87,1605,Post Graduate
2011,2011,2011,GE,14,11,2004,4.0,4,muniramaiah,karnataka,kanakapura,M,IND,23350,GEN,1552416,2695484,57.59,1.5,8417,0.54,10809,Post Graduate
3400,3400,3400,GE,14,9,2004,4.0,2,munishtewari,punjab,ludhiana,M,INC,299694,GEN,869927,1560468,55.75,34.45,111907,12.86,3482,Graduate Professional
2359,2359,2359,GE,14,3,2007,,6,munnalalgoyalmunnabhaiya,madhya_pradesh,gwalior,M,SP,16829,,570585,1378757,41.38,2.95,9058,1.59,7425,
4860,4860,4860,GE,14,40,2004,4.0,10,munnar,uttar_pradesh,ghosi,M,ABHM,4116,GEN,721582,1427284,50.56,0.57,1313,0.18,268,
3466,3466,3466,GE,14,1,2004,4.0,3,munshiram,rajasthan,ganganagar,M,BSP,25144,SC,722938,1337857,54.04,3.48,2343,0.32,16651,Literate
4240,4240,4240,GE,14,1,2004,4.0,5,munshiramsoshrimakhhan,uttar_pradesh,bijnor,M,IND,9191,SC,705737,1355437,52.07,1.3,2557,0.36,10809,Not Given
4236,4236,4236,GE,14,1,2004,4.0,1,munshiramsosriramcharansingh,uttar_pradesh,bijnor,M,RLD,301599,SC,705737,1355437,52.07,42.74,80175,11.36,12169,Others
1811,1811,1811,GE,14,7,2004,4.0,19,munsihembram,jharkhand,dhanbad,M,IND,1861,ST,941478,1749456,53.82,0.2,0,0.0,10809,
3879,3879,3879,GE,14,13,2004,4.0,3,munusamyalaisthamilselvanm,tamil_nadu,dharmapuri,M,JD(U),62960,SC,709991,1295521,54.8,8.87,39407,5.55,11002,8th Pass
3826,3826,3826,GE,14,9,2004,4.0,9,munusamym,tamil_nadu,vandavasi,M,IND,1951,SC,703269,1128624,62.31,0.28,437,0.06,10809,
3202,3202,3202,GE,14,3,2004,4.0,2,muralidharjena,odisha,bhadrak,M,INC,394431,SC,932276,1350755,69.02,42.31,362845,38.92,3482,Graduate
4896,4896,4896,GE,14,41,2008,,10,muraliram,uttar_pradesh,azamgarh,M,IND,2950,,609521,1467384,41.54,0.48,88,0.01,10809,
5315,5315,5315,GE,14,69,2004,4.0,2,murarilalmittalfatehpuria,uttar_pradesh,agra,M,BJP,185752,GEN,642719,1430713,44.92,28.9,11603,1.81,1605,
3084,3084,3084,GE,14,40,2004,4.0,2,murkutebhanudaskashinath,maharashtra,kopargaon,M,SHS,269357,GEN,668700,1077519,62.06,40.28,258521,38.66,18691,
4588,4588,4588,GE,14,22,2004,4.0,11,murli,uttar_pradesh,sultanpur,M,IND,2554,SC,721049,1465273,49.21,0.35,672,0.09,10809,
994,994,994,GE,14,3,2004,4.0,3,murtiramsahu,chhattisgarh,janjgir,M,BSP,51901,GEN,717698,1374418,52.22,7.23,28991,4.04,16651,Post Graduate
2798,2798,2798,GE,14,10,2008,,14,murtuzamozaffarshaikh,maharashtra,thane,M,IND,1123,,889568,3623806,24.55,0.13,111,0.01,10809,
3861,3861,3861,GE,14,11,2004,4.0,11,muruganc,tamil_nadu,cuddalore,M,IND,1373,GEN,760180,1206876,62.99,0.18,453,0.06,10809,
3734,3734,3734,GE,14,3,2004,4.0,34,murugand,tamil_nadu,madras_south,M,IND,295,SC,934548,1949904,47.93,0.03,43,0.0,10809,
3973,3973,3973,GE,14,21,2004,4.0,2,murugang,tamil_nadu,pollachi,M,ADMK,244067,SC,642999,1039279,61.87,37.96,231028,35.93,930,
3886,3886,3886,GE,14,13,2004,4.0,10,muruganr,tamil_nadu,dharmapuri,M,IND,2844,GEN,709991,1295521,54.8,0.4,666,0.09,10809,
3677,3677,3677,GE,14,1,2004,4.0,25,murugans,tamil_nadu,madras_north,M,IND,298,GEN,915865,2000866,45.77,0.03,0,0.0,10809,
3730,3730,3730,GE,14,3,2004,4.0,30,muruganvg,tamil_nadu,madras_south,M,IND,354,SC,934548,1949904,47.93,0.04,17,0.0,10809,
4219,4219,4219,GE,14,39,2004,4.0,7,muruganvn,tamil_nadu,nagercoil,M,IND,1618,GEN,673555,1110014,60.68,0.24,901,0.13,10809,
4137,4137,4137,GE,14,34,2004,4.0,2,murugesanc,tamil_nadu,ramanathapuram,M,ADMK,225337,GEN,674387,1147726,58.76,33.41,145830,21.62,930,
4090,4090,4090,GE,14,30,2004,4.0,4,murugesank,tamil_nadu,nagapattinam,M,IND,9480,SC,751436,1049004,71.63,1.26,5273,0.7,10809,
4047,4047,4047,GE,14,26,2004,4.0,6,murugesanr,tamil_nadu,karur,M,IND,1243,GEN,743592,1069359,69.54,0.17,81,0.01,10809,
4183,4183,4183,GE,14,37,2004,4.0,2,murugesans,tamil_nadu,tenkasi,M,ADMK,225824,SC,712150,1084708,65.65,31.71,124702,17.51,930,
5480,5480,5480,GE,14,79,2004,4.0,23,musheerahmad,uttar_pradesh,kairana,M,AP,327,GEN,816726,1220829,66.9,0.04,6,0.0,1005,
1703,1703,1703,GE,14,6,2004,4.0,19,mushtaqahmed,jammu_and_kashmir,jammu,M,IND,1491,GEN,821670,1849989,44.41,0.18,6,0.0,10809,Illiterate
1638,1638,1638,GE,14,2,2004,4.0,5,mushtaqshamim,jammu_and_kashmir,srinagar,M,IND,2549,GEN,195678,1053734,18.57,1.3,1030,0.53,10809,Graduate
3793,3793,3793,GE,14,7,2004,4.0,11,mushthaqueahmedam,tamil_nadu,vellore,M,IND,1332,GEN,746914,1220454,61.2,0.18,144,0.02,10809,
3090,3090,3090,GE,14,40,2004,4.0,8,musmadebhausahebjagannath,maharashtra,kopargaon,M,IND,2813,GEN,668700,1077519,62.06,0.42,222,0.03,10809,Literate
2085,2085,2085,GE,14,22,2004,4.0,6,mutaguppilaxmeshputta,karnataka,kanara,M,IND,17513,GEN,833932,1207373,69.07,2.1,8756,1.05,10809,Post Graduate
3956,3956,3956,GE,14,19,2004,4.0,8,muthans,tamil_nadu,gobichettipalayam,M,IND,1896,SC,680103,1052350,64.63,0.28,101,0.01,10809,
4147,4147,4147,GE,14,34,2004,4.0,12,muthukkarunganm,tamil_nadu,ramanathapuram,M,IND,1558,GEN,674387,1147726,58.76,0.23,235,0.03,10809,
4175,4175,4175,GE,14,36,2004,4.0,8,muthukumara,tamil_nadu,tirunelveli,M,IND,1518,GEN,633782,1086290,58.34,0.24,13,0.0,10809,
3977,3977,3977,GE,14,21,2004,4.0,6,muthukumarn,tamil_nadu,pollachi,M,BSP,5294,SC,642999,1039279,61.87,0.82,1638,0.25,16651,
3952,3952,3952,GE,14,19,2004,4.0,4,muthusamykk,tamil_nadu,gobichettipalayam,M,BSP,6039,GEN,680103,1052350,64.63,0.89,814,0.12,16651,
109,109,109,GE,14,15,2004,4.0,5,muvvavenkatrao,andhra_pradesh,guntur,M,IND,4009,GEN,821478,1172954,70.03,0.49,0,0.0,10809,Post Graduate
2047,2047,2047,GE,14,17,2004,4.0,2,mveerappamoily,karnataka,mangalore,M,INC,351345,GEN,791572,1101484,71.86,44.39,311571,39.36,3482,Graduate
2182,2182,2182,GE,14,8,2004,4.0,5,mvelayudhan,kerala,ottapalam,M,BSP,7889,SC,806835,1092142,73.88,0.98,0,0.0,16651,
15,15,15,GE,14,1,2004,4.0,4,mylapallilakshmudu,andhra_pradesh,srikakulam,M,BSP,13011,GEN,723774,958626,75.5,1.8,8029,1.11,16651,Post Graduate
5585,5585,5585,GE,14,3,2004,4.0,4,nachhiralipramanik,west_bengal,jalpaiguri,M,IND,19316,GEN,890105,1104784,80.57,2.17,843,0.09,10809,Others
