,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
457,457,458,grajaiah,IND,0,Graduate,48,63056.0,35271,0,andhra_pradesh,secunderabad,2009
166,166,167,gramasubbareddy,PPOI,0,Others,57,3950000.0,950000,0,andhra_pradesh,kadapa,2009
742,742,743,gridhariyadav,INC,0,Post Graduate,44,6837392.0,358535,0,bihar,banka,2009
1347,1347,1348,grrana,JMM,0,Post Graduate,62,1939199.0,0,0,chhattisgarh,kanker,2009
23,23,24,gsampadarao,BSP,0,Graduate Professional,39,20000.0,0,0,andhra_pradesh,amalapuram,2009
2690,2690,2691,gsbasavaraju,BJP,0,Graduate Professional,67,54382029.0,8761621,1,karnataka,tumkur,2009
2367,2367,2368,gskumar,IND,0,10th Pass,68,3851000.0,55000,0,karnataka,bangalore_north,2009
4489,4489,4490,gsubramaniyan,IND,0,Graduate,36,585.0,0,0,puducherry,pondicherry,2009
370,370,371,gubbalatammaiah,PRAP,0,Doctorate,61,5869653.0,825248,0,andhra_pradesh,narsapuram,2009
3340,3340,3341,guddupremchand,INC,3,5th Pass,41,105031313.0,1500000,1,madhya_pradesh,ujjain,2009
69,69,70,gudipallisathyababuji,IND,0,Graduate,40,3900000.0,0,0,andhra_pradesh,bapatla,2009
6616,6616,6617,gufranahmed,RWSP,0,12th Pass,49,700000.0,0,0,uttar_pradesh,kanpur,2009
7006,7006,7007,gulab,PDFO,2,Others,31,2547000.0,0,0,uttar_pradesh,robertsganj,2009
6632,6632,6633,gulabchandra,IND,0,5th Pass,39,150000.0,0,0,uttar_pradesh,kaushambi,2009
884,884,885,gulabchandrapaswan,RKJP,0,Graduate,58,100000.0,0,0,bihar,jamui,2009
5902,5902,5903,gulabgrameen,Lok Dal,0,12th Pass,47,25300.0,0,0,uttar_pradesh,allahabad,2009
942,942,943,gulabraj,IND,3,Graduate Professional,31,321500.0,0,0,bihar,khagaria,2009
2956,2956,2957,gulabrav,RDMP,0,10th Pass,53,1125000.0,0,0,madhya_pradesh,betul,2009
1923,1923,1924,gulabsingh,NELU,0,5th Pass,45,2070000.0,20000,0,haryana,hisar,2009
6633,6633,6634,gulabsonkar,IJP,0,Graduate,45,243000.0,0,0,uttar_pradesh,kaushambi,2009
3949,3949,3950,gulabtatyawaghmode,BBM,0,Post Graduate,47,2677000.0,906000,0,maharashtra,pune,2009
1534,1534,1535,gulammohammadabdulkarimmalik,IND,0,Literate,62,83792.0,0,0,gujarat,anand,2009
2088,2088,2089,gulamrasoolshah,JKANC,0,10th Pass,55,1737000.0,0,0,jammu_and_kashmir,baramulla,2009
6279,6279,6280,gulamsabir,NBNP,0,5th Pass,42,1864000.0,1000000,0,uttar_pradesh,faizabad,2009
1518,1518,1519,gulmohammadismailkhokhhor,IND,0,10th Pass,40,,0,0,gujarat,amreli,2009
6023,6023,6024,gulzar,Ambedkar Samaj Party,0,5th Pass,44,5303347.0,223846,0,uttar_pradesh,baghpat,2009
241,241,242,gummadipullaiah,BSP,0,Graduate,58,400000.0,0,0,andhra_pradesh,mahabubabad,2009
5491,5491,5492,gunasekarana,IND,0,Post Graduate,36,71500.0,0,0,tamil_nadu,perambalur,2009
5248,5248,5249,gunasekarand,MMKA,0,Post Graduate,38,270000.0,0,0,tamil_nadu,dharmapuri,2009
5670,5670,5671,gunasekarank,Akila India Vallalar Peravai,0,10th Pass,59,2000.0,0,0,tamil_nadu,tiruchirappalli,2009
5100,5100,5101,gunasekaranm,IND,0,Graduate Professional,46,333000.0,0,0,tamil_nadu,chennai_central,2009
5423,5423,5424,gunasekarann,CPI(ML)(L),0,Not Given,47,,0,0,tamil_nadu,mayiladuthurai,2009
5570,5570,5571,gunasekaranp,IND,0,Not Given,47,,0,0,tamil_nadu,sivaganga,2009
3578,3578,3579,gundekarsanjayadelu,IND,0,Not Given,35,,0,0,maharashtra,hingoli,2009
610,610,611,guninhazarika,AGP,0,Post Graduate,61,8483272.0,134950,0,assam,kaliabor,2009
4784,4784,4785,gunwantlalsharma,IND,0,Graduate Professional,42,6976000.0,290000,0,rajasthan,chittorgarh,2009
4115,4115,4116,gunwanttukaramjidawande,IND,0,Graduate,70,72000.0,35200,0,maharashtra,wardha,2009
3443,3443,3444,guravkalyanbhanudas,RKSP,1,10th Pass,62,,0,0,maharashtra,beed,2009
4656,4656,4657,gurcharansingh,IND,0,10th Pass,43,,0,0,punjab,ludhiana,2009
4657,4657,4658,gurcharansinghgalib,SAD,0,12th Pass,76,35295747.0,2600000,0,punjab,ludhiana,2009
4943,4943,4944,gurdansingh,JKNPP,0,8th Pass,43,480000.0,0,0,rajasthan,jodhpur,2009
4723,4723,4724,gurdayal,IND,0,Graduate,37,1595000.0,125000,0,rajasthan,alwar,2009
1976,1976,1977,gurdayalsingh,BSP,0,10th Pass,62,21392000.0,400000,0,haryana,kurukshetra,2009
4576,4576,4577,gurdevsingh,BSP,0,Graduate Professional,55,10732000.0,157500,0,punjab,firozpur,2009
4658,4658,4659,gurindersinghsood,JKNPP,0,Not Given,42,16238000.0,410000,0,punjab,ludhiana,2009
4639,4639,4640,gurjitsingh,IND,0,8th Pass,36,1866997.0,88000,0,punjab,khadoor_sahib,2009
4597,4597,4598,gurmeetsingh,IND,0,12th Pass,50,6048761.0,500000,0,punjab,gurdaspur,2009
4544,4544,4545,gurmeetsinghranghreta,PLP,1,12th Pass,39,2000000.0,100000,0,punjab,faridkot,2009
2063,2063,2064,gurnamsinghchandel,SP,0,8th Pass,36,50000.0,2000000,0,himachal_pradesh,shimla,2009
4577,4577,4578,gurpalsingh,IND,0,Post Graduate,27,16008000.0,1100000,0,punjab,firozpur,2009
4545,4545,4546,gurpreetsingh,IND,0,10th Pass,29,33500.0,16000,0,punjab,faridkot,2009
4598,4598,4599,gurpreetsinghkhanna,BGTD,0,12th Pass,43,1286000.0,32000,0,punjab,gurdaspur,2009
5737,5737,5738,guruagurumoorthys,IND,0,12th Pass,31,18500.0,0,0,tamil_nadu,tiruvannamalai,2009
5738,5738,5739,guruc,IND,0,8th Pass,32,302000.0,0,0,tamil_nadu,tiruvannamalai,2009
1324,1324,1325,gurudadalokeshmaharaj,IND,0,Post Graduate,56,976000.0,0,0,chhattisgarh,durg,2009
7408,7408,7409,gurudasdasgupta,CPI,0,Post Graduate,73,3654001.0,0,1,west_bengal,ghatal,2009
5474,5474,5475,gurumurthys,BJP,3,12th Pass,29,2235500.0,665000,0,tamil_nadu,nilgiris,2009
2565,2565,2566,gurupadagoudavenkanagoudapatil,IND,0,5th Pass,62,118215000.0,0,0,karnataka,dharwad,2009
5739,5739,5740,gurusamyp,IND,0,8th Pass,61,517115.0,0,0,tamil_nadu,tiruvannamalai,2009
320,320,321,guthasukenderreddy,INC,0,12th Pass,55,16040830.0,16662997,1,andhra_pradesh,nalgonda,2009
312,312,313,guvvalabalaraj,TRS,0,Graduate Professional,31,22769600.0,9560000,0,andhra_pradesh,nagarkurnool,2009
104,104,105,gvenkatachalam,LSP,0,Post Graduate,29,250000.0,115000,0,andhra_pradesh,chittoor,2009
19,19,20,gvharshakumar,INC,1,Post Graduate,50,7289000.0,1014298,1,andhra_pradesh,amalapuram,2009
311,311,312,gvidyasagar,LSP,0,Graduate,60,1011000.0,0,0,andhra_pradesh,nagarkurnool,2009
255,255,256,gvijayalaxmi,PPOI,0,Not Given,61,105000.0,0,0,andhra_pradesh,mahbubnagar,2009
7120,7120,7121,gyantiwari,BJP,1,Graduate,41,13139861.0,897000,0,uttar_pradesh,sitapur,2009
1637,1637,1638,habibbhaiishabhaisachada,IND,1,Literate,50,657098.0,0,0,gujarat,jamnagar,2009
3170,3170,3171,habibsurur,MUL,2,8th Pass,54,1524345.0,0,0,madhya_pradesh,khandwa,2009
2714,2714,2715,hadapadbasavarajdundappa,BSP,0,12th Pass,28,585035.0,0,0,karnataka,uttara_kannada,2009
2234,2234,2235,hadtaldas,BSA,0,Not Given,43,180000.0,0,0,jharkhand,kodarma,2009
6579,6579,6580,hafeez,AD,0,8th Pass,47,1880000.0,0,0,uttar_pradesh,kaiserganj,2009
1279,1279,1280,haffizanwarulhaq,RJD,0,Graduate,37,10647034.0,1224056,0,chandigarh,chandigarh,2009
1398,1398,1399,haidarbhati,IND,0,8th Pass,38,2873000.0,0,0,chhattisgarh,raipur,2009
3116,3116,3117,hajaeesyidmueenuddin,SP,0,12th Pass,47,1127989.0,0,0,madhya_pradesh,hoshangabad,2009
3076,3076,3077,hajarilalkotiarathor,IND,0,Post Graduate,38,86600.0,0,0,madhya_pradesh,guna,2009
4282,4282,4283,hajidilshadali,BSP,2,12th Pass,36,74747480.0,78762,0,national_capital_territory_of_delhi,north_east_delhi,2009
439,439,440,hajimohammadazam,IND,0,10th Pass,82,3000000.0,0,0,andhra_pradesh,rajampet,2009
7019,7019,7020,hajimohammedtauseef,PECP,1,Graduate,45,21790000.0,0,0,uttar_pradesh,saharanpur,2009
3208,3208,3209,hajinisarahmedchoudhary,IND,0,Not Given,75,30508.0,0,0,madhya_pradesh,mandsour,2009
3171,3171,3172,hajinoorulla,LJP,2,5th Pass,46,1193002.0,0,0,madhya_pradesh,khandwa,2009
7059,7059,7060,hajirashidhusain,MUL,0,5th Pass,50,6490801.0,1007702,0,uttar_pradesh,sambhal,2009
3172,3172,3173,hajizakirhussaindurranyengineer,CPI,0,Post Graduate,46,1750000.0,600000,0,madhya_pradesh,khandwa,2009
4737,4737,4738,hakaru,BJP,3,8th Pass,37,6048400.0,405900,0,rajasthan,banswara,2009
3361,3361,3362,hakebhanudaskisan,RSPS,0,Graduate Professional,55,658527.0,0,0,maharashtra,ahmednagar,2009
6479,6479,6480,hakeemkhan,BAP,0,8th Pass,56,1448000.0,80000,0,uttar_pradesh,hamirpur,2009
6755,6755,6756,hakimsinghyadav,CPI,0,Graduate Professional,65,4175000.0,120000,0,uttar_pradesh,mainpuri,2009
1389,1389,1390,haldharramsidar,IND,0,Graduate,42,1025000.0,85156,0,chhattisgarh,raigarh,2009
2754,2754,2755,hamsakalapparambath,IND,0,5th Pass,47,1212000.0,0,0,kerala,chalakudy,2009
1475,1475,1476,hamzakhan,IND,0,10th Pass,57,80000.0,23000,0,goa,south_goa,2009
2426,2426,2427,hanajiashokpandu,IND,0,12th Pass,28,150000.0,0,0,karnataka,belgaum,2009
2638,2638,2639,handirafiqsab,IND,0,8th Pass,53,427658.0,0,0,karnataka,koppal,2009
3850,3850,3851,hanmantevijaychandrao,IND,0,Literate,35,10000.0,0,0,maharashtra,nanded,2009
2566,2566,2567,hanmantsachandrakantsaniranjan,JD(U),0,Graduate,40,9395000.0,1346000,0,karnataka,dharwad,2009
7613,7613,7614,hannanmollah,CPM,0,Post Graduate,63,6208199.0,0,0,west_bengal,uluberia,2009
6819,6819,6820,hanskumar,IND,1,Not Given,37,125000.0,0,0,uttar_pradesh,mirzapur,2009
2004,2004,2005,hansraj,RPI,0,12th Pass,37,5000.0,0,0,haryana,sirsa,2009
1850,1850,1851,hansraj,RPI,0,12th Pass,37,5000.0,0,0,haryana,bhiwani-mahendragarh,2009
4623,4623,4624,hansrajhans,SAD,0,12th Pass,47,107839878.0,1604586,0,punjab,jalandhar,2009
4624,4624,4625,hansrajpabwan,IND,0,Graduate,43,50000.0,0,0,punjab,jalandhar,2009
6742,6742,6743,hanuman,IND,0,Not Given,51,647860.0,0,0,uttar_pradesh,maharajganj,2009
4827,4827,4828,hanumanram,IND,0,12th Pass,36,8000.0,0,0,rajasthan,ganganagar,2009
5021,5021,5022,hanumansahaibunkar,IND,0,Graduate Professional,50,6596500.0,1000000,0,rajasthan,sikar,2009
2517,2517,2518,hanumanthappategnoor,IND,0,Graduate,59,18239203.0,411158,0,karnataka,chitradurga,2009
313,313,314,hanumanthu,IND,0,10th Pass,28,1563000.0,23000,0,andhra_pradesh,nagarkurnool,2009
4298,4298,4299,harbanslal,IND,0,8th Pass,46,1345258.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2009
4659,4659,4660,harbanssinghsodhi,IND,0,Post Graduate,71,3764978.0,0,0,punjab,ludhiana,2009
3354,3354,3355,harbhajanjangre,LJP,0,Literate,33,106000.0,0,0,madhya_pradesh,vidisha,2009
4527,4527,4528,hardevsingh,IND,0,Illiterate,43,108800.0,0,0,punjab,bathinda,2009
4528,4528,4529,hardevsingharshi,CPI,0,Graduate,59,4520665.0,0,0,punjab,bathinda,2009
7377,7377,7378,harekrishnasarkar,RPI,0,Post Graduate,37,137558.0,140135,0,west_bengal,coochbehar,2009
4247,4247,4248,harender,RKJP,0,Graduate,28,460630.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
6037,6037,6038,harendrakumar,JPS,0,Post Graduate,31,23500.0,0,0,uttar_pradesh,bahraich,2009
1103,1103,1104,harendrakumarpatel,BSP,0,10th Pass,49,5203000.0,0,0,bihar,pataliputra,2009
5877,5877,5878,harendrasinghburman,LPSP,0,Post Graduate,35,1511000.0,0,0,uttar_pradesh,aligarh,2009
7121,7121,7122,hareramfauji,JPS,0,Not Given,44,1760000.0,0,0,uttar_pradesh,sitapur,2009
4327,4327,4328,hargobindarora,IND,0,Graduate,37,5445000.0,250200,0,national_capital_territory_of_delhi,west_delhi,2009
7122,7122,7123,hargovindrawatpasi,IND,0,12th Pass,62,2011386.0,0,0,uttar_pradesh,sitapur,2009
4846,4846,4847,hargovindsingh,JGP,0,Graduate Professional,47,145000.0,0,0,rajasthan,jaipur,2009
1399,1399,1400,hargunmeghwani,Akhil Bhartiya Sindhu Samajwadi Party,0,Graduate,56,1725893.0,706,0,chhattisgarh,raipur,2009
6492,6492,6493,haribakhsh,NBNP,0,Literate,50,754000.0,0,0,uttar_pradesh,hardoi,2009
1549,1549,1550,haribhaiparthibhaichaudhary,BJP,0,Graduate,54,10486787.0,0,0,gujarat,banaskantha,2009
7454,7454,7455,haribhaktasardar,IND,1,12th Pass,47,190000.0,45000,0,west_bengal,jalpaiguri,2009
3686,3686,3687,haribhaudadajishinde,IND,0,10th Pass,70,621283.0,0,0,maharashtra,maval,2009
4004,4004,4005,haribhaumadhavjawale,BJP,0,Graduate,55,7842881.0,629917,1,maharashtra,raver,2009
989,989,990,haribhushanthakurbachol,IND,3,Graduate,44,1755384.0,795800,0,bihar,madhubani,2009
1053,1053,1054,haricharanprasad,BMF,0,10th Pass,39,58000.0,0,0,bihar,nalanda,2009
7387,7387,7388,haridasthakur,BSP,0,Graduate,62,2915000.0,0,0,west_bengal,darjeeling,2009
5448,5448,5449,harigarasivamta,BSP,2,Others,34,268000.0,0,0,tamil_nadu,namakkal,2009
6052,6052,6053,harihar,IND,0,10th Pass,73,568175.0,0,0,uttar_pradesh,ballia,2009
2467,2467,2468,harijanambannatukaram,IND,0,Graduate,33,280000.0,0,0,karnataka,bijapur,2009
7034,7034,7035,harikewal,SP,0,8th Pass,71,6619949.0,0,0,uttar_pradesh,salempur,2009
5740,5740,5741,harikrishnans,IND,0,Not Given,41,201000.0,0,0,tamil_nadu,tiruvannamalai,2009
6185,6185,6186,harilal,IND,0,8th Pass,52,180000.0,0,0,uttar_pradesh,chandauli,2009
6079,6079,6080,harilal,BUM,1,8th Pass,32,113000.0,0,0,uttar_pradesh,bansgaon,2009
4990,4990,4991,harilalkalal,IND,0,Post Graduate,62,5637245.0,481270,0,rajasthan,pali,2009
1658,1658,1659,harilalranchhodbhaichauhan,IND,0,Post Graduate,63,500353.0,0,0,gujarat,junagadh,2009
1823,1823,1824,harilalsanabhaivasava,IND,0,Literate,46,107000.0,0,0,gujarat,vadodara,2009
814,814,815,harimanjhi,BJP,0,8th Pass,47,1471374.0,389075,1,bihar,gaya,2009
4625,4625,4626,harimitter,IND,0,5th Pass,38,51500.0,0,0,punjab,jalandhar,2009
943,943,944,harinandansingh,Samajwadi Janata Party (Rashtriya),0,Graduate,61,657000.0,0,0,bihar,khagaria,2009
7136,7136,7137,harinarayan,IND,0,Graduate Professional,70,2755000.0,0,0,uttar_pradesh,sultanpur,2009
1589,1589,1590,harinbhairamnikbhaimakwana,IND,0,Literate,37,1240000.0,0,0,gujarat,bhavnagar,2009
1480,1480,1481,harinpathak,BJP,2,Post Graduate,62,14578184.0,22734,1,gujarat,ahmedabad_east,2009
6861,6861,6862,hariom,IND,0,12th Pass,35,100597.0,0,0,uttar_pradesh,moradabad,2009
914,914,915,hariprasadsingh,IND,0,Literate,63,4150000.0,0,0,bihar,karakat,2009
6674,6674,6675,hariprasadsonkar,CPI,0,Literate,50,132569.0,0,0,uttar_pradesh,lalganj,2009
7186,7186,7187,harirama,IND,0,Post Graduate,61,816202.0,20000,0,uttarakhand,almora,2009
3065,3065,3066,harirampateldelmiwala,IND,9,10th Pass,39,1693944.0,0,0,madhya_pradesh,dhar,2009
3038,3038,3039,hariramthakur,GGP,2,Not Given,37,250000.0,0,0,madhya_pradesh,damoh,2009
6225,6225,6226,harishankar,LJP,0,Graduate,45,3285000.0,0,0,uttar_pradesh,domariyaganj,2009
6382,6382,6383,harishankarsharma,BPD,0,Doctorate,63,16964367.0,2248599,0,uttar_pradesh,ghaziabad,2009
7035,7035,7036,harishchand,EKSP,0,8th Pass,48,270000.0,0,0,uttar_pradesh,salempur,2009
6413,6413,6414,harishchandra,RJPK,0,Post Graduate,62,13400386.0,1491564,0,uttar_pradesh,ghosi,2009
6457,6457,6458,harishchandra,IND,0,10th Pass,42,252502.0,0,0,uttar_pradesh,gorakhpur,2009
7069,7069,7070,harishchandra,IND,0,Literate,32,620000.0,0,0,uttar_pradesh,sant_kabir_nagar,2009
6308,6308,6309,harishchandraswarankar,IND,0,12th Pass,40,740500.0,0,0,uttar_pradesh,fatehpur,2009
4740,4740,4741,harishchoudhary,INC,0,Graduate,38,4953849.0,1295812,1,rajasthan,barmer,2009
4762,4762,4763,harishgurjar,BSP,0,Graduate Professional,60,21898867.0,752000,0,rajasthan,bhilwara,2009
6938,6938,6939,harishkumar,BSRD,0,8th Pass,44,132800.0,0,0,uttar_pradesh,pilibhit,2009
4660,4660,4661,harishkumar,RWS,0,Not Given,39,300000.0,0,0,punjab,ludhiana,2009
1851,1851,1852,harishkumar,IND,0,10th Pass,35,140000.0,0,0,haryana,bhiwani-mahendragarh,2009
5965,5965,5966,harishnagpal,IND,0,10th Pass,42,261250266.0,10332879,0,uttar_pradesh,amroha,2009
7204,7204,7205,harishrawat,INC,1,Graduate Professional,59,11825335.0,0,1,uttarakhand,hardwar,2009
7245,7245,7246,harishwalia,IND,0,Post Graduate,36,33520821.0,0,0,uttarakhand,tehri_garhwal,2009
3145,3145,3146,harisinghmaravi,GMS,0,12th Pass,36,32000.0,0,0,madhya_pradesh,jabalpur,2009
4129,4129,4130,harisingrathod,INC,1,Graduate,54,11512482.0,744157,0,maharashtra,yavatmal-washim,2009
6695,6695,6696,harjeetsingh,IND,0,12th Pass,48,954000.0,2200000,0,uttar_pradesh,lucknow,2009
4640,4640,4641,harjitsingh,IND,0,10th Pass,37,763000.0,0,0,punjab,khadoor_sahib,2009
4248,4248,4249,harkrishandasnijhawan,IND,0,12th Pass,45,16104164.0,46634,0,national_capital_territory_of_delhi,new_delhi,2009
4500,4500,4501,harmeetsingh,LJP,0,10th Pass,31,22000.0,0,0,punjab,amritsar,2009
4609,4609,4610,harmeshlalsaroya,IND,0,Not Given,36,130000.0,0,0,punjab,hoshiarpur,2009
1280,1280,1281,harmohandhawan,BSP,0,Post Graduate,69,146979000.0,170000,0,chandigarh,chandigarh,2009
6939,6939,6940,harpalsingh,RCP,0,12th Pass,26,110000.0,0,0,uttar_pradesh,pilibhit,2009
1878,1878,1879,harshbhatiya,IND,0,Not Given,48,4030.0,0,0,haryana,faridabad,2009
4249,4249,4250,harshmalhotra,JKNPP,0,Graduate,39,587390.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
6432,6432,6433,harshvardhanpandey,Lok Dal,0,Graduate,33,2191000.0,500000,0,uttar_pradesh,gonda,2009
4522,4522,4523,harsimratkaur,SAD,0,10th Pass,42,603100135.0,13800,1,punjab,bathinda,2009
1807,1807,1808,harsurbhairambhairaba,IND,0,Not Given,63,1246000.0,0,0,gujarat,surendranagar,2009
6860,6860,6861,harswaroopsharma,RSMD,0,Post Graduate,56,6515500.0,1730000,0,uttar_pradesh,moradabad,2009
7396,7396,7397,harunalrashidkaji,NCP,0,Graduate Professional,54,507400.0,25140,0,west_bengal,diamond_harbour,2009
4686,4686,4687,harwindersingh,IND,0,12th Pass,26,7231500.0,700000,0,punjab,patiala,2009
1104,1104,1105,hasanmanzoorhashmi,ANC,3,10th Pass,70,44000.0,0,0,bihar,pataliputra,2009
2368,2368,2369,hashivakumar,IND,0,Post Graduate,30,20000.0,0,0,karnataka,bangalore_north,2009
1486,1486,1487,hashrathjayrampagare,RSPS,0,10th Pass,61,3119.0,0,0,gujarat,ahmedabad_east,2009
1550,1550,1551,hasmukhbhairavjibhaikataria,Loktantrik Samajwadi Party,0,10th Pass,34,62000.0,0,0,gujarat,banaskantha,2009
1119,1119,1120,hassanfaizihashmi,ANC,3,Graduate,40,36000.0,513000,0,bihar,patna_sahib,2009
2114,2114,2115,hassankhan,IND,0,Graduate,70,6065000.0,0,1,jammu_and_kashmir,ladakh,2009
4953,4953,4954,hattiram,BSP,0,5th Pass,61,4375000.0,0,0,rajasthan,karauli-dholpur,2009
1956,1956,1957,hawasingh,RASJP,0,5th Pass,41,1658455.0,0,0,haryana,karnal,2009
4896,4896,4897,hazarimal,IND,0,8th Pass,63,185000.0,0,0,rajasthan,jalore,2009
2584,2584,2585,hddevegowda,JD(S),0,Others,76,19624664.0,6499000,1,karnataka,hassan,2009
2389,2389,2390,hdkumaraswamy,JD(S),3,Graduate,50,491683477.0,336237223,1,karnataka,bangalore_rural,2009
6038,6038,6039,heeralal,ANC,0,Graduate Professional,59,1120000.0,0,0,uttar_pradesh,bahraich,2009
7092,7092,7093,heeralal,Ambedkar Pragatisheel Republican Dal,1,12th Pass,36,396000.0,0,0,uttar_pradesh,shahjahanpur,2009
6772,6772,6773,heerasingh,NELU,0,Not Given,44,550000.0,0,0,uttar_pradesh,mathura,2009
1361,1361,1362,heerasinghmarkam,GGP,3,Post Graduate,74,827089.0,0,0,chhattisgarh,korba,2009
2715,2715,2716,hegadevenkateshdamodar,JD(S),0,8th Pass,68,21011480.0,4614744,0,karnataka,uttara_kannada,2009
5348,5348,5349,helendavidsonj,DMK,0,Post Graduate,37,48455728.0,2123538,1,tamil_nadu,kanniyakumari,2009
1688,1688,1689,hemalsinhdajibhaidodiya,MJP,0,10th Pass,40,2117024.0,29889,0,gujarat,kheda,2009
4312,4312,4313,hemamohan,RKJP,0,12th Pass,33,118500.0,0,0,national_capital_territory_of_delhi,south_delhi,2009
4478,4478,4479,hemanandbiswal,INC,0,12th Pass,67,3965226.0,0,1,orissa,sundargarh,2009
1572,1572,1573,hemantkumarjerambhaigohil,IND,1,Literate,31,25000.0,0,0,gujarat,bharuch,2009
1120,1120,1121,hemantkumarsingh,IND,0,Graduate,52,3830000.0,525000,0,bihar,patna_sahib,2009
5022,5022,5023,hemchandrgarwal,BCP,0,12th Pass,38,189000.0,0,0,rajasthan,sikar,2009
2284,2284,2285,hemlalmurmu,JMM,2,Graduate,54,10680606.0,2551759,0,jharkhand,rajmahal,2009
1838,1838,1839,hemraj,LJP,0,Not Given,46,672423.0,370000,0,haryana,ambala,2009
1202,1202,1203,henashahab,RJD,1,Graduate,36,20219931.0,293000,0,bihar,siwan,2009
2495,2495,2496,hennurulakshminarayana,BSP,0,12th Pass,49,14507500.0,0,0,karnataka,chikkballapur,2009
667,667,668,herambamohanpandit,IND,0,Not Given,45,233000.0,0,0,assam,nowgong,2009
2543,2543,2544,heswarappabovi,IND,0,Literate,54,605000.0,0,0,karnataka,davanagere,2009
1615,1615,1616,hetakumarpalparikh,IND,0,Graduate,45,2155520.0,46200,0,gujarat,gandhinagar,2009
1659,1659,1660,hetalkumarnarottambhaithumber,BNJD,1,12th Pass,30,123000.0,0,0,gujarat,junagadh,2009
4828,4828,4829,hetram,Rajasthan Vikas Party,0,10th Pass,57,357400.0,10000,0,rajasthan,ganganagar,2009
553,553,554,hiddhinathrongpi,NCP,0,Graduate,45,1617930.0,0,0,assam,autonomous_district,2009
2306,2306,2307,hikimchandratudu,BSP,0,12th Pass,49,1295000.0,30000,0,jharkhand,singhbhum,2009
2307,2307,2308,hikimsoren,IND,0,5th Pass,46,70500.0,0,0,jharkhand,singhbhum,2009
2098,2098,2099,hilalahmedbaig,IND,0,Literate,29,16025000.0,0,0,jammu_and_kashmir,jammu,2009
620,620,621,himangshukumardas,IND,0,8th Pass,28,30000.0,0,0,assam,karimganj,2009
1535,1535,1536,himmatbhaimohanbhairathod,IJP,0,10th Pass,45,184500.0,0,0,gujarat,anand,2009
927,927,928,himrajsingh,IND,0,12th Pass,49,734282.0,838532,0,bihar,katihar,2009
1252,1252,1253,hindkesriyadav,INC,2,Post Graduate,58,12683383.0,0,0,bihar,vaishali,2009
1674,1674,1675,hirabendalpatbhaivanzara,IND,0,Literate,38,65000.0,0,0,gujarat,kachchh,2009
1757,1757,1758,hirabhaigordhanbhaichangela,IND,0,Graduate,58,3653000.0,8514,0,gujarat,rajkot,2009
4562,4562,4563,hiralal,BVP,0,8th Pass,46,285000.0,0,0,punjab,fatehgarh_sahib,2009
5903,5903,5904,hiralal,IND,0,Graduate,54,557416.0,0,0,uttar_pradesh,allahabad,2009
3262,3262,3263,hiralalvishwakarma,IND,0,8th Pass,56,1900000.0,0,0,madhya_pradesh,rewa,2009
2267,2267,2268,hiraramtuphani,BSP,1,Graduate Professional,59,12445258.0,515000,0,jharkhand,palamau,2009
1390,1390,1391,hirdayaramrathiya,INC,0,Post Graduate,43,2145000.0,308875,0,chhattisgarh,raigarh,2009
2316,2316,2317,hiremathrenukaradhyasharanayya,IND,0,12th Pass,29,600000.0,518000,0,karnataka,bagalkot,2009
7378,7378,7379,hitendradas,IND,0,8th Pass,54,,25000,0,west_bengal,coochbehar,2009
1638,1638,1639,hitendrasinhjayvantsinhjadeja,RKSP,0,10th Pass,32,220000.0,0,0,gujarat,jamnagar,2009
1536,1536,1537,hitendrasinhmohansinhparmar,SP,0,10th Pass,54,9500.0,19502,0,gujarat,anand,2009
1808,1808,1809,hiteshbhaibhagvanjibhainayakpara,IND,0,10th Pass,40,2585000.0,400000,0,gujarat,surendranagar,2009
3514,3514,3515,hiwarkarsudhirmotiramji,IND,0,Post Graduate,43,2342972.0,0,0,maharashtra,chandrapur,2009
2542,2542,2543,hkkenchveerappahebbalu,IND,0,10th Pass,65,1100000.0,0,0,karnataka,davanagere,2009
