,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
2071,2071,2072,fayazahmadbhat,SP,0,Graduate,40,300000.0,0,0,jammu_and_kashmir,anantnag,2009
4912,4912,4913,fazarmohammad,IND,1,10th Pass,69,4852000.0,50000,0,rajasthan,jhalawar-baran,2009
7068,7068,7069,fazleymahamood,INC,0,10th Pass,41,190557.0,250000,0,uttar_pradesh,sant_kabir_nagar,2009
3499,3499,3500,feranchadrahasjagdeo,ABHM,0,10th Pass,54,800000.0,50000,0,maharashtra,buldhana,2009
6936,6936,6937,ferozevarungandhi,BJP,6,Graduate,29,49267810.0,0,1,uttar_pradesh,pilibhit,2009
3186,3186,3187,fifasinghthakur,IND,0,8th Pass,42,315000.0,33714,0,madhya_pradesh,khargone,2009
6022,6022,6023,firdoausasfirdausrana,MKUP,0,Illiterate,27,480000.0,0,0,uttar_pradesh,baghpat,2009
4007,4007,4008,firkesureshkacharuexacpcrpf,IND,0,Literate,58,615489.0,0,0,maharashtra,raver,2009
1614,1614,1615,firozahmedtakiyulrehmandehlvi,All India Minorities Front,0,Graduate,41,273675.0,0,0,gujarat,gandhinagar,2009
900,900,901,firozalam,IND,0,12th Pass,38,691900.0,0,0,bihar,jhanjharpur,2009
3783,3783,3784,firozusmantinvala,DESEP,0,Graduate,43,1740450.0,427086,0,maharashtra,mumbai_south,2009
1474,1474,1475,franciscoantoniojoaodephilomenofernandes,IND,0,Post Graduate,51,8749500.0,550000,0,goa,south_goa,2009
580,580,581,francisdhan,IND,0,Post Graduate,40,11500.0,0,0,assam,dibrugarh,2009
4087,4087,4088,fredialbertbhanga,IND,0,10th Pass,45,383300.0,0,0,maharashtra,thane,2009
7033,7033,7034,fulendra,IND,0,Literate,40,546000.0,0,0,uttar_pradesh,salempur,2009
1359,1359,1360,fuleshwarprasadsurjaiha,IND,0,Not Given,75,,0,0,chhattisgarh,korba,2009
2190,2190,2191,furkanansari,INC,2,Graduate,61,4052000.0,3143,0,jharkhand,godda,2009
3359,3359,3360,gadakhtukaramgangadhar,BSP,2,Graduate,55,34951273.0,4726208,0,maharashtra,ahmednagar,2009
45,45,46,gaddalanagabhushanam,BSP,2,Post Graduate,48,575000.0,9000,0,andhra_pradesh,anantapur,2009
413,413,414,gaddalavinaykumar,IND,0,8th Pass,51,5284500.0,1050,0,andhra_pradesh,peddapalle,2009
200,200,201,gaddamrajireddy,IND,0,Not Given,48,1030000.0,0,0,andhra_pradesh,karimnagar,2009
391,391,392,gaddamsrinivas,IND,0,Doctorate,47,11437000.0,0,0,andhra_pradesh,nizamabad,2009
2309,2309,2310,gaddigoudarpc,BJP,0,Graduate Professional,56,16762000.0,6674134,1,karnataka,bagalkot,2009
3036,3036,3037,gaffarali,IND,0,Post Graduate,70,2650000.0,0,0,madhya_pradesh,damoh,2009
1149,1149,1150,gagandeoyadav,BSP,0,10th Pass,59,12815340.0,1093030,0,bihar,purvi_champaran,2009
6431,6431,6432,gagngadharshukla,IND,2,8th Pass,38,2095000.0,0,0,uttar_pradesh,gonda,2009
4046,4046,4047,gaikwadappasahebgangadhar,IND,0,5th Pass,64,355000.0,0,0,maharashtra,shirdi,2009
3360,3360,3361,gaikwadbalasahebramchandra,IND,0,8th Pass,35,100000.0,0,0,maharashtra,ahmednagar,2009
3874,3874,3875,gaikwaddattanamdeo,SHS,12,10th Pass,47,17138562.0,0,0,maharashtra,nashik,2009
3536,3536,3537,gaikwadpatilbhushanbajirao,IND,0,12th Pass,28,30000.0,0,0,maharashtra,dhule,2009
4073,4073,4074,gaikwadpramodramchandra,BSP,3,12th Pass,48,1705000.0,340000,0,maharashtra,solapur,2009
3893,3893,3894,gaikwadravindravishwanath,SHS,7,Post Graduate,49,9276577.0,2189253,0,maharashtra,osmanabad,2009
3653,3653,3654,gaikwadsunilbaliram,BJP,0,Post Graduate,39,4050351.0,89010,0,maharashtra,latur,2009
3894,3894,3895,gaikwadumajipandurang,IND,1,12th Pass,39,40000.0,8000,0,maharashtra,osmanabad,2009
883,883,884,gajadharrajak,CPI,0,Literate,63,698173.0,0,0,bihar,jamui,2009
3187,3187,3188,gajananaapsingbrahmane,IND,1,12th Pass,34,573000.0,0,0,madhya_pradesh,khargone,2009
4127,4127,4128,gajananburmaldodwade,IND,0,12th Pass,36,4180000.0,0,0,maharashtra,yavatmal-washim,2009
4128,4128,4129,gajanankashirampatilhembade,KM,1,12th Pass,26,515000.0,11000,0,maharashtra,yavatmal-washim,2009
3763,3763,3764,gajanankirtikar,SHS,0,Graduate,65,32690000.0,1147000,0,maharashtra,mumbai_north_west,2009
3500,3500,3501,gajananrajaramsirsat,RSP,0,Literate,27,191000.0,0,0,maharashtra,buldhana,2009
7018,7018,7019,gajaysingh,INC,0,10th Pass,50,60422000.0,0,0,uttar_pradesh,saharanpur,2009
3461,3461,3462,gajbhiyebramhaswarupbaburao,IND,0,12th Pass,33,36770.0,24000,0,maharashtra,bhandara-gondiya,2009
3462,3462,3463,gajbhiyerajendramahadeo,IND,0,Not Given,35,38000.0,392000,0,maharashtra,bhandara-gondiya,2009
1877,1877,1878,gajenderpratapbhadana,All India Forward Bloc (Subhasist),0,Graduate,46,14858000.0,0,0,haryana,faridabad,2009
4814,4814,4815,gajendrapalsingh,KKJHS,0,Graduate,40,4455000.0,0,0,rajasthan,dausa,2009
3126,3126,3127,gajendrasinghgaur,IND,0,Graduate,26,418500.0,0,0,madhya_pradesh,indore,2009
3061,3061,3062,gajendrasinghrajukhedi,INC,0,Graduate Professional,45,20653466.0,0,1,madhya_pradesh,dhar,2009
414,414,415,gajjelaswamy,BSP,0,10th Pass,49,1574000.0,0,0,andhra_pradesh,peddapalle,2009
256,256,257,gajjupeddanarsimhulu,IND,0,Not Given,35,,0,0,andhra_pradesh,mahbubnagar,2009
343,343,344,galiramasubbareddy,IND,0,5th Pass,33,160000.0,30000,0,andhra_pradesh,nandyal,2009
190,190,191,galisatyavathi,RPI,0,Not Given,40,120000.0,0,0,andhra_pradesh,kakinada,2009
4453,4453,4454,gamhasingh,BSP,0,Graduate,57,6246814.0,1000000,0,orissa,mayurbhanj,2009
5788,5788,5789,ganapathipm,DMDK,1,5th Pass,48,10948000.0,2312000,0,tamil_nadu,viluppuram,2009
4952,4952,4953,ganaram,IND,0,Literate,78,6811200.0,0,0,rajasthan,karauli-dholpur,2009
3012,3012,3013,ganaramuikey,IND,0,Literate,53,830000.0,30000,0,madhya_pradesh,chhindwara,2009
74,74,75,gandamchandramouli,PRAP,0,Post Graduate,49,2700000.0,0,0,andhra_pradesh,bhongir,2009
3357,3357,3358,gandhidilipkumarmansukhlal,BJP,9,10th Pass,59,13053391.0,955351,1,maharashtra,ahmednagar,2009
5446,5446,5447,gandhiselvans,DMK,2,Post Graduate,46,4070482.0,0,1,tamil_nadu,namakkal,2009
3221,3221,3222,gandrv,IND,0,Not Given,27,350000.0,0,0,madhya_pradesh,morena,2009
5306,5306,5307,ganesank,IND,0,Graduate,32,515000.0,0,0,tamil_nadu,kallakurichi,2009
5165,5165,5166,ganesanla,BJP,0,10th Pass,64,62871.0,0,0,tamil_nadu,chennai_south,2009
5422,5422,5423,ganesans,Akila India Vallalar Peravai,0,10th Pass,68,224000.0,0,0,tamil_nadu,mayiladuthurai,2009
2516,2516,2517,ganesha,IND,0,Not Given,48,,0,0,karnataka,chitradurga,2009
5276,5276,5277,ganeshamurthia,MDMK,1,Graduate,61,26729518.0,1085323,1,tamil_nadu,erode,2009
3501,3501,3502,ganesharjunzore,IND,0,12th Pass,25,130000.0,0,0,maharashtra,buldhana,2009
1728,1728,1729,ganeshbhaimeghrajbhaijudal,IND,0,Graduate,35,51708.0,0,0,gujarat,patan,2009
2408,2408,2409,ganeshhanumantaraomokhashi,IND,0,Not Given,58,,0,0,karnataka,bangalore_south,2009
5840,5840,5841,ganeshilal,IND,0,Literate,43,385389.0,0,0,uttar_pradesh,agra,2009
5548,5548,5549,ganeshmass,AITC,0,10th Pass,46,2100000.0,0,0,tamil_nadu,salem,2009
4281,4281,4282,ganeshpal,BSKP,0,12th Pass,52,1517000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2009
7194,7194,7195,ganeshpant,LJP,0,Graduate,56,2270500.0,22000,0,uttarakhand,garhwal,2009
2265,2265,2266,ganeshram,Jharkhand Party,0,Graduate,56,1590000.0,0,0,jharkhand,palamau,2009
3353,3353,3354,ganeshramlodhi,IND,0,Literate,44,1517520.0,0,0,madhya_pradesh,vidisha,2009
7303,7303,7304,ganeshray,BSP,0,10th Pass,34,,0,0,west_bengal,bankura,2009
6741,6741,6742,ganeshshankarpandey,BSP,0,Graduate,51,15548924.0,662717,0,uttar_pradesh,maharajganj,2009
1077,1077,1078,ganeshshankarvidyarthi,CPM,0,Graduate,45,2213057.0,1000000,0,bihar,nawada,2009
3284,3284,3285,ganeshsingh,BJP,3,Post Graduate,46,7372032.0,16585,1,madhya_pradesh,satna,2009
3376,3376,3377,ganeshtulshiramtathe,KKJHS,0,10th Pass,49,2073000.0,80000,0,maharashtra,akola,2009
6937,6937,6938,gangacharan,BSP,0,Graduate Professional,45,298273248.0,0,0,uttar_pradesh,pilibhit,2009
639,639,640,gangadhardutta,SHS,0,Graduate,39,700000.0,0,0,assam,lakhimpur,2009
3389,3389,3390,gangadhargade,BSP,0,Not Given,62,,0,0,maharashtra,amravati,2009
5098,5098,5099,gangaduraig,JJ,0,Not Given,40,84000.0,0,0,tamil_nadu,chennai_central,2009
6051,6051,6052,gangadyal,IND,0,8th Pass,48,,0,0,uttar_pradesh,ballia,2009
6203,6203,6204,gangaprasadkushwaha,PRBD,0,10th Pass,70,1258589.0,0,0,uttar_pradesh,deoria,2009
1708,1708,1709,gangaprasadlalanbhaiyadav,MJP,2,Illiterate,55,6342094.0,0,0,gujarat,navsari,2009
257,257,258,gangapuriravindergoud,IND,0,Not Given,28,,0,0,andhra_pradesh,mahbubnagar,2009
6324,6324,6325,gangaram,IND,0,Post Graduate,54,3387000.0,190000,0,uttar_pradesh,fatehpur_sikri,2009
1432,1432,1433,gangaramnishad,EKSP,0,Not Given,48,,0,0,chhattisgarh,rajnandgaon,2009
4894,4894,4895,gangasingh,SP,0,10th Pass,32,2530820.0,1110,0,rajasthan,jalore,2009
1672,1672,1673,gangjidayabhaimaheshwari,IND,0,Literate,29,25000.0,0,0,gujarat,kachchh,2009
3547,3547,3548,gangurdebalukisan,IND,0,10th Pass,37,1078426.0,35000,0,maharashtra,dindori,2009
3548,3548,3549,gangurdedipakshankar,BSP,0,Graduate,36,2426998.0,853762,0,maharashtra,dindori,2009
3654,3654,3655,gannetukaramrambhau,Jan Surajya Shakti,0,Not Given,59,,0,0,maharashtra,latur,2009
3307,3307,3308,ganpatgond,GMS,0,10th Pass,38,25000.0,0,0,madhya_pradesh,shahdol,2009
4026,4026,4027,ganpatitukaramkamblealiasgtkamble,IND,0,Graduate,70,,0,0,maharashtra,sangli,2009
4989,4989,4990,ganpatsinghrajpurohit,JGP,0,12th Pass,26,160000.0,0,0,rajasthan,pali,2009
359,359,360,ganugapentauttamareddy,LSP,0,Graduate,30,182000.0,0,0,andhra_pradesh,narasaraopet,2009
3463,3463,3464,ganvirshivkumarnagarchi,CPI,0,Not Given,56,,0,0,maharashtra,bhandara-gondiya,2009
66,66,67,garikapatisudhakar,RDMP,0,8th Pass,32,60000.0,0,0,andhra_pradesh,bapatla,2009
3797,3797,3798,garudmilindmadhavmg,RPIE,0,5th Pass,44,65000.0,0,0,maharashtra,mumbai_south_central,2009
2892,2892,2893,gashokan,IND,0,8th Pass,47,2000.0,0,0,kerala,thiruvananthapuram,2009
4088,4088,4089,gaudfaujdarrangi,IND,0,Literate,61,2419000.0,0,0,maharashtra,thane,2009
7427,7427,7428,gaurabsaha,IND,0,10th Pass,40,84920.0,0,0,west_bengal,howrah,2009
1635,1635,1636,gauribenmohanbhaidevgana,IND,0,Literate,36,39000.0,0,0,gujarat,jamnagar,2009
6135,6135,6136,gaurishankar,IND,0,Graduate,38,550000.0,0,0,uttar_pradesh,bhadohi,2009
901,901,902,gaurishankaryadav,BSP,1,Graduate,36,1574000.0,0,0,bihar,jhanjharpur,2009
6257,6257,6258,gaurishanker,BSP,0,Post Graduate,63,12280096.0,2977140,0,uttar_pradesh,etawah,2009
6630,6630,6631,gautamchaudhary,BJP,0,Graduate Professional,44,3518000.0,0,0,uttar_pradesh,kaushambi,2009
998,998,999,gautamprasad,IND,0,12th Pass,30,87526.0,321803,0,bihar,maharajganj,2009
3099,3099,3100,gautamsinghrajputkushwah,RSMD,1,Others,42,910000.0,0,0,madhya_pradesh,gwalior,2009
3549,3549,3550,gavitjeevapandu,CPM,6,Graduate,60,4679319.0,500000,0,maharashtra,dindori,2009
3863,3863,3864,gavitmanikraohodlya,INC,0,5th Pass,75,41064753.0,0,1,maharashtra,nandurbar,2009
3865,3865,3866,gavitsharadkrushnrao,SP,2,Graduate,46,6253087.0,1046020,0,maharashtra,nandurbar,2009
3390,3390,3391,gawairajendraramkrushna,RPI,0,Graduate Professional,46,5038450.0,11075,0,maharashtra,amravati,2009
5930,5930,5931,gayadeen,IND,0,8th Pass,43,575000.0,0,0,uttar_pradesh,ambedkar_nagar,2009
7118,7118,7119,gayaprasad,CPI(ML)(L),0,Graduate,50,1103431.0,32000,0,uttar_pradesh,sitapur,2009
6615,6615,6616,gayaprasad,IND,0,Others,55,344500.0,0,0,uttar_pradesh,kanpur,2009
6097,6097,6098,gayaprasad,IND,0,5th Pass,50,1240225.0,92500,0,uttar_pradesh,barabanki,2009
5720,5720,5721,gayathris,DMK,0,Post Graduate,30,30870000.0,0,0,tamil_nadu,tiruvallur,2009
3537,3537,3538,gaziatezadahmedmubeenahmedkhan,IND,0,8th Pass,57,25000.0,0,0,maharashtra,dhule,2009
342,342,343,gbalaswamy,IND,0,Post Graduate,37,543820.0,0,0,andhra_pradesh,nandyal,2009
54,54,55,gbalayyadora,RJD,0,Graduate,38,509264.0,0,0,andhra_pradesh,araku,2009
2491,2491,2492,gbmuthukumar,IND,0,Post Graduate,62,3269000.0,5023,0,karnataka,chikkballapur,2009
2612,2612,2613,gchandranna,JD(S),2,12th Pass,56,56096750.0,700000,0,karnataka,kolar,2009
510,510,511,gchinnamnaidu,BSP,0,Post Graduate,56,5298500.0,10228229,0,andhra_pradesh,vizianagaram,2009
3331,3331,3332,gd,BSP,0,Graduate Professional,62,2007070.0,50000,0,madhya_pradesh,tikamgarh,2009
4297,4297,4298,geeta,RPI(A),0,Not Given,34,1838500.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2009
1755,1755,1756,geetabenmanjibhaisarola,IND,0,Literate,33,601500.0,0,0,gujarat,rajkot,2009
2191,2191,2192,geetamandal,CPI(ML)(L),1,Not Given,39,115251.0,0,0,jharkhand,godda,2009
4526,4526,4527,geetarani,Akhil Bharatiya Shivsena Rashtrawadi,0,10th Pass,45,110000.0,0,0,punjab,bathinda,2009
6530,6530,6531,geetasingh,RDMP,0,Graduate Professional,46,1600000.0,0,0,uttar_pradesh,jaunpur,2009
2023,2023,2024,gejender,KKJHS,0,10th Pass,39,9273262.0,0,0,haryana,sonipat,2009
6754,6754,6755,gendalalpal,RALP,0,10th Pass,56,825000.0,0,0,uttar_pradesh,mainpuri,2009
6993,6993,6994,gendanlal,IND,0,8th Pass,42,175000.0,0,0,uttar_pradesh,rampur,2009
1360,1360,1361,genddasmahant,IND,0,8th Pass,35,544000.0,0,0,chhattisgarh,korba,2009
1031,1031,1032,georgefernandes,IND,0,10th Pass,78,95439798.0,0,0,bihar,muzaffarpur,2009
2082,2082,2083,ghahmadmalla,AIFB,0,Literate,45,400000.0,0,0,jammu_and_kashmir,baramulla,2009
3127,3127,3128,ghanshyamchandel,IND,0,Graduate,50,1342500.0,19000,0,madhya_pradesh,indore,2009
4246,4246,4247,ghanshyamdass,IND,0,8th Pass,52,6117000.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
4195,4195,4196,ghanshyammorwal,DBP,0,10th Pass,50,167000.0,0,0,national_capital_territory_of_delhi,chandni_chowk,2009
6358,6358,6359,ghanshyamsharma,RWS,0,8th Pass,34,16280000.0,515000,0,uttar_pradesh,gautam_budhha_nagar,2009
6994,6994,6995,ghanshyamsinghlodhi,BSP,0,8th Pass,48,12493082.0,6200000,0,uttar_pradesh,rampur,2009
4845,4845,4846,ghanshyamtiwari,BJP,0,Graduate Professional,61,40640039.0,10830551,0,rajasthan,jaipur,2009
6510,6510,6511,ghansyamanuragi,SP,2,Post Graduate,35,6350833.0,0,1,uttar_pradesh,jalaun,2009
44,44,45,ghari,PPOI,0,Post Graduate,30,80000.0,0,0,andhra_pradesh,anantapur,2009
4913,4913,4914,ghasilal,BHBP,0,Post Graduate,40,689535.0,0,0,rajasthan,jhalawar-baran,2009
4350,4350,4351,ghasirammohanta,IND,0,Graduate,66,3206120.0,30000,0,orissa,balasore,2009
2072,2072,2073,ghmohiuddinshah,IND,0,Graduate,70,630000.0,0,0,jammu_and_kashmir,anantnag,2009
2083,2083,2084,ghmohmadsamoon,IND,0,Post Graduate,61,450000.0,0,0,jammu_and_kashmir,baramulla,2009
2084,2084,2085,ghmustafakasana,BSP,0,Post Graduate,60,800000.0,0,0,jammu_and_kashmir,baramulla,2009
2085,2085,2086,ghnabiparray,RPI(A),0,12th Pass,29,,0,0,jammu_and_kashmir,baramulla,2009
4428,4428,4429,ghorabanabehera,IND,0,Post Graduate,42,180000.0,15000,0,orissa,kandhamal,2009
3426,3426,3427,ghorpadesaveetaashok,IND,0,Literate,29,2001500.0,25000,0,maharashtra,baramati,2009
7281,7281,7282,ghoshbabusaw,IND,0,Not Given,40,20375000.0,0,0,west_bengal,baharampur,2009
7288,7288,7289,ghoshmridul,AUDF,3,10th Pass,30,40000.0,300907,0,west_bengal,balurghat,2009
2086,2086,2087,ghrasoolbhat,ANC,0,8th Pass,37,7974000.0,60000,0,jammu_and_kashmir,baramulla,2009
2116,2116,2117,ghulammurtaza,JKPDP,0,Post Graduate,49,55500.0,0,0,jammu_and_kashmir,ladakh,2009
2266,2266,2267,ghuranram,RJD,1,Graduate,42,3831048.0,1060802,0,jharkhand,palamau,2009
4638,4638,4639,giankaur,IND,0,Literate,45,360000.0,0,0,punjab,khadoor_sahib,2009
191,191,192,gidlasimhachalam,RDMP,0,Graduate Professional,50,,0,0,andhra_pradesh,kakinada,2009
6531,6531,6532,girajashankaryadava,GGP,0,Others,49,1141655.0,140,0,uttar_pradesh,jaunpur,2009
4655,4655,4656,girdharilal,LBP,2,Graduate,58,523635.0,331394,0,punjab,ludhiana,2009
6478,6478,6479,girdharilal,NELU,0,Not Given,70,110000.0,0,0,uttar_pradesh,hamirpur,2009
5005,5005,5006,girdharisingh,IND,0,8th Pass,28,213715.0,0,0,rajasthan,rajsamand,2009
6258,6258,6259,gireeshbhartiya,IND,0,5th Pass,38,30000.0,0,0,uttar_pradesh,etawah,2009
5099,5099,5100,girijashankerr,IND,0,Graduate Professional,61,15400000.0,0,0,tamil_nadu,chennai_central,2009
4781,4781,4782,girijavyas,INC,1,Doctorate,62,8721354.0,0,1,rajasthan,chittorgarh,2009
5166,5166,5167,girirajanm,IND,0,10th Pass,41,110000.0,0,0,tamil_nadu,chennai_south,2009
5133,5133,5134,girirajd,IND,0,5th Pass,42,70000.0,0,0,tamil_nadu,chennai_north,2009
2528,2528,2529,girisharai,BSP,0,Post Graduate,47,51899000.0,1759457,0,karnataka,dakshina_kannada,2009
1822,1822,1823,girishchandramadhavlalbhavsar,IND,0,10th Pass,42,1025000.0,4000,0,gujarat,vadodara,2009
6631,6631,6632,girishchandrapasi,BSP,9,Graduate,39,2407001.0,0,0,uttar_pradesh,kaushambi,2009
6694,6694,6695,girishchandrasrivastav,IND,0,12th Pass,62,2901500.0,0,0,uttar_pradesh,lucknow,2009
6278,6278,6279,girishchandraverma,AD,0,Graduate,32,3031000.0,1507828,0,uttar_pradesh,faizabad,2009
913,913,914,girishnarayansingh,IND,0,5th Pass,48,597000.0,75000,0,bihar,karakat,2009
3291,3291,3292,girjasinghpatel,AD,0,Post Graduate,49,1050000.0,114000,0,madhya_pradesh,satna,2009
93,93,94,gmalleshamgoud,IND,0,Graduate,32,400000.0,0,0,andhra_pradesh,chevella,2009
2693,2693,2694,gnagendra,IND,0,10th Pass,34,5000.0,0,0,karnataka,tumkur,2009
5490,5490,5491,gnanapragashamps,IND,0,Not Given,46,,0,0,tamil_nadu,perambalur,2009
2493,2493,2494,gnarayanappa,IND,0,10th Pass,62,650000.0,0,0,karnataka,chikkballapur,2009
2492,2492,2493,gnravi,IND,0,Not Given,45,,100000,0,karnataka,chikkballapur,2009
2541,2541,2542,gnsiddesh,IND,0,12th Pass,42,6149100.0,4078000,0,karnataka,davanagere,2009
7293,7293,7294,gobindachandranaskar,AITC,0,Post Graduate,67,2549515.0,0,1,west_bengal,bangaon,2009
7289,7289,7290,gobindahansda,BSP,0,Not Given,47,,0,0,west_bengal,balurghat,2009
4474,4474,4475,gobindramagrawal,BSP,0,Graduate Professional,59,700000.0,301500,0,orissa,sambalpur,2009
3513,3513,3514,godenarayanshahuji,IND,0,Literate,42,2165975.0,30000,0,maharashtra,chandrapur,2009
3875,3875,3876,godsehemanttukaram,MNS,0,Others,38,19966017.0,1822149,0,maharashtra,nashik,2009
1457,1457,1458,gohelgautamkumarnatvarsinh,IND,0,12th Pass,28,420000.0,641000,0,daman_and_diu,daman_and_diu,2009
1756,1756,1757,gokalbhaikhodabhaiparmar,LPSP,0,10th Pass,53,2075.0,0,0,gujarat,rajkot,2009
4499,4499,4500,gokalchand,IND,0,5th Pass,42,938000.0,0,0,punjab,amritsar,2009
4372,4372,4373,golakprasadmallik,IND,0,Graduate,60,2633697.0,300000,0,orissa,bhadrak,2009
565,565,566,golaphussainmazumder,IND,0,Post Graduate,35,50000.0,0,0,assam,barpeta,2009
67,67,68,gollababurao,IND,0,Post Graduate,34,50000.0,0,0,andhra_pradesh,bapatla,2009
3278,3278,3279,gomatsinghmaharajsinghdangi,IND,0,Literate,71,6215000.0,200000,0,madhya_pradesh,sagar,2009
6036,6036,6037,gopal,SBSP,0,Graduate Professional,49,345000.0,0,0,uttar_pradesh,bahraich,2009
5766,5766,5767,gopalakrishnanc,IND,0,Graduate Professional,36,5477600.0,820500,0,tamil_nadu,vellore,2009
3037,3037,3038,gopalbhaiya,IND,0,10th Pass,45,30000.0,0,0,madhya_pradesh,damoh,2009
4397,4397,4398,gopalchandrakar,BSP,1,Graduate Professional,63,17371963.0,0,0,orissa,cuttack,2009
2253,2253,2254,gopaloraon,IND,0,12th Pass,56,2406000.0,0,0,jharkhand,lohardaga,2009
5407,5407,5408,gopalr,IND,0,8th Pass,56,33000.0,0,0,tamil_nadu,madurai,2009
3700,3700,3701,gopalraghunathjamsandekar,IND,0,8th Pass,63,140908.0,0,0,maharashtra,mumbai_north,2009
7185,7185,7186,gopalram,RPI(A),0,Illiterate,48,775000.0,0,0,uttarakhand,almora,2009
4895,4895,4896,gopalram,IND,1,5th Pass,30,3442000.0,0,0,rajasthan,jalore,2009
7338,7338,7339,gopalrout,IND,5,8th Pass,40,8000.0,0,0,west_bengal,barrackpur,2009
6771,6771,6772,gopalsaini,IND,0,5th Pass,25,54000.0,0,0,uttar_pradesh,mathura,2009
5001,5001,5002,gopalsingh,INC,0,Graduate Professional,58,4106255.0,489648,1,rajasthan,rajsamand,2009
5901,5901,5902,gopalswroopjoshi,IND,0,Graduate,62,1095000.0,0,0,uttar_pradesh,allahabad,2009
7584,7584,7585,gopeshchandrasarkar,BJP,0,Doctorate,66,3623491.0,40381,0,west_bengal,raiganj,2009
4800,4800,4801,gopikrishan,IND,0,10th Pass,71,625000.0,0,0,rajasthan,churu,2009
5167,5167,5168,gopinathv,DMDK,0,Graduate Professional,36,30999000.0,0,0,tamil_nadu,chennai_south,2009
7428,7428,7429,gorachandkoley,IND,0,8th Pass,42,1045000.0,75000,0,west_bengal,howrah,2009
6131,6131,6132,gorakhnath,BSP,0,Post Graduate,56,10158748.0,433968,1,uttar_pradesh,bhadohi,2009
6200,6200,6201,gorakhprasadjaiswal,BSP,0,10th Pass,72,24217040.0,0,1,uttar_pradesh,deoria,2009
1990,1990,1991,gorav,IND,1,Post Graduate,31,10310000.0,0,0,haryana,rohtak,2009
1588,1588,1589,gordhanbhaipragjibhaizadaphia,MJP,0,Post Graduate,54,8191743.0,2542721,0,gujarat,bhavnagar,2009
68,68,69,gorremuchuchinnarao,IND,0,5th Pass,42,258000.0,110985,0,andhra_pradesh,bapatla,2009
415,415,416,gorreramesh,IND,0,Graduate Professional,42,300000.0,0,0,andhra_pradesh,peddapalle,2009
1278,1278,1279,goswamivishwabhushanbharti,JD(U),0,12th Pass,31,101000.0,0,0,chandigarh,chandigarh,2009
5048,5048,5049,gotamlalmeena,CPI(ML)(L),0,Not Given,42,48300.0,0,0,rajasthan,udaipur,2009
3279,3279,3280,gourisinghyadav,SP,0,8th Pass,59,13104000.0,4800000,0,madhya_pradesh,sagar,2009
2637,2637,2638,gousiabegum,IND,0,10th Pass,31,75000.0,0,0,karnataka,koppal,2009
7273,7273,7274,goutamdas,LJP,0,12th Pass,31,221298.0,33568,0,west_bengal,asansol,2009
7429,7429,7430,goutamgayen,IND,0,8th Pass,27,7000.0,0,0,west_bengal,howrah,2009
5549,5549,5550,govanamthangavelks,IND,0,Literate,50,225000.0,0,0,tamil_nadu,salem,2009
5282,5282,5283,govanamthangavelks,IND,0,Literate,37,225000.0,0,0,tamil_nadu,erode,2009
3625,3625,3626,govardhanchangobhagat,IND,3,8th Pass,65,56677052.0,2700000,0,maharashtra,kalyan,2009
2943,2943,2944,govardhanpatleurfhitlar,IND,0,5th Pass,75,20000.0,0,0,madhya_pradesh,balaghat,2009
6456,6456,6457,govind,IND,0,Illiterate,43,4202000.0,0,0,uttar_pradesh,gorakhpur,2009
7119,7119,7120,govind,KKJHS,0,Post Graduate,37,892623.0,0,0,uttar_pradesh,sitapur,2009
805,805,806,govindacharay,IND,0,10th Pass,27,390384.0,0,0,bihar,darbhanga,2009
5307,5307,5308,govindarajankm,Akila India Vallalar Peravai,0,Not Given,73,950000.0,0,0,tamil_nadu,kallakurichi,2009
5767,5767,5768,govindarajipv,SP,0,12th Pass,40,2750000.0,0,0,tamil_nadu,vellore,2009
5736,5736,5737,govindasamyp,BSP,0,Post Graduate,62,2882824.0,0,0,tamil_nadu,tiruvannamalai,2009
1673,1673,1674,govindbhaijivabhaidafda,IND,1,Literate,27,766700.0,32000,0,gujarat,kachchh,2009
1636,1636,1637,govindbhailaljibhaipadhiyar,IND,0,Literate,39,300.0,0,0,gujarat,jamnagar,2009
1709,1709,1710,govindbhailaxmanbhairathod,IND,0,Illiterate,52,660000.0,50000,0,gujarat,navsari,2009
5283,5283,5284,govindhasamyp,IND,0,5th Pass,45,30580.0,0,0,tamil_nadu,erode,2009
2192,2192,2193,govindlalmarandi,RSP,0,10th Pass,39,12599.0,60000,0,jharkhand,godda,2009
3312,3312,3313,govindprasadmishra,BJP,0,Graduate Professional,60,5187425.0,0,1,madhya_pradesh,sidhi,2009
4774,4774,4775,govindrammeghwal,BSP,0,Not Given,48,6406595.0,2782337,0,rajasthan,bikaner,2009
4970,4970,4971,govindsingh,BSP,0,10th Pass,56,5847000.0,1000000,0,rajasthan,kota,2009
2087,2087,2088,gowsiabashir,IND,0,Graduate,26,21050000.0,0,0,jammu_and_kashmir,baramulla,2009
14,14,15,gpentanna,IND,0,Post Graduate,36,436000.0,13000,0,andhra_pradesh,adilabad,2009
165,165,166,gprasannakumar,LSP,0,Post Graduate,55,32454000.0,0,0,andhra_pradesh,kadapa,2009
