,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
3252,7,0,2,63,1,1382000.0,0,0,1,379,0
3253,7,0,10,38,1,6800000.0,15000,0,1,375,0
3254,8,0,1,48,1,680000.0,0,0,31,280,0
3255,8,4,6,44,1,21005000.0,0,0,1,422,0
3256,8,9,11,59,0,209226.0,0,0,19,351,0
3257,8,0,1,50,1,161000.0,0,0,33,65,2
3258,6,1,11,40,0,4682146.0,234415,0,18,331,0
3259,9,0,1,48,1,6504269.0,892475,0,30,495,0
3260,8,0,1,49,0,50000.0,0,0,33,346,2
3261,8,2,0,49,1,5000.0,0,0,30,491,2
3262,8,0,5,44,0,13840344.0,517041,0,24,380,0
3263,8,0,5,27,0,611600.0,0,0,33,346,2
3264,8,0,2,44,1,3150000.0,0,0,31,269,0
3265,7,0,3,28,1,0.0,0,0,30,473,0
3266,6,0,5,43,1,340138817.0,118145553,0,19,533,0
3267,8,0,0,75,1,1405000.0,0,0,28,511,3
3268,8,0,1,38,1,6930000.0,412000,0,33,174,0
3269,8,0,6,25,1,32000.0,0,0,13,232,2
3270,8,1,6,54,0,5200000.0,0,1,13,27,0
3271,7,0,5,40,1,6959000.0,525000,0,18,98,0
3272,8,0,11,41,0,13859021.0,40000,0,19,350,0
3273,7,0,8,57,0,1795520.0,0,0,28,245,0
3274,7,0,11,77,1,3013000.0,0,0,10,92,0
3275,7,0,6,34,1,3147975.0,518262,0,10,20,0
3276,6,0,11,68,0,384751309.0,0,0,4,452,2
3277,3,4,11,35,1,2301000.0,0,0,1,374,0
3278,8,2,6,69,1,361746068.0,0,1,1,379,0
3279,7,0,5,37,1,710000.0,25000,0,31,340,2
3280,7,0,2,52,1,2700000.0,950000,0,1,252,0
3281,7,0,5,37,1,133000.0,39060,0,19,536,0
3282,7,0,6,62,1,4470000.0,0,0,31,319,3
3283,7,0,2,43,1,5696200.0,0,0,11,470,2
3284,7,6,0,38,1,3798200.0,1040000,0,30,318,0
3285,3,0,10,66,1,296000.0,78000,0,16,112,0
3286,7,1,11,34,1,4920000.0,1282195,0,19,290,0
3287,7,0,5,41,1,0.0,0,0,31,455,0
3288,4,0,6,63,1,2230750.0,0,0,1,31,3
3289,8,0,6,48,1,120719032.0,4618960,0,35,75,0
3290,3,0,8,59,1,5000.0,0,0,35,414,2
3291,9,0,1,52,1,5502108.0,1201557,0,35,327,0
3292,8,4,0,35,1,230000.0,0,0,35,243,3
3293,7,0,0,29,1,3274.0,0,0,19,463,2
3294,7,0,5,52,1,13498923.0,0,0,19,349,0
3295,7,0,8,38,0,18581662.0,400000,0,4,316,0
3296,7,0,1,36,0,65000.0,0,0,18,331,0
3297,7,0,2,49,0,21300.0,0,0,19,350,0
3298,8,0,0,32,0,1172926.0,0,0,35,327,0
3299,8,0,11,54,0,275942.0,0,0,35,516,0
3300,7,0,10,62,1,1867902.0,0,0,4,397,0
3301,7,0,5,31,1,24000.0,0,0,4,514,2
3302,7,0,3,26,1,1000.0,0,0,33,175,0
3303,8,0,2,52,1,1756142.0,0,0,19,229,0
3304,8,0,6,62,1,10710000.0,0,0,13,27,0
3305,7,0,3,34,1,60000.0,0,0,13,481,0
3306,7,0,3,32,1,0.0,0,0,15,100,0
3307,7,0,1,38,1,1513581.0,0,0,19,89,0
3308,8,1,6,39,0,47634901.0,0,0,4,397,0
3309,6,0,11,62,1,27122055.0,7711000,1,16,534,0
3310,9,0,5,53,1,28206768.0,7242790,0,33,457,2
3311,7,0,1,46,1,232076.0,0,0,33,404,0
3312,7,0,3,29,0,362000.0,0,0,33,18,0
3313,8,0,1,51,1,1350000.0,95000,0,4,514,0
3314,7,0,5,35,1,2540933.0,25000,0,4,445,2
3315,8,0,3,41,1,1630000.0,0,0,3,254,0
3316,9,16,1,80,1,11284428.0,33970,0,33,168,0
3317,7,0,1,38,1,6871000.0,1121500,0,9,384,0
3318,8,0,1,27,1,32157.0,0,0,35,292,0
3319,7,0,1,29,1,10510000.0,0,0,19,229,0
3320,7,0,5,41,1,634836.0,0,0,30,121,0
3321,8,0,6,43,1,4494623.0,966227,0,30,318,0
3322,6,0,5,61,1,6164901.0,1558128,1,16,299,0
3323,6,1,6,42,1,110571761.0,23691877,0,30,33,0
3324,8,0,5,72,1,63800000.0,0,0,22,345,3
3325,7,0,11,65,1,4235311.0,80000,0,30,318,0
3326,7,0,5,29,1,100000.0,0,0,30,119,0
3327,8,0,2,38,1,245086.0,0,0,30,318,0
3328,7,0,0,78,1,7322508.0,0,0,16,8,0
3329,7,0,3,36,1,2060000.0,0,0,15,289,2
3330,7,0,3,59,1,296000.0,0,0,30,33,2
3331,7,0,6,40,1,954117.0,0,0,30,119,2
3332,7,0,11,72,1,6469266.0,0,0,31,328,0
3333,7,0,1,50,1,2865000.0,117000,0,14,234,0
3334,7,0,2,34,1,285000.0,0,0,15,55,0
3335,8,0,11,68,1,26241383.0,0,0,33,102,0
3336,3,0,5,35,1,200000.0,0,0,30,482,0
3337,5,0,6,69,1,294761445.0,47707836,0,30,429,0
3338,7,0,3,34,1,3709219.0,3800000,0,30,120,0
3339,7,0,2,75,1,1064000.0,0,0,30,495,0
3340,8,1,5,34,1,660000.0,0,0,30,501,0
3341,8,0,3,44,1,2515000.0,0,0,19,349,0
3342,0,1,11,50,1,16756495.0,0,0,35,356,0
3343,8,0,8,47,1,3107000.0,1394000,0,28,130,0
3344,8,0,5,32,1,1000.0,0,0,4,485,0
3345,7,0,3,58,1,110500.0,0,0,33,517,0
3346,8,0,10,38,1,1442500.0,0,0,4,316,0
3347,8,0,3,63,1,4523000.0,442455,0,19,229,0
3348,6,2,11,67,1,4616629.0,0,1,4,286,0
3349,7,0,1,29,1,6575600.0,0,0,4,471,0
3350,7,0,5,39,1,338000.0,0,0,18,217,0
3351,7,0,6,28,1,25678455.0,828616,0,33,450,0
3352,7,0,0,41,1,11149954.0,5133921,0,1,314,0
3353,0,0,5,42,1,1657448.0,0,0,4,378,0
3354,8,0,1,56,1,6539000.0,700000,0,33,173,0
3355,7,0,8,44,1,139052.0,0,0,4,81,0
3356,8,0,8,45,1,10400000.0,2950000,0,27,312,0
3357,8,0,0,43,1,20000.0,600000,0,13,481,0
3358,8,0,5,41,1,8740204.0,0,0,33,102,0
3359,7,0,3,51,1,30550000.0,500000,0,13,481,0
3360,3,1,8,42,1,29743591.0,458360,0,24,162,0
3361,8,0,3,41,1,3753226.0,0,0,35,214,0
3362,8,2,1,36,1,4830500.0,166000,0,4,286,0
3363,8,0,3,49,1,11450000.0,500000,0,13,27,0
3364,7,1,5,42,1,670000.0,0,0,31,269,0
3365,6,0,5,51,1,97334682.0,9901034,0,28,506,0
3366,8,3,11,38,1,538119.0,0,1,17,307,3
3367,7,1,0,37,1,2314000.0,59000,0,24,162,0
3368,7,0,0,31,1,465000.0,0,0,15,56,0
3369,8,0,2,55,1,1660000.0,0,0,19,350,0
3370,7,0,2,38,1,50000.0,0,0,15,100,0
3371,7,0,0,32,1,154500.0,0,0,31,455,0
3372,8,0,0,65,1,13243000.0,0,0,33,357,0
3373,8,0,5,31,1,1549000.0,63538863,0,15,127,2
3374,8,0,6,41,1,600000.0,1100000,0,19,392,3
3375,2,0,3,62,1,39512950.0,2335530,1,10,425,0
3376,7,0,6,35,1,191618.0,52500,0,30,362,2
3377,8,0,6,65,1,41055000.0,0,0,19,352,0
3378,8,0,11,66,1,7839000.0,0,0,24,477,0
3379,7,0,11,35,1,1389158.0,0,0,4,396,0
3380,7,0,1,33,1,9741331.0,0,0,33,250,0
3381,7,0,0,60,1,9142637.0,0,0,6,296,0
3382,6,0,6,48,1,9452159.0,1859464,0,12,460,2
3383,7,0,1,74,1,9702000.0,0,0,28,297,2
3384,8,0,0,51,1,4383500.0,0,0,6,321,0
3385,7,0,0,53,1,6008449.0,200000,0,19,366,0
3386,8,0,6,62,1,16814138.0,1200000,0,30,148,0
3387,8,2,6,51,1,8475249.0,1294500,0,30,497,0
3388,7,0,3,47,1,80000.0,0,0,30,131,2
3389,8,0,6,35,1,18066000.0,6000000,0,33,334,0
3390,7,0,5,29,1,435000.0,0,0,30,501,0
3391,7,0,0,33,1,1267950.0,0,0,15,82,0
3392,7,0,5,41,1,325000.0,0,0,34,202,2
3393,7,0,6,44,1,4332581.0,9000,0,3,152,0
3394,7,0,6,53,1,218316.0,261000,0,13,232,0
3395,7,0,0,51,1,3000000.0,2000000,0,13,66,0
3396,7,0,1,38,1,1015000.0,0,0,31,455,0
3397,8,0,1,35,1,183325.0,0,0,18,219,0
3398,8,0,11,37,1,2882200.0,0,0,19,533,0
3399,8,0,8,31,1,490000.0,0,0,33,12,0
3400,0,0,7,26,1,330000.0,0,0,24,383,0
3401,8,0,0,62,1,7042892.0,0,0,13,512,0
3402,8,0,8,43,1,6443300.0,0,0,33,447,0
3403,7,1,6,47,1,6305818.0,0,0,33,442,0
3404,7,2,0,55,1,30000.0,0,0,24,383,0
3405,8,0,2,33,1,3700000.0,0,0,24,383,0
3406,7,0,5,30,1,0.0,0,0,13,232,0
3407,8,0,11,35,1,4650000.0,0,0,31,455,0
3408,7,0,9,43,1,56300.0,0,0,18,465,0
3409,7,0,1,33,1,568655.0,112000,0,19,371,0
3410,8,0,0,25,1,3999000.0,80000,0,11,169,0
3411,7,0,5,30,1,355000.0,0,0,33,405,0
3412,8,0,1,46,1,107600.0,0,0,27,312,2
3413,8,0,3,39,1,4398632.0,0,0,24,162,0
3414,8,1,1,54,1,4335000.0,0,0,33,264,0
3415,0,0,2,41,1,681600.0,0,0,33,182,0
3416,8,0,0,46,1,15227199.0,0,0,33,10,0
3417,8,1,2,44,1,341178.0,0,0,33,342,0
3418,0,0,1,39,1,97019722.0,13308087,0,33,311,0
3419,3,0,6,52,1,7050000.0,300000,0,13,66,0
3420,0,0,1,51,1,40044000.0,2010000,0,24,162,0
3421,8,0,3,49,1,2301899.0,147588,0,33,483,0
3422,8,0,1,30,1,1005000.0,0,0,33,342,0
3423,8,0,1,31,1,1051275.0,0,0,33,192,0
3424,8,0,5,47,1,2020000.0,0,0,13,27,0
3425,8,0,5,64,1,1725000.0,0,0,33,347,0
3426,7,0,3,43,1,161205.0,0,0,3,152,0
3427,8,0,11,52,1,16742266.0,10232000,0,27,400,0
3428,7,0,7,64,1,200000.0,0,0,27,21,2
3429,6,0,6,57,1,70607263.0,3769400,0,27,213,2
3430,7,1,5,58,1,262989287.0,23367636,0,19,315,0
3431,8,1,0,69,1,170253390.0,9774791,1,19,315,0
3432,8,0,3,37,1,635000.0,0,0,19,41,0
3433,8,0,6,63,1,1867499.0,2785815,0,20,218,0
3434,7,0,7,40,1,50000.0,0,0,31,280,3
3435,7,0,2,39,1,189000.0,0,0,10,398,0
3436,8,0,5,29,1,48000.0,0,0,35,327,3
3437,7,0,5,35,1,525486.0,0,0,35,414,0
3438,8,0,1,44,1,3130000.0,0,0,4,111,0
3439,7,2,3,56,1,3067535137.0,1400740132,0,3,492,0
3440,7,0,1,30,1,453385.0,0,0,3,152,0
3441,8,1,5,41,1,539830.0,0,0,35,236,0
3442,7,0,2,38,1,73867.0,0,0,30,429,0
3443,7,0,0,71,1,5430617.0,0,0,28,230,0
3444,7,0,5,51,1,15858255.0,695510,0,19,89,2
3445,7,0,5,32,1,32500.0,0,0,35,67,0
3446,8,0,0,46,1,3594500.0,0,0,33,54,0
3447,7,0,1,40,1,3167000.0,40000,0,31,0,3
3448,8,0,1,39,1,194500.0,0,0,14,207,0
3449,8,0,2,25,1,350000.0,0,0,33,171,0
3450,7,0,0,52,1,5536065.0,325500,0,19,256,2
3451,8,0,0,33,0,0.0,0,0,1,252,2
3452,8,0,3,45,1,194500.0,0,0,27,170,2
3453,7,0,0,60,1,7050442.0,1000000,0,30,503,0
3454,7,0,10,55,1,25000.0,0,0,15,57,0
3455,7,0,0,40,1,6366720.0,215000,0,30,119,0
3456,8,3,11,77,1,404597140.0,535694,0,16,390,0
3457,7,0,0,62,1,20493829.0,0,0,16,299,0
3458,7,0,1,54,1,300000.0,0,0,30,503,2
3459,7,0,3,50,1,320000.0,0,0,1,373,0
3460,0,0,6,51,1,8895210.0,0,1,35,414,0
3461,2,0,11,46,1,3360000.0,50000,0,3,254,0
3462,8,1,0,43,1,2099834.0,24087,0,33,114,0
3463,7,0,3,39,1,138652.0,100000,0,35,214,2
3464,5,0,11,71,1,203278896.0,127959469,0,30,503,0
3465,7,0,0,51,1,1000.0,0,0,15,289,2
3466,7,0,3,67,1,11230422.0,303440,0,31,328,0
3467,7,0,9,44,1,50000.0,0,0,31,280,3
3468,3,0,8,66,1,74056948.0,33000,0,33,158,0
3469,7,0,0,32,1,441500.0,0,0,16,299,0
3470,8,0,5,39,1,415000.0,280000,0,16,216,0
3471,8,0,11,41,1,4035502.0,0,0,28,506,0
3472,7,0,11,32,1,300000.0,0,0,27,196,0
3473,7,0,0,41,1,1260000.0,0,0,18,212,2
3474,7,0,8,36,1,555566.0,87500,0,10,486,0
3475,7,0,5,25,1,7441200.0,0,0,33,324,0
3476,7,0,6,40,1,2150500.0,1200000,0,33,342,2
3477,7,0,5,40,1,13688864.0,3970000,0,24,383,0
3478,8,0,0,27,1,36300.0,0,0,18,98,2
3479,7,0,5,46,1,3377738.0,0,0,33,324,0
3480,7,0,1,38,1,1928506.0,0,0,11,169,0
3481,8,0,4,42,1,6905132.0,2588967,0,4,60,0
3482,7,0,5,34,1,1617000.0,0,0,33,158,0
3483,7,0,0,45,1,725000.0,0,0,33,171,0
3484,8,0,5,29,1,46000.0,0,0,4,521,2
3485,8,0,2,38,1,1991608.0,0,0,34,202,0
3486,6,0,1,37,1,27387727.0,2432000,0,33,251,0
3487,8,0,8,60,1,500000.0,0,0,35,341,0
3488,3,0,11,40,1,2121435.0,0,0,35,69,2
3489,8,1,0,26,1,2212400.0,0,0,4,397,0
3490,8,0,1,47,1,51000.0,0,0,28,5,0
3491,6,2,11,54,1,16119417.0,0,0,19,431,2
3492,7,0,8,59,1,3470000.0,0,0,28,364,0
3493,7,0,0,56,1,33392000.0,750000,0,11,197,0
3494,6,0,11,67,1,9225000.0,2160000,1,16,519,0
3495,8,2,11,43,1,5529128.0,795000,0,1,422,0
3496,8,0,8,34,1,1987670.0,0,0,33,320,0
3497,8,2,5,48,1,8005000.0,1800000,0,30,494,0
3498,2,3,6,66,1,380072890.0,335729817,1,19,80,0
3499,7,0,3,39,1,613900.0,223600,0,30,491,2
3500,7,0,3,41,1,5279115.0,0,0,33,405,0
3501,8,0,2,38,1,172000.0,0,0,30,300,0
3502,8,0,5,45,1,531088.0,0,0,33,192,0
3503,3,0,3,41,1,4547946.0,45000,0,6,161,0
3504,7,0,1,64,1,3312954.0,60000,0,28,223,2
3505,8,0,0,47,1,2971600.0,0,0,33,174,0
3506,7,0,0,46,1,350000.0,0,0,4,368,0
3507,6,0,0,40,0,17225722.0,1297049,0,28,393,0
3508,7,0,0,42,0,768692.0,0,0,33,6,0
3509,7,0,8,62,1,2653000.0,482,0,14,146,3
3510,7,0,1,54,1,832251.0,50000,0,33,44,2
3511,7,0,2,53,1,110000.0,0,0,30,338,2
3512,7,0,0,66,1,12400000.0,120000,0,6,427,0
3513,3,1,1,27,1,5635750.0,1037250,0,30,119,2
3514,10,1,1,73,1,180822216.0,12245000,1,1,422,0
3515,7,0,5,46,1,1425800.0,0,0,30,370,0
3516,8,0,1,62,1,3708188.0,411170,0,35,243,3
3517,8,0,5,40,1,8647342.0,1050000,0,31,328,0
3518,8,0,2,36,1,160500.0,0,0,35,326,0
3519,7,0,0,44,1,523120.0,0,0,30,271,0
3520,7,0,2,58,1,167000.0,0,0,30,362,2
3521,2,20,0,39,1,102000.0,0,0,30,494,0
3522,7,0,11,32,1,23000.0,0,0,30,505,0
3523,7,1,1,42,1,230000.0,60000,0,30,473,2
3524,7,0,3,36,1,1620910.0,205000,0,30,501,0
3525,7,0,2,52,1,2566000.0,0,0,30,165,0
3526,7,0,1,51,1,4808164.0,0,0,30,505,0
3527,9,0,5,62,1,8190000.0,1400000,0,30,271,0
3528,7,1,0,38,0,538600.0,0,0,30,429,2
3529,8,0,5,49,0,3119753.0,0,0,24,116,0
3530,2,0,0,41,1,315000.0,0,0,13,27,0
3531,8,0,5,45,1,5605000.0,250000,0,13,481,0
3532,8,1,5,32,1,1489200.0,0,0,16,299,0
3533,6,0,3,61,1,17420000.0,0,0,1,163,0
3534,7,0,10,32,1,368660.0,333000,0,30,495,0
3535,10,1,7,47,1,213294327.0,64899193,1,1,23,0
3536,7,0,5,30,1,1752500.0,0,0,1,422,0
3537,7,0,9,54,1,9945000.0,0,0,15,56,2
3538,7,0,5,54,1,1883100.0,0,0,4,355,0
3539,4,0,1,61,1,1130866.0,0,0,35,236,0
3540,7,0,7,39,1,472000.0,0,0,33,264,0
3541,8,0,11,67,1,200707183.0,11401285,1,13,66,0
3542,6,0,6,74,1,137366682.0,39433827,1,15,125,0
3543,8,0,5,43,1,781450.0,32500,0,30,528,0
3544,8,0,10,42,1,26412176.0,21600000,0,26,407,0
3545,7,0,3,39,1,313400.0,0,0,6,421,0
3546,7,0,6,55,1,482285.0,606700,0,25,107,0
3547,7,3,1,45,1,2155559.0,0,1,3,288,3
3548,3,0,0,68,1,3226369.0,50000,0,16,263,0
3549,7,0,5,32,1,307000.0,0,0,25,225,2
3550,7,0,3,43,1,5000.0,0,0,19,229,2
3551,7,0,1,40,1,3250000.0,0,0,19,41,0
3552,4,0,3,80,1,9951294.0,400000,0,33,347,0
3553,7,0,2,50,0,1165000.0,0,0,19,315,0
3554,7,0,5,47,1,510000.0,0,0,15,100,0
3555,7,0,10,39,1,840000.0,0,0,30,338,0
3556,8,0,6,52,1,34306545.0,2235538,1,30,131,0
3557,7,0,0,51,1,326000.0,0,0,30,156,0
3558,7,0,2,34,1,140000.0,0,0,30,131,2
3559,8,0,1,44,1,7780000.0,450000,0,31,280,0
3560,8,0,5,33,1,1166489.0,0,0,4,397,0
3561,1,0,6,61,1,12796623.0,1461565,1,25,446,0
3562,3,0,11,49,1,10969151.0,245000,0,4,320,0
3563,2,0,5,72,1,44538002.0,0,1,18,279,0
3564,8,0,11,36,1,7140920.0,535911,0,4,474,0
3565,7,0,3,49,1,1016500.0,25000,0,4,358,0
3566,8,1,1,51,1,87315758.0,0,0,14,118,0
3567,8,0,1,29,1,340500.0,0,0,33,344,2
3568,8,1,6,44,1,8043000.0,650000,0,31,97,0
3569,3,0,5,60,1,2994951.0,135000,0,18,282,3
3570,9,2,5,26,1,30399449.0,2105000,0,33,250,0
3571,7,0,2,60,1,100000.0,0,0,19,209,0
3572,7,0,3,40,1,2054916.0,0,0,19,493,0
3573,8,7,5,38,1,322000.0,0,0,17,307,3
3574,8,0,8,42,1,1800614.0,0,0,14,287,0
3575,7,0,11,39,1,190000.0,0,0,1,64,2
3576,0,0,5,54,1,22091161.0,115000,0,29,467,0
3577,3,0,6,48,1,23867898.0,909000,0,33,311,0
3578,7,0,0,68,1,7200000.0,2100000,0,30,318,0
3579,7,0,1,48,1,351119.0,0,0,4,273,0
3580,2,1,0,48,1,9329001.0,1493367,1,15,137,0
3581,7,0,3,65,1,600005.0,0,0,30,262,2
3582,8,1,10,31,1,395000.0,0,0,1,375,2
3583,10,1,1,56,1,3382293440.0,269489166,0,31,280,0
3584,8,0,5,55,1,3322000.0,400000,0,19,177,3
3585,7,1,6,47,1,17500.0,0,0,19,110,2
3586,7,1,0,46,1,1074059.0,425000,0,19,117,3
3587,8,0,11,34,0,219905.0,0,0,3,333,0
3588,2,5,5,51,1,12738190.0,0,1,19,89,0
3589,7,0,0,47,1,512000.0,0,0,11,169,0
3590,8,0,11,57,1,88792.0,0,0,19,411,0
3591,7,0,5,33,1,365491.0,0,0,19,336,0
3592,8,1,1,58,1,839000.0,0,0,35,335,2
3593,5,0,6,73,1,41858537.0,1162495,0,30,133,0
3594,8,0,0,48,1,727000.0,20000,0,35,419,2
3595,7,0,10,38,1,6137168.0,0,0,30,443,0
3596,6,0,6,58,1,77102957219.0,0,0,15,58,0
3597,7,0,0,29,1,1088000.0,60000,0,19,41,0
3598,6,7,0,40,1,881714000.0,642055000,0,33,12,0
3599,9,0,5,32,1,50000.0,0,0,30,525,0
3600,8,3,5,52,0,807875641.0,37846084,0,15,55,0
3601,4,0,4,46,0,11744054.0,5260000,0,35,291,0
3602,9,0,11,50,0,13343497.0,700000,0,33,190,0
3603,6,0,1,71,1,7048969.0,0,1,31,363,2
3604,7,0,6,57,1,21239370.0,654750,0,4,401,0
3605,7,0,3,40,1,171000.0,0,0,18,194,0
3606,8,0,11,38,1,4111000.0,1580000,0,19,117,2
3607,2,0,11,61,1,40188989.0,9561188,1,18,281,0
3608,8,0,1,68,1,8829056.0,0,0,18,515,2
3609,7,0,8,49,1,293000.0,0,0,4,522,2
3610,7,0,3,37,1,688000.0,0,0,4,452,2
3611,7,0,0,57,1,3366500.0,100000,0,18,281,0
3612,7,0,2,46,1,420000.0,450000,0,18,281,0
3613,8,0,11,45,1,8000.0,0,0,18,49,3
3614,4,0,5,58,1,7948560.0,0,0,31,369,0
3615,7,0,2,52,1,6350000.0,0,0,15,125,0
3616,8,15,11,59,1,2514936.0,0,0,35,414,0
3617,7,0,1,65,1,402000.0,0,0,28,5,0
3618,10,0,6,62,1,14878003.0,0,1,1,128,2
3619,7,0,8,55,1,401390.0,0,0,15,289,2
3620,8,1,5,55,1,2066000.0,0,0,25,87,2
3621,6,0,6,62,1,2594651.0,0,0,35,106,2
3622,8,6,1,41,1,3352800.0,1120000,0,19,290,0
3623,7,0,3,28,1,115000.0,0,0,28,230,0
3624,8,0,3,61,1,1567700.0,253370,0,28,224,2
3625,7,0,3,62,1,4055500.0,0,0,18,194,0
3626,7,0,1,62,1,338425.0,0,0,18,198,0
3627,7,1,0,43,1,30260500.0,700000,0,11,210,0
3628,7,0,1,30,1,300000.0,0,0,11,96,0
3629,7,0,11,55,1,2772000.0,0,0,33,524,0
3630,9,0,1,55,1,53617561.0,0,0,33,182,0
3631,8,0,5,72,1,11365500.0,0,0,32,507,3
3632,8,0,2,51,1,4121000.0,20000,0,19,533,1
3633,6,0,5,45,1,29531000.0,0,0,33,346,2
3634,7,0,0,64,1,3803936.0,0,0,33,54,0
3635,7,0,11,56,1,1626000.0,0,0,4,471,0
3636,2,0,11,63,1,15157582.0,0,1,10,520,0
3637,2,0,11,63,1,16591582.0,0,1,33,524,0
3638,8,9,11,47,1,1217466.0,287074,0,25,258,0
3639,8,0,6,47,1,4883389.0,0,0,33,524,0
3640,7,0,0,42,1,9554000.0,0,0,19,493,0
3641,7,0,11,33,1,7294224.0,0,0,4,111,0
3642,8,0,11,62,1,3273000.0,125000,0,34,180,0
3643,7,0,1,43,1,79000.0,0,0,24,380,0
3644,2,1,5,56,1,11412622.0,4531444,1,18,198,0
3645,6,0,4,37,1,1800000.0,0,0,31,0,3
3646,8,0,11,29,1,3157123.0,6270,0,19,256,0
3647,7,0,0,43,1,38729000.0,0,0,11,210,0
3648,7,0,0,50,1,11068000.0,0,0,33,22,2
3649,8,0,5,41,1,3660000.0,0,0,33,185,2
3650,7,0,11,28,1,2145327.0,0,0,33,22,2
3651,7,0,7,50,1,143186.0,0,0,24,477,0
3652,9,0,9,29,1,2992100.0,0,0,11,96,0
3653,7,0,5,38,1,3863500.0,250000,0,4,60,0
3654,8,0,4,43,1,3845000.0,312000,0,19,431,2
3655,7,0,3,40,1,65000.0,0,0,19,536,0
3656,7,0,5,43,1,11387000.0,2599000,0,4,368,0
3657,7,0,1,61,1,528000.0,0,0,35,326,2
3658,7,0,6,51,1,47582000.0,200000,0,33,18,0
3659,8,0,5,48,1,32537903.0,8782000,0,33,29,0
3660,7,1,2,30,1,551000.0,0,0,6,421,0
3661,7,0,10,32,1,8931000.0,600000,0,11,210,0
3662,7,0,11,64,1,8840490.0,0,0,28,230,2
3663,7,0,2,47,1,42000.0,0,0,10,233,0
3664,8,0,0,47,1,15073000.0,0,0,31,455,0
3665,8,0,2,60,1,3862000.0,0,0,18,526,2
3666,8,0,11,58,1,2252790.0,50000,0,1,531,0
3667,8,0,6,37,1,100454484.0,13436552,0,19,336,0
3668,7,0,8,55,1,126110.0,0,0,33,357,0
3669,9,0,11,76,1,36512409.0,0,0,33,430,0
3670,8,0,5,52,1,1830000.0,0,0,3,246,0
3671,8,0,11,32,1,633103.0,0,0,35,479,0
3672,8,1,0,35,1,625000.0,0,0,35,326,0
3673,8,0,3,42,0,3152116.0,0,0,33,168,0
3674,7,0,3,47,1,17205000.0,1400000,0,30,370,0
3675,4,1,1,63,1,4126060.0,0,0,30,131,0
3676,7,0,0,46,1,3304600.0,0,0,30,148,0
3677,7,0,2,47,1,51000.0,0,0,30,473,0
3678,7,0,8,34,1,148000.0,50000,0,10,20,0
3679,7,0,8,36,1,271000.0,0,0,33,174,2
3680,3,0,5,61,1,6538687.0,0,0,25,446,2
3681,8,1,6,54,1,265340.0,0,0,33,404,2
3682,7,0,5,58,1,9794000.0,0,0,33,10,0
3683,2,5,2,41,1,154760217.0,62286836,1,7,135,3
3684,3,2,0,33,0,6756440.0,600000,0,4,88,0
3685,0,0,5,33,1,4839400.0,0,0,14,118,0
3686,0,0,0,36,1,25004000.0,32650000,0,3,155,0
3687,8,1,5,26,1,1102500.0,160000,0,19,315,0
3688,7,0,9,43,1,95000.0,0,0,33,430,0
3689,8,0,5,40,1,4565000.0,0,0,24,380,0
3690,9,0,0,41,1,23829011.0,4816480,0,6,421,0
3691,8,1,4,32,1,340057.0,0,0,11,439,0
3692,6,2,11,44,1,3083154000.0,49114000,0,11,303,0
3693,8,0,1,29,1,590500.0,0,0,14,469,3
3694,7,0,11,50,1,958900.0,0,0,14,189,0
3695,8,0,6,47,1,117822738.0,18022060,0,28,224,0
3696,3,0,11,40,1,6071675.0,200000,0,27,312,0
3697,7,0,11,53,1,25060000.0,10000,0,4,413,0
3698,7,0,0,65,1,160000.0,0,0,19,388,2
3699,8,0,1,42,1,5760000.0,560000,0,27,79,0
3700,7,0,1,27,1,3005000.0,1012,0,27,25,2
3701,8,3,0,28,0,29496562.0,1858727,0,19,19,2
3702,7,1,11,28,1,9996000.0,0,0,27,312,0
3703,7,0,11,42,1,1485500.0,45000,0,31,97,0
3704,6,0,11,53,1,571146438.0,7745000,0,33,430,0
3705,7,0,0,47,1,1733000.0,0,0,14,310,3
3706,0,0,4,43,1,1896783.0,0,0,4,368,0
3707,7,0,11,28,1,500000.0,0,0,13,512,3
3708,8,0,0,45,1,582000.0,0,0,15,294,0
3709,8,0,5,41,0,611549.0,0,0,35,154,0
3710,7,0,6,38,1,169500.0,0,0,15,83,3
3711,7,0,1,40,1,200000.0,0,0,15,332,0
3712,8,0,0,33,1,300000.0,0,0,1,423,0
3713,6,1,11,78,1,236308464.0,53289216,0,15,100,0
3714,8,3,11,35,1,132560738.0,29692857,0,30,503,0
3715,2,1,11,38,0,33863562.0,2631312,1,33,308,2
3716,8,0,1,38,0,3461200.0,700000,0,18,198,0
3717,7,0,6,31,1,1985000.0,0,0,33,6,2
3718,8,0,5,30,1,13763263.0,120000,0,4,317,0
3719,9,0,5,45,1,69740119.0,6000000,0,33,51,0
3720,8,0,11,33,0,2665000.0,0,0,28,223,0
3721,8,1,5,26,1,264920.0,120000,0,1,502,2
3722,8,1,5,60,1,23771799.0,8400000,0,14,285,3
3723,8,0,5,63,1,315834264.0,0,1,23,361,3
3724,8,0,0,29,1,246000.0,0,0,28,364,0
3725,6,25,11,52,1,2568043.0,711531,0,35,414,0
3726,7,0,7,44,1,0.0,0,0,31,0,3
3727,7,0,8,69,1,6525004.0,0,0,33,71,0
3728,8,0,5,65,1,1710000.0,0,0,25,87,2
