,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
2774,7,0,2,48,1,1012562.0,48000,0,11,210,0
2775,7,0,2,30,1,55000.0,0,0,11,210,0
2776,7,0,11,30,1,260000.0,102000,0,11,210,0
2777,7,0,1,38,1,6548165.0,137000,0,11,210,0
2778,7,0,0,46,1,0.0,0,0,27,226,2
2779,8,0,0,52,1,1396118874.0,174538688,0,27,172,2
2780,7,0,6,34,1,1140000.0,0,0,27,312,0
2781,7,0,11,69,1,3610829.0,200829,0,6,488,3
2782,7,0,4,44,1,2850000.0,0,0,30,148,0
2783,8,0,6,73,1,11661670.0,2200000,0,30,165,0
2784,8,2,3,65,1,3820000.0,0,0,14,234,3
2785,7,2,5,40,1,9122284.0,285000,0,4,397,0
2786,8,0,5,34,0,2555000.0,0,0,4,317,0
2787,7,0,11,43,1,0.0,0,0,4,401,0
2788,7,0,5,32,1,390500.0,1900000,0,24,162,2
2789,7,1,1,68,1,3550978.0,0,0,28,179,2
2790,3,0,11,38,1,551500.0,0,0,19,117,2
2791,8,1,4,57,0,825000.0,0,0,4,88,0
2792,8,0,0,33,1,290000.0,0,0,31,122,0
2793,3,0,5,43,1,1413790.0,0,0,15,461,0
2794,6,0,5,41,1,1288088.0,30000,0,35,265,0
2795,8,0,5,29,1,2550000.0,0,0,4,358,0
2796,6,0,1,58,1,51271000.0,750000,0,4,401,0
2797,8,0,11,51,1,29512350.0,480000,0,1,530,0
2798,8,0,2,43,1,1240000.0,140000,0,1,15,2
2799,7,0,11,69,1,202000.0,0,0,1,252,2
2800,8,0,1,57,1,4833000.0,0,0,4,397,0
2801,3,0,2,46,1,311578.0,0,0,31,369,0
2802,7,0,11,40,1,1332000.0,0,0,31,340,0
2803,7,0,5,41,0,1249585.0,0,0,33,62,2
2804,8,3,5,40,1,1105500.0,350000,0,16,496,0
2805,7,0,0,70,1,5000040.0,0,0,16,496,2
2806,2,2,11,50,1,16340646.0,0,1,33,102,0
2807,6,0,5,49,1,104788960.0,11500000,0,33,304,0
2808,9,0,6,70,1,46224239.0,0,0,33,12,0
2809,2,4,0,62,1,72866898.0,600000,1,33,347,0
2810,9,0,6,60,1,25118224.0,0,0,33,29,0
2811,7,0,3,61,1,3630000.0,850000,0,30,121,0
2812,7,0,1,35,0,150000.0,0,0,30,443,0
2813,7,0,11,32,1,2160000.0,0,0,30,156,2
2814,2,0,6,57,1,24225393.0,0,0,30,429,0
2815,3,0,5,39,1,2255800.0,0,0,19,290,2
2816,3,0,1,43,1,3141000.0,0,0,35,47,2
2817,4,3,11,45,1,1561535.0,0,0,12,329,0
2818,7,0,3,43,1,181000.0,0,0,11,197,0
2819,8,0,11,28,0,75167.0,0,0,11,169,0
2820,7,0,4,60,1,53726000.0,700000,0,1,530,0
2821,8,0,5,74,1,1249603.0,190679,0,3,468,0
2822,8,5,5,64,1,383137665.0,149404112,1,33,410,0
2823,6,0,11,37,1,101050407.0,0,0,33,150,0
2824,6,0,5,64,1,15500000.0,0,0,23,361,3
2825,7,0,5,38,1,90600.0,30000,0,15,509,2
2826,6,0,11,67,1,11848550.0,522352,1,16,164,0
2827,4,0,1,50,1,2135040.0,145000,0,15,137,0
2828,7,0,1,51,1,860000.0,230000,0,13,232,0
2829,7,0,2,56,1,100000.0,0,0,27,172,2
2830,7,2,0,45,1,1592500.0,360000,0,27,172,2
2831,1,0,5,66,1,3488390.0,25000,1,25,39,0
2832,2,0,1,69,1,307000.0,0,0,30,121,0
2833,3,0,6,57,1,101151000.0,30000,0,34,367,0
2834,8,0,0,62,1,1603217.0,0,0,6,237,2
2835,2,0,11,43,1,8661133.0,306357,1,6,104,0
2836,8,0,3,47,1,2879000.0,0,0,28,90,2
2837,3,0,5,51,1,19797009.0,550000,0,18,194,0
2838,8,0,3,51,1,235000.0,0,0,27,213,2
2839,8,0,2,46,1,72500.0,0,0,27,172,2
2840,7,0,1,62,1,108340000.0,576000,0,27,400,0
2841,6,0,11,44,1,2915000.0,0,0,28,267,2
2842,7,0,2,71,1,220000.0,160000,0,33,186,0
2843,8,0,3,36,1,106200.0,0,0,3,492,0
2844,7,0,3,44,1,12061000.0,0,0,30,501,0
2845,8,0,11,64,1,2242689.0,0,0,6,321,0
2846,6,0,5,59,1,83783624.0,17068702,0,18,526,0
2847,8,0,3,46,1,8202800.0,0,0,24,380,2
2848,7,0,3,47,1,130100.0,2000,0,18,456,3
2849,7,0,0,62,1,411000.0,500000,0,4,451,3
2850,3,1,0,38,1,1323000.0,856000,0,12,329,0
2851,8,0,1,46,1,2619800.0,18000,0,33,308,0
2852,7,0,11,40,1,1532900.0,0,0,33,18,2
2853,8,6,0,43,1,2077500.0,0,0,4,445,2
2854,8,0,0,63,1,312000.0,0,0,18,465,0
2855,8,1,0,46,1,830000.0,0,0,4,401,0
2856,8,0,5,54,1,11484000.0,0,0,11,96,0
2857,3,0,7,47,1,3441000.0,500000,0,12,259,0
2858,8,0,5,58,1,3798836.0,0,0,19,475,2
2859,8,0,1,31,1,685000.0,0,0,33,357,0
2860,6,1,5,37,1,71001002.0,0,0,33,343,0
2861,7,0,0,30,1,1425150.0,150000,0,19,228,0
2862,7,0,0,49,0,470000.0,0,0,30,525,0
2863,7,0,0,42,0,110000.0,0,0,16,399,2
2864,7,0,6,44,1,50000.0,0,0,6,421,0
2865,7,0,11,28,1,4295126.0,0,0,11,169,0
2866,6,2,11,72,1,11328972.0,0,0,3,268,2
2867,8,0,3,41,1,269500.0,0,0,35,141,3
2868,8,0,7,39,1,526500.0,0,0,33,313,2
2869,7,0,11,41,1,1367000.0,0,0,4,521,0
2870,3,0,11,58,1,71207500.0,2175000,0,33,464,0
2871,8,0,11,0,1,7216000.0,0,0,14,433,0
2872,2,1,6,86,1,75915276.0,0,1,10,178,0
2873,8,0,2,56,1,250000.0,0,0,33,524,0
2874,7,0,7,45,1,131000.0,0,0,18,194,2
2875,8,0,8,44,1,61000.0,0,0,4,368,0
2876,2,1,11,59,1,15127861.0,3640964,1,33,168,0
2877,8,0,1,44,1,1319000.0,0,0,14,310,3
2878,9,6,11,64,1,42832429.0,12923479,0,33,6,0
2879,7,1,1,39,1,6155000.0,100000,0,4,451,0
2880,7,2,6,56,1,1303200.0,38000,0,25,258,3
2881,7,0,5,38,1,800000.0,0,0,20,389,3
2882,7,0,0,44,0,1794000.0,75000,0,10,377,0
2883,7,0,11,38,0,2330367.0,64000,0,4,368,0
2884,7,0,1,51,1,1230000.0,0,0,33,438,2
2885,7,0,1,47,0,1500.0,0,0,25,484,3
2886,7,0,9,37,1,127600.0,0,0,11,169,0
2887,8,0,2,30,1,397073.0,18000,0,28,428,2
2888,7,0,5,46,1,3309077.0,0,0,19,4,0
2889,3,0,2,43,1,277900.0,0,0,28,511,3
2890,7,0,2,44,1,2360000.0,0,0,31,319,3
2891,2,4,1,52,1,8094301.0,108145,1,14,469,3
2892,8,0,1,44,1,127580.0,0,0,6,296,0
2893,8,0,5,47,0,710078.0,20000,0,33,175,0
2894,7,0,5,25,1,51000.0,0,0,28,267,2
2895,8,0,8,62,1,255700.0,0,0,28,511,3
2896,7,0,2,38,1,10000.0,0,0,31,319,3
2897,8,1,1,28,1,1710000.0,0,0,18,49,2
2898,2,1,6,73,1,23962099.0,956348,1,18,441,0
2899,0,0,5,28,1,335000.0,0,0,33,150,0
2900,7,0,1,47,1,148120.0,0,0,30,473,0
2901,8,0,1,44,0,161000.0,0,0,25,484,3
2902,7,0,0,38,1,650000.0,0,0,31,280,2
2903,8,1,5,47,1,1407450.0,341191,0,30,491,2
2904,8,0,11,52,1,2470000.0,0,0,25,72,0
2905,9,0,3,43,0,10720000.0,1240000,0,6,427,0
2906,7,0,2,46,1,205500.0,0,0,30,121,0
2907,7,0,0,36,1,180000.0,0,0,30,505,2
2908,7,0,6,44,1,548000.0,600,0,19,431,2
2909,8,1,0,51,1,38176143.0,1497168,1,19,462,2
2910,8,1,1,69,1,23139387.0,236074,0,14,207,0
2911,7,0,8,40,1,48450.0,0,0,27,226,2
2912,9,1,5,39,0,12804755.0,0,0,4,458,0
2913,7,0,5,51,1,340000.0,0,0,15,509,0
2914,8,0,5,67,1,17777227.0,0,0,33,182,0
2915,8,0,4,49,0,65500.0,0,0,31,215,0
2916,7,2,2,52,1,3786699.0,0,0,24,380,0
2917,2,0,5,39,0,174372249.0,62824615,1,10,233,0
2918,8,1,10,57,1,2191523.0,0,1,33,43,0
2919,4,2,5,59,1,6430619.0,625000,0,16,293,0
2920,7,0,11,50,1,11000000.0,550000,0,15,100,0
2921,0,0,0,46,1,3955000.0,0,0,33,43,0
2922,3,0,0,50,1,6166306.0,326000,0,27,449,2
2923,8,0,0,40,1,1447000.0,0,0,33,44,2
2924,8,0,5,34,1,2176006.0,460586,0,6,421,0
2925,6,0,0,62,1,18843802.0,384929,0,13,232,0
2926,3,6,0,29,1,672000.0,0,0,14,146,0
2927,6,0,11,46,1,1757015.0,99665,0,25,276,3
2928,8,0,6,58,1,6779962.0,5480000,0,3,333,0
2929,8,0,2,35,1,58251.0,0,0,33,48,2
2930,7,0,2,40,1,2105703.0,0,0,30,529,0
2931,7,0,9,42,1,441000.0,106842,0,30,494,0
2932,7,1,1,47,1,95307.0,2225,0,30,482,0
2933,7,0,3,45,1,742800.0,0,0,19,448,2
2934,7,0,6,40,0,254630.0,0,0,10,53,0
2935,8,0,6,33,0,3791100.0,0,0,4,514,0
2936,8,0,5,45,1,5226000.0,500000,0,4,358,0
2937,2,0,11,42,1,5472260.0,1341710,0,35,32,2
2938,3,0,5,64,1,2050000.0,1440,0,25,99,0
2939,7,0,1,48,1,72053.0,0,0,3,468,2
2940,6,0,11,56,1,298919187.0,5098943,0,31,382,0
2941,7,0,5,30,1,20000.0,0,0,30,491,2
2942,8,5,3,59,1,33437255.0,0,0,4,266,0
2943,6,1,1,59,1,388226286.0,8691614,0,24,535,0
2944,7,1,0,37,1,141000.0,0,0,31,215,0
2945,7,0,0,58,1,1516293.0,0,0,28,244,0
2946,8,0,1,31,1,812200.0,586200,0,15,58,2
2947,8,0,1,29,1,2137028.0,0,0,14,285,3
2948,7,0,11,45,1,4100000.0,0,0,30,443,0
2949,8,0,11,61,1,3225000.0,0,0,25,134,0
2950,2,0,5,58,1,199653.0,0,1,28,14,0
2951,7,0,8,66,1,108000.0,0,0,18,98,0
2952,9,0,2,46,1,25798815.0,1095365,0,33,1,2
2953,8,0,11,67,1,24535.0,0,0,33,334,2
2954,8,0,3,38,1,208000.0,0,0,18,330,3
2955,7,0,3,72,1,4568000.0,0,0,18,456,3
2956,7,0,1,56,1,130100.0,0,0,11,96,2
2957,8,0,11,55,1,8071913.0,0,0,4,60,0
2958,8,0,6,32,1,964000.0,235000,0,19,153,0
2959,7,0,6,41,1,10206000.0,400000,0,11,197,0
2960,7,0,1,37,1,306413.0,0,0,6,260,3
2961,7,0,1,42,1,26113500.0,0,0,28,230,0
2962,7,0,0,42,1,1035500.0,0,0,14,207,0
2963,7,1,5,55,1,1760000.0,320000,0,18,194,0
2964,3,0,0,46,1,21762465.0,1275000,0,28,90,2
2965,8,0,11,32,1,275600.0,0,0,33,12,0
2966,7,0,0,35,1,259127.0,0,0,28,297,0
2967,7,0,11,31,1,146079.0,0,0,18,441,2
2968,4,0,5,58,1,10695976.0,0,0,35,231,2
2969,7,0,1,57,1,3788275.0,0,0,33,524,0
2970,8,0,11,57,1,1658000.0,0,0,14,189,3
2971,2,0,4,57,1,26489505.0,1114000,1,33,114,0
2972,8,0,11,42,1,231430367.0,18128825,1,30,406,0
2973,7,0,0,47,1,481953.0,0,0,30,120,0
2974,7,0,8,44,1,13000.0,9000,0,30,406,0
2975,7,0,1,38,1,584794.0,0,0,30,271,0
2976,7,0,1,35,1,2180000.0,20000,0,14,310,3
2977,8,0,0,43,1,4300000.0,0,0,33,44,0
2978,8,0,5,45,1,1606100.0,0,0,4,471,0
2979,8,0,5,44,1,889868.0,133210,0,14,287,0
2980,7,0,5,37,1,12615000.0,618747,0,19,354,2
2981,7,0,11,42,1,4430000.0,0,0,33,65,2
2982,8,0,1,30,1,340000.0,0,0,33,22,0
2983,7,0,6,55,1,3101000.0,0,0,33,182,2
2984,8,1,5,36,1,2340300.0,434000,0,15,45,0
2985,8,0,11,53,1,176779000.0,14241000,0,28,393,0
2986,8,0,10,47,1,3472884.0,0,0,18,279,0
2987,2,0,5,58,1,2702481.0,1021000,0,25,39,0
2988,2,1,0,39,1,5216375.0,400000,1,24,162,0
2989,7,0,5,35,1,300000.0,0,0,19,372,3
2990,7,1,7,30,1,788930.0,0,0,33,346,0
2991,3,3,11,48,1,12136000.0,800000,0,4,471,2
2992,8,0,11,39,1,1220997.0,0,0,33,190,0
2993,8,0,3,41,1,281100.0,0,0,28,297,2
2994,8,3,4,34,1,1821376.0,0,0,4,273,0
2995,7,0,5,44,1,1701000.0,0,0,4,471,0
2996,7,0,5,46,1,540000.0,0,0,4,358,2
2997,8,1,5,40,1,1930000.0,0,0,4,368,2
2998,8,0,6,59,1,18881596.0,0,0,33,334,0
2999,8,0,3,54,1,39573603.0,77600,0,4,358,0
3000,2,0,6,54,1,473797545.0,40905738,1,33,182,0
3001,8,0,5,67,1,44079939.0,3281756,0,14,118,0
3002,8,0,1,55,1,58319993.0,25240470,0,19,352,0
3003,8,0,5,43,1,21464499.0,6941446,0,4,445,2
3004,9,0,1,42,1,4085000.0,0,0,10,24,0
3005,8,0,6,54,1,29683292.0,1245000,0,15,143,0
3006,7,0,2,36,1,8401000.0,8000000,0,11,270,0
3007,7,1,2,48,1,2525000.0,0,0,27,277,2
3008,7,1,3,29,1,2522354.0,0,0,10,323,0
3009,8,0,6,38,1,2930897.0,400000,0,27,449,0
3010,7,0,3,54,1,1622345.0,640000,0,11,270,0
3011,8,1,3,44,1,40351658.0,11150000,0,31,537,0
3012,2,0,6,79,1,44357368.0,0,1,34,180,0
3013,8,0,3,47,1,2310000.0,3000000,0,33,168,0
3014,8,0,3,43,1,91000.0,0,0,27,79,2
3015,7,9,0,44,1,45453872.0,12102619,0,28,506,3
3016,8,0,5,39,1,6470304.0,0,0,4,278,0
3017,7,1,0,38,1,134285.0,530000,0,19,376,0
3018,6,0,0,40,1,570000.0,0,0,10,377,0
3019,7,0,6,48,1,690000.0,0,0,10,487,2
3020,7,0,11,37,1,129000.0,0,0,10,487,2
3021,8,0,1,26,0,597500.0,0,0,33,150,0
3022,8,0,11,32,1,8580500.0,0,0,15,83,3
3023,3,0,11,37,1,1752238.0,530000,0,28,73,0
3024,2,0,1,64,0,1662109875.0,14900000,1,34,490,0
3025,6,0,5,56,0,7614468.0,1700000,0,35,291,0
3026,7,0,3,0,1,75000.0,0,0,10,283,0
3027,7,0,0,0,1,1038000.0,0,0,10,283,0
3028,8,0,0,52,1,2397500.0,805000,0,6,260,3
3029,3,0,1,32,1,210000.0,0,0,19,157,3
3030,7,0,9,43,1,1738000.0,0,0,18,219,0
3031,3,0,11,60,1,6413204.0,1062915,0,1,195,2
3032,8,0,1,48,1,6907000.0,1350000,0,1,195,2
3033,7,0,1,31,1,407000.0,500000,0,15,57,0
3034,7,0,5,26,1,1020000.0,120000,0,31,269,0
3035,6,0,6,72,1,102220880.0,7410154,1,15,193,2
3036,7,0,1,39,1,5482100.0,0,0,1,379,0
3037,3,0,5,48,1,2896200000.0,33733000,0,33,102,0
3038,8,0,9,49,0,1920000.0,0,0,33,274,2
3039,7,0,11,31,1,500.0,0,0,1,379,0
3040,10,0,11,60,1,45359744.0,0,1,1,64,2
3041,7,1,8,40,1,440000.0,0,0,10,233,0
3042,7,0,4,34,1,8341084.0,0,0,30,495,2
3043,8,0,5,41,0,15105000.0,4500000,0,25,50,0
3044,8,0,7,70,1,37120000.0,2100000,0,11,270,0
3045,7,0,0,48,1,2274195.0,505006,0,28,90,2
3046,9,0,1,33,0,4195976.0,5454,0,4,183,2
3047,8,0,3,46,0,3922079.0,138000,0,11,210,0
3048,0,0,11,68,0,107680000.0,0,1,35,68,0
3049,8,0,11,34,1,567483.0,0,0,3,306,0
3050,8,0,3,48,1,220000.0,0,0,18,219,3
3051,7,0,7,54,1,35000.0,0,0,28,230,2
3052,8,0,11,53,1,174000.0,0,0,35,479,0
3053,7,0,3,54,1,2012075.0,0,0,35,38,0
3054,8,3,11,33,0,453116.0,950000,0,25,151,0
3055,7,0,11,58,1,7105375.0,163500,0,25,221,2
3056,8,0,5,40,1,4112552.0,350000,0,35,265,0
3057,6,0,6,63,1,28658832.0,0,0,35,184,0
3058,7,0,11,41,1,38090100.0,0,0,25,99,0
3059,7,0,8,44,1,1575000.0,0,0,19,411,0
3060,7,0,11,25,1,247000.0,0,0,27,25,0
3061,7,0,0,40,1,40072745.0,0,0,11,169,0
3062,7,0,1,48,1,557300.0,400000,0,19,205,2
3063,8,0,6,39,1,50000.0,650000,0,30,271,0
3064,2,1,1,57,0,374132826.0,219202,1,33,405,0
3065,7,0,5,25,1,145500.0,0,0,35,220,2
3066,8,0,11,69,1,6314638.0,0,0,33,320,0
3067,7,0,9,69,1,30000.0,0,0,33,416,0
3068,8,0,9,42,1,160000.0,0,0,27,170,2
3069,3,0,1,45,1,14755486.0,0,0,11,210,2
3070,3,0,5,73,1,6507759.0,0,0,11,470,0
3071,8,0,6,46,1,2663000.0,0,0,33,357,0
3072,8,0,6,38,1,4048000.0,0,0,19,352,0
3073,8,0,5,52,1,1060000.0,0,0,28,103,2
3074,8,0,0,67,1,11050206.0,70800,0,28,129,0
3075,8,0,1,27,1,760000.0,0,0,18,437,0
3076,8,0,1,70,1,3229000.0,0,0,33,438,2
3077,8,0,1,54,1,72000.0,0,0,28,14,0
3078,7,0,5,55,1,11422552.0,1108000,0,20,389,3
3079,7,0,5,53,1,8874100.0,0,0,30,271,0
3080,8,11,5,65,1,4704309.0,0,0,30,300,0
3081,8,0,0,29,1,372000.0,0,0,33,174,0
3082,7,1,1,33,1,2000.0,0,0,30,262,0
3083,8,0,1,36,1,1000.0,0,0,35,489,0
3084,7,0,3,58,1,251500.0,150000,0,6,104,2
3085,8,0,0,72,1,1030000.0,0,0,30,505,0
3086,8,0,6,69,1,1204046.0,0,0,35,239,2
3087,9,0,11,60,1,39351000.0,80000,0,19,80,0
3088,7,0,1,35,1,750860.0,0,0,14,146,0
3089,3,0,2,69,1,3001000.0,0,0,4,241,0
3090,7,0,3,26,1,0.0,0,0,30,525,2
3091,7,0,0,47,1,2163000.0,0,0,30,403,0
3092,7,0,5,38,1,29050.0,285134,0,33,51,2
3093,6,0,11,73,1,84319020.0,4526676,0,30,338,0
3094,3,0,11,32,1,3179334.0,0,0,18,94,2
3095,7,2,5,40,1,1798755.0,428000,0,4,378,0
3096,8,0,11,38,1,4227325.0,50000,0,33,187,0
3097,7,1,5,43,1,4316000.0,162000,0,19,533,0
3098,7,0,3,41,1,956543.0,112054,0,30,495,0
3099,7,0,11,29,1,920000.0,70000,0,30,156,2
3100,7,0,5,36,1,900000.0,0,0,30,429,2
3101,7,0,8,61,1,281000.0,0,0,16,498,0
3102,6,0,5,53,1,18630800.0,2835000,0,31,455,0
3103,7,0,2,37,0,3857563.0,1826097,0,27,226,2
3104,7,0,6,26,1,143000.0,60000,0,24,162,0
3105,7,0,2,33,1,710000.0,0,0,11,470,2
3106,7,0,5,40,0,2582974.0,0,0,27,226,2
3107,6,0,6,56,1,165271740.0,1131586,0,15,203,0
3108,8,0,5,58,0,31380000.0,0,0,24,162,0
3109,8,1,8,51,0,1110000.0,0,0,4,222,0
3110,8,0,0,25,0,266013.0,0,0,33,365,2
3111,0,0,11,36,0,2598000.0,0,0,14,287,0
3112,8,0,2,34,1,150000.0,0,0,15,203,2
3113,7,0,1,28,1,0.0,0,0,15,513,2
3114,7,0,0,48,1,4835000.0,0,0,35,326,0
3115,7,0,3,60,1,607100.0,89100,0,30,491,2
3116,8,0,3,71,1,3912484.0,0,0,6,161,0
3117,7,0,1,49,1,985000.0,0,0,18,145,2
3118,7,2,5,38,1,171100.0,0,0,16,272,0
3119,3,0,6,32,1,2602000.0,0,0,30,406,2
3120,7,1,1,66,1,5006000.0,1705000,0,19,19,2
3121,7,0,11,45,1,10280000.0,0,0,4,522,0
3122,3,0,5,45,1,2228000.0,0,0,14,469,3
3123,8,0,0,61,1,10594756.0,0,0,35,11,3
3124,2,0,1,47,1,6336490.0,1448086,1,18,145,2
3125,7,0,11,45,1,570088.0,247000,0,33,51,0
3126,0,0,0,42,1,163000.0,0,0,25,84,0
3127,7,0,6,0,1,5915698.0,685000,0,11,476,2
3128,3,0,1,41,1,13590000.0,0,0,11,439,0
3129,8,1,5,41,1,8357000.0,2350000,0,14,391,0
3130,8,0,3,38,1,105000.0,0,0,33,227,0
3131,8,1,5,33,1,626000.0,0,0,33,158,2
3132,7,0,6,36,1,3406000.0,0,0,27,449,0
3133,7,0,11,38,1,8410000.0,10000,0,14,287,0
3134,7,0,1,32,1,121000.0,150000,0,4,235,2
3135,7,0,9,41,1,377500.0,0,0,27,176,0
3136,6,2,5,42,1,4421059.0,0,0,35,214,0
3137,7,0,0,34,1,50500.0,0,0,14,189,0
3138,3,0,11,40,1,130780329.0,3900000,0,33,204,2
3139,9,0,11,33,1,3545837.0,740000,0,18,526,0
3140,2,0,11,43,1,28636113.0,3277324,1,28,267,2
3141,7,1,11,42,1,27343000.0,0,0,33,311,0
3142,2,0,6,55,1,23376901.0,118700,1,33,186,0
3143,2,0,11,43,1,199483924.0,34645630,1,24,383,0
3144,7,1,1,38,1,625000.0,0,0,33,71,0
3145,7,0,1,33,1,3298000.0,1450000,0,11,197,0
3146,8,10,3,54,1,35183301.0,2311198,0,4,320,0
3147,8,0,11,44,1,6659665.0,1647593,0,3,246,0
3148,7,0,0,33,1,150000.0,0,0,27,172,2
3149,8,0,1,39,1,191314896.0,5122189,0,27,312,0
3150,6,0,6,52,1,421140137.0,42757722,0,27,79,0
3151,7,0,0,33,1,740000.0,0,0,27,79,0
3152,3,0,11,60,1,22084558.0,0,0,14,189,2
3153,2,0,3,58,1,4040285.0,870146,1,28,63,3
3154,8,0,3,66,1,1756000.0,0,0,33,344,2
3155,7,2,1,68,1,630000.0,280000,0,25,484,3
3156,8,0,1,36,1,40000.0,0,0,14,433,3
3157,7,0,2,34,1,801500.0,0,0,10,487,0
3158,2,0,11,56,1,6571062.0,639000,1,10,91,3
3159,8,0,5,59,1,11801815.0,0,0,10,409,0
3160,8,0,11,67,1,2025930.0,0,0,14,146,0
3161,8,0,5,27,1,45000.0,0,0,35,335,2
3162,8,0,5,38,1,1189058.0,0,0,31,369,0
3163,8,0,1,32,0,18997050.0,4468600,1,30,257,2
3164,7,0,3,37,0,122000.0,0,0,30,257,2
3165,3,0,6,59,1,96600000.0,0,0,11,270,0
3166,8,0,5,63,1,5455000.0,950000,0,31,363,2
3167,7,2,5,45,1,240000.0,32000,0,30,495,2
3168,7,0,1,69,1,4000000.0,150000,0,31,280,0
3169,7,0,2,57,1,3861000.0,120000,0,30,120,0
3170,7,0,3,45,1,35000.0,0,0,30,120,0
3171,8,0,11,45,1,34773186.0,3375000,0,33,304,0
3172,3,0,11,47,1,7260922.0,2150000,0,1,422,2
3173,8,0,7,30,1,144000.0,0,0,31,537,2
3174,7,0,1,60,1,564168.0,0,0,31,369,0
3175,7,0,3,55,1,374000.0,0,0,30,121,0
3176,3,0,7,48,1,21000.0,0,0,30,271,2
3177,7,0,3,33,1,930000.0,180000,0,30,403,0
3178,8,0,6,38,1,50000.0,0,0,15,417,3
3179,7,0,5,46,1,2243000.0,230000,0,15,149,2
3180,7,0,3,47,0,6658000.0,2625000,0,30,406,0
3181,8,0,3,26,1,909740.0,273000,0,33,190,0
3182,8,0,11,63,1,20199073.0,0,0,30,482,0
3183,8,1,5,41,1,9414800.0,1441000,0,33,190,0
3184,8,0,0,53,1,275100.0,0,0,30,443,0
3185,7,0,5,31,1,20000.0,0,0,28,73,2
3186,8,0,6,73,1,3148467.0,0,0,18,98,0
3187,4,0,6,68,1,12962284.0,500926,0,11,96,0
3188,8,0,3,31,1,1046590.0,0,0,35,356,0
3189,9,0,11,77,1,16227392.0,0,0,33,158,0
3190,3,1,6,49,1,48299405.0,5348951,0,19,351,0
3191,7,0,3,54,1,191077.0,0,0,19,89,0
3192,7,0,6,31,1,200000.0,0,0,16,399,0
3193,8,0,10,44,1,5108500.0,250000,0,33,242,0
3194,6,0,6,34,0,9778222.0,28534,1,35,327,0
3195,7,0,0,49,1,25265000.0,5500000,0,15,137,0
3196,8,0,5,55,1,31416461.0,18016075,0,19,352,0
3197,7,0,5,34,1,365500.0,20000,0,30,165,2
3198,8,0,11,35,0,8887812.0,3300000,0,33,168,0
3199,7,0,0,61,1,1871596.0,0,0,16,293,2
3200,4,11,6,43,1,4676316.0,700680,1,16,390,0
3201,8,0,5,45,1,7243646.0,2020472,1,30,124,2
3202,7,0,5,37,1,7745000.0,0,0,26,407,0
3203,7,0,1,69,1,8070000.0,569170,0,18,98,0
3204,8,0,2,49,1,4374000.0,0,0,24,116,0
3205,7,0,8,32,1,110551.0,0,0,4,413,0
3206,2,3,3,39,1,2913301.0,300000,0,35,184,0
3207,8,0,11,60,1,16036505.0,0,0,4,140,0
3208,7,0,1,42,1,9030000.0,4420000,0,25,446,0
3209,8,7,10,70,1,19580000.0,1149181,0,4,458,0
3210,8,1,1,35,1,15000.0,63733,0,4,34,0
3211,8,0,11,44,1,663000.0,0,0,18,98,0
3212,7,0,11,62,1,70000.0,0,0,4,266,0
3213,8,0,11,79,1,542142.0,0,0,35,47,0
3214,8,0,11,79,1,542142.0,0,0,35,326,0
3215,8,0,11,45,1,26805000.0,0,0,4,241,0
3216,8,0,11,43,1,190721.0,0,0,35,236,0
3217,7,0,2,44,1,620248.0,0,0,35,76,0
3218,3,0,3,43,1,26000.0,0,0,35,68,0
3219,8,0,5,62,1,3583878.0,0,0,35,291,0
3220,8,0,1,59,1,1255000.0,0,0,35,292,0
3221,8,0,5,41,1,15000.0,82800,0,19,395,0
3222,8,2,10,33,1,2827500.0,0,0,4,273,0
3223,0,2,6,49,1,9481904.0,0,0,4,222,0
3224,8,0,7,40,1,541600.0,0,0,14,287,0
3225,8,1,6,52,1,3280000.0,0,0,14,189,0
3226,8,0,5,50,1,1915000.0,0,0,35,356,0
3227,7,0,3,38,1,163000.0,0,0,15,513,0
3228,0,0,11,57,1,8580219.0,0,0,35,326,0
3229,8,0,11,39,1,183885.0,0,0,35,38,0
3230,8,0,11,38,1,1267080.0,0,0,35,356,0
3231,8,0,10,35,1,1225345.0,0,0,35,326,0
3232,8,0,8,41,1,184000.0,0,0,4,458,0
3233,3,0,3,35,1,370000.0,316000,0,4,286,0
3234,8,0,3,25,1,235200.0,0,0,4,521,0
3235,8,3,5,41,1,203000.0,0,0,14,189,0
3236,7,2,2,52,1,977524.0,0,0,31,215,0
3237,6,0,1,57,1,7350000.0,0,0,35,154,0
3238,8,0,11,38,1,278000.0,0,0,35,67,0
3239,8,0,1,46,1,132000.0,0,0,35,38,0
3240,8,2,11,53,1,1407507.0,30000,0,35,236,0
3241,4,0,11,56,1,8318013.0,0,1,35,419,0
3242,8,0,6,43,1,850000.0,0,0,25,275,0
3243,8,0,5,59,1,5457339.0,0,0,4,413,0
3244,8,1,1,48,1,6135336.0,300000,0,4,413,0
3245,8,0,11,56,1,6172295.0,300000,0,35,479,0
3246,7,0,1,28,1,113000.0,0,0,4,273,0
3247,7,0,11,55,1,350000.0,0,0,30,33,2
3248,8,0,7,70,1,537000.0,0,0,31,122,0
3249,7,0,1,47,1,1823905.0,0,0,3,181,0
3250,8,0,5,53,1,659395.0,0,0,14,146,0
3251,8,0,3,34,1,67000.0,0,0,10,136,3
