,Candidate,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Year,Category,Votes,ValidVotes,VoteSharePercentage,PartyID
2792,alihusan,IND,0,5th Pass,40,M,1047500.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1695,1317338,0.13,10809
2793,amitkumarsharma,IND,0,Graduate,38,M,1710000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1892,1317338,0.14,10809
2794,anandkumar,AAP,0,Doctorate,64,M,29255377.0,72369,0,national_capital_territory_of_delhi,north_east_delhi,2014,SC,9967,1060271,0.94,5792
2795,danbahaduryadav,IND,0,Graduate,50,M,1345000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1921,1317338,0.15,10809
2796,dharamveersingh,Rashtriya Ekta Party,1,10th Pass,50,M,6497000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,SC,601,1317338,0.05,16402
2797,dineshpalsingh,IND,0,8th Pass,35,M,6931000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1263,1317338,0.1,10809
2798,harshkumar,IND,0,Graduate Professional,38,M,466633.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,SC,663,1317338,0.05,10809
2799,hkmahendru,IND,0,8th Pass,78,M,41985.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,2419,1317338,0.18,10809
2800,mohdarifsiddique,AITC,0,Illiterate,26,M,330000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,784,1317338,0.06,18228
2801,mohdhasnain,IND,2,10th Pass,55,M,30000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,879,1317338,0.07,10809
2802,mohdhasnankhan,JKNPP,0,5th Pass,33,M,3700000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1257,1317338,0.1,4079
2803,mukeshkumararora,IND,0,Graduate,40,M,13688864.0,3970000,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,1669,1317338,0.13,10809
2804,omduttsharma,SHS,2,12th Pass,49,M,197000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,658,1317338,0.05,18691
2805,pradeshkumar,Ambedkar National Congress,0,Post Graduate,31,M,257000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,489,1317338,0.04,840
2806,rajanlal,Bharatiya Republican Paksha,0,Graduate Professional,36,M,11571000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,SC,504,1317338,0.04,1800
2807,rameshsinghsiral,Naya Daur Party,0,8th Pass,40,M,2490000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,465,1317338,0.04,5848
2808,roshanali,National Loktantrik Party,0,Not Given,56,M,3351382.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2014,GEN,745,1317338,0.06,5631
2809,basantpanwar,BSP,0,8th Pass,46,M,2162778.0,27500,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,21485,1356036,1.58,16651
2810,bhupsingh,IND,0,Graduate Professional,77,M,61711.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,1107,1356036,0.08,10809
2811,dharamraj,Bhartiya Pragatisheel Congress,0,8th Pass,40,M,3486700.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,1680,1356036,0.12,2013
2812,jodhrajpaharia,IND,0,Illiterate,65,M,7221810.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,2279,1356036,0.17,10809
2813,kaminikaur,IND,0,8th Pass,49,F,233096000.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,666,1356036,0.05,10809
2814,krishnatirath,INC,0,Graduate,58,F,56882796.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,157468,1356036,11.61,3482
2815,rajeshkumar,Rashtriya Bahujan Hitay Party,0,10th Pass,41,M,1141000.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2014,GEN,9747,863254,1.13,9050
2816,rakhibirla,AAP,0,Post Graduate,27,F,163467.0,230000,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,523058,1356036,38.57,13
2817,ramkaransauran,IND,0,Graduate,60,M,11854000.0,1257000,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,1621,1356036,0.12,10809
2818,shailenderkumar,IND,0,Graduate,34,M,620000.0,10000,0,national_capital_territory_of_delhi,north_west_delhi,2014,SC,3446,1356036,0.25,10809
2819,rameshbidhuri,BJP,4,Graduate Professional,52,M,147493056.0,0,1,national_capital_territory_of_delhi,south_delhi,2014,GEN,497980,1102410,45.17,1605
2820,dkchopra,IND,1,Graduate,68,M,7080000.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,412,1102410,0.04,10809
2821,hafizmustaq,Jan Samanta Party,0,Illiterate,53,M,430000.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,357,1102410,0.03,4144
2822,kiranpalsingh,IND,0,8th Pass,63,M,630000.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,314,1102410,0.03,10809
2823,mohankanuga,JKNPP,0,Post Graduate,66,M,7839000.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,561,1102410,0.05,4079
2824,nareshkumar,IND,0,Illiterate,50,M,143186.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,1493,1030431,0.14,7425
2825,rakeshkumar,IND,0,10th Pass,42,M,660800.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,458,1347971,0.03,1940
2826,rameshkumar,INC,0,10th Pass,58,M,172314296.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,125213,1102410,11.36,3482
2827,rubyyadav,IND,0,Post Graduate,33,F,10797222.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,56749,1102410,5.15,10809
2828,sanjaykumarrai,BSP,1,12th Pass,47,M,5839937.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,10873,1102410,0.99,16651
2829,shahid,IND,0,10th Pass,38,M,5305000.0,0,0,national_capital_territory_of_delhi,south_delhi,2014,GEN,2841,1102410,0.26,10809
2830,parveshsahibsingh,BJP,1,Post Graduate,36,M,107235461.0,26650000,1,national_capital_territory_of_delhi,west_delhi,2014,GEN,651395,1347971,48.32,1605
2831,babusinghdukhiya,IND,1,Graduate,57,M,1851000.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,SC,1654,1347971,0.12,10809
2832,deepakkumar,Rashtriya Janadhikar Party,0,8th Pass,30,M,21000.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,SC,415,1347971,0.03,12088
2833,dineshkumar,Akhand Bharat Samaj Party,0,10th Pass,34,M,7386000.0,252000,0,national_capital_territory_of_delhi,west_delhi,2014,SC,1733,898655,0.19,972
2834,hargobindarora,SHS,1,12th Pass,42,M,6189246.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,703,1347971,0.05,18691
2835,istakkhan,IND,0,5th Pass,38,M,300000.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,988,1347971,0.07,10809
2836,jarnailsingh,AAP,0,Post Graduate,41,M,11542391.0,222000,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,5960,1347971,0.44,10809
2837,karamchandlathwal,Bhartiya Pragatisheel Congress,0,Post Graduate,48,M,28936843.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,353,1347971,0.03,2013
2838,mahabalmishra,INC,1,12th Pass,59,M,388226286.0,8691614,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,193266,1347971,14.34,3482
2839,rajpalsingh,BSP,0,Graduate,51,M,30390435.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,8707,1347971,0.65,16651
2840,rakeshkumar,Bhartiya Janta Dal (Integrated),0,10th Pass,31,M,40000.0,0,0,national_capital_territory_of_delhi,west_delhi,2014,GEN,293,1030431,0.03,10809
2841,ladukishoreswain,BJD,0,Graduate,66,M,3488390.0,25000,1,orissa,aska,2014,GEN,541473,896281,60.41,9079
2842,bijayakumarmahapatro,BSP,0,10th Pass,62,M,50000.0,0,0,orissa,aska,2014,GEN,9127,896281,1.02,16651
2843,kalicharananayak,IND,0,5th Pass,53,M,255213.0,0,0,orissa,aska,2014,SC,5192,896281,0.58,10809
2844,kshyambabusubudhi,IND,0,10th Pass,78,M,1660000.0,0,0,orissa,aska,2014,GEN,3383,905362,0.37,10809
2845,maheshchandramohanty,BJP,0,Graduate,58,M,2702481.0,1021000,0,orissa,aska,2014,GEN,67361,896281,7.52,1605
2846,prabhatkumarmahanty,AAP,1,Graduate,52,M,989407.0,0,0,orissa,aska,2014,GEN,11063,896281,1.23,13
2847,sankarsahu,CPI(ML) Red star,0,Post Graduate,38,M,1294992.0,0,0,orissa,aska,2014,GEN,4361,896281,0.49,2560
2848,rabindrakumarjena,BJD,0,Post Graduate,46,M,570220409.0,55893020,1,orissa,balasore,2014,GEN,433768,1049450,41.33,9079
2849,bichitranandadas,BSP,1,Post Graduate,40,M,5325200.0,0,0,orissa,balasore,2014,GEN,3240,1049450,0.31,16651
2850,biswajitray,IND,0,Graduate,39,M,71000.0,0,0,orissa,balasore,2014,GEN,1823,1049450,0.17,10809
2851,jagannathdas,IND,0,Graduate,41,M,396000.0,0,0,orissa,balasore,2014,GEN,1856,1049450,0.18,10809
2852,kartikeswarpatra,AITC,1,Not Given,72,M,4365951.0,0,0,orissa,balasore,2014,GEN,9856,1049450,0.94,18228
2853,mamatakundu,AAP,0,Graduate,41,F,15105000.0,4500000,0,orissa,balasore,2014,GEN,2664,1049450,0.25,13
2854,prasantakumarmishra,CPI,1,Graduate Professional,45,M,2357346.0,8000,0,orissa,balasore,2014,GEN,14538,1049450,1.39,2444
2855,pratapchandrasarangi,BJP,10,Graduate,59,M,1018629.0,160,0,orissa,balasore,2014,GEN,291943,1049450,27.82,1605
2856,sarojkumarpanda,IND,0,Graduate,52,M,570000.0,0,0,orissa,balasore,2014,GEN,4529,1049450,0.43,10809
2857,prabhaskumarsingh,BJD,0,Doctorate,50,M,5786971.0,670000,1,orissa,bargarh,2014,GEN,383230,1123301,34.12,9079
2858,ashokbisi,CPI,2,Graduate Professional,67,M,644707.0,15000,0,orissa,bargarh,2014,GEN,21100,1123301,1.88,2444
2859,ashokmittal,AITC,0,10th Pass,53,M,,0,0,orissa,bargarh,2014,GEN,7912,1123301,0.7,18228
2860,kulamaniurma,Paschimanchal Vikas Party,0,8th Pass,52,,153000.0,0,0,orissa,bargarh,2014,,5114,764874,0.67,345
2861,lingarajpradhan,AAP,0,Post Graduate,52,M,2470000.0,0,0,orissa,bargarh,2014,GEN,15672,1123301,1.4,13
2862,sanjaybhoi,INC,0,Graduate,40,M,25786368.0,3000000,0,orissa,bargarh,2014,GEN,274610,1123301,24.45,3482
2863,alikishorpatnaik,CPI(M),1,Graduate,59,M,7450333.0,0,0,orissa,berhampur,2014,GEN,35968,905362,3.97,14635
2864,araghunathvarma,IND,0,Post Graduate,76,M,270800.0,0,0,orissa,berhampur,2014,GEN,3719,905362,0.41,10809
2865,aswinikumarpadhy,BSP,0,Graduate Professional,53,M,392889.0,32000,0,orissa,berhampur,2014,GEN,3865,905362,0.43,16651
2866,bidhanchandrapanda,Samata Kranti Dal,0,10th Pass,60,M,3551085.0,950000,0,orissa,berhampur,2014,GEN,2773,905362,0.31,7540
2867,chandrasekharsahu,INC,0,Graduate Professional,63,M,22114000.0,642430,0,orissa,berhampur,2014,GEN,270387,905362,29.87,3482
2868,dhanadakantamishra,AAP,0,Doctorate,67,M,10787163.0,5662400,0,orissa,berhampur,2014,GEN,8248,905362,0.91,13
2869,kshyambabusubudhi,IND,0,12th Pass,78,M,16000000.0,0,0,orissa,berhampur,2014,GEN,5293,896281,0.59,10809
2870,manojchoudhury,AITC,0,10th Pass,42,M,163000.0,0,0,orissa,berhampur,2014,GEN,3314,905362,0.37,18228
2871,ramachandrapanda,BJP,0,Post Graduate,64,M,5552220.0,0,0,orissa,berhampur,2014,GEN,158811,905362,17.54,1605
2872,arjuncharansethi,BJD,0,Post Graduate,73,M,6730000.0,2424000,1,orissa,bhadrak,2014,SC,502338,1081339,46.46,9079
2873,arjuncharanmallik,BSP,0,Graduate Professional,66,M,7817500.0,0,0,orissa,bhadrak,2014,SC,7607,1081339,0.7,16651
2874,narayanchandrajena,AAP,1,Graduate,55,M,2066000.0,0,0,orissa,bhadrak,2014,SC,5961,1081339,0.55,13
2875,netranandamallick,Aama Odisha Party,0,Graduate,65,M,1710000.0,0,0,orissa,bhadrak,2014,SC,4518,1081339,0.42,42
2876,rameshjena,CPI,0,Graduate,49,M,346987.0,0,0,orissa,bhadrak,2014,SC,11930,1081339,1.1,2444
2877,sangramkesharijena,INC,5,Post Graduate,36,M,10108428.0,23025000,0,orissa,bhadrak,2014,SC,322979,1081339,29.87,3482
2878,saratdas,BJP,0,Post Graduate,45,M,1241350.0,309933,0,orissa,bhadrak,2014,SC,216617,1081339,20.03,1605
2879,prasannakumarpatasani,BJD,0,Post Graduate,71,M,13557443.0,9590067,1,orissa,bhubaneswar,2014,GEN,439252,891822,49.25,9079
2880,bijaymohanty,INC,0,Others,64,M,17367991.0,0,0,orissa,bhubaneswar,2014,GEN,145783,891822,16.35,3482
2881,bismayamahapatra,AAP,0,Post Graduate,48,M,15156959.0,3824000,0,orissa,bhubaneswar,2014,GEN,7112,891822,0.8,13
2882,madhusudanyadav,BSP,0,Graduate,64,M,2050000.0,1440,0,orissa,bhubaneswar,2014,GEN,3457,891822,0.39,16651
2883,manasranjanmishra,IND,0,Post Graduate,41,M,38090100.0,0,0,orissa,bhubaneswar,2014,GEN,3783,891822,0.42,10809
2884,pramilabehera,CPI(ML) Red star,0,Graduate,38,F,166297.0,0,0,orissa,bhubaneswar,2014,SC,948,891822,0.11,2560
2885,pranakrushnadalabehera,Samruddha Odisha,0,Graduate Professional,59,M,2790039.0,255034,0,orissa,bhubaneswar,2014,GEN,1194,891822,0.13,12491
2886,prithivirajharichandan,BJP,1,Post Graduate,46,M,10162181.0,5087000,0,orissa,bhubaneswar,2014,GEN,249775,891822,28.01,1605
2887,rabindranathbehera,SP,0,Post Graduate,50,M,4697137.0,1714853,0,orissa,bhubaneswar,2014,GEN,1745,891822,0.2,7425
2888,kalikeshnarayansinghdeo,BJD,2,Graduate,39,M,87955818.0,24410449,1,orissa,bolangir,2014,GEN,453519,1170405,38.75,9079
2889,achutanandanag,Ambedkarite Party of India,0,Graduate Professional,42,M,208500.0,0,0,orissa,bolangir,2014,SC,14626,1170405,1.25,880
2890,nabakrushnadanta,IND,0,Graduate Professional,55,M,482285.0,606700,0,orissa,bolangir,2014,GEN,9915,1170405,0.85,10809
2891,rananag,BSP,0,Graduate,61,M,13940000.0,1700000,0,orissa,bolangir,2014,SC,11513,1170405,0.98,16651
2892,sangeetakumarisinghdeo,BJP,3,Graduate,52,F,62357000.0,3817340,0,orissa,bolangir,2014,GEN,349220,1170405,29.84,1605
2893,saraswatinanda,AAP,0,Post Graduate,36,F,279095.0,0,0,orissa,bolangir,2014,GEN,24515,1170405,2.09,13
2894,saratpattnayak,INC,0,Graduate Professional,57,M,43999656.0,818572,0,orissa,bolangir,2014,GEN,277616,1170405,23.72,3482
2895,shankarkumarpatra,Aama Odisha Party,0,Post Graduate,62,M,10380000.0,0,0,orissa,bolangir,2014,GEN,8438,1170405,0.72,42
2896,bhartruharimahatab,BJD,0,Post Graduate,57,M,88834098.0,0,1,orissa,cuttack,2014,GEN,526085,978604,53.76,9079
2897,aparajitamohanty,INC,0,Graduate,50,F,27791663.0,7903022,0,orissa,cuttack,2014,GEN,219323,978604,22.41,3482
2898,bikashdas,AAP,0,Doctorate,44,M,19920752.0,4700000,0,orissa,cuttack,2014,GEN,4531,978604,0.46,13
2899,binapanidas,SUCI(C),0,12th Pass,63,F,127124.0,0,0,orissa,cuttack,2014,GEN,2171,978604,0.22,8082
2900,jibeshkishoresundaray,AITC,1,10th Pass,46,M,12814048.0,0,0,orissa,cuttack,2014,GEN,2082,978604,0.21,18228
2901,mahameghabahanairakharabelaswain,Aama Odisha Party,0,Post Graduate,61,M,3225000.0,0,0,orissa,cuttack,2014,GEN,58246,978604,5.95,42
2902,pramodkumarmallick,BSP,0,Graduate,40,M,136000.0,0,0,orissa,cuttack,2014,SC,3639,978604,0.37,16651
2903,sabyasachimahapatra,CPI(ML) Red star,0,Graduate,31,M,600.0,0,0,orissa,cuttack,2014,GEN,1812,978604,0.19,2560
2904,samirdey,BJP,1,Graduate Professional,57,M,19960747.0,6719742,0,orissa,cuttack,2014,GEN,146093,978604,14.93,1605
2905,sanjaykumarsahoo,IND,0,Others,29,M,1050960.0,0,0,orissa,cuttack,2014,GEN,5733,978604,0.59,10809
2906,jimutaprasadmishra,AAP,0,Post Graduate,43,M,3657868.0,0,0,orissa,dhenkanal,2014,GEN,5120,1042101,0.49,13
2907,kalakarnaik,Ambedkarite Party of India,0,12th Pass,48,M,2140000.0,0,0,orissa,dhenkanal,2014,SC,8712,1042101,0.84,880
2908,manasiswain,SUCI(C),3,Post Graduate,33,F,453116.0,950000,0,orissa,dhenkanal,2014,GEN,4275,1042101,0.41,8082
2909,nirmalsamal,IND,0,8th Pass,38,M,740000.0,0,0,orissa,dhenkanal,2014,GEN,7505,1042101,0.72,10809
2910,pradyumnakumarnaik,Bahujan Mukti Party,0,Graduate Professional,38,M,1427000.0,0,0,orissa,dhenkanal,2014,SC,2298,1042101,0.22,1074
2911,premanandasahoo,BSP,0,Post Graduate,43,M,1650041.0,55253,0,orissa,dhenkanal,2014,GEN,6574,1042101,0.63,16651
2912,priyabratagarnaik,Samata Kranti Dal,0,Graduate,33,M,1191000.0,350000,0,orissa,dhenkanal,2014,GEN,2039,1042101,0.2,7540
2913,rudranarayanpany,BJP,5,Graduate,55,M,267145.0,0,0,orissa,dhenkanal,2014,GEN,315937,1042101,30.32,1605
2914,kulamanisamal,BJD,0,Graduate Professional,65,M,25158570.0,0,1,orissa,jagatsinghpur,2014,SC,624492,1131932,55.17,9079
2915,ajaykumarbehera,CPI,0,Post Graduate,40,M,5137088.0,0,0,orissa,jagatsinghpur,2014,SC,18099,1131932,1.6,2444
2916,anupamasethy,AAP,0,Post Graduate,27,F,525564.0,10000,0,orissa,jagatsinghpur,2014,SC,5929,1131932,0.52,13
2917,baidharmallick,BJP,1,Graduate,48,M,6027197.0,700000,0,orissa,jagatsinghpur,2014,SC,117448,1131932,10.38,1605
2918,bibhuprasadtarai,INC,0,Post Graduate,50,M,5756318.0,799000,0,orissa,jagatsinghpur,2014,SC,348098,1131932,30.75,3482
2919,manaskumarbehera,IND,0,Post Graduate,58,M,7105375.0,163500,0,orissa,jagatsinghpur,2014,SC,3347,1131932,0.3,10809
2920,pradipkumarmallick,BSP,0,Post Graduate,45,M,1760000.0,0,0,orissa,jagatsinghpur,2014,SC,6895,1131932,0.61,16651
2921,ritatarai,BJD,0,12th Pass,37,F,1622003.0,0,1,orissa,jajpur,2014,SC,541349,980435,55.22,9079
2922,amiyakantamallick,BJP,0,10th Pass,58,M,10680000.0,5130000,0,orissa,jajpur,2014,SC,150789,980435,15.38,1605
2923,asokdas,INC,0,Post Graduate,56,M,14693759.0,5579589,0,orissa,jajpur,2014,SC,221078,980435,22.55,3482
2924,debendrakumarmallik,BSP,0,Graduate Professional,50,M,10000.0,0,0,orissa,jajpur,2014,SC,6926,980435,0.71,16651
2925,gayadharmallick,Samata Kranti Dal,1,10th Pass,65,M,371500.0,0,0,orissa,jajpur,2014,SC,2753,980435,0.28,7540
2926,nabinkumardalai,IND,0,Graduate,32,M,307000.0,0,0,orissa,jajpur,2014,SC,29142,980435,2.97,10809
2927,ranjitmalik,Bahujan Mukti Party,1,Graduate,45,M,1316991.0,270889,0,orissa,jajpur,2014,SC,3409,980435,0.35,1074
2928,arkakesharideo,BJD,0,Graduate,35,M,69822063.0,831688,1,orissa,kalahandi,2014,GEN,370871,1117536,33.19,9079
2929,baikunthadhangadamajhi,Kalinga Sena,0,10th Pass,58,M,20000.0,0,0,orissa,kalahandi,2014,SC,5007,1117536,0.45,4743
2930,balaramhota,CPI(ML)L,0,Others,30,M,1150.0,0,0,orissa,kalahandi,2014,GEN,4885,1117536,0.44,9890
2931,bhaktacharandas,INC,1,Graduate Professional,55,M,11516583.0,3875982,0,orissa,kalahandi,2014,GEN,307967,1117536,27.56,3482
2932,bighnarajpanda,Samruddha Odisha,1,12th Pass,29,M,764550.0,58637,0,orissa,kalahandi,2014,GEN,8600,1117536,0.77,12491
2933,chhabilalnial,Ambedkarite Party of India,0,Graduate Professional,38,M,580758.0,0,0,orissa,kalahandi,2014,SC,8299,1117536,0.74,880
2934,daitarypradhan,Aama Odisha Party,2,Post Graduate,58,M,47792839.0,367818,0,orissa,kalahandi,2014,GEN,8698,1117536,0.78,42
2935,parameswarkand,Samata Kranti Dal,1,12th Pass,51,M,2270000.0,100000,0,orissa,kalahandi,2014,GEN,4435,1117536,0.4,7540
2936,pradiptakumarnaik,BJP,0,Graduate Professional,47,M,42970197.0,0,0,orissa,kalahandi,2014,SC,314524,1117536,28.14,1605
2937,rajendrakumarmund,IND,0,Post Graduate,0,M,32280000.0,48000,0,orissa,kalahandi,2014,GEN,10839,1117536,0.97,10809
2938,sahadevjal,Bahujan Mukti Party,0,Graduate,64,M,1199800.0,0,0,orissa,kalahandi,2014,SC,5858,1117536,0.52,1074
2939,sarojkumarnaik,BSP,0,Graduate,42,M,5880000.0,120000,0,orissa,kalahandi,2014,SC,14115,1117536,1.26,16651
2940,satyanarayanmahar,AAP,1,Graduate,38,M,32332.0,0,0,orissa,kalahandi,2014,GEN,6360,1117536,0.57,13
2941,hemendrachandrasingh,BJD,2,Graduate,46,M,503907437.0,4786551,1,orissa,kandhamal,2014,GEN,421458,839415,50.21,9079
2942,basantakumarpradhan,IND,0,12th Pass,37,M,150000.0,0,0,orissa,kandhamal,2014,ST,5798,839415,0.69,10809
2943,bilasininayak,Aama Odisha Party,0,10th Pass,43,F,691500.0,0,0,orissa,kandhamal,2014,SC,7741,839415,0.92,42
2944,lambodarkanhar,IND,2,Graduate Professional,56,M,1303200.0,38000,0,orissa,kandhamal,2014,ST,20472,839415,2.44,10809
2945,narendramohanty,AAP,9,Post Graduate,47,M,1217466.0,287074,0,orissa,kandhamal,2014,GEN,9522,839415,1.13,13
2946,ramnayak,BSP,0,5th Pass,47,M,1774911.0,713000,0,orissa,kandhamal,2014,GEN,11080,839415,1.32,16651
2947,bishnuprasaddas,BJP,0,Graduate,43,M,1837410.0,0,0,orissa,kendrapara,2014,GEN,118653,1137607,10.43,1605
2948,dharanidharnayak,INC,0,Post Graduate,60,M,35040745.0,11869710,0,orissa,kendrapara,2014,GEN,390723,1137607,34.35,3482
2949,mdsamimaktar,AAP,0,Graduate Professional,43,M,850000.0,0,0,orissa,kendrapara,2014,GEN,6019,1137607,0.53,13
2950,pramodsahu,IND,0,Graduate Professional,49,M,1263856.0,0,0,orissa,kendrapara,2014,GEN,6185,1137607,0.54,10809
2951,sakuntalalaguri,BJD,0,10th Pass,34,F,101531625.0,0,1,orissa,keonjhar,2014,ST,434471,1083869,40.09,9079
2952,basudebnaik,IND,2,10th Pass,47,M,27042432.0,2090125,0,orissa,keonjhar,2014,ST,101999,1083869,9.41,10809
2953,bishnupriyanaik,Odisha Jan Morcha,0,10th Pass,49,F,245000.0,0,0,orissa,keonjhar,2014,ST,12236,1083869,1.13,5940
2954,jagatmohannaik,BSP,0,10th Pass,64,M,170700.0,10000,0,orissa,keonjhar,2014,ST,8694,1083869,0.8,16651
2955,madhabasardar,INC,0,Post Graduate,46,M,1757015.0,99665,0,orissa,keonjhar,2014,ST,190531,1083869,17.58,3482
2956,jhinahikaka,BJD,0,Post Graduate,39,M,8800000.0,0,1,orissa,koraput,2014,ST,395109,989444,39.93,9079
2957,banamalimajhi,Ambedkarite Party of India,0,Post Graduate,40,M,48000.0,0,0,orissa,koraput,2014,ST,14854,989444,1.5,880
2958,giridhargamang,INC,0,Graduate,71,M,5895460.0,2500000,0,orissa,koraput,2014,ST,375781,989444,37.98,3482
2959,kailashsabara,Samata Kranti Dal,0,Graduate Professional,40,M,16000.0,0,0,orissa,koraput,2014,ST,8910,989444,0.9,7540
2960,prakashhikaka,CPI(ML) Red star,0,Literate,38,M,2500.0,0,0,orissa,koraput,2014,ST,9609,989444,0.97,2560
2961,praskarenga,BSP,0,8th Pass,31,M,352000.0,0,0,orissa,koraput,2014,ST,34957,989444,3.53,16651
2962,ramachandrahansdah,BJD,0,Graduate,39,M,3630888.0,0,1,orissa,mayurbhanj,2014,ST,393779,1053399,37.38,9079
2963,antaalokbaskey,AJSU Party,0,Graduate,43,M,8604192.0,600000,0,orissa,mayurbhanj,2014,ST,7052,1053399,0.67,8958
2964,chhabimahali,AAP,0,Others,26,F,75674.0,0,0,orissa,mayurbhanj,2014,ST,8183,1053399,0.78,13
2965,dashmatsoren,BSP,0,10th Pass,50,M,855000.0,0,0,orissa,mayurbhanj,2014,ST,12041,1053399,1.14,16651
2966,debashismarndi,JMM,0,Doctorate,37,M,3993858.0,627225,0,orissa,mayurbhanj,2014,ST,172984,1053399,16.42,4653
2967,deviprasannabesra,IND,0,Graduate,66,M,5178227.0,0,0,orissa,mayurbhanj,2014,ST,8133,1053399,0.77,10809
2968,prabhudanmarandi,Aama Odisha Party,0,Graduate Professional,42,M,2683854.0,0,0,orissa,mayurbhanj,2014,ST,14632,1053399,1.39,42
2969,balabhadramajhi,BJD,0,Graduate,53,M,52977088.0,705404,1,orissa,nabarangpur,2014,ST,373887,1022172,36.58,9079
2970,arjunabhatara,Odisha Jan Morcha,0,Graduate,51,M,4137000.0,815000,0,orissa,nabarangpur,2014,ST,24832,1022172,2.43,5940
2971,chandradhwajamajhi,IND,0,Graduate,54,M,2028926.0,0,0,orissa,nabarangpur,2014,ST,18388,1022172,1.8,10809
2972,gopalpujari,Aama Odisha Party,1,10th Pass,52,M,100000.0,0,0,orissa,nabarangpur,2014,ST,18675,1022172,1.83,42
2973,gopinathjani,BSP,0,8th Pass,43,M,426659.0,37200,0,orissa,nabarangpur,2014,ST,31707,1022172,3.1,16651
2974,parsurammajhi,BJP,0,Graduate,53,M,8274821.0,61600,0,orissa,nabarangpur,2014,ST,138430,1022172,13.54,1605
2975,pradeepkumarmajhi,INC,0,Graduate,38,M,6978000.0,36000,0,orissa,nabarangpur,2014,ST,371845,1022172,36.38,3482
2976,pinakimishra,BJD,0,Graduate Professional,54,M,1370991203.0,19975839,1,orissa,puri,2014,GEN,523161,1039389,50.33,9079
2977,ashokpradhan,CPI(ML)L,2,Graduate Professional,50,M,2006000.0,300000,0,orissa,puri,2014,GEN,6969,1039389,0.67,9890
2978,ashoksahu,BJP,1,Post Graduate,61,M,55639509.0,0,0,orissa,puri,2014,GEN,215763,1039389,20.76,1605
2979,bhaskarchandramohanty,BSP,0,Graduate Professional,62,M,8215000.0,0,0,orissa,puri,2014,GEN,7094,1039389,0.68,16651
2980,sabyasachimohapatra,Kalinga Sena,0,Graduate Professional,40,M,484637.0,21840,0,orissa,puri,2014,GEN,13190,1039389,1.27,4743
2981,nagendrakumarpradhan,BJD,0,Graduate Professional,61,M,12796623.0,1461565,1,orissa,sambalpur,2014,GEN,358618,984309,36.43,9079
2982,amarnathpradhan,INC,0,Post Graduate,57,M,56069048.0,0,0,orissa,sambalpur,2014,GEN,242131,984309,24.6,3482
2983,anandakumarsamal,AAP,0,Post Graduate,31,M,169838.0,123121,0,orissa,sambalpur,2014,GEN,7029,984309,0.71,13
