,Unnamed: 0,Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
2332,2332,GE,jammu_and_kashmir,anantnag,17,3,2019,4,16,mirzasajadhussainbeigh,M,IND,425,,124896,1397779,8.94,0.34,43,0.03,10809,Graduate
2333,2333,GE,jammu_and_kashmir,anantnag,17,3,2019,4,17,imtiyazahmadrather,M,IND,382,GEN,124896,1397779,8.94,0.31,165,0.13,10809,Post Graduate
2334,2334,GE,jammu_and_kashmir,anantnag,17,3,2019,4,18,surindersingh,M,PSPL,217,,124896,1397779,8.94,0.17,23,0.02,17283,Graduate
2335,2335,GE,jammu_and_kashmir,anantnag,17,3,2019,4,19,riyazahmadbhat,M,IND,194,,124896,1397779,8.94,0.16,0,0.0,10809,10th Pass
2336,2336,GE,jammu_and_kashmir,ladakh,17,4,2019,4,1,tseringnamgyal,M,BJP,42914,,126426,179232,70.54,33.94,10930,8.65,1605,Graduate
2337,2337,GE,jammu_and_kashmir,ladakh,17,4,2019,4,2,sajjadhussain,M,IND,31984,,126426,179232,70.54,25.3,2619,2.07,10809,Post Graduate
2338,2338,GE,jammu_and_kashmir,ladakh,17,4,2019,4,3,asgaralikarbalai,M,IND,29365,,126426,179232,70.54,23.23,8124,6.43,10809,10th Pass
2339,2339,GE,jammu_and_kashmir,ladakh,17,4,2019,4,4,rigzinspalbar,M,INC,21241,,126426,179232,70.54,16.8,20319,16.07,3482,Graduate
2340,2340,GE,jammu_and_kashmir,ladakh,17,4,2019,4,5,nota,,NOTA,922,,126426,179232,70.54,0.73,0,0.0,5897,
2341,2341,GE,jammu_and_kashmir,udhampur,17,5,2019,4,1,drjitendrasingh,M,BJP,724311,GEN,1180123,1685816,70.0,61.38,357252,30.27,1605,Post Graduate
2342,2342,GE,jammu_and_kashmir,udhampur,17,5,2019,4,2,vikramadityasingh,M,INC,367059,,1180123,1685816,70.0,31.1,342740,29.04,3482,Others
2343,2343,GE,jammu_and_kashmir,udhampur,17,5,2019,4,3,harshdevsingh,M,JKNPP,24319,,1180123,1685816,70.0,2.06,5270,0.45,4079,Post Graduate
2344,2344,GE,jammu_and_kashmir,udhampur,17,5,2019,4,4,lalsingh,M,DSSP,19049,,1180123,1685816,70.0,1.61,2448,0.21,24368,Graduate
2345,2345,GE,jammu_and_kashmir,udhampur,17,5,2019,4,5,tilakrajbhagat,M,BSP,16601,,1180123,1685816,70.0,1.41,9033,0.77,16651,Graduate Professional
2346,2346,GE,jammu_and_kashmir,udhampur,17,5,2019,4,6,nota,,NOTA,7568,,1180123,1685816,70.0,0.64,2025,0.17,5897,
2347,2347,GE,jammu_and_kashmir,udhampur,17,5,2019,4,7,firdousahmedbawani,M,IND,5543,,1180123,1685816,70.0,0.47,559,0.05,10809,
2348,2348,GE,jammu_and_kashmir,udhampur,17,5,2019,4,8,garibsingh,M,IND,4984,,1180123,1685816,70.0,0.42,542,0.05,10809,10th Pass
2349,2349,GE,jammu_and_kashmir,udhampur,17,5,2019,4,9,shaberahmed,M,IND,4442,,1180123,1685816,70.0,0.38,2769,0.23,10809,Graduate
2350,2350,GE,jammu_and_kashmir,udhampur,17,5,2019,4,10,mohdayub,M,NRCP,1673,,1180123,1685816,70.0,0.14,13,0.0,17092,Graduate
2351,2351,GE,jammu_and_kashmir,udhampur,17,5,2019,4,11,meenakshi,F,SHS,1660,,1180123,1685816,70.0,0.14,53,0.0,18691,Graduate
2352,2352,GE,jammu_and_kashmir,udhampur,17,5,2019,4,12,rakeshmudgal,M,IND,1607,,1180123,1685816,70.0,0.14,300,0.03,10809,Graduate Professional
2353,2353,GE,jammu_and_kashmir,udhampur,17,5,2019,4,13,bansilal,M,IND,1307,GEN,1180123,1685816,70.0,0.11,0,0.0,10809,8th Pass
2354,2354,GE,jammu_and_kashmir,jammu,17,6,2019,4,1,jugalkishore,M,BJP,858066,GEN,1478795,2047302,72.23,58.02,302875,20.48,1605,10th Pass
2355,2355,GE,jammu_and_kashmir,jammu,17,6,2019,4,2,ramanbhalla,M,INC,555191,,1478795,2047302,72.23,37.54,540915,36.58,3482,Graduate Professional
2356,2356,GE,jammu_and_kashmir,jammu,17,6,2019,4,3,badrinath,M,BSP,14276,,1478795,2047302,72.23,0.97,6737,0.46,16651,10th Pass
2357,2357,GE,jammu_and_kashmir,jammu,17,6,2019,4,4,lalsingh,M,DSSP,7539,,1478795,2047302,72.23,0.51,3523,0.24,24368,Graduate
2358,2358,GE,jammu_and_kashmir,jammu,17,6,2019,4,5,profbhimsingh,M,JKNPP,4016,GEN,1478795,2047302,72.23,0.27,150,0.01,4079,Post Graduate
2359,2359,GE,jammu_and_kashmir,jammu,17,6,2019,4,6,javaidahmed,M,AIFB,3866,,1478795,2047302,72.23,0.26,127,0.01,3040,12th Pass
2360,2360,GE,jammu_and_kashmir,jammu,17,6,2019,4,7,subashchander,M,IND,3739,SC,1478795,2047302,72.23,0.25,662,0.04,10809,8th Pass
2361,2361,GE,jammu_and_kashmir,jammu,17,6,2019,4,8,satishpoonchi,M,IND,3077,GEN,1478795,2047302,72.23,0.21,332,0.02,10809,10th Pass
2362,2362,GE,jammu_and_kashmir,jammu,17,6,2019,4,9,erghulammustafachowdhary,M,IND,2745,,1478795,2047302,72.23,0.19,127,0.01,10809,Others
2363,2363,GE,jammu_and_kashmir,jammu,17,6,2019,4,10,nota,,NOTA,2618,,1478795,2047302,72.23,0.18,6,0.0,5897,
2364,2364,GE,jammu_and_kashmir,jammu,17,6,2019,4,11,perseensingh,M,IND,2612,GEN,1478795,2047302,72.23,0.18,228,0.02,10809,12th Pass
2365,2365,GE,jammu_and_kashmir,jammu,17,6,2019,4,12,tarseemlalkhullar,M,IND,2384,,1478795,2047302,72.23,0.16,190,0.01,10809,10th Pass
2366,2366,GE,jammu_and_kashmir,jammu,17,6,2019,4,13,balwansingh,M,IND,2194,,1478795,2047302,72.23,0.15,63,0.0,10809,8th Pass
2367,2367,GE,jammu_and_kashmir,jammu,17,6,2019,4,14,anilsingh,M,IND,2131,,1478795,2047302,72.23,0.14,408,0.03,10809,Graduate Professional
2368,2368,GE,jammu_and_kashmir,jammu,17,6,2019,4,15,syedaqibhussain,M,INDPP,1723,,1478795,2047302,72.23,0.12,111,0.01,24369,Graduate Professional
2369,2369,GE,jammu_and_kashmir,jammu,17,6,2019,4,16,mohdyounis,M,JKPPAP,1612,,1478795,2047302,72.23,0.11,30,0.0,4103,Graduate Professional
2370,2370,GE,jammu_and_kashmir,jammu,17,6,2019,4,17,syedzeshanhaider,M,IND,1582,,1478795,2047302,72.23,0.11,154,0.01,10809,12th Pass
2371,2371,GE,jammu_and_kashmir,jammu,17,6,2019,4,18,sakanderahmadnourani,M,IND,1428,,1478795,2047302,72.23,0.1,147,0.01,10809,Post Graduate
2372,2372,GE,jammu_and_kashmir,jammu,17,6,2019,4,19,sushilkumar,M,HND,1281,,1478795,2047302,72.23,0.09,12,0.0,3288,Graduate
2373,2373,GE,jammu_and_kashmir,jammu,17,6,2019,4,20,rajivchuni,M,IND,1269,,1478795,2047302,72.23,0.09,68,0.0,10809,10th Pass
2374,2374,GE,jammu_and_kashmir,jammu,17,6,2019,4,21,bahadur,M,IND,1201,,1478795,2047302,72.23,0.08,9,0.0,10809,10th Pass
2375,2375,GE,jammu_and_kashmir,jammu,17,6,2019,4,22,manishsahni,M,SHS,1192,,1478795,2047302,72.23,0.08,89,0.01,18691,Graduate
2376,2376,GE,jammu_and_kashmir,jammu,17,6,2019,4,23,gursagarsingh,M,NRCP,1103,GEN,1478795,2047302,72.23,0.07,94,0.01,17092,12th Pass
2377,2377,GE,jammu_and_kashmir,jammu,17,6,2019,4,24,shazadshabnam,M,IND,1009,,1478795,2047302,72.23,0.07,68,0.0,10809,10th Pass
2378,2378,GE,jammu_and_kashmir,jammu,17,6,2019,4,25,ajaykumar,M,IND,941,,1478795,2047302,72.23,0.06,0,0.0,10809,Post Graduate
2379,2379,GE,jharkhand,rajmahal,17,1,2019,4,1,vijaykumarhansdak,M,JMM,507830,ST,1047657,1454436,72.03,48.47,99195,9.47,4653,10th Pass
2380,2380,GE,jharkhand,rajmahal,17,1,2019,4,2,hemlalmurmu,M,BJP,408635,ST,1047657,1454436,72.03,39.0,373049,35.61,1605,Graduate
2381,2381,GE,jharkhand,rajmahal,17,1,2019,4,3,gopinsoren,M,CPM,35586,ST,1047657,1454436,72.03,3.4,18159,1.73,14635,Graduate
2382,2382,GE,jharkhand,rajmahal,17,1,2019,4,4,monikakisku,F,AITC,17427,ST,1047657,1454436,72.03,1.66,4508,0.43,18228,Graduate
2383,2383,GE,jharkhand,rajmahal,17,1,2019,4,5,nota,,NOTA,12919,,1047657,1454436,72.03,1.23,789,0.08,5897,
2384,2384,GE,jharkhand,rajmahal,17,1,2019,4,6,mandalhansda,M,IND,12130,ST,1047657,1454436,72.03,1.16,1756,0.17,10809,12th Pass
2385,2385,GE,jharkhand,rajmahal,17,1,2019,4,7,baidhnathpahadiya,M,BSP,10374,ST,1047657,1454436,72.03,0.99,1297,0.12,16651,8th Pass
2386,2386,GE,jharkhand,rajmahal,17,1,2019,4,8,mahendrahansda,M,IND,9077,ST,1047657,1454436,72.03,0.87,843,0.08,10809,10th Pass
2387,2387,GE,jharkhand,rajmahal,17,1,2019,4,9,mangalmarandi,M,IND,8234,ST,1047657,1454436,72.03,0.79,691,0.07,10809,5th Pass
2388,2388,GE,jharkhand,rajmahal,17,1,2019,4,10,neerajhembrom,M,AIFB,7543,ST,1047657,1454436,72.03,0.72,2615,0.25,3040,Graduate
2389,2389,GE,jharkhand,rajmahal,17,1,2019,4,11,maheshpahadiya,M,IND,4928,ST,1047657,1454436,72.03,0.47,674,0.06,10809,Literate
2390,2390,GE,jharkhand,rajmahal,17,1,2019,4,12,barnadhembrom,M,IND,4254,ST,1047657,1454436,72.03,0.41,1249,0.12,10809,Graduate Professional
2391,2391,GE,jharkhand,rajmahal,17,1,2019,4,13,christophermurmu,M,IND,3005,ST,1047657,1454436,72.03,0.29,57,0.01,10809,12th Pass
2392,2392,GE,jharkhand,rajmahal,17,1,2019,4,14,marynishahansdak,F,BMUP,2948,ST,1047657,1454436,72.03,0.28,181,0.02,1074,12th Pass
2393,2393,GE,jharkhand,rajmahal,17,1,2019,4,15,mahashaytudu,M,HND,2767,ST,1047657,1454436,72.03,0.26,0,0.0,3288,8th Pass
2394,2394,GE,jharkhand,dumka,17,2,2019,4,1,sunilsoren,M,BJP,484923,ST,1025968,1397253,73.43,47.26,47590,4.64,1605,12th Pass
2395,2395,GE,jharkhand,dumka,17,2,2019,4,2,shibusoren,M,JMM,437333,ST,1025968,1397253,73.43,42.63,420771,41.01,4653,10th Pass
2396,2396,GE,jharkhand,dumka,17,2,2019,4,3,drshrilalkisku,M,IND,16562,ST,1025968,1397253,73.43,1.61,405,0.04,10809,Graduate Professional
2397,2397,GE,jharkhand,dumka,17,2,2019,4,4,senapatimurmu,M,CPI,16157,ST,1025968,1397253,73.43,1.57,1761,0.17,2444,10th Pass
2398,2398,GE,jharkhand,dumka,17,2,2019,4,5,nota,,NOTA,14396,,1025968,1397253,73.43,1.4,1292,0.13,5897,
2399,2399,GE,jharkhand,dumka,17,2,2019,4,6,arjunpujhar,M,AITC,13104,ST,1025968,1397253,73.43,1.28,495,0.05,18228,10th Pass
2400,2400,GE,jharkhand,dumka,17,2,2019,4,7,samueltudu,M,IND,12609,ST,1025968,1397253,73.43,1.23,6727,0.66,10809,8th Pass
2401,2401,GE,jharkhand,dumka,17,2,2019,4,8,rajeshbesra,M,IND,5882,ST,1025968,1397253,73.43,0.57,311,0.03,10809,Graduate
2402,2402,GE,jharkhand,dumka,17,2,2019,4,9,thakuroonsoren,F,IND,5571,ST,1025968,1397253,73.43,0.54,436,0.04,10809,5th Pass
2403,2403,GE,jharkhand,dumka,17,2,2019,4,10,raskasoren,M,IND,5135,ST,1025968,1397253,73.43,0.5,1862,0.18,10809,8th Pass
2404,2404,GE,jharkhand,dumka,17,2,2019,4,11,stephanbesra,M,BSP,3273,ST,1025968,1397253,73.43,0.32,694,0.07,16651,10th Pass
2405,2405,GE,jharkhand,dumka,17,2,2019,4,12,rameshtudu,M,IND,2579,ST,1025968,1397253,73.43,0.25,349,0.03,10809,10th Pass
2406,2406,GE,jharkhand,dumka,17,2,2019,4,13,probinamurmu,F,IND,2230,ST,1025968,1397253,73.43,0.22,17,0.0,10809,10th Pass
2407,2407,GE,jharkhand,dumka,17,2,2019,4,14,mohrilmurmu,M,IND,2213,ST,1025968,1397253,73.43,0.22,138,0.01,10809,Graduate Professional
2408,2408,GE,jharkhand,dumka,17,2,2019,4,15,baghraisoren,M,IND,2075,ST,1025968,1397253,73.43,0.2,149,0.01,10809,Graduate Professional
2409,2409,GE,jharkhand,dumka,17,2,2019,4,16,satishsoren,M,JKPP,1926,ST,1025968,1397253,73.43,0.19,0,0.0,4730,Graduate
2410,2410,GE,jharkhand,godda,17,3,2019,4,1,nishikantdubey,M,BJP,637610,GEN,1194036,1716766,69.55,53.4,184227,15.43,1605,Doctorate
2411,2411,GE,jharkhand,godda,17,3,2019,4,2,pradeepyadav,M,JVM,453383,GEN,1194036,1716766,69.55,37.97,434700,36.41,4736,Graduate
2412,2412,GE,jharkhand,godda,17,3,2019,4,3,nota,,NOTA,18683,,1194036,1716766,69.55,1.56,1100,0.09,5897,
2413,2413,GE,jharkhand,godda,17,3,2019,4,4,zaffarobaid,M,BSP,17583,,1194036,1716766,69.55,1.47,1127,0.09,16651,Doctorate
2414,2414,GE,jharkhand,godda,17,3,2019,4,5,krangaiah,M,IND,16456,,1194036,1716766,69.55,1.38,2843,0.24,10809,Post Graduate
2415,2415,GE,jharkhand,godda,17,3,2019,4,6,birendrakumar,M,IND,13613,,1194036,1716766,69.55,1.14,3259,0.27,10809,Post Graduate
2416,2416,GE,jharkhand,godda,17,3,2019,4,7,maheshkumarsuman,M,IND,10354,,1194036,1716766,69.55,0.87,3774,0.32,10809,Post Graduate
2417,2417,GE,jharkhand,godda,17,3,2019,4,8,ashamakade,F,PSPU,6580,,1194036,1716766,69.55,0.55,279,0.02,6078,Doctorate
2418,2418,GE,jharkhand,godda,17,3,2019,4,9,madhusudanray,M,IND,6301,,1194036,1716766,69.55,0.53,3278,0.27,10809,10th Pass
2419,2419,GE,jharkhand,godda,17,3,2019,4,10,bajrangimahtha,M,BMUP,3023,,1194036,1716766,69.55,0.25,41,0.0,1074,
2420,2420,GE,jharkhand,godda,17,3,2019,4,11,jitendrakumarbarnwal,M,IND,2982,,1194036,1716766,69.55,0.25,355,0.03,10809,12th Pass
2421,2421,GE,jharkhand,godda,17,3,2019,4,12,murarikapri,M,AAM,2627,,1194036,1716766,69.55,0.22,93,0.01,24923,8th Pass
2422,2422,GE,jharkhand,godda,17,3,2019,4,13,anupkumarsinha,M,IND,2534,,1194036,1716766,69.55,0.21,227,0.02,10809,Graduate
2423,2423,GE,jharkhand,godda,17,3,2019,4,14,noorhassan,M,RSPSR,2307,,1194036,1716766,69.55,0.19,0,0.0,24356,Graduate
2424,2424,GE,jharkhand,chatra,17,4,2019,4,1,sunilkumarsingh,M,BJP,528077,GEN,925937,1425218,64.97,57.03,377871,40.81,1605,Post Graduate
2425,2425,GE,jharkhand,chatra,17,4,2019,4,2,manojkumaryadav,M,INC,150206,GEN,925937,1425218,64.97,16.22,66781,7.21,3482,Graduate
2426,2426,GE,jharkhand,chatra,17,4,2019,4,3,subhashprasadyadav,M,RJD,83425,GEN,925937,1425218,64.97,9.01,60848,6.57,12103,Graduate
2427,2427,GE,jharkhand,chatra,17,4,2019,4,4,arjunkumar,M,CPI,22577,,925937,1425218,64.97,2.44,3689,0.4,2444,10th Pass
2428,2428,GE,jharkhand,chatra,17,4,2019,4,5,nageshwarganjhu,M,BSP,18888,,925937,1425218,64.97,2.04,3029,0.33,16651,Literate
2429,2429,GE,jharkhand,chatra,17,4,2019,4,6,nandlalprasad,M,IND,15859,,925937,1425218,64.97,1.71,2769,0.3,10809,Graduate
2430,2430,GE,jharkhand,chatra,17,4,2019,4,7,jaidulaansari,M,IND,13090,,925937,1425218,64.97,1.41,1866,0.2,10809,Literate
2431,2431,GE,jharkhand,chatra,17,4,2019,4,8,rajendrasahu,M,IND,11224,,925937,1425218,64.97,1.21,2912,0.31,10809,10th Pass
2432,2432,GE,jharkhand,chatra,17,4,2019,4,9,nota,,NOTA,8312,,925937,1425218,64.97,0.9,56,0.01,5897,
2433,2433,GE,jharkhand,chatra,17,4,2019,4,10,bagendraram,M,IND,8256,,925937,1425218,64.97,0.89,1029,0.11,10809,8th Pass
2434,2434,GE,jharkhand,chatra,17,4,2019,4,11,arunkumaryadav,M,IND,7227,GEN,925937,1425218,64.97,0.78,865,0.09,10809,Graduate
2435,2435,GE,jharkhand,chatra,17,4,2019,4,12,duleshwarsaw,M,IND,6362,,925937,1425218,64.97,0.69,273,0.03,10809,8th Pass
2436,2436,GE,jharkhand,chatra,17,4,2019,4,13,rameshiram,M,IND,6089,,925937,1425218,64.97,0.66,1606,0.17,10809,Graduate
2437,2437,GE,jharkhand,chatra,17,4,2019,4,14,ashutoshkumar,M,PUJP,4483,,925937,1425218,64.97,0.48,372,0.04,24534,10th Pass
2438,2438,GE,jharkhand,chatra,17,4,2019,4,15,nandlalprasadkeshari,M,IND,4111,,925937,1425218,64.97,0.44,224,0.02,10809,10th Pass
2439,2439,GE,jharkhand,chatra,17,4,2019,4,16,yogendrayadav,M,IND,3887,GEN,925937,1425218,64.97,0.42,31,0.0,10809,Graduate Professional
2440,2440,GE,jharkhand,chatra,17,4,2019,4,17,dhananjaykumar,M,IND,3856,,925937,1425218,64.97,0.42,11,0.0,10809,10th Pass
2441,2441,GE,jharkhand,chatra,17,4,2019,4,18,sagarram,M,ABHM,3845,SC,925937,1425218,64.97,0.42,17,0.0,268,Illiterate
2442,2442,GE,jharkhand,chatra,17,4,2019,4,19,ayubkhan,M,IND,3828,,925937,1425218,64.97,0.41,96,0.01,10809,
2443,2443,GE,jharkhand,chatra,17,4,2019,4,20,bhagalpuriyadav,M,IND,3732,GEN,925937,1425218,64.97,0.4,444,0.05,10809,Literate
2444,2444,GE,jharkhand,chatra,17,4,2019,4,21,pramodtoppo,M,IND,3288,,925937,1425218,64.97,0.36,70,0.01,10809,Post Graduate
2445,2445,GE,jharkhand,chatra,17,4,2019,4,22,abdulrajakansari,M,IND,3218,,925937,1425218,64.97,0.35,230,0.02,10809,
2446,2446,GE,jharkhand,chatra,17,4,2019,4,23,shaukatali,M,IND,2988,,925937,1425218,64.97,0.32,227,0.02,10809,8th Pass
2447,2447,GE,jharkhand,chatra,17,4,2019,4,24,pankajranjan,M,JKPP,2761,,925937,1425218,64.97,0.3,60,0.01,4730,12th Pass
2448,2448,GE,jharkhand,chatra,17,4,2019,4,25,ramananddas,M,BaSaPa,2701,,925937,1425218,64.97,0.29,649,0.07,2038,Graduate
2449,2449,GE,jharkhand,chatra,17,4,2019,4,26,manojkumarpandey,M,IND,2052,GEN,925937,1425218,64.97,0.22,457,0.05,10809,Post Graduate
2450,2450,GE,jharkhand,chatra,17,4,2019,4,27,pawankumar,M,IND,1595,,925937,1425218,64.97,0.17,0,0.0,10809,
2451,2451,GE,jharkhand,kodarma,17,5,2019,4,1,annapurnadevi,F,BJP,753016,GEN,1209541,1814125,66.67,62.26,455600,37.67,1605,Post Graduate
2452,2452,GE,jharkhand,kodarma,17,5,2019,4,2,babulalmarandi,M,JVM,297416,ST,1209541,1814125,66.67,24.59,229209,18.95,4736,Graduate
2453,2453,GE,jharkhand,kodarma,17,5,2019,4,3,rajkumaryadav,M,CPI(ML)(L),68207,GEN,1209541,1814125,66.67,5.64,37043,3.06,2472,10th Pass
2454,2454,GE,jharkhand,kodarma,17,5,2019,4,4,nota,,NOTA,31164,,1209541,1814125,66.67,2.58,17045,1.41,5897,
2455,2455,GE,jharkhand,kodarma,17,5,2019,4,5,kanchankumari,F,AITC,14119,,1209541,1814125,66.67,1.17,4698,0.39,18228,Graduate
2456,2456,GE,jharkhand,kodarma,17,5,2019,4,6,mdmahboobalam,M,IND,9421,,1209541,1814125,66.67,0.78,3062,0.25,10809,Literate
2457,2457,GE,jharkhand,kodarma,17,5,2019,4,7,sarfarajahmad,M,BSP,6359,,1209541,1814125,66.67,0.53,152,0.01,16651,12th Pass
2458,2458,GE,jharkhand,kodarma,17,5,2019,4,8,pradipturi,M,IND,6207,,1209541,1814125,66.67,0.51,51,0.0,10809,8th Pass
2459,2459,GE,jharkhand,kodarma,17,5,2019,4,9,rameshwarprasadyadav,M,IND,6156,GEN,1209541,1814125,66.67,0.51,2096,0.17,10809,Post Graduate
2460,2460,GE,jharkhand,kodarma,17,5,2019,4,10,shivnathsaw,M,AIFB,4060,,1209541,1814125,66.67,0.34,795,0.07,3040,10th Pass
2461,2461,GE,jharkhand,kodarma,17,5,2019,4,11,avadheshkumarsingh,M,VSP,3265,,1209541,1814125,66.67,0.27,11,0.0,8508,Graduate Professional
2462,2462,GE,jharkhand,kodarma,17,5,2019,4,12,bayaskumar,M,MOSP,3254,,1209541,1814125,66.67,0.27,758,0.06,5451,Graduate
2463,2463,GE,jharkhand,kodarma,17,5,2019,4,13,ajaykrishna,M,RJANSWP,2496,,1209541,1814125,66.67,0.21,276,0.02,24982,12th Pass
2464,2464,GE,jharkhand,kodarma,17,5,2019,4,14,tuklalnayak,M,HND,2220,,1209541,1814125,66.67,0.18,39,0.0,3288,Post Graduate
2465,2465,GE,jharkhand,kodarma,17,5,2019,4,15,dayanandkumar,M,JAC,2181,,1209541,1814125,66.67,0.18,0,0.0,4196,12th Pass
2466,2466,GE,jharkhand,giridih,17,6,2019,4,1,chandraprakashchoudhary,M,AJSUP,648277,GEN,1106918,1649413,67.11,58.57,248347,22.44,8958,Graduate
2467,2467,GE,jharkhand,giridih,17,6,2019,4,2,jagarnathmahto,M,JMM,399930,GEN,1106918,1649413,67.11,36.13,380222,34.35,4653,10th Pass
2468,2468,GE,jharkhand,giridih,17,6,2019,4,3,nota,,NOTA,19708,,1106918,1649413,67.11,1.78,9647,0.87,5897,
2469,2469,GE,jharkhand,giridih,17,6,2019,4,4,rasulbaksh,M,BSP,10061,,1106918,1649413,67.11,0.91,984,0.09,16651,Literate
2470,2470,GE,jharkhand,giridih,17,6,2019,4,5,sunitatudu,F,IND,9077,,1106918,1649413,67.11,0.82,4904,0.44,10809,Graduate Professional
2471,2471,GE,jharkhand,giridih,17,6,2019,4,6,simmisuman,F,IND,4173,,1106918,1649413,67.11,0.38,1956,0.18,10809,Post Graduate
2472,2472,GE,jharkhand,giridih,17,6,2019,4,7,sanjeevkumarmahato,M,IND,2217,GEN,1106918,1649413,67.11,0.2,166,0.01,10809,12th Pass
2473,2473,GE,jharkhand,giridih,17,6,2019,4,8,amitjani,M,UPNSE,2051,,1106918,1649413,67.11,0.19,155,0.01,24467,Graduate Professional
2474,2474,GE,jharkhand,giridih,17,6,2019,4,9,dwarakaprasadlala,M,RPI(A),1896,,1106918,1649413,67.11,0.17,229,0.02,12285,10th Pass
2475,2475,GE,jharkhand,giridih,17,6,2019,4,10,rajendradasaundhi,M,IND,1667,,1106918,1649413,67.11,0.15,17,0.0,10809,Graduate
