,Unnamed: 0,Unnamed: 0.1,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
932,932,932,GE,bihar,15,25,2009,4.0,17,nehachauhan,F,IND,2732,GEN,624981,1342970,khagaria,46.54,0.44,114,0.02,10809,Post Graduate
2557,2557,2557,GE,jharkhand,15,11,2009,4.0,2,neiltirkey,M,INC,130039,ST,510343,980868,khunti,52.03,25.48,46014,9.02,3482,Graduate
4933,4933,4933,GE,punjab,15,11,2009,4.0,3,nemchand,M,BSP,35094,GEN,1048228,1336790,bathinda,78.41,3.35,15074,1.44,16651,
8241,8241,8241,GE,west_bengal,15,34,2009,4.0,6,nepaldas,M,JMM,10324,GEN,1042496,1262983,medinipur,82.54,0.99,3350,0.32,4653,12th Pass
3962,3962,3962,GE,maharashtra,15,14,2009,4.0,16,netajisitaramjikinake,M,IND,1728,ST,840064,1554042,yavatmal-washim,54.06,0.21,27,0.0,10809,Graduate
6166,6166,6166,GE,telangana,15,1,2009,4.0,8,nethavatramdas,M,IND,9157,ST,863581,1131211,adilabad,76.34,1.06,1333,0.15,10809,
2958,2958,2958,GE,karnataka,15,24,2009,4.0,9,nharishgowda,M,IND,2016,GEN,1001657,2144091,bangalore_north,46.72,0.2,84,0.01,10809,Graduate
817,817,817,GE,bihar,15,18,2009,4.0,11,nidhikirti,F,IND,7026,GEN,641910,1282480,siwan,50.05,1.09,342,0.05,10809,Graduate
6582,6582,6582,GE,uttar_pradesh,15,9,2009,4.0,6,nidhityagi,M,SHS,6836,GEN,706365,1173915,amroha,60.17,0.97,2599,0.37,18691,Graduate
3736,3736,3736,GE,maharashtra,15,2,2009,4.0,3,nihalahmedmolvimohammedusman,M,JD(S),72738,GEN,669906,1575225,dhule,42.53,10.86,19101,2.85,10979,10th Pass
5087,5087,5087,GE,rajasthan,15,7,2009,4.0,15,nihalchand,M,RJVP,632,GEN,812901,1684541,jaipur,48.26,0.08,47,0.01,6315,Graduate
4984,4984,4984,GE,rajasthan,15,1,2009,4.0,2,nihalchand,M,BJP,335886,SC,909629,1491983,ganganagar,60.97,36.93,306814,33.73,1605,Graduate
8305,8305,8305,GE,west_bengal,15,41,2009,4.0,6,niharhazra,M,IND,11798,SC,1078811,1307730,bolpur,82.49,1.09,659,0.06,10809,Graduate
521,521,521,GE,assam,15,13,2009,4.0,10,niharikaborpatragohaingogoi,F,JMM,3224,GEN,750274,1114965,dibrugarh,67.29,0.43,0,0.0,4653,Graduate
4425,4425,4425,GE,maharashtra,15,39,2009,4.0,20,nikaljesheelataimahendra,F,PRCP,1291,SC,1073983,1637239,beed,65.6,0.12,179,0.02,11942,Graduate
3562,3562,3562,GE,madhya_pradesh,15,16,2009,4.0,24,nikhileshdhurvey,M,IND,1243,ST,829294,1154249,chhindwara,71.85,0.15,59,0.01,10809,Post Graduate
1145,1145,1145,GE,bihar,15,37,2009,4.0,3,nikhilkumar,M,INC,54581,GEN,598309,1376323,aurangabad,43.47,9.12,9408,1.57,3482,Post Graduate
688,688,688,GE,bihar,15,11,2009,4.0,1,nikhilkumarchoudhary,M,BJP,269834,GEN,724802,1272769,katihar,56.95,37.23,14015,1.93,1605,Graduate
1848,1848,1848,GE,gujarat,15,14,2009,4.0,12,nilabenthumar,F,IND,1831,GEN,524621,1312733,amreli,39.96,0.35,65,0.01,10809,Literate
1838,1838,1838,GE,gujarat,15,14,2009,4.0,2,nilabenvirjibhaithummar,F,INC,210349,GEN,524621,1312733,amreli,39.96,40.1,195227,37.21,3482,Graduate
4585,4585,4585,GE,odisha,15,1,2009,4.0,6,niladribeharipanda,M,KOKD,19436,GEN,919625,1320274,bargarh,69.65,2.11,0,0.0,11386,Graduate Professional
4458,4458,4458,GE,maharashtra,15,41,2009,4.0,7,nilangekaravinashmadhukarrao,M,IND,6582,SC,829393,1509987,latur,54.93,0.79,1777,0.21,10809,Graduate
6425,6425,6425,GE,tripura,15,1,2009,4.0,3,nilmanideb,M,BJP,25468,GEN,937517,1093799,tripura_west,85.71,2.72,15261,1.63,1605,Graduate
8084,8084,8084,GE,west_bengal,15,19,2009,4.0,2,nimaibarman,M,RSP,392495,SC,915836,1143640,joynagar,80.08,42.86,367887,40.17,12053,Graduate
4202,4202,4202,GE,maharashtra,15,27,2009,4.0,17,ninadmanjardekar,M,IND,725,GEN,707134,1604992,mumbai_north_west,44.06,0.1,153,0.02,10809,Post Graduate
375,375,375,GE,arunachal_pradesh,15,2,2009,4.0,1,ninongering,M,INC,115423,ST,214932,301173,arunachal_east,71.36,53.7,68449,31.85,3482,Graduate
4728,4728,4728,GE,odisha,15,20,2009,4.0,7,nirakarbehera,M,KS,6859,GEN,710923,1207552,berhampur,58.87,0.96,656,0.09,4743,10th Pass
2870,2870,2870,GE,karnataka,15,19,2009,4.0,6,niranjanacs,M,IND,12853,GEN,899784,1388773,tumkur,64.79,1.43,2138,0.24,10809,Post Graduate
248,248,248,GE,andhra_pradesh,15,20,2009,4.0,6,niranjanbabuk,M,LSP,7522,GEN,1026389,1377610,hindupur,74.51,0.73,1933,0.19,5107,10th Pass
7921,7921,7921,GE,west_bengal,15,1,2009,4.0,5,niranjanbarman,M,BSP,22925,SC,1121043,1329086,coochbehar,84.35,2.04,11551,1.03,16651,8th Pass
1163,1163,1163,GE,bihar,15,38,2009,4.0,5,niranjankumar,M,CPI(ML)(L),6704,SC,564183,1329192,gaya,42.45,1.19,526,0.09,2472,Graduate
7547,7547,7547,GE,uttar_pradesh,15,64,2009,4.0,6,niranjanprasad,M,IND,6519,GEN,748617,1696474,gorakhpur,44.13,0.87,1690,0.23,10809,Not Given
2385,2385,2385,GE,jharkhand,15,3,2009,4.0,10,niranjanprasadyadav,M,RWS,8410,GEN,797622,1412253,godda,56.48,1.05,989,0.12,6394,Post Graduate
7953,7953,7953,GE,west_bengal,15,4,2009,4.0,8,niranjansaha,M,AMB,3717,GEN,966371,1215464,darjeeling,79.51,0.38,490,0.05,894,Graduate
2372,2372,2372,GE,jharkhand,15,2,2009,4.0,16,nirmalamurmu,F,RSP,5097,ST,622012,1128361,dumka,55.13,0.82,927,0.15,12053,
1564,1564,1564,GE,delhi,15,6,2009,4.0,8,nirmalasharma,F,IND,1729,GEN,883437,1687727,west__delhi,52.34,0.2,728,0.08,10809,Others
7354,7354,7354,GE,uttar_pradesh,15,54,2009,4.0,1,nirmalkhatri,M,INC,211543,GEN,749168,1500160,faizabad,49.94,28.24,54228,7.24,3482,Doctorate
5368,5368,5368,GE,tamil_nadu,15,2,2009,4.0,19,nirmalkumara,M,IND,530,GEN,659889,1016663,chennai_north,64.91,0.08,2,0.0,10809,Post Graduate
8020,8020,8020,GE,west_bengal,15,11,2009,4.0,3,nirmalkumarsaha,M,BJP,42290,GEN,1051383,1192899,murshidabad,88.14,4.02,30299,2.88,1605,10th Pass
4896,4896,4896,GE,punjab,15,9,2009,4.0,8,nirmalsingh,M,IND,2307,SC,930519,1288090,faridkot,72.24,0.25,425,0.05,10809,10th Pass
4946,4946,4946,GE,punjab,15,11,2009,4.0,16,nirmalsingh,M,IND,1735,GEN,1048228,1336790,bathinda,78.41,0.17,18,0.0,10809,10th Pass
2236,2236,2236,GE,himachal_pradesh,15,1,2009,4.0,8,nirmlasharma,F,RWS,1354,GEN,661847,1200165,kangra,55.15,0.2,45,0.01,6394,10th Pass
8085,8085,8085,GE,west_bengal,15,19,2009,4.0,3,nirodechandrahalder,M,BJP,24608,SC,915836,1143640,joynagar,80.08,2.69,7521,0.82,1605,12th Pass
2297,2297,2297,GE,jammu_and_kashmir,15,3,2009,4.0,6,nisarahmadkhan,M,BSP,2676,GEN,318726,1176223,anantnag,27.1,0.84,410,0.13,16651,12th Pass
2212,2212,2212,GE,haryana,15,10,2009,4.0,7,nisarahmed,M,RND,2583,GEN,624937,1103046,faridabad,56.66,0.41,158,0.03,12200,5th Pass
7164,7164,7164,GE,uttar_pradesh,15,43,2009,4.0,9,nisha,F,IND,1463,GEN,512878,1390055,kanpur,36.9,0.29,189,0.04,10809,10th Pass
1523,1523,1523,GE,delhi,15,4,2009,4.0,23,nishabano,F,ANC,322,GEN,765018,1373146,new_delhi,55.71,0.04,1,0.0,840,Not Given
8125,8125,8125,GE,west_bengal,15,23,2009,4.0,8,nishatkhan,M,IND,2923,GEN,1007225,1505638,kolkata_dakshin,66.9,0.29,300,0.03,10809,Graduate
8048,8048,8048,GE,west_bengal,15,14,2009,4.0,5,nishikantabiswas,M,IND,7550,SC,1078235,1246979,bangaon,86.47,0.7,1576,0.15,10809,Post Graduate
2376,2376,2376,GE,jharkhand,15,3,2009,4.0,1,nishikantdubey,M,BJP,189526,GEN,797622,1412253,godda,56.48,23.76,6407,0.8,1605,Post Graduate
2558,2558,2558,GE,jharkhand,15,11,2009,4.0,3,nishikanthoro,M,JKP,84025,ST,510343,980868,khunti,52.03,16.46,53997,10.58,4717,Doctorate
2290,2290,2290,GE,jammu_and_kashmir,15,2,2009,4.0,14,nissarahmadahangar,M,BSKRP,355,GEN,282761,1106729,srinagar,25.55,0.13,24,0.01,1832,10th Pass
2559,2559,2559,GE,jharkhand,15,11,2009,4.0,4,nitimabodrabari,F,JKP(N),30028,ST,510343,980868,khunti,52.03,5.88,7015,1.37,11127,Graduate
7025,7025,7025,GE,uttar_pradesh,15,35,2009,4.0,28,nitindwivedi,M,IND,346,GEN,584051,1653123,lucknow,35.33,0.06,0,0.0,10809,12th Pass
4480,4480,4480,GE,maharashtra,15,42,2009,4.0,11,nitinkumarramchandrakamblealiasnitinbanpurkar,M,IND,1577,SC,743222,1594138,solapur,46.62,0.21,283,0.04,10809,Post Graduate
7951,7951,7951,GE,west_bengal,15,4,2009,4.0,6,nitujai,M,IND,4786,GEN,966371,1215464,darjeeling,79.51,0.5,968,0.1,10809,12th Pass
4434,4434,4434,GE,maharashtra,15,40,2009,4.0,8,niturearunbhaurao,M,IND,6696,GEN,924547,1608852,osmanabad,57.47,0.72,896,0.1,10809,Literate
6761,6761,6761,GE,uttar_pradesh,15,18,2009,4.0,13,nityanand,M,IND,579,SC,647090,1539683,agra,42.03,0.09,47,0.01,10809,Graduate
4633,4633,4633,GE,odisha,15,7,2009,4.0,6,nityanandajena,M,BSP,6917,SC,929162,1372356,bhadrak,67.71,0.74,0,0.0,16651,12th Pass
4713,4713,4713,GE,odisha,15,19,2009,4.0,1,nityanandapradhan,M,BJD,419862,GEN,701880,1286194,aska,54.57,59.82,232834,33.17,9079,Post Graduate
663,663,663,GE,bihar,15,9,2009,4.0,16,nityanandbishwas,M,IND,3534,GEN,730456,1311225,araria,55.71,0.48,377,0.05,10809,Literate
7526,7526,7526,GE,uttar_pradesh,15,62,2009,4.0,24,nityanandmanitripathi,M,IND,2264,GEN,800921,1694453,sant_kabir_nagar,47.27,0.28,0,0.0,10809,Post Graduate
272,272,272,GE,andhra_pradesh,15,21,2009,4.0,20,nkishorekumarreddy,M,JD(S),692,GEN,1026285,1347716,kadapa,76.15,0.07,0,0.0,10979,
3176,3176,3176,GE,kerala,15,10,2009,4.0,11,nkravi,M,IND,817,GEN,815862,1174161,thrissur,69.48,0.1,0,0.0,10809,10th Pass
733,733,733,GE,bihar,15,13,2009,4.0,10,nksingh,M,SAP,6667,GEN,756450,1508361,madhepura,50.15,0.88,648,0.09,7575,Not Given
2538,2538,2538,GE,jharkhand,15,9,2011,,12,nksrivastav,,IND,4290,,740002,1380279,jamshedpur,53.61,0.58,53,0.01,10809,
3158,3158,3158,GE,kerala,15,9,2009,4.0,2,nksudheer,M,INC,366392,SC,828576,1100843,alathur,75.27,44.22,312502,37.72,3482,Graduate Professional
2079,2079,2079,GE,haryana,15,4,2011,,27,nkumar,,IND,390,,916480,1194689,hisar,76.71,0.04,1,0.0,10809,
6347,6347,6347,GE,telangana,15,12,2009,4.0,7,nkurumaiah,M,IND,15782,SC,1025367,1460484,nagarkurnool,70.21,1.54,3952,0.39,10809,
6288,6288,6288,GE,telangana,15,9,2009,4.0,18,nlsrinivas,M,IND,771,GEN,731108,1393242,hyderabad,52.48,0.11,116,0.02,10809,
2911,2911,2911,GE,karnataka,15,22,2009,4.0,4,nmahesh,M,BSP,68447,SC,973693,1433825,chamarajanagar,67.91,7.03,48463,4.98,16651,Post Graduate
3058,3058,3058,GE,karnataka,15,28,2009,4.0,4,nmuniswamy,M,BSP,7332,SC,927261,1340923,kolar,69.15,0.79,963,0.1,16651,Graduate
2083,2083,2083,GE,haryana,15,4,2011,,31,nnath,,IND,332,,916480,1194689,hisar,76.71,0.04,24,0.0,10809,
6530,6530,6530,GE,uttar_pradesh,15,5,2009,4.0,13,nobaharsingh,M,IND,1520,SC,643468,1196566,nagina,53.78,0.24,117,0.02,10809,12th Pass
6369,6369,6369,GE,telangana,15,14,2009,4.0,2,nomulanarsimhaiah,M,CPM,364215,GEN,1127790,1478391,bhongir,76.28,32.29,259343,23.0,14635,
4551,4551,4551,GE,manipur,15,1,2009,4.0,6,nongmaithemhomendrosingh,M,IND,1450,GEN,583218,826755,inner_manipur,70.54,0.25,160,0.03,10809,Graduate
53,53,53,GE,andhra_pradesh,15,5,2009,4.0,2,nookarapusuryaprakasarao,M,TDP,317056,GEN,1048154,1331695,anakapalli,78.71,30.25,22873,2.18,8300,12th Pass
5823,5823,5823,GE,tamil_nadu,15,21,2009,4.0,8,noormuhamada,M,IND,4361,GEN,771479,1017811,pollachi,75.8,0.57,626,0.08,10809,
5796,5796,5796,GE,tamil_nadu,15,20,2009,4.0,6,noormuhamada,M,IND,4172,GEN,824047,1163781,coimbatore,70.81,0.51,300,0.04,10809,Literate
1808,1808,1808,GE,gujarat,15,12,2009,4.0,10,noydamamadnathubhai,M,IND,2810,GEN,594586,1298599,jamnagar,45.79,0.47,493,0.08,10809,Literate
75,75,75,GE,andhra_pradesh,15,6,2009,4.0,14,npallamraju,M,AJBP,2289,GEN,965570,1265094,kakinada,76.32,0.24,423,0.04,119,
3253,3253,3253,GE,kerala,15,18,2009,4.0,1,npeethambarakurup,M,INC,357401,GEN,752121,1108686,kollam,67.84,47.52,17531,2.33,3482,Graduate
3257,3257,3257,GE,kerala,15,18,2009,4.0,5,npeethambarakurup,M,IND,4553,GEN,752121,1108686,kollam,67.84,0.61,1460,0.19,10809,Graduate
331,331,331,GE,andhra_pradesh,15,22,2012,,6,nrajasekhar,,RPI(A),6159,,980732,1450938,nellore,67.59,0.63,521,0.05,12285,
280,280,280,GE,andhra_pradesh,15,21,2011,,8,nravikumar,,IND,2390,,1030973,1347716,kadapa,76.5,0.23,17,0.0,10809,
1413,1413,1413,GE,chhattisgarh,15,11,2009,4.0,10,nrbhuarya,M,GMS,4190,ST,741792,1296734,kanker,57.2,0.56,904,0.12,3146,Graduate
7917,7917,7917,GE,west_bengal,15,1,2009,4.0,1,nripendranathray,M,AIFB,500677,SC,1121043,1329086,coochbehar,84.35,44.66,33749,3.01,3040,Graduate
7924,7924,7924,GE,west_bengal,15,1,2009,4.0,8,nubashbarman,M,IND,3737,SC,1121043,1329086,coochbehar,84.35,0.33,332,0.03,10809,12th Pass
1208,1208,1208,GE,bihar,15,40,2009,4.0,13,nundeomanjhi,M,JVM,3472,SC,535282,1404016,jamui,38.13,0.65,24,0.0,4736,Graduate
8222,8222,8222,GE,west_bengal,15,32,2009,4.0,2,nurealamchowdhury,M,AITC,478739,GEN,1169934,1354861,ghatal,86.35,40.92,443735,37.93,18228,Post Graduate
423,423,423,GE,assam,15,4,2009,4.0,8,nurmahammad,M,IND,5929,GEN,1046983,1371949,dhubri,76.31,0.57,556,0.05,10809,Graduate Professional
7358,7358,7358,GE,uttar_pradesh,15,54,2009,4.0,5,nusratquddusialiasbabloo,M,PECP,24893,GEN,749168,1500160,faizabad,49.94,3.32,11245,1.5,5995,Not Given
180,180,180,GE,andhra_pradesh,15,15,2009,4.0,3,nuthakkiramarao,M,PRAP,144593,SC,1043627,1321607,bapatla,78.97,13.85,130223,12.48,6132,Graduate
342,342,342,GE,andhra_pradesh,15,23,2009,4.0,4,nvenkataswamy,M,BJP,21696,SC,1061533,1464896,tirupati,72.46,2.04,10307,0.97,1605,Post Graduate
3154,3154,3154,GE,kerala,15,8,2009,4.0,8,nvrajesh,M,IND,3124,GEN,789648,1074818,palakkad,73.47,0.4,445,0.06,10809,5th Pass
6238,6238,6238,GE,telangana,15,7,2009,4.0,10,nvramareddy,M,PPOI,4054,GEN,1205714,2343050,malkajgiri,51.46,0.34,319,0.03,6298,
3532,3532,3532,GE,madhya_pradesh,15,15,2009,4.0,12,nyazmirkhan,M,IND,4408,GEN,756541,1339239,balaghat,56.49,0.58,13,0.0,10809,5th Pass
2722,2722,2722,GE,karnataka,15,9,2009,4.0,2,nyhanumanthappa,M,INC,399970,ST,860869,1401258,bellary,61.44,46.46,383803,44.58,3482,Post Graduate
3712,3712,3712,GE,madhya_pradesh,15,29,2009,4.0,2,ojharamevane,M,INC,237622,ST,636555,1286761,betul,49.47,37.33,223710,35.14,3482,Graduate
7118,7118,7118,GE,uttar_pradesh,15,40,2009,4.0,9,ombabu,M,JPS,2630,GEN,611015,1306214,farrukhabad,46.78,0.43,784,0.13,4612,Post Graduate
7161,7161,7161,GE,uttar_pradesh,15,43,2009,4.0,6,omendrabharat,M,BPD,3237,GEN,512878,1390055,kanpur,36.9,0.63,734,0.14,1328,Post Graduate
6861,6861,6861,GE,uttar_pradesh,15,24,2009,4.0,8,omendrakumar,M,IND,4289,GEN,704522,1310878,aonla,53.74,0.61,154,0.02,10809,Not Given
7186,7186,7186,GE,uttar_pradesh,15,44,2009,4.0,13,omkar,M,IND,1355,GEN,637254,1461050,akbarpur,43.62,0.21,304,0.05,10809,Doctorate
7067,7067,7067,GE,uttar_pradesh,15,37,2009,4.0,13,omkar,M,IND,1705,GEN,646650,1431787,amethi,45.16,0.26,204,0.03,10809,Doctorate
6636,6636,6636,GE,uttar_pradesh,15,11,2009,4.0,11,ompal,M,IND,823,GEN,613748,1280602,baghpat,47.93,0.13,33,0.01,10809,Graduate
4996,4996,4996,GE,rajasthan,15,1,2009,4.0,14,omparkash,M,IND,1589,SC,909629,1491983,ganganagar,60.97,0.17,100,0.01,10809,Literate
7866,7866,7866,GE,uttarakhand,15,2,2009,4.0,8,omparkash,M,IND,5599,GEN,533568,1092282,garhwal,48.85,1.05,2227,0.42,10809,8th Pass
2132,2132,2132,GE,haryana,15,6,2009,4.0,17,omparkashmehta,M,BHC,1069,GEN,712258,1099978,sonipat,64.75,0.15,23,0.0,1341,10th Pass
4779,4779,4779,GE,punjab,15,2,2009,4.0,2,omparkashsoni,M,INC,385188,GEN,814479,1241099,amritsar,65.63,47.29,374080,45.93,3482,12th Pass
6959,6959,6959,GE,uttar_pradesh,15,32,2009,4.0,3,omprakash,M,INC,125862,SC,607589,1464770,misrikh,41.48,20.71,64244,10.57,3482,Post Graduate
6920,6920,6920,GE,uttar_pradesh,15,29,2009,4.0,3,omprakash,M,SP,102898,GEN,759532,1269584,dhaurahra,59.83,13.55,77491,10.2,7425,
7499,7499,7499,GE,uttar_pradesh,15,61,2009,4.0,13,omprakash,M,VAJP,3091,GEN,773779,1570657,basti,49.26,0.4,166,0.02,8471,12th Pass
670,670,670,GE,bihar,15,9,2009,4.0,23,omprakash,M,IND,1955,GEN,730456,1311225,araria,55.71,0.27,31,0.0,10809,12th Pass
5165,5165,5165,GE,rajasthan,15,12,2009,4.0,8,omprakash,M,JKNPP,1224,GEN,802111,1510047,tonk-sawai_madhopur,53.12,0.15,290,0.04,4079,10th Pass
7431,7431,7431,GE,uttar_pradesh,15,57,2009,4.0,20,omprakash,M,IND,1549,GEN,565641,1376267,kaiserganj,41.1,0.27,179,0.03,10809,12th Pass
7318,7318,7318,GE,uttar_pradesh,15,52,2009,4.0,11,omprakash,M,RMSP,2253,GEN,550197,1267492,allahabad,43.41,0.41,191,0.03,12198,12th Pass
629,629,629,GE,bihar,15,7,2009,4.0,9,omprakash,M,IND,6272,GEN,607834,1418977,jhanjharpur,42.84,1.03,1110,0.18,10809,Graduate
7451,7451,7451,GE,uttar_pradesh,15,59,2009,4.0,6,omprakash,M,IND,7297,GEN,605243,1341455,gonda,45.12,1.21,1019,0.17,10809,8th Pass
5143,5143,5143,GE,rajasthan,15,10,2009,4.0,16,omprakash,M,IND,505,SC,487118,1303196,karauli-dholpur,37.38,0.1,0,0.0,10809,5th Pass
7535,7535,7535,GE,uttar_pradesh,15,63,2009,4.0,9,omprakashchaturvedi,M,IND,4479,GEN,839206,1509167,maharajganj,55.61,0.53,415,0.05,10809,Not Given
5252,5252,5252,GE,rajasthan,15,19,2009,4.0,5,omprakashmeena,M,ABCD(A),19590,ST,758240,1564137,udaipur,48.48,2.58,2220,0.29,237,8th Pass
5298,5298,5298,GE,rajasthan,15,23,2009,4.0,8,omprakashmeena,M,IND,2111,ST,754457,1492687,bhilwara,50.54,0.28,507,0.07,10809,12th Pass
727,727,727,GE,bihar,15,13,2009,4.0,4,omprakashnarayan,M,CPI,28112,GEN,756450,1508361,madhepura,50.15,3.72,8166,1.08,2444,Post Graduate
1212,1212,1212,GE,bihar,15,40,2009,4.0,17,omprakashpaswan,M,LTSD,2915,SC,535282,1404016,jamui,38.13,0.54,286,0.05,5218,8th Pass
696,696,696,GE,bihar,15,11,2009,4.0,9,omprakashpoddar,M,BJJD,5107,GEN,724802,1272769,katihar,56.95,0.7,236,0.03,1676,Doctorate
840,840,840,GE,bihar,15,19,2013,,6,omprakashsingh,M,IND,10995,,700788,1498991,maharajganj,46.75,1.57,0,0.0,10809,
7455,7455,7455,GE,uttar_pradesh,15,59,2009,4.0,10,omprakashsingh,M,JPS,4256,GEN,605243,1341455,gonda,45.12,0.7,64,0.01,4612,10th Pass
7554,7554,7554,GE,uttar_pradesh,15,64,2009,4.0,13,omprakashsingh,M,IND,1879,GEN,748617,1696474,gorakhpur,44.13,0.25,77,0.01,10809,12th Pass
1457,1457,1457,GE,delhi,15,1,2009,4.0,31,omprakashthakur,M,IND,298,GEN,780445,1413535,chandni_chowk,55.21,0.04,4,0.0,10809,Graduate
807,807,807,GE,bihar,15,18,2009,4.0,1,omprakashyadav,M,IND,236194,GEN,641910,1282480,siwan,50.05,36.8,63430,9.88,10809,Graduate
3453,3453,3453,GE,madhya_pradesh,15,9,2009,4.0,13,onkarsingh,M,ABHKP,2633,GEN,659605,1207500,satna,54.63,0.4,165,0.03,402,Literate
1022,1022,1022,GE,bihar,15,30,2009,4.0,7,onmasumi,M,LTSD,1816,GEN,552416,1641976,patna_sahib,33.64,0.33,356,0.06,5218,12th Pass
6392,6392,6392,GE,telangana,15,15,2009,4.0,10,ontelamondaiah,M,PPOI,6728,SC,1030525,1486617,warangal,69.32,0.65,930,0.09,6298,
2076,2076,2076,GE,haryana,15,4,2011,,24,oparkashsodsingh,,IND,480,,916480,1194689,hisar,76.71,0.05,3,0.0,10809,
2056,2056,2056,GE,haryana,15,4,2011,,4,opkalyan,,BSMP,27802,,916480,1194689,hisar,76.71,3.03,23599,2.57,17972,
3249,3249,3249,GE,kerala,15,17,2009,4.0,9,opkunjupillai,M,CPI(ML)(L),833,GEN,797154,1213370,pathanamthitta,65.7,0.1,4,0.0,2472,
347,347,347,GE,andhra_pradesh,15,23,2009,4.0,9,orepallivenkatakrishnaprasad,M,IND,2258,SC,1061533,1464896,tirupati,72.46,0.21,3,0.0,10809,Not Given
7928,7928,7928,GE,west_bengal,15,2,2009,4.0,2,pabankumarlakra,M,AITC,272068,ST,933734,1229301,alipurduars,75.96,29.14,72225,7.74,18228,12th Pass
4725,4725,4725,GE,odisha,15,20,2009,4.0,4,pabitragamango,M,BSP,14186,GEN,710923,1207552,berhampur,58.87,2.0,3219,0.45,16651,Graduate
7945,7945,7945,GE,west_bengal,15,3,2009,4.0,10,pabitramoitra,M,AMB,5709,SC,1031290,1252142,jalpaiguri,82.36,0.55,0,0.0,894,Graduate
3979,3979,3979,GE,maharashtra,15,15,2009,4.0,5,pachputeramprasadkishanrao,M,IND,10176,ST,817467,1369774,hingoli,59.68,1.24,112,0.01,10809,12th Pass
5332,5332,5332,GE,sikkim,15,1,2009,4.0,4,padambdrchettri,M,BJP,4458,GEN,251751,300584,sikkim,83.75,1.77,771,0.31,1605,Post Graduate
7013,7013,7013,GE,uttar_pradesh,15,35,2009,4.0,16,padamchandragupta,M,IND,527,GEN,584051,1653123,lucknow,35.33,0.09,14,0.0,10809,Post Graduate
3340,3340,3340,GE,madhya_pradesh,15,3,2009,4.0,6,padamsinghdhakad,M,IND,2572,GEN,584196,1420728,gwalior,41.12,0.44,177,0.03,10809,Post Graduate
1809,1809,1809,GE,gujarat,15,12,2009,4.0,11,padhiyargovindbhailaljibhai,M,IND,2317,SC,594586,1298599,jamnagar,45.79,0.39,62,0.01,10809,Literate
6407,6407,6407,GE,telangana,15,16,2009,4.0,10,padigayerraiah,M,IND,7634,ST,996402,1265396,mahabubabad,78.74,0.77,1471,0.15,10809,
2953,2953,2953,GE,karnataka,15,24,2009,4.0,4,padmaakbhat,F,BSP,8731,GEN,1001657,2144091,bangalore_north,46.72,0.87,2927,0.29,16651,Graduate
2573,2573,2573,GE,jharkhand,15,12,2009,4.0,9,padmabaraik,F,IND,4432,ST,522378,981666,lohardaga,53.21,0.85,402,0.08,10809,8th Pass
6068,6068,6068,GE,tamil_nadu,15,34,2009,4.0,8,padmanabann,M,IND,2313,GEN,767653,992051,virudhunagar,77.38,0.3,426,0.06,10809,Others
5481,5481,5481,GE,tamil_nadu,15,5,2009,4.0,23,padmanabhans,M,IND,445,GEN,794052,1201237,sriperumbudur,66.1,0.06,5,0.0,10809,Not Given
5577,5577,5577,GE,tamil_nadu,15,10,2009,4.0,7,padmarajankdr,M,IND,5571,GEN,778102,1069601,dharmapuri,72.75,0.72,126,0.02,10809,
6356,6356,6356,GE,telangana,15,13,2009,4.0,3,padurikaruna,F,PRAP,150275,GEN,1078698,1455016,nalgonda,74.14,13.93,127685,11.84,6132,
3731,3731,3731,GE,maharashtra,15,1,2009,4.0,5,padvibabitakarmsingh,F,BSP,11780,ST,766240,1455543,nandurbar,52.64,1.54,2323,0.3,16651,Post Graduate
6388,6388,6388,GE,telangana,15,15,2009,4.0,6,pakaladevadanam,M,IND,17180,SC,1030525,1486617,warangal,69.32,1.67,1659,0.16,10809,
31,31,31,GE,andhra_pradesh,15,3,2009,4.0,4,pakalapatisanyasiraju,M,BJP,25239,GEN,1019825,1323238,vizianagaram,77.07,2.47,9291,0.91,1605,12th Pass
7817,7817,7817,GE,uttar_pradesh,15,80,2009,4.0,1,pakaurilal,M,SP,216478,SC,595317,1214735,robertsganj,49.01,36.36,50259,8.44,7425,Literate
5501,5501,5501,GE,tamil_nadu,15,6,2009,4.0,11,pakkiriambadkarkv,M,JMM,1615,SC,786910,1060188,kancheepuram,74.22,0.21,430,0.05,4653,10th Pass
7648,7648,7648,GE,uttar_pradesh,15,70,2009,4.0,9,palakdhari,M,IND,8173,SC,765865,1693231,ghosi,45.23,1.07,3021,0.39,10809,Not Given
5994,5994,5994,GE,tamil_nadu,15,30,2009,4.0,1,palanimanickamss,M,DMK,408343,GEN,807776,1054118,thanjavur,76.63,50.55,101787,12.6,10192,Graduate Professional
5364,5364,5364,GE,tamil_nadu,15,2,2009,4.0,15,palanimosesn,M,PKMK,729,GEN,659889,1016663,chennai_north,64.91,0.11,20,0.0,11889,Not Given
5906,5906,5906,GE,tamil_nadu,15,24,2009,4.0,12,palanip,M,IND,1356,SC,718207,1067193,tiruchirappalli,67.3,0.19,18,0.0,10809,Illiterate
