Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
145,Mangapati Pallam Raju Mallipudi,INC,0,Post Graduate,51,"Rs 11,35,18,442 ~ 11 Crore+","Rs 33,30,358 ~ 33 Lacs+",0,ANDHRA PRADESH,KAKINADA
146,Merla Bhavani Sankara Prasad,IND,0,5th Pass,52,"Rs 27,00,000 ~ 27 Lacs+","Rs 9,50,000 ~ 9 Lacs+",0,ANDHRA PRADESH,KAKINADA
147,Motha Sarada,Republican Party of India (Khobragade),0,10th Pass,33,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,KAKINADA
148,Pepakayala Rajendra,IND,0,Graduate,48,"Rs 51,10,000 ~ 51 Lacs+","Rs 8,00,000 ~ 8 Lacs+",0,ANDHRA PRADESH,KAKINADA
149,Prabhakara Rao Madiki,IND,0,Post Graduate,45,"Rs 13,50,000 ~ 13 Lacs+","Rs 1,12,550 ~ 1 Lacs+",0,ANDHRA PRADESH,KAKINADA
150,Ratna Kumar Muthabathula,BSP,0,12th Pass,37,"Rs 1,54,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KAKINADA
151,Rokkam Dayakar,Republican Paksha (Khoripa), 1 ,Post Graduate,45,"Rs 15,00,000 ~ 15 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KAKINADA
152,Srinivas Dangeti,AAP,0,Graduate Professional,44,"Rs 1,42,71,000 ~ 1 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,KAKINADA
153,Sunil Kumar Chalamalasetty,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,44,"Rs 10,19,92,671 ~ 10 Crore+","Rs 1,89,30,000 ~ 1 Crore+",0,ANDHRA PRADESH,KAKINADA
154,Tekumudi Venkata Rao,Pyramid Party of India,0,Literate,55,"Rs 15,99,555 ~ 15 Lacs+","Rs 4,28,000 ~ 4 Lacs+",0,ANDHRA PRADESH,KAKINADA
155,Tummalapalli Satya Ramakrishna,Jai Samaikyandhra Party, 1 ,Graduate,38,"Rs 1,63,22,137 ~ 1 Crore+","Rs 12,82,773 ~ 12 Lacs+",0,ANDHRA PRADESH,KAKINADA
156,Venkata Appala Narasimha Rao Karra,IND,0,Graduate Professional,45,"Rs 30,41,950 ~ 30 Lacs+","Rs 3,14,257 ~ 3 Lacs+",0,ANDHRA PRADESH,KAKINADA
157,Vijamalla Chitti Babu,IND, 1 ,Graduate,41,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,KAKINADA
158,Butta Renuka   Winner ,Yuvajana Sramika Rythu Congress Party, 1 ,10th Pass,42,"Rs 2,42,62,40,513 ~ 242 Crore+","Rs 31,22,79,927 ~ 31 Crore+",1,ANDHRA PRADESH,KURNOOL
159,Bendula Thirumala Naidu,TDP,0,Post Graduate,42,"Rs 1,63,75,000 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,KURNOOL
160,D.chand Basha,IND,0,Post Graduate,37,"Rs 57,17,000 ~ 57 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
161,Dande Yugander,IND,0,10th Pass,45,"Rs 13,56,54,625 ~ 13 Crore+","Rs 4,00,47,000 ~ 4 Crore+",0,ANDHRA PRADESH,KURNOOL
162,Elia Nagella,Welfare Party Of India,0,Post Graduate,76,"Rs 7,35,000 ~ 7 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
163,Gajula Jakeer Hussain,Jai Samaikyandhra Party,0,Graduate,35,"Rs 15,85,000 ~ 15 Lacs+","Rs 60,000 ~ 60 Thou+",0,ANDHRA PRADESH,KURNOOL
164,Kirankumar Vissa,AAP,0,Post Graduate,40,"Rs 54,14,312 ~ 54 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
165,Kondiparthi Venkat Prasad,RPI,0,Graduate,37,"Rs 95,57,285 ~ 95 Lacs+","Rs 13,00,000 ~ 13 Lacs+",0,ANDHRA PRADESH,KURNOOL
166,Kothuru Satyanarayana Gupta,IND,0,Post Graduate,47,"Rs 30,87,000 ~ 30 Lacs+","Rs 5,60,000 ~ 5 Lacs+",0,ANDHRA PRADESH,KURNOOL
167,Kotla Jaya Surya Prakash Reddy,INC,0,Graduate,62,"Rs 4,81,82,614 ~ 4 Crore+","Rs 30,00,000 ~ 30 Lacs+",0,ANDHRA PRADESH,KURNOOL
168,Mallikal,BSP,0,Graduate,43,"Rs 14,54,000 ~ 14 Lacs+","Rs 18,000 ~ 18 Thou+",0,ANDHRA PRADESH,KURNOOL
169,Noor Ahmed Madani,Socialistic Democratic Party,0,Post Graduate,55,"Rs 3,70,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
170,Konakalla Narayana Rao   Winner ,TDP,0,12th Pass,64,"Rs 3,48,50,000 ~ 3 Crore+","Rs 98,00,000 ~ 98 Lacs+",1,ANDHRA PRADESH,MACHILIPATNAM
171,Jampana Srinivasa Goud,IND, 1 ,10th Pass,48,"Rs 13,72,180 ~ 13 Lacs+","Rs 2,12,000 ~ 2 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
172,Kammili Srinivas,Jai Samaikyandhra Party,0,Graduate Professional,42,"Rs 49,93,99,880 ~ 49 Crore+","Rs 2,28,00,000 ~ 2 Crore+",0,ANDHRA PRADESH,MACHILIPATNAM
173,Kolusu Partha Sarathy,Yuvajana Sramika Rythu Congress Party, 6 ,12th Pass,48,"Rs 5,99,30,668 ~ 5 Crore+","Rs 38,51,887 ~ 38 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
174,Mohammad Ishaq,IND,0,10th Pass,41,"Rs 1,11,49,954 ~ 1 Crore+","Rs 51,33,921 ~ 51 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
175,Parasa Srinivasa Rao,IND, 1 ,10th Pass,35,"Rs 3,68,316 ~ 3 Lacs+","Rs 1,40,000 ~ 1 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
176,Peggam Prasada Rao,BSP,0,Post Graduate,37,"Rs 8,70,000 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,MACHILIPATNAM
177,Sistla Ramesh,INC,0,Graduate Professional,51,"Rs 1,10,00,000 ~ 1 Crore+","Rs 3,00,000 ~ 3 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
178,Vadapalli Raghunadh,Pyramid Party of India,0,Graduate,63,"Rs 15,70,000 ~ 15 Lacs+","Rs 2,23,000 ~ 2 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
179,Yarlagadda Rama Mohana Rao,IND,0,12th Pass,51,"Rs 1,06,72,000 ~ 1 Crore+","Rs 32,10,000 ~ 32 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
180,Yenduri Subramanyeswara Rao,IND,0,10th Pass,55,"Rs 8,20,000 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,MACHILIPATNAM
181,S.p.y Reddy   Winner ,Yuvajana Sramika Rythu Congress Party, 2 ,Graduate Professional,64,"Rs 21,95,77,179 ~ 21 Crore+","Rs 10,77,820 ~ 10 Lacs+",1,ANDHRA PRADESH,NANDYAL
182,B.y.ramaiah,INC,0,Post Graduate,48,"Rs 52,79,000 ~ 52 Lacs+","Rs 6,30,000 ~ 6 Lacs+",0,ANDHRA PRADESH,NANDYAL
183,G. Balaswamy,IND, 2 ,Doctorate,42,"Rs 46,39,275 ~ 46 Lacs+","Rs 3,50,000 ~ 3 Lacs+",0,ANDHRA PRADESH,NANDYAL
184,I V Pakkir Reddy,IND,0,Graduate,66,"Rs 67,76,465 ~ 67 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
185,Kommusani Pedda Kambagiriswami,IND,0,10th Pass,33,"Rs 3,70,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
186,M Ramana Reddy,IND,0,8th Pass,50,"Rs 3,20,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
187,Mallikarjuna Reddy Nossam,Jai Samaikyandhra Party,0,Post Graduate,30,"Rs 31,09,500 ~ 31 Lacs+","Rs 20,75,000 ~ 20 Lacs+",0,ANDHRA PRADESH,NANDYAL
188,Nashyam Mohammad Farook,TDP, 4 ,10th Pass,62,"Rs 3,15,99,109 ~ 3 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
189,Obulesu Thudum,BSP,0,Post Graduate,38,"Rs 15,90,000 ~ 15 Lacs+","Rs 1,50,000 ~ 1 Lacs+",0,ANDHRA PRADESH,NANDYAL
190,P V N Reddy,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,36,"Rs 1,82,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
191,Pichika Narendra Dev,IND,0,10th Pass,49,"Rs 1,51,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
192,Pidisala Vijay Kumar,IND,0,Others,37,"Rs 3,25,500 ~ 3 Lacs+","Rs 9,30,000 ~ 9 Lacs+",0,ANDHRA PRADESH,NANDYAL
193,Ullagi David Jaya Kumar,AAP,0,Doctorate,56,"Rs 2,29,000 ~ 2 Lacs+","Rs 1,40,000 ~ 1 Lacs+",0,ANDHRA PRADESH,NANDYAL
194,Vangala Sreenivasa Reddy,IND, 1 ,Graduate,0,"Rs 50,50,000 ~ 50 Lacs+","Rs 6,50,000 ~ 6 Lacs+",0,ANDHRA PRADESH,NANDYAL
195,Rayapati Sambasiva Rao   Winner ,TDP, 2 ,Graduate,70,"Rs 59,58,38,093 ~ 59 Crore+","Rs 5,62,63,516 ~ 5 Crore+",1,ANDHRA PRADESH,NARASARAOPET
196,Akki Reddy Bhimanadula,Pyramid Party of India,0,10th Pass,33,"Rs 6,44,500 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
197,Ayodhya Rami Reddy Alla,Yuvajana Sramika Rythu Congress Party, 1 ,Post Graduate,50,"Rs 6,54,33,81,756 ~ 654 Crore+","Rs 60,40,35,456 ~ 60 Crore+",0,ANDHRA PRADESH,NARASARAOPET
198,Jangala Singaraiah,IND,0,10th Pass,38,"Rs 21,81,102 ~ 21 Lacs+","Rs 1,12,625 ~ 1 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
199,Kanumuri Koteswara Rao,IND,0,Graduate,45,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
200,Kondapalli Venkateswarlu,INC,0,Graduate Professional,58,"Rs 6,97,81,168 ~ 6 Crore+","Rs 97,23,000 ~ 97 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
201,Mekala Hanumantha Rao Yadav,BSP, 4 ,Post Graduate,35,"Rs 23,01,000 ~ 23 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
202,Ramesh Paruvuri,IND,0,Illiterate,29,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
203,Ravu Subrahmanyam,IND,0,Graduate,37,"Rs 1,77,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
204,Sivaparapu Rosaiah,Marxist Communist Party of India (United),0,Graduate,42,"Rs 1,97,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
205,Yeluri Srilatha,Jai Samaikyandhra Party,0,Graduate,28,"Rs 37,82,979 ~ 37 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
206,Gokaraju Ganga Raju   Winner ,BJP, 1 ,Graduate,69,"Rs 2,88,35,67,122 ~ 288 Crore+","Rs 16,85,01,286 ~ 16 Crore+",1,ANDHRA PRADESH,NARSAPURAM
207,Badampudi Siva,IND,0,Graduate,27,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
208,Chintapalli Kanaka Rao,BSP,0,Post Graduate,55,"Rs 12,25,000 ~ 12 Lacs+","Rs 20,00,000 ~ 20 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
209,Gitadas Das W/o Hariharadas Das,Prem Janata Dal,0,8th Pass,28,"Rs 1,47,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
210,Kanumuri Bapiraju S/o. Krishnam Raju,INC,0,12th Pass,66,"Rs 9,27,84,471 ~ 9 Crore+","Rs 55,69,281 ~ 55 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
211,Medapati Varahala Reddy,IND,0,Others,38,"Rs 68,00,000 ~ 68 Lacs+","Rs 15,000 ~ 15 Thou+",0,ANDHRA PRADESH,NARSAPURAM
212,Nalli Rajesh,Republican Paksha (Khoripa), 1 ,Others,31,"Rs 3,95,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
213,"Polasapalli Saroja,",Jai Samaikyandhra Party, 6 ,Post Graduate,33,"Rs 6,72,65,000 ~ 6 Crore+","Rs 3,50,000 ~ 3 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
214,Sekhar Babu Dorababu Addanki,IND,0,10th Pass,44,"Rs 2,30,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
215,Sivaji Gottumukkala,IND,0,Post Graduate,45,"Rs 63,62,000 ~ 63 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
216,Svpkh Gopala Krishnam Raju S/o. Venkathiraju,Pyramid Party of India,0,Post Graduate,48,"Rs 5,92,50,056 ~ 5 Crore+","Rs 82,00,000 ~ 82 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
217,Vangalapudi Yeshayya,IND,0,5th Pass,40,"Rs 7,32,000 ~ 7 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
218,Vanka Ravindranath S/o Satyanarayana,Yuvajana Sramika Rythu Congress Party,0,12th Pass,53,"Rs 1,26,79,07,245 ~ 126 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
219,Voleti Venkata Lakshmana Rao,IND,0,Post Graduate,49,"Rs 1,34,74,087 ~ 1 Crore+","Rs 13,18,000 ~ 13 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
220,Mekapati Rajamohan Reddy   Winner ,Yuvajana Sramika Rythu Congress Party, 2 ,Graduate Professional,69,"Rs 36,17,46,068 ~ 36 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,NELLORE
221,Adala Prabhakara Reddy,TDP,0,12th Pass,64,"Rs 1,28,25,85,640 ~ 128 Crore+","Rs 13,16,46,350 ~ 13 Crore+",0,ANDHRA PRADESH,NELLORE
222,Ananda Rao Sompalli,IND, 1 ,Graduate,52,"Rs 78,13,000 ~ 78 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
223,Cchemikala Tirupati,Andhra Rastra Praja Samithi,0,Illiterate,43,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
224,Chandra Sekhar Yadav Muchakala,Rajyadhikara Party,0,Post Graduate,45,"Rs 7,50,000 ~ 7 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
225,Kolati Gopinath,Pyramid Party of India,0,Graduate Professional,33,"Rs 22,72,624 ~ 22 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
226,Malli Venkateswarlu,IND,0,12th Pass,39,"Rs 54,82,100 ~ 54 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
227,Malyadri Ravulakollu,IND,0,Post Graduate,31,Rs 500 ~ 5 Hund+,Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
228,Meda Malla Reddy,IND,0,5th Pass,63,"Rs 13,82,000 ~ 13 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
229,Panditi Subbaiah,IND,0,10th Pass,42,"Rs 1,35,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
230,Pattapu Ravi,BSP,0,Post Graduate,56,"Rs 1,14,00,123 ~ 1 Crore+","Rs 17,25,000 ~ 17 Lacs+",0,ANDHRA PRADESH,NELLORE
231,Sukpalli Naveen,IND,0,Graduate Professional,27,"Rs 26,002 ~ 26 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
232,Syed Haneef,Jai Samaikyandhra Party, 2 ,Post Graduate,43,"Rs 4,80,73,859 ~ 4 Crore+","Rs 45,39,500 ~ 45 Lacs+",0,ANDHRA PRADESH,NELLORE
233,Vakati Narayana Reddy,INC,0,Graduate,51,"Rs 2,51,38,66,365 ~ 251 Crore+","Rs 45,93,22,369 ~ 45 Crore+",0,ANDHRA PRADESH,NELLORE
234,Yarram Venkata Subbareddy   Winner ,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,53,"Rs 73,54,51,548 ~ 73 Crore+","Rs 24,05,57,614 ~ 24 Crore+",1,ANDHRA PRADESH,ONGOLE
235,Battu Balajee Rao,IND,0,10th Pass,44,"Rs 15,95,767 ~ 15 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
236,Bellamkonda Venkata Rao,IND,0,5th Pass,46,"Rs 1,24,000 ~ 1 Lacs+","Rs 52,177 ~ 52 Thou+",0,ANDHRA PRADESH,ONGOLE
237,Chapala Venkata Rao,IND,0,10th Pass,30,"Rs 5,50,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
238,Dama Mohan Rao,IND,0,8th Pass,58,"Rs 2,08,96,812 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
239,Darisi Veera Venkata Pavan Kumar @ Darisi Pavana Kumar,INC,0,Graduate Professional,52,"Rs 46,43,29,120 ~ 46 Crore+","Rs 57,08,354 ~ 57 Lacs+",0,ANDHRA PRADESH,ONGOLE
240,Gollapalli Kishore Kumar Reddy,Jai Samaikyandhra Party,0,Post Graduate,35,"Rs 3,35,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
241,Kavuri Venu Babu Naidu,IND, 2 ,10th Pass,37,"Rs 11,51,500 ~ 11 Lacs+","Rs 9,50,000 ~ 9 Lacs+",0,ANDHRA PRADESH,ONGOLE
242,Magunta Srinivasulu Reddy,TDP,0,Graduate,60,"Rs 18,78,48,488 ~ 18 Crore+","Rs 8,25,78,365 ~ 8 Crore+",0,ANDHRA PRADESH,ONGOLE
243,Mattegunta Kiran Dasaranna,IND,0,Post Graduate,32,"Rs 77,079 ~ 77 Thou+","Rs 25,000 ~ 25 Thou+",0,ANDHRA PRADESH,ONGOLE
244,Pammi Venkareddy,Pyramid Party of India,0,12th Pass,39,"Rs 7,71,307 ~ 7 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
245,Pidaparthi Madhu Sudhana Reddy,IND,0,Graduate,34,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
246,Sadam Satyanarayana Raja Yadav,AAP,0,Post Graduate,35,"Rs 2,93,80,600 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
247,Somisetty Radha Krishna,IND,0,Graduate,43,"Rs 80,43,550 ~ 80 Lacs+","Rs 22,80,000 ~ 22 Lacs+",0,ANDHRA PRADESH,ONGOLE
248,Vemula Krishna Rao,BSP,0,Graduate Professional,34,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
249,Murali Mohan Maganti   Winner ,TDP, 1 ,12th Pass,73,"Rs 18,08,22,216 ~ 18 Crore+","Rs 1,22,45,000 ~ 1 Crore+",1,ANDHRA PRADESH,RAJAHMUNDRY
250,Annamdevula Dharma Rao,IND,0,Illiterate,62,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
251,Boddu Venkata Ramana Chowdary,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,39,"Rs 35,62,00,864 ~ 35 Crore+","Rs 1,37,96,000 ~ 1 Crore+",0,ANDHRA PRADESH,RAJAHMUNDRY
252,Cheekatla Venkateswara Rao,IND, 1 ,Graduate,46,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
253,Illa Govinda Rajan,IND,0,Others,36,"Rs 5,000 ~ 5 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
254,Kandula Lakshmi Durgesh Prasad,INC, 1 ,Post Graduate,55,"Rs 11,12,86,820 ~ 11 Crore+","Rs 78,65,379 ~ 78 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
255,Kollabathula Richmond Carey,Gareeb Aadmi Party,0,Graduate,40,"Rs 19,90,000 ~ 19 Lacs+","Rs 1,33,630 ~ 1 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
256,Marre Babji,BSP,0,Post Graduate,47,"Rs 72,60,922 ~ 72 Lacs+","Rs 21,50,000 ~ 21 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
257,Meda Srinivas,Rashtriya Praja Congress (Secular), 4 ,Graduate Professional,44,"Rs 2,10,05,000 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
258,Mullapudi Satyanarayana,Jai Samaikyandhra Party, 2 ,Post Graduate,43,"Rs 55,29,128 ~ 55 Lacs+","Rs 7,95,000 ~ 7 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
259,Mutyala Rambabu,IND,0,Graduate,30,"Rs 17,52,500 ~ 17 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
260,Palla Venkata Naidu,IND,0,12th Pass,47,"Rs 2,37,877 ~ 2 Lacs+","Rs 80,000 ~ 80 Thou+",0,ANDHRA PRADESH,RAJAHMUNDRY
261,Polu Vengala Reddy,IND,0,12th Pass,66,"Rs 65,30,000 ~ 65 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
262,Srinivasa Rao Sangisetti,Pyramid Party of India,0,5th Pass,47,"Rs 1,06,40,000 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
263,P.v.midhun Reddy   Winner ,Yuvajana Sramika Rythu Congress Party, 1 ,Post Graduate,36,"Rs 22,59,84,036 ~ 22 Crore+","Rs 81,83,862 ~ 81 Lacs+",1,ANDHRA PRADESH,RAJAMPET
264,Annayyagari Sai Prathap,INC,0,12th Pass,69,"Rs 1,10,11,974 ~ 1 Crore+","Rs 43,32,082 ~ 43 Lacs+",0,ANDHRA PRADESH,RAJAMPET
265,Daggubati Purandeswari,BJP,0,Graduate,54,"Rs 8,48,41,544 ~ 8 Crore+","Rs 2,96,10,440 ~ 2 Crore+",0,ANDHRA PRADESH,RAJAMPET
266,G.mujeeb Hussain,Jai Samaikyandhra Party,0,Graduate,56,"Rs 3,94,15,000 ~ 3 Crore+","Rs 19,50,000 ~ 19 Lacs+",0,ANDHRA PRADESH,RAJAMPET
267,N. Deva,Hindustan Janta Party,0,10th Pass,33,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
268,Nallugari Venkata Subbaiah,BSP,0,Graduate,37,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
269,S Narendra Babu,Mahajana Socialist Party,0,12th Pass,31,"Rs 1,15,700 ~ 1 Lacs+","Rs 50,000 ~ 50 Thou+",0,ANDHRA PRADESH,RAJAMPET
270,V Pattabhi,IND,0,10th Pass,0,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
271,Rammohannaidu Kinjarapu   Winner ,TDP,0,Post Graduate,27,"Rs 8,41,73,423 ~ 8 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,SRIKAKULAM
272,Boddepalli Raja Rao,BSP,0,10th Pass,47,"Rs 48,77,532 ~ 48 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
273,Jaidev Injarapu,AAP,0,Post Graduate,41,"Rs 6,80,000 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
274,Kadiyam Jayalakshmi,Pyramid Party of India,0,Graduate,32,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
275,Killi Krupa Rani,INC,0,Graduate Professional,52,"Rs 3,47,05,308 ~ 3 Crore+","Rs 5,56,693 ~ 5 Lacs+",0,ANDHRA PRADESH,SRIKAKULAM
276,Kinjarapu Tejeswara Rao,IND,0,Post Graduate,31,"Rs 6,40,000 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
277,Paidi Raja Rao,Jai Samaikyandhra Party,0,Graduate,40,"Rs 1,40,90,000 ~ 1 Crore+","Rs 14,55,000 ~ 14 Lacs+",0,ANDHRA PRADESH,SRIKAKULAM
278,Shanthi Reddy,Yuvajana Sramika Rythu Congress Party,0,12th Pass,45,"Rs 7,91,40,770 ~ 7 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
279,Tota Tejeswara Rao,IND,0,Graduate Professional,36,"Rs 1,06,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
280,Vasudeva Rao Boddu,CPI(ML)L,0,5th Pass,41,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
281,Varaprasad Rao Velagapalli   Winner ,Yuvajana Sramika Rythu Congress Party,0,Doctorate,61,"Rs 12,91,28,388 ~ 12 Crore+","Rs 31,32,962 ~ 31 Lacs+",1,ANDHRA PRADESH,TIRUPATI
282,Chinta Mohan,INC,0,Graduate Professional,59,"Rs 1,14,33,300 ~ 1 Crore+","Rs 22,42,572 ~ 22 Lacs+",0,ANDHRA PRADESH,TIRUPATI
283,Degala Surya Narayana,Pyramid Party of India,0,Others,39,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
284,"Dr. U Ramachandra, M.b.b.s",BSP, 1 ,Graduate Professional,43,"Rs 1,90,06,100 ~ 1 Crore+","Rs 30,00,000 ~ 30 Lacs+",0,ANDHRA PRADESH,TIRUPATI
285,Jayaram Karumanchi,BJP,0,12th Pass,54,"Rs 6,96,322 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
286,Kalavapalli Sahadevaiah,IND,0,Graduate Professional,46,"Rs 54,40,036 ~ 54 Lacs+","Rs 6,57,242 ~ 6 Lacs+",0,ANDHRA PRADESH,TIRUPATI
287,Karatapu Subbaiah Munirathnam,IND,0,Graduate,60,"Rs 29,16,762 ~ 29 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,TIRUPATI
288,Kattamanchi Prabhakar,IND,0,Post Graduate,46,"Rs 1,94,845 ~ 1 Lacs+","Rs 7,00,000 ~ 7 Lacs+",0,ANDHRA PRADESH,TIRUPATI
289,Kothapalli Subramanyam,CPI(M),0,Graduate Professional,45,"Rs 14,26,110 ~ 14 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
