Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
1905,Ashok Kumar,IND,0,12th Pass,34,"Rs 38,87,828 ~ 38 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1906,Deepender Singh,INC,0,Post Graduate,41,"Rs 44,72,55,719 ~ 44 Crore+","Rs 2,18,46,800 ~ 2 Crore+",0,HARYANA,ROHTAK
1907,Dharamvir,INLD,0,10th Pass,54,"Rs 1,92,40,828 ~ 1 Crore+","Rs 15,00,000 ~ 15 Lacs+",0,HARYANA,ROHTAK
1908,Imran,Bharat Prabhat Party,0,12th Pass,38,"Rs 43,70,000 ~ 43 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1909,Inderjeet,IND, 2 ,Post Graduate,32,"Rs 35,000 ~ 35 Thou+",Rs 0 ~ ,0,HARYANA,ROHTAK
1910,Jai Karan,SUCI(C),0,Post Graduate,73,"Rs 1,60,19,515 ~ 1 Crore+",Rs 0 ~ ,0,HARYANA,ROHTAK
1911,Kishan Lal,BSP,0,5th Pass,51,"Rs 1,06,38,347 ~ 1 Crore+",Rs 0 ~ ,0,HARYANA,ROHTAK
1912,Krishan,IND,0,12th Pass,33,"Rs 89,43,666 ~ 89 Lacs+","Rs 2,75,000 ~ 2 Lacs+",0,HARYANA,ROHTAK
1913,Manju Devi,Pragatishil Samajwadi Party (Lohia),0,8th Pass,34,"Rs 17,20,000 ~ 17 Lacs+","Rs 49,000 ~ 49 Thou+",0,HARYANA,ROHTAK
1914,Parveen Kumar,IND,0,Post Graduate,35,"Rs 8,85,000 ~ 8 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1915,Pradeep Kumar Deswal,Jannayak Janta Party, 3 ,Post Graduate,32,"Rs 51,50,821 ~ 51 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1916,Rajbir,Aapki Apni Party (Peoples),0,Graduate,26,"Rs 37,85,000 ~ 37 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1917,Ram Kishan Sain,IND,0,10th Pass,55,"Rs 3,44,30,000 ~ 3 Crore+","Rs 10,50,000 ~ 10 Lacs+",0,HARYANA,ROHTAK
1918,Rambir,IND,0,12th Pass,27,"Rs 3,53,565 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1919,Satyavir Singh,IND,0,Graduate Professional,43,"Rs 36,74,081 ~ 36 Lacs+",Rs 0 ~ ,0,HARYANA,ROHTAK
1920,Sukhbir,Dalit Soshit Pichhara Varg Adhikar Dal,0,8th Pass,41,"Rs 3,19,887 ~ 3 Lacs+","Rs 90,000 ~ 90 Thou+",0,HARYANA,ROHTAK
1921,Vinay,IND,0,Graduate Professional,37,"Rs 99,84,989 ~ 99 Lacs+","Rs 7,86,068 ~ 7 Lacs+",0,HARYANA,ROHTAK
1922,Sunita Duggal   Winner ,BJP,0,Post Graduate,51,"Rs 4,25,96,349 ~ 4 Crore+","Rs 25,00,000 ~ 25 Lacs+",1,HARYANA,SIRSA
1923,Angrej Singh Alahi,Rashtriya Lokswaraj Party,0,5th Pass,41,"Rs 14,60,000 ~ 14 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1924,Ankur Gill,SHS,0,10th Pass,27,"Rs 11,90,000 ~ 11 Lacs+","Rs 10,00,000 ~ 10 Lacs+",0,HARYANA,SIRSA
1925,Ashok Tanwar,INC, 1 ,Doctorate,43,"Rs 6,43,11,703 ~ 6 Crore+","Rs 74,89,962 ~ 74 Lacs+",0,HARYANA,SIRSA
1926,Brij Pal Balmiki,Bahujan Mukti Party,0,Graduate,47,"Rs 56,10,000 ~ 56 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1927,Charanjeet Singh Rori,INLD,0,10th Pass,49,"Rs 1,06,01,527 ~ 1 Crore+","Rs 44,46,477 ~ 44 Lacs+",0,HARYANA,SIRSA
1928,Dalip Luna,IND,0,Post Graduate,31,"Rs 3,67,071 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1929,Deepak,IND,0,Graduate,28,"Rs 4,38,099 ~ 4 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1930,Dr. Rajesh Mehandia,Peoples Party of India (Democratic),0,Doctorate,44,"Rs 31,22,910 ~ 31 Lacs+","Rs 36,000 ~ 36 Thou+",0,HARYANA,SIRSA
1931,Hira Singh Hanspur,Pragatishil Samajwadi Party (Lohia),0,10th Pass,47,"Rs 2,70,690 ~ 2 Lacs+","Rs 60,000 ~ 60 Thou+",0,HARYANA,SIRSA
1932,Janak Raj Atwal,BSP,0,Post Graduate,50,"Rs 1,85,17,000 ~ 1 Crore+","Rs 15,00,000 ~ 15 Lacs+",0,HARYANA,SIRSA
1933,Jaswant,Bhartiya Shakti Chetna Party,0,8th Pass,41,"Rs 10,15,000 ~ 10 Lacs+","Rs 50,000 ~ 50 Thou+",0,HARYANA,SIRSA
1934,Kashmir Chand Oad,IND,0,12th Pass,69,"Rs 1,43,23,000 ~ 1 Crore+","Rs 4,45,000 ~ 4 Lacs+",0,HARYANA,SIRSA
1935,Nirmal Singh,Jannayak Janta Party,0,12th Pass,37,"Rs 18,05,374 ~ 18 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1936,Rajender Sirsa,IND,0,12th Pass,40,"Rs 6,90,377 ~ 6 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1937,Rajesh Chaubara,Revolutionary Marxist Party of India,0,10th Pass,39,"Rs 1,81,500 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1938,Surajmal Athwal,IND,0,10th Pass,61,"Rs 1,10,04,576 ~ 1 Crore+","Rs 3,94,000 ~ 3 Lacs+",0,HARYANA,SIRSA
1939,Surender Kumar,IND,0,12th Pass,41,"Rs 2,06,000 ~ 2 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1940,Vinod Kumar Sirkiband (Gihara),IND,0,Literate,42,"Rs 11,10,000 ~ 11 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1941,Virender Singh,IND,0,12th Pass,40,"Rs 8,55,330 ~ 8 Lacs+",Rs 0 ~ ,0,HARYANA,SIRSA
1942,Ramesh Chander Kaushik   Winner ,BJP,0,Graduate Professional,62,"Rs 23,58,59,266 ~ 23 Crore+",Rs 0 ~ ,1,HARYANA,SONIPAT
1943,Anil Kumar,IND,0,Post Graduate,40,"Rs 5,54,25,964 ~ 5 Crore+","Rs 59,42,352 ~ 59 Lacs+",0,HARYANA,SONIPAT
1944,Ashwani,IND,0,Post Graduate,35,"Rs 1,700 ~ 1 Thou+",Rs 0 ~ ,0,HARYANA,SONIPAT
1945,Bhupinder Singh Hooda,INC, 6 ,Graduate Professional,72,"Rs 15,52,61,986 ~ 15 Crore+","Rs 14,40,000 ~ 14 Lacs+",0,HARYANA,SONIPAT
1946,Bijender,IND,0,Post Graduate,54,"Rs 3,37,52,838 ~ 3 Crore+","Rs 3,73,590 ~ 3 Lacs+",0,HARYANA,SONIPAT
1947,Bijender Kumar,IND,0,10th Pass,40,"Rs 54,46,000 ~ 54 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1948,Comrade Balbeer Singh,SUCI(C),0,10th Pass,60,"Rs 19,94,243 ~ 19 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1949,Dharambir,IND,0,12th Pass,39,"Rs 9,21,000 ~ 9 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1950,Digvijay Singh Chautala,Jannayak Janta Party, 1 ,12th Pass,28,"Rs 53,18,39,302 ~ 53 Crore+","Rs 11,36,58,582 ~ 11 Crore+",0,HARYANA,SONIPAT
1951,Dr. Jagbir Singh,IND,0,Graduate Professional,64,"Rs 1,13,97,000 ~ 1 Crore+","Rs 43,60,000 ~ 43 Lacs+",0,HARYANA,SONIPAT
1952,Jai Prakash,IND,0,8th Pass,54,"Rs 74,55,000 ~ 74 Lacs+","Rs 2,24,773 ~ 2 Lacs+",0,HARYANA,SONIPAT
1953,Karan Singh,IND,0,12th Pass,39,"Rs 7,56,000 ~ 7 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1954,Kusum Parashar,Mahila & Yuva Shakti Party,0,Post Graduate,41,"Rs 51,56,791 ~ 51 Lacs+","Rs 4,58,635 ~ 4 Lacs+",0,HARYANA,SONIPAT
1955,Mahavir,Rashtriya Mazdoor Ekta Party,0,8th Pass,56,"Rs 3,32,000 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1956,Manish,Aapki Apni Party (Peoples),0,12th Pass,29,"Rs 88,000 ~ 88 Thou+","Rs 1,00,000 ~ 1 Lacs+",0,HARYANA,SONIPAT
1957,Master Ramesh Khatri Lambardar,IND, 1 ,Graduate Professional,58,"Rs 4,50,31,000 ~ 4 Crore+","Rs 65,000 ~ 65 Thou+",0,HARYANA,SONIPAT
1958,Mohan,AIFB, 1 ,12th Pass,51,"Rs 87,02,000 ~ 87 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1959,Pardeep Chahal,IND,0,12th Pass,32,"Rs 53,53,000 ~ 53 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1960,Raj Bala Saini,Loktanter Suraksha Party,0,Post Graduate,44,"Rs 3,82,02,783 ~ 3 Crore+","Rs 14,95,000 ~ 14 Lacs+",0,HARYANA,SONIPAT
1961,Rajesh Sharma,Pragatishil Samajwadi Party (Lohia),0,Graduate,39,"Rs 70,05,038 ~ 70 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1962,Ramdiya,Samajik Nyaya Party,0,8th Pass,76,"Rs 11,89,642 ~ 11 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1963,Ravinder Kumar,IND,0,Graduate,37,"Rs 3,34,313 ~ 3 Lacs+","Rs 80,000 ~ 80 Thou+",0,HARYANA,SONIPAT
1964,Sant Dharamveer Chotiwala,Bahujan Maha Party,0,Graduate Professional,47,"Rs 4,04,40,000 ~ 4 Crore+","Rs 1,50,000 ~ 1 Lacs+",0,HARYANA,SONIPAT
1965,Satinder Rathi,IND,0,Graduate,52,"Rs 2,22,39,323 ~ 2 Crore+","Rs 1,03,75,000 ~ 1 Crore+",0,HARYANA,SONIPAT
1966,Satish Raj,IND,0,Graduate,50,"Rs 5,12,01,747 ~ 5 Crore+","Rs 1,31,427 ~ 1 Lacs+",0,HARYANA,SONIPAT
1967,Shiyanand Tyagi,IND,0,Graduate Professional,55,"Rs 8,31,35,000 ~ 8 Crore+","Rs 6,50,000 ~ 6 Lacs+",0,HARYANA,SONIPAT
1968,Sudhir Kumar,Bharat Prabhat Party,0,Graduate,42,"Rs 1,14,200 ~ 1 Lacs+","Rs 42,000 ~ 42 Thou+",0,HARYANA,SONIPAT
1969,Sukhmandar Singh Kharb,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,31,"Rs 35,28,000 ~ 35 Lacs+",Rs 0 ~ ,0,HARYANA,SONIPAT
1970,Surender Kumar Chhikara,INLD,0,12th Pass,49,"Rs 40,66,48,321 ~ 40 Crore+","Rs 16,45,47,432 ~ 16 Crore+",0,HARYANA,SONIPAT
1971,Anurag Singh Thakur   Winner ,BJP, 3 ,Graduate,45,"Rs 5,67,70,463 ~ 5 Crore+","Rs 10,85,145 ~ 10 Lacs+",1,HIMACHAL PRADESH,HAMIRPUR
1972,Ashish Kumar,IND,0,Post Graduate,38,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,HIMACHAL PRADESH,HAMIRPUR
1973,Ashok Sharma,IND,0,10th Pass,55,"Rs 41,61,870 ~ 41 Lacs+","Rs 12,00,000 ~ 12 Lacs+",0,HIMACHAL PRADESH,HAMIRPUR
1974,Desh Raj,BSP,0,Graduate Professional,40,"Rs 89,58,922 ~ 89 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,HAMIRPUR
1975,Krishan Gopal,Satya Bahumat Party,0,8th Pass,28,"Rs 25,000 ~ 25 Thou+","Rs 35,000 ~ 35 Thou+",0,HIMACHAL PRADESH,HAMIRPUR
1976,Parveen Thakur,IND,0,12th Pass,52,"Rs 1,10,08,000 ~ 1 Crore+","Rs 47,00,000 ~ 47 Lacs+",0,HIMACHAL PRADESH,HAMIRPUR
1977,Radha Krishan,IND,0,Graduate,64,"Rs 49,15,135 ~ 49 Lacs+","Rs 11,20,971 ~ 11 Lacs+",0,HIMACHAL PRADESH,HAMIRPUR
1978,Ram Lal Thakur,INC,0,Graduate Professional,68,"Rs 3,48,88,616 ~ 3 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,HAMIRPUR
1979,Ram Singh Shukla,Bahujan Mukti Party,0,Post Graduate,66,"Rs 43,60,000 ~ 43 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,HAMIRPUR
1980,Tulsi Ram Sharma,AIFB,0,12th Pass,73,"Rs 83,57,500 ~ 83 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,HIMACHAL PRADESH,HAMIRPUR
1981,Vikash Kumar,IND,0,Post Graduate,30,"Rs 2,08,000 ~ 2 Lacs+","Rs 1,40,500 ~ 1 Lacs+",0,HIMACHAL PRADESH,HAMIRPUR
1982,Kishan Kapoor   Winner ,BJP, 2 ,12th Pass,67,"Rs 8,58,41,247 ~ 8 Crore+","Rs 36,05,161 ~ 36 Lacs+",1,HIMACHAL PRADESH,KANGRA
1983,Bhachan Singh Rana,IND,0,12th Pass,52,"Rs 5,82,83,642 ~ 5 Crore+","Rs 1,15,01,000 ~ 1 Crore+",0,HIMACHAL PRADESH,KANGRA
1984,Chander Bhan,IND,0,10th Pass,54,"Rs 35,000 ~ 35 Thou+","Rs 50,000 ~ 50 Thou+",0,HIMACHAL PRADESH,KANGRA
1985,Col. Narinder Singh Pathania,IND,0,Graduate Professional,67,"Rs 24,08,115 ~ 24 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,KANGRA
1986,Dr. Sanjiv Guleria,IND,0,Graduate Professional,59,"Rs 62,37,054 ~ 62 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,KANGRA
1987,Dr. Swaroop Singh Rana,Swabhiman Party,0,Post Graduate,58,"Rs 3,98,86,000 ~ 3 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,KANGRA
1988,Kehar Singh,BSP,0,Doctorate,49,"Rs 7,95,00,000 ~ 7 Crore+","Rs 1,00,000 ~ 1 Lacs+",0,HIMACHAL PRADESH,KANGRA
1989,Nisha Katoch,IND,0,Graduate Professional,37,"Rs 26,33,000 ~ 26 Lacs+","Rs 18,00,000 ~ 18 Lacs+",0,HIMACHAL PRADESH,KANGRA
1990,Pawan Kumar Kajal,INC,0,10th Pass,45,"Rs 7,94,78,472 ~ 7 Crore+","Rs 66,42,582 ~ 66 Lacs+",0,HIMACHAL PRADESH,KANGRA
1991,Prem Chand Vishvakarma,Navbharat Ekta Dal, 1 ,Post Graduate,67,"Rs 5,56,06,573 ~ 5 Crore+","Rs 51,30,000 ~ 51 Lacs+",0,HIMACHAL PRADESH,KANGRA
1992,Subhash Chand,Himachal Jan Kranti Party,0,10th Pass,70,"Rs 47,29,423 ~ 47 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,KANGRA
1993,Ram Swaroop Sharma   Winner ,BJP,0,10th Pass,60,"Rs 1,57,24,337 ~ 1 Crore+","Rs 7,83,963 ~ 7 Lacs+",1,HIMACHAL PRADESH,MANDI
1994,Aashray Sharma,INC,0,Others,32,"Rs 4,85,23,665 ~ 4 Crore+","Rs 1,62,86,033 ~ 1 Crore+",0,HIMACHAL PRADESH,MANDI
1995,Brij Gopal,IND,0,12th Pass,59,"Rs 60,91,905 ~ 60 Lacs+","Rs 16,96,565 ~ 16 Lacs+",0,HIMACHAL PRADESH,MANDI
1996,Chandermani,AIFB,0,Graduate,61,"Rs 1,42,14,000 ~ 1 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,MANDI
1997,Col. Thakur Singh,IND,0,Post Graduate,66,"Rs 5,41,06,562 ~ 5 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,MANDI
1998,Daleep Singh Kaith,CPI(M), 1 ,Post Graduate,48,"Rs 43,03,590 ~ 43 Lacs+","Rs 9,34,823 ~ 9 Lacs+",0,HIMACHAL PRADESH,MANDI
1999,Dev Raj Bhardwaj,IND,0,Graduate,66,"Rs 69,17,33,000 ~ 69 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,MANDI
2000,Dharmender Singh Thakur,IND,0,Doctorate,49,"Rs 28,40,35,000 ~ 28 Crore+","Rs 33,15,000 ~ 33 Lacs+",0,HIMACHAL PRADESH,MANDI
2001,Ghanshyam Chand Thakur,IND,0,Graduate Professional,63,"Rs 1,21,75,000 ~ 1 Crore+","Rs 3,91,421 ~ 3 Lacs+",0,HIMACHAL PRADESH,MANDI
2002,Guman Singh,IND,0,Graduate Professional,59,"Rs 1,40,00,000 ~ 1 Crore+","Rs 28,00,000 ~ 28 Lacs+",0,HIMACHAL PRADESH,MANDI
2003,Kartar Chand,Swabhiman Party,0,Graduate,44,"Rs 32,41,600 ~ 32 Lacs+","Rs 40,000 ~ 40 Thou+",0,HIMACHAL PRADESH,MANDI
2004,Khem Chand,Peoples Party of India (Democratic),0,Illiterate,43,"Rs 70,30,600 ~ 70 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,HIMACHAL PRADESH,MANDI
2005,Mehar Singh,Rashtriya Azad Manch, 3 ,10th Pass,53,"Rs 25,00,000 ~ 25 Lacs+","Rs 32,000 ~ 32 Thou+",0,HIMACHAL PRADESH,MANDI
2006,Rajender Suryavanshi,Ambedkarite Party of India, 1 ,12th Pass,42,"Rs 16,73,222 ~ 16 Lacs+","Rs 73,222 ~ 73 Thou+",0,HIMACHAL PRADESH,MANDI
2007,Ses Ram,BSP,0,12th Pass,46,"Rs 2,55,52,000 ~ 2 Crore+","Rs 11,00,000 ~ 11 Lacs+",0,HIMACHAL PRADESH,MANDI
2008,Shiv Lal Thakur,Bhartiya Shakti Chetna Party,0,12th Pass,64,"Rs 53,45,000 ~ 53 Lacs+","Rs 20,00,000 ~ 20 Lacs+",0,HIMACHAL PRADESH,MANDI
2009,Subhash Mohan Snehi,IND,0,Doctorate,47,"Rs 2,15,61,080 ~ 2 Crore+",Rs 0 ~ ,0,HIMACHAL PRADESH,MANDI
2010,Pratibha Singh   Winner ,INC, 2 ,Graduate,65,"Rs 28,25,03,355 ~ 28 Crore+","Rs 10,29,992 ~ 10 Lacs+",1, BYE ELECTION ON 30-10-2021,MANDI 
2011,Ambika Shyam,Rashtriya Lokneeti Party,0,Graduate Professional,44,"Rs 76,60,216 ~ 76 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 30-10-2021,MANDI 
2012,Anil Kumar,IND,0,12th Pass,39,"Rs 40,41,329 ~ 40 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 30-10-2021,MANDI 
2013,Brig Khushal Chand Thakur,BJP,0,Graduate,67,"Rs 10,64,81,310 ~ 10 Crore+",Rs 0 ~ ,0, BYE ELECTION ON 30-10-2021,MANDI 
2014,Munshi Ram Thakur,Himachal Jan Kranti Party,0,Graduate Professional,62,"Rs 56,00,000 ~ 56 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 30-10-2021,MANDI 
2015,Subhash Mohan Snehi,IND,0,Doctorate,43,"Rs 2,37,30,000 ~ 2 Crore+",Rs 0 ~ ,0, BYE ELECTION ON 30-10-2021,MANDI 
2016,Suresh Kumar Kashyap   Winner ,BJP,0,Post Graduate,48,"Rs 1,57,05,738 ~ 1 Crore+","Rs 78,73,806 ~ 78 Lacs+",1,HIMACHAL PRADESH,SHIMLA
2017,Dhani Ram Shandil,INC, 1 ,Doctorate,78,"Rs 3,67,82,528 ~ 3 Crore+","Rs 41,11,104 ~ 41 Lacs+",0,HIMACHAL PRADESH,SHIMLA
2018,Manoj Kumar,AIFB,0,10th Pass,27,"Rs 1,84,000 ~ 1 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,SHIMLA
2019,Ravi,IND,0,10th Pass,39,"Rs 1,18,935 ~ 1 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,SHIMLA
2020,Shamsher Singh,Rashtriya Azad Manch,0,10th Pass,37,"Rs 3,51,000 ~ 3 Lacs+",Rs 0 ~ ,0,HIMACHAL PRADESH,SHIMLA
2021,Vikram Singh,BSP,0,Graduate,33,"Rs 54,29,000 ~ 54 Lacs+","Rs 1,40,000 ~ 1 Lacs+",0,HIMACHAL PRADESH,SHIMLA
2022,Hasnain Masoodi   Winner ,Jammu & Kashmir National Conference,0,Post Graduate,65,"Rs 8,76,20,672 ~ 8 Crore+",Rs 0 ~ ,1,JAMMU & KASHMIR,ANANTNAG
2023,Ali Mohammad Wani,IND,0,Graduate,48,"Rs 1,31,00,000 ~ 1 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2024,Ch. Zaffar Ali,Jammu & Kashmir People Conference,0,8th Pass,60,"Rs 2,32,65,829 ~ 2 Crore+","Rs 2,02,000 ~ 2 Lacs+",0,JAMMU & KASHMIR,ANANTNAG
2025,Gh. Mohd. Wani,IND,0,12th Pass,45,"Rs 31,000 ~ 31 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2026,Ghulam Ahmad Mir,INC,0,Graduate,60,"Rs 14,01,46,018 ~ 14 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2027,Imtiyaz Ahmad Rather,IND,0,Post Graduate,47,"Rs 7,90,000 ~ 7 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2028,Kyasir Ahmad Sheikh,IND, 2 ,Graduate,31,"Rs 2,50,000 ~ 2 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,JAMMU & KASHMIR,ANANTNAG
2029,Manzoor Ahmad Khan,IND, 1 ,8th Pass,47,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2030,Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party, 1 ,Graduate Professional,59,"Rs 89,03,857 ~ 89 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2031,Mirza Sajad Hussain Beigh,IND,0,Graduate,36,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2032,Nisar Ahmad Wani,Jammu & Kashmir National Panthers Party,0,10th Pass,36,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2033,Ridwana Sanam,IND,0,Graduate Professional,39,"Rs 49,00,000 ~ 49 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2034,Riyaz Ahmad Bhat,IND,0,10th Pass,45,"Rs 31,000 ~ 31 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2035,Sanjay Kumar Dhar,Manvadhikar National Party,0,12th Pass,51,"Rs 3,55,000 ~ 3 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2036,Shams Khwaja,IND,0,Post Graduate,58,"Rs 44,240 ~ 44 Thou+","Rs 2,05,00,000 ~ 2 Crore+",0,JAMMU & KASHMIR,ANANTNAG
2037,Sofi Yousuf,BJP, 1 ,Illiterate,53,"Rs 1,17,10,000 ~ 1 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2038,Surinder Singh,Pragatishil Samajwadi Party (Lohia),0,Graduate,60,"Rs 80,90,000 ~ 80 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,ANANTNAG
2039,Zubair Masoodi,IND, 1 ,12th Pass,38,"Rs 11,50,000 ~ 11 Lacs+","Rs 14,87,848 ~ 14 Lacs+",0,JAMMU & KASHMIR,ANANTNAG
2040,Mohammad Akbar Lone   Winner ,Jammu & Kashmir National Conference,0,Graduate Professional,71,"Rs 59,74,34,000 ~ 59 Crore+","Rs 1,04,935 ~ 1 Lacs+",1,JAMMU & KASHMIR,BARAMULLA
2041,Abdul Qayoom Wani,Jammu & Kashmir Peoples Democratic Party,0,Graduate Professional,59,"Rs 1,65,56,983 ~ 1 Crore+","Rs 4,73,600 ~ 4 Lacs+",0,JAMMU & KASHMIR,BARAMULLA
2042,Engineer Rashid,IND,0,Others,54,"Rs 80,00,000 ~ 80 Lacs+","Rs 60,00,000 ~ 60 Lacs+",0,JAMMU & KASHMIR,BARAMULLA
2043,Haji Farooq Ahmad Mir,INC,0,8th Pass,55,"Rs 1,27,77,435 ~ 1 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,BARAMULLA
2044,Jahangir Khan,Jammu & Kashmir National Panthers Party,0,10th Pass,46,"Rs 2,15,000 ~ 2 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,BARAMULLA
2045,Javid Ahmad Qureshi,IND,0,8th Pass,45,"Rs 11,70,000 ~ 11 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,BARAMULLA
2046,Mohd Maqbool War,BJP,0,Graduate,61,"Rs 1,13,20,000 ~ 1 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,BARAMULLA
2047,Raja Aijaz Ali,Jammu & Kashmir People Conference,0,Graduate Professional,67,"Rs 17,68,68,487 ~ 17 Crore+","Rs 8,48,606 ~ 8 Lacs+",0,JAMMU & KASHMIR,BARAMULLA
2048,Syed Najeeb Shah Naqvi,IND,0,Post Graduate,48,"Rs 1,00,50,737 ~ 1 Crore+","Rs 67,86,855 ~ 67 Lacs+",0,JAMMU & KASHMIR,BARAMULLA
2049,Jugal Kishore   Winner ,BJP,0,10th Pass,56,"Rs 5,64,81,801 ~ 5 Crore+","Rs 35,00,40,219 ~ 35 Crore+",1,JAMMU & KASHMIR,JAMMU
2050,Ajay Kumar,IND,0,Post Graduate,49,"Rs 17,92,79,000 ~ 17 Crore+","Rs 33,54,000 ~ 33 Lacs+",0,JAMMU & KASHMIR,JAMMU
2051,Anil Singh,IND,0,Graduate Professional,25,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,JAMMU & KASHMIR,JAMMU
2052,Badri Nath,BSP,0,10th Pass,62,"Rs 3,60,10,000 ~ 3 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,JAMMU
2053,Bahadur,IND,0,10th Pass,39,"Rs 44,66,781 ~ 44 Lacs+","Rs 45,00,000 ~ 45 Lacs+",0,JAMMU & KASHMIR,JAMMU
2054,Balwan Singh,IND,0,8th Pass,45,"Rs 55,35,000 ~ 55 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,JAMMU
2055,Er. Ghulam Mustafa Chowdhary,IND,0,Others,37,"Rs 1,90,50,000 ~ 1 Crore+",Rs 0 ~ ,0,JAMMU & KASHMIR,JAMMU
2056,Gursagar Singh,Navarang Congress Party,0,12th Pass,39,"Rs 4,54,00,000 ~ 4 Crore+","Rs 35,30,000 ~ 35 Lacs+",0,JAMMU & KASHMIR,JAMMU
2057,Javaid Ahmed,AIFB,0,12th Pass,37,"Rs 22,07,000 ~ 22 Lacs+",Rs 0 ~ ,0,JAMMU & KASHMIR,JAMMU
2058,Lal Singh,Dogra Swabhiman Sangathan Party,0,Graduate,60,"Rs 2,03,55,810 ~ 2 Crore+","Rs 19,50,000 ~ 19 Lacs+",0,JAMMU & KASHMIR,JAMMU
2059,Manish Sahni,SHS,0,Graduate,50,"Rs 1,18,07,830 ~ 1 Crore+","Rs 12,90,000 ~ 12 Lacs+",0,JAMMU & KASHMIR,JAMMU
