Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
769,DEVENDRA MUKHIA,IND,2,10th Pass,0,"Rs 15,000 ~ 15 Thou+",Rs 0 ~ ,0,BIHAR,Saharsa
770,DINESH CHANDRA YADAV,JD(U),1,10th Pass,51,"Rs 43,96,467 ~ 43 Lacs+","Rs 4,48,483 ~ 4 Lacs+",0,BIHAR,Saharsa
771,MOHAN KAMAT,AD,0,Others,45,"Rs 3,79,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Saharsa
772,MOHD. KAMAL UDDIN,JHP,0,Others,62,"Rs 15,10,000 ~ 15 Lacs+",Rs 0 ~ ,0,BIHAR,Saharsa
773,RAMDEO SHARMA,IND,0,10th Pass,47,"Rs 33,500 ~ 33 Thou+",Rs 0 ~ ,0,BIHAR,Saharsa
774,SHIV SHANKAR THAKUR,SP,0,Post Graduate,44,"Rs 27,32,736 ~ 27 Lacs+","Rs 80,000 ~ 80 Thou+",0,BIHAR,Saharsa
775,SURESH KUMAR AZAD,IND,0,Post Graduate,35,"Rs 1,56,380 ~ 1 Lacs+","Rs 15,000 ~ 15 Thou+",0,BIHAR,Saharsa
776,SURESH PRASAD MEHTA,BSP,0,Graduate Professional,41,"Rs 97,57,200 ~ 97 Lacs+",Rs 0 ~ ,0,BIHAR,Saharsa
777,ALOK KUMAR MEHTA   Winner ,RJD,0,Graduate Professional,35,"Rs 67,94,434 ~ 67 Lacs+",Rs 0 ~ ,1,BIHAR,Samastipur
778,ARUN KUMAR THAKUR,IND,0,Others,49,"Rs 5,95,000 ~ 5 Lacs+","Rs 2,96,000 ~ 2 Lacs+",0,BIHAR,Samastipur
779,BIRESH CHAUDHARY,IND,0,10th Pass,34,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
780,DEWAKI SAH,IND,0,5th Pass,55,"Rs 7,05,750 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
781,RAJENDRA PRASAD YADAV,SP,0,10th Pass,67,"Rs 16,80,000 ~ 16 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
782,RAM CHANDRA SINGH,JD(U),0,12th Pass,54,"Rs 1,12,27,600 ~ 1 Crore+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Samastipur
783,RAMA SHANKAR RAM,IND,0,Graduate,36,"Rs 1,59,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
784,RAMCHANDRA MAHTO,CPI,0,10th Pass,61,"Rs 8,11,201 ~ 8 Lacs+","Rs 19,518 ~ 19 Thou+",0,BIHAR,Samastipur
785,RAMPRIT THAKUR,IND,0,12th Pass,62,"Rs 3,60,807 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
786,SAIYDUL ZAFAR ANSARI,BSP,0,10th Pass,33,"Rs 1,05,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
787,SHEEL KUMAR Rai,IND,1,Post Graduate,38,"Rs 9,17,000 ~ 9 Lacs+","Rs 1,33,000 ~ 1 Lacs+",0,BIHAR,Samastipur
788,SHYAM NARAYAN ROY,IND,0,Graduate,55,"Rs 56,000 ~ 56 Thou+",Rs 0 ~ ,0,BIHAR,Samastipur
789,SURENDRA PRASAD,CPI(ML)(L),0,Doctorate,69,"Rs 13,89,934 ~ 13 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
790,MEIRA KUMAR   Winner ,INC,0,Post Graduate,57,"Rs 2,89,56,730 ~ 2 Crore+","Rs 36,00,000 ~ 36 Lacs+",1,BIHAR,Sasaram
791,ASHOK KUMAR,SAP,0,Graduate,42,"Rs 12,75,000 ~ 12 Lacs+","Rs 80,000 ~ 80 Thou+",0,BIHAR,Sasaram
792,DUKHI RAM,CPI(ML)(L),1,12th Pass,34,"Rs 38,000 ~ 38 Thou+",Rs 0 ~ ,0,BIHAR,Sasaram
793,MADAN RAM,BSP,0,10th Pass,37,"Rs 1,58,195 ~ 1 Lacs+","Rs 3,72,000 ~ 3 Lacs+",0,BIHAR,Sasaram
794,MUNI LALL,BJP,0,Post Graduate,65,"Rs 54,36,933 ~ 54 Lacs+","Rs 7,86,779 ~ 7 Lacs+",0,BIHAR,Sasaram
795,PHEKHU RAM,IND,0,Doctorate,40,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,BIHAR,Sasaram
796,RAM BACHAN RAM,SP,0,Post Graduate,54,Nil,Rs 0 ~ ,0,BIHAR,Sasaram
797,SHIV KUMAR MUSHEHAR,AD,0,5th Pass,53,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,BIHAR,Sasaram
798,SUDARSHAN RAM,IND,0,12th Pass,41,Nil,Rs 0 ~ ,0,BIHAR,Sasaram
799,TENGAR PASWAN,IND,0,10th Pass,44,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Sasaram
800,VASHISHTH PASWAN,IND,0,10th Pass,33,"Rs 2,11,200 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Sasaram
801,SITARAM SINGH   Winner ,RJD,0,Graduate,55,"Rs 46,24,000 ~ 46 Lacs+",Rs 0 ~ ,1,BIHAR,Sheohar
802,AJAY KUMAR PANDEY,IND,0,10th Pass,33,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,BIHAR,Sheohar
803,ANAND MOHAN SINGH,BPSP,32,12th Pass,44,"Rs 10,66,000 ~ 10 Lacs+","Rs 6,58,785 ~ 6 Lacs+",0,BIHAR,Sheohar
804,MOHAMMAD ANWARUL HAQ,BJP,6,Others,55,"Rs 10,27,241 ~ 10 Lacs+","Rs 4,33,400 ~ 4 Lacs+",0,BIHAR,Sheohar
805,RAJENDRA SINGH VISMIL,SP,0,Graduate,59,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~ ,0,BIHAR,Sheohar
806,RAM EKBAL RAI,BSP,1,Not Given,34,"Rs 2,39,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Sheohar
807,RAM SWARTH SAH,IND,0,Post Graduate,29,"Rs 4,31,000 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Sheohar
808,SITARAM SINGH,IND,1,Graduate,40,"Rs 1,82,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Sheohar
809,SUNIL SINGH,IND,0,Graduate,39,"Rs 5,23,551 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Sheohar
810,SITARAM YADAV   Winner ,RJD,2,Graduate Professional,56,"Rs 48,05,008 ~ 48 Lacs+","Rs 4,04,410 ~ 4 Lacs+",1,BIHAR,Sitamarhi
811,AWADH KISHORE YADAV,IND,0,12th Pass,34,"Rs 4,17,000 ~ 4 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Sitamarhi
812,KAMLA KANT MISHRA,IND,0,10th Pass,62,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Sitamarhi
813,MOHAMMAD SAGIR,IND,0,Not Given,66,Nil,Rs 0 ~ ,0,BIHAR,Sitamarhi
814,NAJMUJJAMA,BSP,0,12th Pass,41,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,BIHAR,Sitamarhi
815,NAVAL KISHORE RAI,JD(U),1,Graduate Professional,46,"Rs 60,55,791 ~ 60 Lacs+","Rs 11,66,462 ~ 11 Lacs+",0,BIHAR,Sitamarhi
816,NAWAL KISHOR SAHI,SAP,0,Post Graduate,58,"Rs 64,500 ~ 64 Thou+",Rs 0 ~ ,0,BIHAR,Sitamarhi
817,RAJNI RANJAN SAHU,SP,0,Graduate Professional,66,"Rs 3,09,41,700 ~ 3 Crore+","Rs 4,60,000 ~ 4 Lacs+",0,BIHAR,Sitamarhi
818,RAMASHRAYA RAI,IND,0,Not Given,62,"Rs 4,99,782 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Sitamarhi
819,RATNESHWAR MISHRA,IND,0,Not Given,0,Nil,Rs 0 ~ ,0,BIHAR,Sitamarhi
820,SITARAM RAI,IND,0,10th Pass,39,"Rs 70,000 ~ 70 Thou+","Rs 32,000 ~ 32 Thou+",0,BIHAR,Sitamarhi
821,SONE LAL SAH,IND,0,5th Pass,56,"Rs 7,38,000 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Sitamarhi
822,UTTAM LAL DAS,IND,0,Not Given,37,"Rs 2,000 ~ 2 Thou+","Rs 7,500 ~ 7 Thou+",0,BIHAR,Sitamarhi
823,MOHAMMAD SHAHABUDDIN   Winner ,RJD,19,Doctorate,38,"Rs 34,47,000 ~ 34 Lacs+","Rs 4,28,930 ~ 4 Lacs+",1,BIHAR,Siwan
824,AMAR NATH YADAV,CPI(ML)(L),7,Illiterate,44,"Rs 4,17,367 ~ 4 Lacs+","Rs 4,97,028 ~ 4 Lacs+",0,BIHAR,Siwan
825,ASHOK RAM,IND,0,Literate,29,"Rs 3,45,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Siwan
826,NASIR KHAN,IND,0,Graduate,52,"Rs 3,27,959 ~ 3 Lacs+","Rs 15,000 ~ 15 Thou+",0,BIHAR,Siwan
827,OM PRAKASH YADAV,JD(U),0,Graduate Professional,44,"Rs 9,31,000 ~ 9 Lacs+",Rs 0 ~ ,0,BIHAR,Siwan
828,PREM CHAND TIWARI,IND,0,Graduate,44,Rs 510 ~ 5 Hund+,Rs 0 ~ ,0,BIHAR,Siwan
829,RAMPRIT GOD,GGP,0,Others,62,"Rs 2,01,477 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Siwan
830,SHANKAR PRASAD YADAV,BSP,1,Graduate,56,"Rs 2,30,000 ~ 2 Lacs+","Rs 40,500 ~ 40 Thou+",0,BIHAR,Siwan
831,RAGHUBANSH PRASAD SINGH   Winner ,RJD,0,Doctorate,57,"Rs 48,71,420 ~ 48 Lacs+","Rs 4,81,535 ~ 4 Lacs+",1,BIHAR,Vaishali
832,ASHOK KUMAR SINGH,IND,0,Not Given,48,"Rs 2,65,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
833,BRAJ KISHORE SINGH,IND,0,Not Given,41,"Rs 1,81,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
834,DR. HARENDRA KUMAR,JD(U),1,Doctorate,48,"Rs 4,80,000 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
835,NITYA NAND SINGH,SP,0,Post Graduate,39,"Rs 4,38,000 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
836,PANNA LAL SAHANI,IND,0,Others,54,"Rs 36,500 ~ 36 Thou+",Rs 0 ~ ,0,BIHAR,Vaishali
837,RAM UDAR PRASAD THAKUR,IND,0,Others,50,"Rs 3,03,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
838,SAMBHU PRASAD SINGH,IND,0,Post Graduate,58,"Rs 3,78,153 ~ 3 Lacs+","Rs 2,700 ~ 2 Thou+",0,BIHAR,Vaishali
839,SHIVCHANDAR SINGH,IND,0,Others,69,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
840,SHIVCHARAN RAM,IND,0,10th Pass,31,"Rs 1,35,000 ~ 1 Lacs+","Rs 17,000 ~ 17 Thou+",0,BIHAR,Vaishali
841,UMESH SAHANI,IND,0,Not Given,51,"Rs 3,85,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
842,UPENDRA CHAUDHARY,IND,0,12th Pass,36,"Rs 6,257 ~ 6 Thou+",Rs 0 ~ ,0,BIHAR,Vaishali
843,UPENDRA PD. SINGH,AD,0,12th Pass,34,"Rs 5,10,730 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Vaishali
844,VIJAY KUMAR SHUKLA,IND,16,Graduate,36,"Rs 1,38,13,107 ~ 1 Crore+","Rs 37,94,475 ~ 37 Lacs+",0,BIHAR,Vaishali
845,PAWAN KUMAR BANSAL   Winner ,INC,0,Graduate Professional,55,"Rs 1,75,50,052 ~ 1 Crore+",Rs 0 ~ ,1,CHANDIGARH,Chandigarh
846,ARVIND JAIN,IND,0,Graduate,43,"Rs 78,84,180 ~ 78 Lacs+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
847,BHUPINDER PAL,IND,0,12th Pass,28,"Rs 2,03,000 ~ 2 Lacs+","Rs 89,385 ~ 89 Thou+",0,CHANDIGARH,Chandigarh
848,DAULAT KULDEEP SINGH,IND,0,Graduate,58,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
849,DHARAM PAUL SHARMA,IND,0,Post Graduate,47,"Rs 28,82,817 ~ 28 Lacs+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
850,GHANSHYAM LAL,IND,0,Others,42,"Rs 1,50,76,200 ~ 1 Crore+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
851,GURCHARAN SINGH,IND,0,Graduate,72,"Rs 1,08,50,000 ~ 1 Crore+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
852,HARMOHAN DHAWAN,INLD,0,Post Graduate,64,"Rs 3,77,45,991 ~ 3 Crore+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
853,HEM RAJ,BSP,0,Graduate Professional,45,"Rs 46,50,000 ~ 46 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,CHANDIGARH,Chandigarh
854,MOHAMMAD IBRAHIM,AD,0,10th Pass,37,"Rs 1,08,100 ~ 1 Lacs+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
855,MUKESH KUMAR,IND,0,10th Pass,35,"Rs 4,33,900 ~ 4 Lacs+","Rs 21,000 ~ 21 Thou+",0,CHANDIGARH,Chandigarh
856,PUSHPA KUMAR SINGH,IJP,0,Post Graduate,53,"Rs 1,62,756 ~ 1 Lacs+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
857,REKHA SHARMA,IND,0,10th Pass,49,"Rs 30,717 ~ 30 Thou+",Rs 0 ~ ,0,CHANDIGARH,Chandigarh
858,SATYA PAL JAIN,BJP,0,Post Graduate,51,"Rs 2,15,31,861 ~ 2 Crore+","Rs 4,68,108 ~ 4 Lacs+",0,CHANDIGARH,Chandigarh
859,SURINDER PAL,IND,0,Graduate,34,"Rs 11,91,200 ~ 11 Lacs+","Rs 7,66,700 ~ 7 Lacs+",0,CHANDIGARH,Chandigarh
860,VINAY KUMAR,BSJM,0,Post Graduate,37,"Rs 3,30,000 ~ 3 Lacs+","Rs 1,25,000 ~ 1 Lacs+",0,CHANDIGARH,Chandigarh
861,BALIRAM KASHYAP   Winner ,BJP,1,8th Pass,67,"Rs 18,65,382 ~ 18 Lacs+","Rs 1,77,442 ~ 1 Lacs+",1,CHHATTISGARH,Bastar
862,CHANDRA SHEKHAR DHRUVA (SHEKHAR),IND,2,10th Pass,36,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Bastar
863,DASI BAI,IND,0,12th Pass,49,"Rs 35,000 ~ 35 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Bastar
864,LAXMINATH BHARTI,BSP,0,12th Pass,53,"Rs 1,66,000 ~ 1 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Bastar
865,MAHENDRA KARMA,INC,0,Graduate,50,"Rs 40,46,770 ~ 40 Lacs+","Rs 21,534 ~ 21 Thou+",0,CHHATTISGARH,Bastar
866,RAMNATH SARFE,CPI,0,Post Graduate,45,"Rs 77,000 ~ 77 Thou+","Rs 20,328 ~ 20 Thou+",0,CHHATTISGARH,Bastar
867,SHIVRAM,CPI(ML)(L),0,8th Pass,28,"Rs 2,62,000 ~ 2 Lacs+","Rs 25,000 ~ 25 Thou+",0,CHHATTISGARH,Bastar
868,SHKUNTALA ATE,SP,0,5th Pass,30,"Rs 50,800 ~ 50 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Bastar
869,PUNNULAL MOHLE   Winner ,BJP,0,12th Pass,52,"Rs 37,27,718 ~ 37 Lacs+",Rs 0 ~ ,1,CHHATTISGARH,Bilaspur
870,CHOTELAL SUMER,IND,0,Not Given,28,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
871,DR. BASANT PAHRE,INC,0,Not Given,43,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
872,DR. BHAGIRATHI KHUTE,GGP,0,Not Given,47,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
873,ENGG.RAMESHWAR KHARE,BSP,0,Not Given,40,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
874,RAMLAL,SP,0,Not Given,43,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
875,SHEKHAR KUMAR BANJARE,IND,0,Not Given,29,Nil,Rs 0 ~ ,0,CHHATTISGARH,Bilaspur
876,TARACHAND SAHU   Winner ,BJP,0,Post Graduate,57,"Rs 32,05,175 ~ 32 Lacs+","Rs 10,60,847 ~ 10 Lacs+",1,CHHATTISGARH,Durg
877,ARUN JOSHI,IND,0,Graduate,34,Nil,Rs 0 ~ ,0,CHHATTISGARH,Durg
878,ASHOK KUMAR RAJPUT,IND,0,Literate,40,"Rs 3,33,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Durg
879,BALVINDER SINGH,IND,0,Not Given,50,Nil,"Rs 86,714 ~ 86 Thou+",0,CHHATTISGARH,Durg
880,BHARAT BHUSHAN PANDEY,IND,6,12th Pass,42,"Rs 12,01,254 ~ 12 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Durg
881,BHUPESH BAGHEL,INC,0,Post Graduate,42,"Rs 76,66,901 ~ 76 Lacs+","Rs 3,06,050 ~ 3 Lacs+",0,CHHATTISGARH,Durg
882,KIRAN NONI URF KIRAN BETI,IJP,0,Not Given,35,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Durg
883,MANHARAN SINGH CHHEDAIHA,IND,0,10th Pass,34,"Rs 10,000 ~ 10 Thou+","Rs 5,000 ~ 5 Thou+",0,CHHATTISGARH,Durg
884,R. D. JOGANSH,IND,0,12th Pass,63,"Rs 2,58,000 ~ 2 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Durg
885,SHIEKH RASOOL ALIAS DADA BHAI,SP,0,Literate,36,"Rs 16,20,000 ~ 16 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Durg
886,SHRI MATAJI,BSP,0,12th Pass,36,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Durg
887,BADKURAM DHRUW,IND,0,Literate,25,Nil,Rs 0 ~ ,1,CHHATTISGARH,Janjgir
888,BHAGWATI PRASAD SHUKLA GURUJI,BPSGKD,0,Not Given,63,"Rs 1,30,000 ~ 1 Lacs+","Rs 5,000 ~ 5 Thou+",0,CHHATTISGARH,Janjgir
889,DHANRAJ PATEL,AD,0,12th Pass,35,"Rs 4,60,000 ~ 4 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
890,DR. CHARANDAS MAHANT,INC,0,Doctorate,48,"Rs 68,71,000 ~ 68 Lacs+","Rs 11,61,000 ~ 11 Lacs+",0,CHHATTISGARH,Janjgir
891,DR. VIDYANAND TIWARI,IND,0,Not Given,64,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
892,DR.URMILA MARKO,GGP,0,Graduate,41,Nil,Rs 0 ~ ,0,CHHATTISGARH,Janjgir
893,HAMID (ABDUL HAMID SIDDQIE),IND,0,8th Pass,40,"Rs 8,66,000 ~ 8 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
894,HEMLATA,YGP,0,Not Given,33,"Rs 14,60,000 ~ 14 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
895,KANCHAN,SAP,0,Not Given,0,"Rs 3,50,000 ~ 3 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,CHHATTISGARH,Janjgir
896,MURTIRAMSAHU,BSP,0,Post Graduate,54,"Rs 35,32,449 ~ 35 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
897,PARSRAM YADAV,IND,0,5th Pass,40,"Rs 19,00,000 ~ 19 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
898,PRAMOD KUMAR,IND,0,Literate,0,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
899,RAMDAS MAHANT,CSP,0,Not Given,40,Nil,Rs 0 ~ ,0,CHHATTISGARH,Janjgir
900,SAHASRAM YADAV,SP,0,Not Given,50,"Rs 1,373 ~ 1 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
901,SHOBHA LAL PRAJAPTI,LJNSP,1,Graduate,48,"Rs 92,000 ~ 92 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Janjgir
902,SOHAN POTAI   Winner ,BJP,0,Post Graduate,47,"Rs 21,13,856 ~ 21 Lacs+","Rs 71,932 ~ 71 Thou+",1,CHHATTISGARH,Kanker
903,ARJUN SINGH THAKUR,BSP,0,Post Graduate,38,"Rs 29,10,000 ~ 29 Lacs+","Rs 7,20,000 ~ 7 Lacs+",0,CHHATTISGARH,Kanker
904,G.R.RANA,SP,0,Post Graduate,56,"Rs 12,18,410 ~ 12 Lacs+","Rs 1,95,903 ~ 1 Lacs+",0,CHHATTISGARH,Kanker
905,MRS. GANGA POTAI THAKUR,INC,0,Post Graduate,54,"Rs 57,12,500 ~ 57 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Kanker
906,SUKHRANJAN USENDI,CPM,1,Graduate,27,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Kanker
907,SUNDARLAL NETAM,CSP,0,Graduate,29,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Kanker
908,AJIT  JOGI   Winner ,INC,2,Graduate Professional,57,"Rs 88,35,009 ~ 88 Lacs+",Rs 0 ~ ,1,CHHATTISGARH,Mahasamund
909,COMRED SHIKHA DAS (PATRAKAR),Loktantrik Samajwadi Party,2,Post Graduate,38,Nil,Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
910,DHARAMDAS MAHILANG,IND,1,Graduate,55,"Rs 29,15,945 ~ 29 Lacs+","Rs 2,49,095 ~ 2 Lacs+",0,CHHATTISGARH,Mahasamund
911,GANPAT SARAIPALI,IND,0,Not Given,68,Nil,Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
912,RAJENDRA KUMAR,BSP,0,Graduate,33,"Rs 6,30,000 ~ 6 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
913,SHRIDHAR PATEL,AD,0,Post Graduate,38,"Rs 10,02,000 ~ 10 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
914,SIYARAM DHARITLAHRE,ABHM,0,Literate,32,"Rs 2,65,000 ~ 2 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
915,SULTAN SINGH SATNAM,IND,0,Not Given,56,"Rs 11,55,000 ~ 11 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Mahasamund
916,TEN SINGH,CSP,0,Graduate,39,"Rs 8,02,864 ~ 8 Lacs+","Rs 3,20,000 ~ 3 Lacs+",0,CHHATTISGARH,Mahasamund
917,VIDHYA CHARAN SHUKLA,BJP,0,Graduate,74,"Rs 2,66,85,182 ~ 2 Crore+","Rs 46,32,583 ~ 46 Lacs+",0,CHHATTISGARH,Mahasamund
918,VISHNUDEO SAI   Winner ,BJP,0,12th Pass,39,"Rs 8,99,500 ~ 8 Lacs+","Rs 70,546 ~ 70 Thou+",1,CHHATTISGARH,Raigarh
919,AMRIT TIRKEY,SP,0,Not Given,28,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Raigarh
920,GOVIND SINGH NETI,GGP,0,8th Pass,46,"Rs 3,60,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raigarh
921,KRIPA SHANKAR BHAGAT,BSP,0,Post Graduate,29,"Rs 5,84,010 ~ 5 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raigarh
922,RAMPUKAR SINGH,INC,0,8th Pass,63,"Rs 43,50,000 ~ 43 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,CHHATTISGARH,Raigarh
923,RAMESH BAIS   Winner ,BJP,0,12th Pass,54,"Rs 96,90,604 ~ 96 Lacs+",Rs 0 ~ ,1,CHHATTISGARH,Raipur
924,BALRAM SINGH YADAV ALIAS BALLU BHAIYA,SP,0,Post Graduate,34,"Rs 3,50,000 ~ 3 Lacs+","Rs 34,000 ~ 34 Thou+",0,CHHATTISGARH,Raipur
925,DR. HEERAMAN BANJARE,BSP,0,Graduate,55,"Rs 18,49,773 ~ 18 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
926,DR. RAMKUMAR SIRMOR,IND,1,Not Given,57,"Rs 32,00,000 ~ 32 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
927,KABEER BHAKT ASWANT DAS SAHU KARORPATI JEEVAN BIMA AGENT,IND,0,10th Pass,29,"Rs 10,09,000 ~ 10 Lacs+","Rs 1,76,000 ~ 1 Lacs+",0,CHHATTISGARH,Raipur
928,MADHUSUDAN MISHRA JI,ABHM,0,Graduate,37,"Rs 11,37,595 ~ 11 Lacs+","Rs 1,147 ~ 1 Thou+",0,CHHATTISGARH,Raipur
929,MANMOHAN SINGH THAKUR (GIRDHARI PANDEY),IND,0,10th Pass,35,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
930,NANHA MARKANDEY,IND,0,Post Graduate,35,Nil,Rs 0 ~ ,0,CHHATTISGARH,Raipur
931,PATRAKAR BIMAL KUMAR SAHU SANDI BANGLA,IND,0,12th Pass,40,"Rs 1,80,000 ~ 1 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
932,PRAKASH GOLCHA (SARAFA SANSAD),IND,0,Graduate,45,"Rs 8,89,976 ~ 8 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
933,RADHESHYAM SEN,IND,0,12th Pass,34,"Rs 3,10,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Raipur
934,SEEDHERAM,GGP,0,Not Given,43,"Rs 2,50,000 ~ 2 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,CHHATTISGARH,Raipur
935,SHYAMACHARAN SHUKLA,INC,0,Graduate Professional,79,"Rs 2,75,40,381 ~ 2 Crore+","Rs 2,77,483 ~ 2 Lacs+",0,CHHATTISGARH,Raipur
936,PRADEEP GANDHI   Winner ,BJP,0,Graduate,39,"Rs 16,99,397 ~ 16 Lacs+","Rs 4,86,000 ~ 4 Lacs+",1,CHHATTISGARH,Rajnandgaon
937,AAJU RAM CHANDRAVANSHI,IND,0,Not Given,65,"Rs 19,42,442 ~ 19 Lacs+","Rs 25,000 ~ 25 Thou+",0,CHHATTISGARH,Rajnandgaon
938,DEVVRAT SINGH,INC,0,Post Graduate,33,"Rs 1,14,14,118 ~ 1 Crore+","Rs 2,28,171 ~ 2 Lacs+",0,CHHATTISGARH,Rajnandgaon
939,MOCHI RAM GOND,BSP,0,5th Pass,54,"Rs 18,60,000 ~ 18 Lacs+","Rs 25,000 ~ 25 Thou+",0,CHHATTISGARH,Rajnandgaon
