Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
828,Sanjiv Prasad Toni,INC, 1 ,10th Pass,52,"Rs 1,13,72,616 ~ 1 Crore+","Rs 17,175 ~ 17 Thou+",0,BIHAR,Gaya
829,Shiv Shankar Kumar,IND,0,Graduate,33,Nil,Rs 0 ~ ,0,BIHAR,Gaya
830,Shyamlal Manjhi,IND,0,10th Pass,50,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,BIHAR,Gaya
831,PURNAMASI RAM   Winner ,JD(U), 1 ,10th Pass,52,"Rs 34,21,562 ~ 34 Lacs+","Rs 5,33,024 ~ 5 Lacs+",1,BIHAR,Gopalganj
832,ANIL KUMAR,RJD,0,Graduate,41,"Rs 52,38,958 ~ 52 Lacs+","Rs 1,20,000 ~ 1 Lacs+",0,BIHAR,Gopalganj
833,Asha Devi,IND,0,Literate,46,"Rs 78,30,496 ~ 78 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
834,BINITA BAITHA,IND,0,Graduate,25,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,BIHAR,Gopalganj
835,DHARMENDRA KUMAR HAJARA,IND,0,Literate,41,"Rs 7,452 ~ 7 Thou+",Rs 0 ~ ,0,BIHAR,Gopalganj
836,DINA NATH MANJHI,IND, 1 ,Graduate,31,"Rs 12,65,137 ~ 12 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
837,JANAK RAM,BSP, 1 ,Post Graduate,37,"Rs 10,43,934 ~ 10 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
838,Madhu Bharti,LTSD,0,10th Pass,39,"Rs 5,60,000 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
839,RAJESH KUMAR RAM,IND,0,Graduate,28,"Rs 1,94,433 ~ 1 Lacs+","Rs 60,000 ~ 60 Thou+",0,BIHAR,Gopalganj
840,RAM KUMAR MANJHI,SBSP,0,Graduate,30,"Rs 1,25,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
841,RAM SURAT RAM,IND,0,12th Pass,42,"Rs 2,600 ~ 2 Thou+",Rs 0 ~ ,0,BIHAR,Gopalganj
842,RAMASHANKAR RAM,RJJM,0,Graduate,43,"Rs 6,35,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Gopalganj
843,SAMBHU DOM,IND,0,8th Pass,41,"Rs 18,500 ~ 18 Thou+",Rs 0 ~ ,0,BIHAR,Gopalganj
844,SATYADEO RAM,CPI(ML)(L), 6 ,10th Pass,39,"Rs 2,58,600 ~ 2 Lacs+","Rs 13,000 ~ 13 Thou+",0,BIHAR,Gopalganj
845,SURENDRA PASWAN,IND,0,Post Graduate,28,"Rs 5,75,000 ~ 5 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,BIHAR,Gopalganj
846,RAM SUNDAR DAS   Winner ,JD(U),0,10th Pass,88,"Rs 27,96,489 ~ 27 Lacs+","Rs 11,16,705 ~ 11 Lacs+",1,BIHAR,Hajipur
847,DASAI CHOWDHARY,INC, 1 ,Graduate,52,"Rs 43,93,811 ~ 43 Lacs+","Rs 7,58,413 ~ 7 Lacs+",0,BIHAR,Hajipur
848,DINESH CHANDRA BHUSHAN,LTSD,0,12th Pass,36,"Rs 3,75,240 ~ 3 Lacs+","Rs 1,87,981 ~ 1 Lacs+",0,BIHAR,Hajipur
849,MAHESHWAR DAS,BSP,0,Graduate Professional,54,"Rs 20,66,000 ~ 20 Lacs+",Rs 0 ~ ,0,BIHAR,Hajipur
850,NAND LAL PASWAN,IND,0,Doctorate,47,"Rs 30,000 ~ 30 Thou+","Rs 2,00,000 ~ 2 Lacs+",0,BIHAR,Hajipur
851,PRATIMA KUMARI,IND,0,Graduate,33,"Rs 8,15,461 ~ 8 Lacs+",Rs 0 ~ ,0,BIHAR,Hajipur
852,RAJENDRA KUMAR PASWAN,IND,0,12th Pass,54,"Rs 11,01,000 ~ 11 Lacs+",Rs 0 ~ ,0,BIHAR,Hajipur
853,RAM TIRTH PASWAN,IND,0,Graduate,59,"Rs 10,74,614 ~ 10 Lacs+",Rs 0 ~ ,0,BIHAR,Hajipur
854,RAM VILAS PASWAN,LJP,0,Post Graduate,61,"Rs 1,18,38,791 ~ 1 Crore+","Rs 50,316 ~ 50 Thou+",0,BIHAR,Hajipur
855,SANJAY PASHWAN,IND,0,8th Pass,30,"Rs 3,20,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Hajipur
856,VISHWA VIJAY KUMAR VIDHYARTHI,IND,0,12th Pass,30,"Rs 12,51,300 ~ 12 Lacs+","Rs 2,000 ~ 2 Thou+",0,BIHAR,Hajipur
857,Abhay Kumar Anil,IND,0,Graduate,41,"Rs 3,18,053 ~ 3 Lacs+","Rs 49,098 ~ 49 Thou+",1,BIHAR,Jahanabad
858,Ajay kumar Verma,IND,0,10th Pass,41,"Rs 17,18,000 ~ 17 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,BIHAR,Jahanabad
859,Arbind prasad singh,IND,0,Post Graduate,43,"Rs 46,35,000 ~ 46 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
860,Ayasa Khatun,LTSD,0,Graduate,28,"Rs 49,00,000 ~ 49 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
861,Dr. Arbind Kumar,IND, 3 ,Doctorate,52,"Rs 2,67,21,790 ~ 2 Crore+","Rs 70,863 ~ 70 Thou+",0,BIHAR,Jahanabad
862,Jagdis Yadav,IND,0,Not Given,40,"Rs 2,76,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
863,MAHANAND PRASAD,CPI(ML)(L), 5 ,Others,41,"Rs 2,03,000 ~ 2 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Jahanabad
864,Md. Sahabuddinjahan,BSKP,0,10th Pass,36,"Rs 79,250 ~ 79 Thou+",Rs 0 ~ ,0,BIHAR,Jahanabad
865,Parbhat Kumar Ranjan,IND,0,Graduate Professional,32,"Rs 60,45,000 ~ 60 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
866,Parichhit Singh,IND,0,12th Pass,36,"Rs 1,000 ~ 1 Thou+","Rs 49,000 ~ 49 Thou+",0,BIHAR,Jahanabad
867,Pro. Jairam Prasad Singh,Shoshit Samaj Dal,0,Post Graduate,70,"Rs 2,80,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
868,RAKESHWAR KISHOR,IND, 1 ,10th Pass,35,"Rs 37,000 ~ 37 Thou+",Rs 0 ~ ,0,BIHAR,Jahanabad
869,RAMADHAR SHARMA,BSP, 4 ,Graduate Professional,54,"Rs 1,92,73,751 ~ 1 Crore+","Rs 8,92,439 ~ 8 Lacs+",0,BIHAR,Jahanabad
870,RAMASRAY PRASAD SINGH,RLD, 3 ,8th Pass,83,"Rs 11,59,000 ~ 11 Lacs+","Rs 1,50,000 ~ 1 Lacs+",0,BIHAR,Jahanabad
871,RANJEET SHARMA,IND,0,12th Pass,28,"Rs 14,50,000 ~ 14 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
872,SADHU SINHA,AIFB,0,Graduate,68,"Rs 22,74,600 ~ 22 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
873,SAYED AKBAR IMAM,Akhil Bharatiya Ashok Sena,0,12th Pass,49,"Rs 7,60,000 ~ 7 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,BIHAR,Jahanabad
874,SIYARAM PRASAD,IND,0,10th Pass,40,"Rs 6,37,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
875,SRAWAN KUMAR,LM,0,Not Given,32,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,BIHAR,Jahanabad
876,SUMIRAK SINGH,IND,0,8th Pass,50,"Rs 9,30,000 ~ 9 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
877,TARA GUPTA,RPP, 1 ,12th Pass,62,"Rs 89,65,000 ~ 89 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
878,UPENDRA PRASAD,IND,0,Not Given,31,"Rs 3,74,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Jahanabad
879,BHUDEO CHOUDHARY   Winner ,JD(U),0,Graduate Professional,46,"Rs 40,79,000 ~ 40 Lacs+","Rs 2,89,192 ~ 2 Lacs+",1,BIHAR,Jamui
880,ARJUN MANJHI,JGP,0,8th Pass,45,"Rs 3,10,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
881,ASHOK CHOUDHARY,INC, 1 ,Doctorate,42,"Rs 34,55,071 ~ 34 Lacs+","Rs 16,950 ~ 16 Thou+",0,BIHAR,Jamui
882,BHAGWAN DAS,BSP,0,12th Pass,61,"Rs 38,15,529 ~ 38 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,BIHAR,Jamui
883,BILAKSHAN RAVIDAS,IND,0,Doctorate,51,"Rs 27,30,600 ~ 27 Lacs+","Rs 10,00,000 ~ 10 Lacs+",0,BIHAR,Jamui
884,GAJADHAR RAJAK,CPI,0,Literate,63,"Rs 6,98,173 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
885,GULAB CHANDRA PASWAN,RKJP,0,Graduate,58,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
886,JAY SEKHAR MANJHI,IND,0,8th Pass,48,"Rs 1,58,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
887,KAPILDEO DAS,IND,0,Graduate,55,"Rs 26,65,000 ~ 26 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
888,NUNDEO MANJHI,JVM(P),0,Graduate,54,"Rs 6,70,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
889,OM PRAKASH PASWAN,LTSD, 3 ,8th Pass,62,"Rs 39,50,000 ~ 39 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
890,PAPPU RAJAK,IND,0,8th Pass,40,"Rs 3,15,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
891,PRASADI PASWAN,JMM, 2 ,10th Pass,37,"Rs 23,46,500 ~ 23 Lacs+","Rs 10,00,000 ~ 10 Lacs+",0,BIHAR,Jamui
892,SARYUG PASWAN,IND,0,10th Pass,65,"Rs 3,90,500 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
893,SHYAM RAJAK,RJD, 2 ,Graduate,56,"Rs 60,31,237 ~ 60 Lacs+","Rs 8,76,644 ~ 8 Lacs+",0,BIHAR,Jamui
894,SUBHASH PASWAN,STPI,0,Graduate,36,"Rs 91,000 ~ 91 Thou+",Rs 0 ~ ,0,BIHAR,Jamui
895,UPENDRA RAVIDAS,Samata Party,0,10th Pass,30,"Rs 1,93,15,000 ~ 1 Crore+",Rs 0 ~ ,0,BIHAR,Jamui
896,VIJAY PASWAN,IND,0,8th Pass,29,"Rs 9,05,000 ~ 9 Lacs+",Rs 0 ~ ,0,BIHAR,Jamui
897,YOGENDRA PASWAN,IND,0,10th Pass,37,"Rs 3,70,000 ~ 3 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,BIHAR,Jamui
898,MANGANI LAL MANDAL   Winner ,JD(U), 2 ,Post Graduate,60,"Rs 53,98,803 ~ 53 Lacs+","Rs 17,09,884 ~ 17 Lacs+",1,BIHAR,Jhanjharpur
899,DEVENDRA PRASAD YADAV,RJD,0,Graduate,53,"Rs 27,43,902 ~ 27 Lacs+","Rs 4,78,985 ~ 4 Lacs+",0,BIHAR,Jhanjharpur
900,DR KIRTAN PRASAD SINGH,LTSD, 1 ,Doctorate,50,"Rs 31,30,871 ~ 31 Lacs+","Rs 8,000 ~ 8 Thou+",0,BIHAR,Jhanjharpur
901,FIROZ ALAM,IND,0,12th Pass,38,"Rs 6,91,900 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
902,GAURI SHANKAR YADAV,BSP, 1 ,Graduate,36,"Rs 15,74,000 ~ 15 Lacs+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
903,KRIPANATH PATHAK,INC, 2 ,Graduate,65,"Rs 52,55,200 ~ 52 Lacs+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
904,NATHUNI YADAV,IND,0,10th Pass,57,"Rs 4,18,339 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
905,OM PRAKASH,IND,0,Graduate,27,"Rs 3,95,000 ~ 3 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Jhanjharpur
906,SHANKAR PRASAD,IND,0,10th Pass,26,"Rs 13,84,750 ~ 13 Lacs+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
907,VIVEKA NAND JHA,IND,0,Graduate,33,"Rs 22,27,000 ~ 22 Lacs+","Rs 4,25,000 ~ 4 Lacs+",0,BIHAR,Jhanjharpur
908,YOGNATH MANDAL,CPI(ML)(L), 8 ,10th Pass,36,"Rs 76,200 ~ 76 Thou+",Rs 0 ~ ,0,BIHAR,Jhanjharpur
909,Mahabali Singh   Winner ,JD(U), 3 ,8th Pass,54,"Rs 61,94,257 ~ 61 Lacs+",Rs 0 ~ ,1,BIHAR,Karakat
910,Abdul Satar,IND,0,Graduate Professional,62,"Rs 5,95,000 ~ 5 Lacs+","Rs 4,89,000 ~ 4 Lacs+",0,BIHAR,Karakat
911,Ajay Kumar,RPI(A),0,Graduate,32,"Rs 3,25,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
912,Amavas Ram,IND, 1 ,10th Pass,50,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,BIHAR,Karakat
913,Awadhesh Kumar Singh,INC,0,Graduate,53,"Rs 82,80,506 ~ 82 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,BIHAR,Karakat
914,Girish Narayan Singh,IND,0,5th Pass,48,"Rs 5,97,000 ~ 5 Lacs+","Rs 75,000 ~ 75 Thou+",0,BIHAR,Karakat
915,Hari Prasad Singh,IND,0,Literate,63,"Rs 41,50,000 ~ 41 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
916,Jyoti Rashmi,RSWD, 1 ,8th Pass,30,"Rs 38,36,093 ~ 38 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
917,Mundrika Yadav,AD,0,10th Pass,59,"Rs 66,70,766 ~ 66 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
918,Pro. Kamata Prasad,IND,0,Post Graduate,46,"Rs 20,13,500 ~ 20 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
919,Raj Kishor Misra,Alpjan Samaj Party,0,10th Pass,30,"Rs 7,70,900 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
920,Raja Ram Singh,CPI(ML)(L), 2 ,Graduate Professional,53,"Rs 56,59,489 ~ 56 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
921,Samiualla Mansoori,Shoshit Samaj Dal,0,Graduate,62,"Rs 9,17,000 ~ 9 Lacs+",Rs 0 ~ ,0,BIHAR,Karakat
922,Satish Pandey,IND,0,Literate,27,"Rs 24,01,000 ~ 24 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Karakat
923,Upendar Kumar Sharma,BSP, 1 ,Not Given,47,"Rs 2,44,86,783 ~ 2 Crore+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Karakat
924,NIKHIL KUMAR CHOUDHARY   Winner ,BJP, 4 ,Graduate,63,"Rs 80,18,754 ~ 80 Lacs+","Rs 8,02,308 ~ 8 Lacs+",1,BIHAR,Katihar
925,AHMAD ASHFAQUE KARIM,LJP,0,Graduate,53,"Rs 3,37,33,000 ~ 3 Crore+","Rs 54,44,000 ~ 54 Lacs+",0,BIHAR,Katihar
926,BABU LAL MARANDI,IND,0,Not Given,33,"Rs 55,000 ~ 55 Thou+",Rs 0 ~ ,0,BIHAR,Katihar
927,CHANDU MURMU,IND,0,10th Pass,43,"Rs 56,300 ~ 56 Thou+",Rs 0 ~ ,0,BIHAR,Katihar
928,HIMRAJ SINGH,IND,0,12th Pass,49,"Rs 7,34,282 ~ 7 Lacs+","Rs 8,38,532 ~ 8 Lacs+",0,BIHAR,Katihar
929,MAHBOOB ALAM,CPI(ML)(L), 9 ,12th Pass,52,"Rs 1,45,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
930,MANOJ PARASAR,IND,0,Doctorate,44,"Rs 5,55,000 ~ 5 Lacs+","Rs 2,13,000 ~ 2 Lacs+",0,BIHAR,Katihar
931,MOHAMMAD HAMID MUBARAK,IND,0,Others,33,"Rs 3,76,500 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
932,MUNNI DEVI,Akhil Bharatiya Jan Sangh,0,Literate,35,"Rs 7,38,000 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
933,OM PRAKASH PODDAR,BJJD,0,Doctorate,38,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,BIHAR,Katihar
934,PHOOLO DEVI,IND,0,Literate,40,"Rs 7,01,600 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
935,RAJESH GURNANI,LTSD,0,Post Graduate,34,"Rs 9,40,000 ~ 9 Lacs+","Rs 3,50,000 ~ 3 Lacs+",0,BIHAR,Katihar
936,RAJGIRI SINGH,IND,0,Graduate,53,"Rs 2,10,890 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
937,SHAH TARIQ ANWAR,NCP, 1 ,Graduate,58,"Rs 2,46,49,607 ~ 2 Crore+","Rs 1,50,227 ~ 1 Lacs+",0,BIHAR,Katihar
938,SUNIL KUMAR CHOUDHARY,IND,0,10th Pass,39,"Rs 1,84,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Katihar
939,DINESH CHANDRA YADAV   Winner ,JD(U),0,Others,50,"Rs 63,05,253 ~ 63 Lacs+","Rs 15,922 ~ 15 Thou+",1,BIHAR,Khagaria
940,ASARFI PRASAD MEHTA,BSP, 2 ,Graduate,63,"Rs 1,41,15,817 ~ 1 Crore+",Rs 0 ~ ,0,BIHAR,Khagaria
941,BABLOO PASWAN,NBNP,0,8th Pass,35,"Rs 3,35,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
942,BHARAT KUMAR YADAV,KVSP, 2 ,Graduate,52,"Rs 1,24,19,741 ~ 1 Crore+",Rs 0 ~ ,0,BIHAR,Khagaria
943,GULAB RAJ,IND, 3 ,Graduate Professional,31,"Rs 3,21,500 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
944,HARI NANDAN SINGH,Samajwadi Janata Party (Rashtriya),0,Graduate,61,"Rs 6,57,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
945,LAL BAHADUR HIMALAYA,RDMP,0,Post Graduate,38,"Rs 35,90,000 ~ 35 Lacs+","Rs 1,15,000 ~ 1 Lacs+",0,BIHAR,Khagaria
946,MANJU KUMARI,IND,0,Literate,31,"Rs 11,75,000 ~ 11 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
947,NAIMUDDIN,IND,0,10th Pass,42,"Rs 2,73,028 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
948,NEHA CHAUHAN,IND, 2 ,Post Graduate,27,"Rs 5,78,000 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
949,"PAWAN KUMAR ""SUMAN""",Akhil Bharatiya Desh Bhakt Morcha, 2 ,Graduate,33,"Rs 3,17,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
950,PRADUMNA KUMAR,IND,0,12th Pass,31,"Rs 87,83,000 ~ 87 Lacs+","Rs 3,78,000 ~ 3 Lacs+",0,BIHAR,Khagaria
951,RAM NANDAN YADAV,IND, 20 ,Literate,45,"Rs 19,80,000 ~ 19 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Khagaria
952,RAVINDAR KR. RANA,RJD, 8 ,Graduate Professional,62,"Rs 99,50,448 ~ 99 Lacs+","Rs 26,45,058 ~ 26 Lacs+",0,BIHAR,Khagaria
953,SANGRAM KUMAR,IND,0,Graduate,27,"Rs 5,000 ~ 5 Thou+",Rs 0 ~ ,0,BIHAR,Khagaria
954,SANJAY YADAV,IND, 15 ,Literate,41,"Rs 6,30,000 ~ 6 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Khagaria
955,SURESH PODDAR,IND, 1 ,12th Pass,47,"Rs 29,43,500 ~ 29 Lacs+",Rs 0 ~ ,0,BIHAR,Khagaria
956,MOHAMMAD ASRARUL HAQUE   Winner ,INC,0,Post Graduate,62,"Rs 36,46,860 ~ 36 Lacs+",Rs 0 ~ ,1,BIHAR,Kishanganj
957,ABDUL RAJJAK URF KAL,IND,0,Literate,39,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
958,ABHINAV MODI,IND, 2 ,Graduate,32,"Rs 9,320 ~ 9 Thou+","Rs 1,03,297 ~ 1 Lacs+",0,BIHAR,Kishanganj
959,ASGAR MALIK,IND,0,Graduate,43,"Rs 23,82,920 ~ 23 Lacs+","Rs 36,752 ~ 36 Thou+",0,BIHAR,Kishanganj
960,CHOTAY LAL MAHTO,IND,0,Not Given,32,"Rs 1,27,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
961,MD. TASLIMUDDIN,IND,0,Literate,46,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
962,MOHAMMAD KHASHIUR RAHMAN,Samajwadi Janata Party (Rashtriya),0,Graduate,72,"Rs 12,31,162 ~ 12 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
963,MOHAMMAD NISSAR ALAM,JMM,0,8th Pass,25,"Rs 2,06,500 ~ 2 Lacs+","Rs 45,000 ~ 45 Thou+",0,BIHAR,Kishanganj
964,RAJIT PODAR,Akhil Bharatiya Ashok Sena,0,12th Pass,39,"Rs 4,80,700 ~ 4 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Kishanganj
965,SIKANDER SINGH,IND, 10 ,10th Pass,43,"Rs 1,71,19,702 ~ 1 Crore+","Rs 9,47,928 ~ 9 Lacs+",0,BIHAR,Kishanganj
966,SYED MAHMOOD ASHRAF,JD(U), 3 ,Others,44,"Rs 79,17,000 ~ 79 Lacs+","Rs 29,50,000 ~ 29 Lacs+",0,BIHAR,Kishanganj
967,TAMAJUL ALI,BJJD,0,Others,69,Nil,Rs 0 ~ ,0,BIHAR,Kishanganj
968,TASLEEMUDDIN,RJD, 5 ,Literate,67,"Rs 55,53,212 ~ 55 Lacs+","Rs 2,37,806 ~ 2 Lacs+",0,BIHAR,Kishanganj
969,VISHWANATH KEJRIWAL,IND,0,Graduate,74,"Rs 93,40,000 ~ 93 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
970,ZUBAIR ALAM,BSP, 1 ,Post Graduate,54,"Rs 30,25,250 ~ 30 Lacs+",Rs 0 ~ ,0,BIHAR,Kishanganj
971,SHARAD YADAV   Winner ,JD(U), 1 ,Graduate Professional,61,"Rs 1,41,07,050 ~ 1 Crore+",Rs 0 ~ ,1,BIHAR,Madhepura
972,BALWANT GADHWAL,IND,0,Not Given,29,"Rs 20,39,000 ~ 20 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
973,BINOD KUMAR JHA,BSP,0,Graduate,42,"Rs 10,08,600 ~ 10 Lacs+","Rs 1,92,048 ~ 1 Lacs+",0,BIHAR,Madhepura
974,DHANOJ KUMAR TANTI,RVNP,0,12th Pass,26,"Rs 1,33,834 ~ 1 Lacs+","Rs 22,000 ~ 22 Thou+",0,BIHAR,Madhepura
975,DHRUVA KUMAR GUPTA,IND,0,Post Graduate,43,"Rs 4,02,00,600 ~ 4 Crore+",Rs 0 ~ ,0,BIHAR,Madhepura
976,DR.TARA NAND SADA,INC,0,Doctorate,52,"Rs 30,21,034 ~ 30 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
977,KARPURI RISHIDEO,IND,0,12th Pass,28,"Rs 4,83,000 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
978,KISHOR KUMAR,IND, 14 ,Graduate,33,"Rs 18,08,464 ~ 18 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
979,MAHADEO YADAV,IND,0,12th Pass,45,"Rs 26,49,310 ~ 26 Lacs+","Rs 51,000 ~ 51 Thou+",0,BIHAR,Madhepura
980,N.K.SINGH,Samata Party,0,Not Given,66,"Rs 1,25,74,652 ~ 1 Crore+",Rs 0 ~ ,0,BIHAR,Madhepura
981,OMPRAKASH NARAYAN,CPI, 8 ,Post Graduate,44,"Rs 14,07,320 ~ 14 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
982,PRASANN KUMAR,IND,0,Post Graduate,54,"Rs 37,65,375 ~ 37 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
983,PROF. RAVINDRA CHARAN YADAV,RJD,0,Doctorate,49,"Rs 49,07,846 ~ 49 Lacs+","Rs 30,36,801 ~ 30 Lacs+",0,BIHAR,Madhepura
984,RAJO SAH,LTSD,0,12th Pass,30,"Rs 19,25,139 ~ 19 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
985,RAVINDRA KUMAR,RSWD,0,Graduate,33,"Rs 4,56,000 ~ 4 Lacs+","Rs 22,000 ~ 22 Thou+",0,BIHAR,Madhepura
986,SAAKAR SURESH YADAV,IND,0,Graduate,32,"Rs 87,63,582 ~ 87 Lacs+",Rs 0 ~ ,0,BIHAR,Madhepura
987,HUKM DEO NARAYAN YADAV   Winner ,BJP,0,Graduate,72,"Rs 2,50,12,430 ~ 2 Crore+","Rs 2,64,033 ~ 2 Lacs+",1,BIHAR,Madhubani
988,ABDULBARI SIDDIKI,RJD, 1 ,12th Pass,62,"Rs 96,11,661 ~ 96 Lacs+","Rs 16,22,144 ~ 16 Lacs+",0,BIHAR,Madhubani
989,DR HEMCHANDRA JHA,CPI, 1 ,Doctorate,48,"Rs 5,11,000 ~ 5 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Madhubani
990,"HARIBHUSHAN THAKUR ""BACHOL""",IND, 3 ,Graduate,44,"Rs 17,55,384 ~ 17 Lacs+","Rs 7,95,800 ~ 7 Lacs+",0,BIHAR,Madhubani
991,LAXMANKANT MISHRA,BSP,0,Graduate,48,"Rs 25,05,072 ~ 25 Lacs+","Rs 44,82,319 ~ 44 Lacs+",0,BIHAR,Madhubani
992,MD ZINNUR,IND,0,8th Pass,47,"Rs 83,95,000 ~ 83 Lacs+","Rs 37,51,280 ~ 37 Lacs+",0,BIHAR,Madhubani
993,MINTU KUMAR SINGH,JGP,0,10th Pass,30,"Rs 73,000 ~ 73 Thou+","Rs 5,15,000 ~ 5 Lacs+",0,BIHAR,Madhubani
994,SANJAY KUMAR MAHTO,IND, 2 ,12th Pass,36,"Rs 91,22,000 ~ 91 Lacs+",Rs 0 ~ ,0,BIHAR,Madhubani
995,Uma Shanaker Singh   Winner ,RJD, 2 ,10th Pass,61,"Rs 1,01,45,601 ~ 1 Crore+","Rs 4,50,000 ~ 4 Lacs+",1,BIHAR,Maharajganj
996,Banke Bihari Singh,IND,0,12th Pass,35,"Rs 35,21,197 ~ 35 Lacs+",Rs 0 ~ ,0,BIHAR,Maharajganj
997,Brinda Pathak,IND,0,Graduate,63,"Rs 23,10,000 ~ 23 Lacs+",Rs 0 ~ ,0,BIHAR,Maharajganj
