Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
162,Y.S. Jagan Mohan Reddy   Winner ,INC,0,Graduate,36,"Rs 72,81,51,658 ~ 72 Crore+","Rs 6,63,96,966 ~ 6 Crore+",1,ANDHRA PRADESH,Kadapa
163,C Gopi Narasimha Reddy,JD(U),0,12th Pass,31,"Rs 13,56,400 ~ 13 Lacs+","Rs 5,10,000 ~ 5 Lacs+",0,ANDHRA PRADESH,Kadapa
164,C Sivanarayana Reddy,IND,0,Others,39,"Rs 24,29,000 ~ 24 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
165,Dr. Khaleel Basha,PRAP,0,Graduate Professional,60,"Rs 19,90,356 ~ 19 Lacs+","Rs 3,10,743 ~ 3 Lacs+",0,ANDHRA PRADESH,Kadapa
166,G Prasanna Kumar,LSP,0,Post Graduate,55,"Rs 3,24,54,000 ~ 3 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
167,G Rama Subba Reddy,PPOI,0,Others,57,"Rs 39,50,000 ~ 39 Lacs+","Rs 9,50,000 ~ 9 Lacs+",0,ANDHRA PRADESH,Kadapa
168,J Muni Reddy,BSP, 1 ,12th Pass,31,"Rs 7,47,000 ~ 7 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
169,J Subbarayudu,IND,0,5th Pass,51,"Rs 15,000 ~ 15 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
170,K Chinnapa Reddy,Bharatiya Jan Shakti,0,10th Pass,41,"Rs 3,46,867 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
171,K Sainath Sarma,RDHP, 2 ,12th Pass,38,"Rs 2,68,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
172,K Venkata Subba Reddy,RRS,0,5th Pass,42,"Rs 25,70,000 ~ 25 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
173,N Kishore Kumar Reddy,JD(S), 3 ,Others,32,"Rs 11,52,000 ~ 11 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,ANDHRA PRADESH,Kadapa
174,Palem Srikanth Reddy,TDP,0,Post Graduate,46,"Rs 28,37,09,255 ~ 28 Crore+","Rs 4,50,00,000 ~ 4 Crore+",0,ANDHRA PRADESH,Kadapa
175,S Ali Sher,IND,0,10th Pass,47,"Rs 67,07,300 ~ 67 Lacs+","Rs 1,500 ~ 1 Thou+",0,ANDHRA PRADESH,Kadapa
176,S Raja,IND,0,12th Pass,46,"Rs 3,35,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
177,V Narendra,IND,0,Graduate,39,"Rs 1,74,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
178,Vangala Shashi Bhushan Reddy,BJP,0,Others,38,"Rs 1,64,000 ~ 1 Lacs+","Rs 27,000 ~ 27 Thou+",0,ANDHRA PRADESH,Kadapa
179,Y Ramesh Reddy,IND, 1 ,Not Given,35,"Rs 51,14,000 ~ 51 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kadapa
180,Y Shekara Reddy,RPI(A), 1 ,8th Pass,47,"Rs 8,30,000 ~ 8 Lacs+","Rs 50,000 ~ 50 Thou+",0,ANDHRA PRADESH,Kadapa
181,M M Pallamraju   Winner ,INC,0,Post Graduate,46,"Rs 6,55,89,882 ~ 6 Crore+","Rs 11,12,763 ~ 11 Lacs+",1,ANDHRA PRADESH,Kakinada
182,Akay Suryanarayana,IND,0,8th Pass,50,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
183,Aluri Vijaya Lakhsmi,LSP,0,Post Graduate,64,"Rs 2,50,98,100 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
184,Badampudi Baburao,IND, 1 ,5th Pass,51,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
185,Bikkina Visweswara Rao,BJP,0,Graduate Professional,34,"Rs 87,40,000 ~ 87 Lacs+","Rs 9,52,000 ~ 9 Lacs+",0,ANDHRA PRADESH,Kakinada
186,Bugatha Bangarrao,CPI(ML)(L), 7 ,10th Pass,48,"Rs 2,30,560 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
187,C Surya Narayana Murthy,IND,0,Others,44,"Rs 45,300 ~ 45 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
188,Chalamalasetty Sunil,PRAP,0,Post Graduate,39,"Rs 10,98,77,965 ~ 10 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
189,Danam Lazar Babu,IND,0,Graduate Professional,42,"Rs 7,10,000 ~ 7 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,ANDHRA PRADESH,Kakinada
190,Dommeti Sudhakar,BSP,0,Post Graduate,51,"Rs 10,60,000 ~ 10 Lacs+","Rs 70,000 ~ 70 Thou+",0,ANDHRA PRADESH,Kakinada
191,Gali Satyavathi,RPI,0,Not Given,40,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
192,Gidla Simhachalam,RDMP,0,Graduate Professional,50,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
193,K Udaya Kumar,TNPP, 1 ,Graduate Professional,36,"Rs 4,30,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
194,N Pallam Raju,Ajeya Bharat Party,0,Graduate,52,"Rs 43,25,000 ~ 43 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,Kakinada
195,Namala Satyanarayana,RDHP,0,Graduate Professional,45,"Rs 5,60,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kakinada
196,Vasamsetty Satya,TDP,0,Graduate,44,"Rs 2,44,85,000 ~ 2 Crore+","Rs 55,00,000 ~ 55 Lacs+",0,ANDHRA PRADESH,Kakinada
197,Ponnam Prabhakar   Winner ,INC,0,Graduate Professional,41,"Rs 12,87,000 ~ 12 Lacs+",Rs 0 ~ ,1,ANDHRA PRADESH,Karimnagar
198,Balla Suresh,IND,0,5th Pass,32,"Rs 2,000 ~ 2 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
199,Barige Gattaiah Yadav,IND,0,Not Given,32,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
200,Ch. Janga Reddy,BJP, 1 ,12th Pass,75,"Rs 3,01,28,100 ~ 3 Crore+","Rs 18,630 ~ 18 Thou+",0,ANDHRA PRADESH,Karimnagar
201,Gaddam Raji Reddy,IND,0,Not Given,48,"Rs 10,30,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
202,Kandem Prabhakar,IND,0,10th Pass,44,"Rs 17,00,000 ~ 17 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
203,Korivi Venugopal,IND,0,Graduate Professional,47,"Rs 4,10,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
204,Lingampalli Srinivas Reddy,MCPI(S),0,10th Pass,39,"Rs 75,520 ~ 75 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
205,Panakanti Satish Kumar,IND,0,Graduate Professional,46,"Rs 1,81,357 ~ 1 Lacs+","Rs 1,38,666 ~ 1 Lacs+",0,ANDHRA PRADESH,Karimnagar
206,Peddi Ravinder,IND,0,Post Graduate,29,"Rs 95,000 ~ 95 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
207,Ragula Ramulu,RPI(A),0,5th Pass,41,"Rs 15,00,000 ~ 15 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
208,T. Srimannarayana,PPOI,0,12th Pass,68,"Rs 21,15,000 ~ 21 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
209,Velichala Rajendar Rao,PRAP,0,Post Graduate,46,"Rs 2,27,30,000 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Karimnagar
210,Vinod Kumar Boinapally,TRS,0,Graduate Professional,49,"Rs 5,07,76,910 ~ 5 Crore+","Rs 1,18,258 ~ 1 Lacs+",0,ANDHRA PRADESH,Karimnagar
211,Viresham Nalimela,BSP,0,Graduate Professional,58,"Rs 3,78,80,000 ~ 3 Crore+","Rs 12,76,000 ~ 12 Lacs+",0,ANDHRA PRADESH,Karimnagar
212,Nama Nageswara Rao   Winner ,TDP,0,12th Pass,50,"Rs 1,73,75,08,117 ~ 173 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Khammam
213,Avula Venkateswarlu,IND, 2 ,Graduate,45,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
214,Banoth Laxma Naik,IND,0,10th Pass,52,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
215,Chanda Lingaiah,IND,0,Graduate,58,"Rs 17,35,000 ~ 17 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
216,Danda Lingaiah,IND,0,Not Given,59,"Rs 5,30,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
217,Jalagam Hemamalini,PRAP,0,Graduate,40,"Rs 19,99,000 ~ 19 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,Khammam
218,Jupelli Satyanarayana,LSP,0,Post Graduate,62,"Rs 10,45,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
219,K. RAVINDER,BJP,0,Graduate,45,"Rs 21,89,000 ~ 21 Lacs+","Rs 8,90,000 ~ 8 Lacs+",0,ANDHRA PRADESH,Khammam
220,M Raghuram Prasad,PPOI,0,Not Given,55,"Rs 72,80,000 ~ 72 Lacs+","Rs 24,000 ~ 24 Thou+",0,ANDHRA PRADESH,Khammam
221,Mallavarapu Jeremaih,IND,0,Graduate Professional,63,"Rs 4,64,58,000 ~ 4 Crore+","Rs 1,01,000 ~ 1 Lacs+",0,ANDHRA PRADESH,Khammam
222,Renuka Chowdhury,INC, 1 ,Post Graduate,54,"Rs 38,15,27,458 ~ 38 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
223,Shaik Mader Saheb,TNPP, 2 ,10th Pass,40,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Khammam
224,T Venkateswar Rao,BSP,0,Graduate,47,"Rs 7,62,000 ~ 7 Lacs+","Rs 65,000 ~ 65 Thou+",0,ANDHRA PRADESH,Khammam
225,KOTLA JAYA SURYA PRAKASH REDDY   Winner ,INC,0,Graduate,57,"Rs 5,37,19,195 ~ 5 Crore+","Rs 30,34,000 ~ 30 Lacs+",1,ANDHRA PRADESH,Kurnool
226,B.T.NAIDU,TDP,0,Post Graduate,36,"Rs 55,45,000 ~ 55 Lacs+","Rs 3,50,000 ~ 3 Lacs+",0,ANDHRA PRADESH,Kurnool
227,DR.DANDIYA KHAJA PEERA,PRAP,0,Graduate Professional,55,"Rs 98,30,500 ~ 98 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,ANDHRA PRADESH,Kurnool
228,RAVI SUBRAMANYAM K.A.,BJP,0,Graduate Professional,39,"Rs 31,50,000 ~ 31 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Kurnool
229,Konakalla Narayana Rao   Winner ,TDP,0,12th Pass,59,"Rs 86,16,000 ~ 86 Lacs+","Rs 37,87,000 ~ 37 Lacs+",1,ANDHRA PRADESH,Machilipatnam
230,Bhogadi Ramadevi,BJP,0,Not Given,56,"Rs 19,86,000 ~ 19 Lacs+","Rs 70,000 ~ 70 Thou+",0,ANDHRA PRADESH,Machilipatnam
231,C Rama Lingeswara Rao,BSP,0,Others,33,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Machilipatnam
232,C Ramachandriaiah,PRAP, 1 ,Graduate,60,"Rs 5,01,57,255 ~ 5 Crore+","Rs 95,40,751 ~ 95 Lacs+",0,ANDHRA PRADESH,Machilipatnam
233,K Vara Lakhsmi,PPOI,0,Literate,59,"Rs 20,30,000 ~ 20 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Machilipatnam
234,Koppula Venkateswara Rao,LSP,0,Not Given,45,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Machilipatnam
235,Ramakrishna Badiga,INC,0,12th Pass,66,"Rs 22,50,47,000 ~ 22 Crore+","Rs 36,27,000 ~ 36 Lacs+",0,ANDHRA PRADESH,Machilipatnam
236,Y Subramanyeswara Rao (Mani),IND,0,10th Pass,50,"Rs 5,02,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Machilipatnam
237,P. BALRAM   Winner ,INC,0,Graduate,45,"Rs 1,71,95,194 ~ 1 Crore+","Rs 1,41,22,000 ~ 1 Crore+",1,ANDHRA PRADESH,Mahabubabad
238,B. DILIP,BJP,0,Graduate,35,"Rs 1,15,45,000 ~ 1 Crore+","Rs 81,02,375 ~ 81 Lacs+",0,ANDHRA PRADESH,Mahabubabad
239,Banoth Molchand,LSP,0,12th Pass,60,"Rs 10,10,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
240,D.T. Naik,PRAP,0,Graduate Professional,61,"Rs 6,19,28,000 ~ 6 Crore+","Rs 2,00,00,000 ~ 2 Crore+",0,ANDHRA PRADESH,Mahabubabad
241,Datla Nageswar Rao,IND,0,Graduate Professional,42,"Rs 27,00,000 ~ 27 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,ANDHRA PRADESH,Mahabubabad
242,Gummadi Pullaiah,BSP,0,Graduate,58,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
243,Kalthi Veeraswamy,IND,0,8th Pass,52,"Rs 1,25,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
244,Kechela Ranga Reddy,IND,0,Not Given,44,"Rs 6,00,000 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
245,Kunja Srinivasa Rao,CPI, 1 ,Graduate,32,"Rs 3,10,500 ~ 3 Lacs+","Rs 50,000 ~ 50 Thou+",0,ANDHRA PRADESH,Mahabubabad
246,P Satyanarayana,IND,0,12th Pass,32,"Rs 6,22,000 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
247,Padiga Yerraiah,IND,0,Not Given,64,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
248,Podem Sammaiah,PPOI,0,Post Graduate,31,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahabubabad
249,K. CHANDRASEKHARA RAO   Winner ,TRS, 2 ,Graduate,55,"Rs 2,26,69,420 ~ 2 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Mahbubnagar
250,Abdul Kareem Khaja Mohammad,LSP,0,Graduate,50,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
251,Asirvadam,GRIP,0,Post Graduate,35,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
252,B. BALRAJU GOUD,MANP,0,10th Pass,44,"Rs 9,77,43,082 ~ 9 Crore+","Rs 3,97,80,111 ~ 3 Crore+",0,ANDHRA PRADESH,Mahbubnagar
253,D.Dasaratha Ramulu,IND,0,12th Pass,31,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
254,Depally Maisaiah,IND,0,10th Pass,27,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
255,Depally Sayanna,IND,0,Not Given,47,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
256,G.Vijayalaxmi,PPOI,0,Not Given,61,"Rs 1,05,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
257,Gajju Pedda Narsimhulu,IND,0,Not Given,35,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
258,Gangapuri Ravinder Goud,IND,0,Not Given,28,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
259,K Yadagiri Reddy,BJP, 4 ,Graduate,51,"Rs 41,00,000 ~ 41 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
260,K.Venkatesh,TNPP,0,Graduate,37,"Rs 2,50,000 ~ 2 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,ANDHRA PRADESH,Mahbubnagar
261,Kanduri Narsimhulu,IND,0,Not Given,52,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
262,Kanduru Kurmaiah,IND,0,Not Given,56,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
263,Karre Jangaiah,IND,0,10th Pass,29,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
264,Kothur Nagender Reddy,IND,0,Not Given,50,"Rs 3,50,000 ~ 3 Lacs+","Rs 16,000 ~ 16 Thou+",0,ANDHRA PRADESH,Mahbubnagar
265,Laxmamma,IND,0,Not Given,30,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
266,M.A.Jabbar,IND,0,Not Given,39,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
267,Mala Jangilamma,IND,0,Not Given,50,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
268,Mohammad Ghouse Mohinuddin,IND,0,Not Given,76,Rs 40 ~ ,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
269,Muniswamy C.R,Samajwadi Janata Party (Rashtriya),0,Not Given,32,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
270,Palem Sudharshan Goud,BSP,0,Not Given,41,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
271,Pandu,IND,0,Not Given,29,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
272,Rajesh Naik,IND,0,10th Pass,30,"Rs 17,000 ~ 17 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
273,Ramadasu,IND,0,10th Pass,41,"Rs 9,000 ~ 9 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
274,Rangamma,IND,0,Not Given,50,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
275,Sathyamma,IND,0,Illiterate,32,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
276,V.Venkateshwarlu,IND,0,12th Pass,32,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
277,VITTAL RAO D,INC, 1 ,Graduate,57,"Rs 6,04,09,958 ~ 6 Crore+","Rs 45,00,000 ~ 45 Lacs+",0,ANDHRA PRADESH,Mahbubnagar
278,Yetti Chinna Venkaiah,IND,0,Not Given,47,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
279,Yetty Lingaiah,IND,0,Not Given,52,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Mahbubnagar
280,SARVEY SATYANARAYANA   Winner ,INC, 1 ,Graduate Professional,54,"Rs 1,01,12,521 ~ 1 Crore+","Rs 1,16,848 ~ 1 Lacs+",1,ANDHRA PRADESH,Malkajgiri
281,BHEEM SEN,TDP,0,Graduate Professional,60,"Rs 28,56,116 ~ 28 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
282,C Francis MJF,SP,0,Graduate,57,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
283,C Venkata Subba Rao,IND,0,Graduate,52,"Rs 18,55,000 ~ 18 Lacs+","Rs 8,10,355 ~ 8 Lacs+",0,ANDHRA PRADESH,Malkajgiri
284,DR.LAVU RATHAIAH,LSP, 1 ,Doctorate,56,"Rs 15,54,60,261 ~ 15 Crore+","Rs 5,79,75,695 ~ 5 Crore+",0,ANDHRA PRADESH,Malkajgiri
285,INDRASENA REDDY,BJP,0,Post Graduate,56,"Rs 2,41,15,000 ~ 2 Crore+","Rs 2,35,000 ~ 2 Lacs+",0,ANDHRA PRADESH,Malkajgiri
286,J Bhaskar,IND,0,Not Given,34,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
287,K Bhojraj,IND, 1 ,Not Given,35,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
288,K Srinivasa Raju,IND,0,Graduate,44,"Rs 25,80,000 ~ 25 Lacs+","Rs 12,84,000 ~ 12 Lacs+",0,ANDHRA PRADESH,Malkajgiri
289,Kante Kanakaiah Ganagaputra,IND,0,Graduate,63,"Rs 91,48,383 ~ 91 Lacs+","Rs 1,404 ~ 1 Thou+",0,ANDHRA PRADESH,Malkajgiri
290,Lt.Col.(Retd) Duserla Paparaidu,IND,0,Post Graduate,62,"Rs 1,25,00,000 ~ 1 Crore+","Rs 6,00,000 ~ 6 Lacs+",0,ANDHRA PRADESH,Malkajgiri
291,M Babu Rao,BSP, 2 ,12th Pass,52,"Rs 1,41,00,000 ~ 1 Crore+","Rs 11,15,000 ~ 11 Lacs+",0,ANDHRA PRADESH,Malkajgiri
292,Md Mansoor Ali,IND,0,12th Pass,31,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
293,N V Rama Reddy,PPOI,0,10th Pass,54,"Rs 3,66,50,006 ~ 3 Crore+","Rs 96,384 ~ 96 Thou+",0,ANDHRA PRADESH,Malkajgiri
294,Narendar Kumbala,BPD,0,Post Graduate,39,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
295,P Ramakrishna,RKSP,0,Not Given,42,Nil,"Rs 21,00,000 ~ 21 Lacs+",0,ANDHRA PRADESH,Malkajgiri
296,S D Krishnamurthy,TNPP,0,Post Graduate,51,"Rs 14,30,000 ~ 14 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
297,S.Victor,IND,0,10th Pass,40,"Rs 8,82,000 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
298,Thulla Devender Goud,PRAP,0,Graduate,56,"Rs 35,22,57,953 ~ 35 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Malkajgiri
299,VIJAYA SHANTHI .M   Winner ,TRS,0,10th Pass,43,"Rs 27,10,66,905 ~ 27 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Medak
300,D.Yadeshwar,BSP(AP),0,Graduate,46,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
301,K. Sudheer Reddy,LSP,0,Post Graduate,37,"Rs 38,10,013 ~ 38 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
302,Khaja Quayum Anwar Md.,PRAP,0,Graduate Professional,45,"Rs 52,90,000 ~ 52 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
303,Kovuri Prabhakar,PPOI,0,Not Given,51,"Rs 8,24,000 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
304,Kundeti Ravi,IND,0,Post Graduate,32,"Rs 2,26,586 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
305,Narendranath Chaganla,INC,0,12th Pass,45,"Rs 56,22,90,014 ~ 56 Crore+","Rs 89,77,996 ~ 89 Lacs+",0,ANDHRA PRADESH,Medak
306,P. Niroop Reddy,BJP,0,Post Graduate,50,"Rs 2,27,46,000 ~ 2 Crore+","Rs 14,90,000 ~ 14 Lacs+",0,ANDHRA PRADESH,Medak
307,Y.Shankar Goud,BSP,0,Post Graduate,44,"Rs 33,36,000 ~ 33 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Medak
308,Dr. Manda Jagannath   Winner ,INC,0,Post Graduate,57,"Rs 2,81,26,000 ~ 2 Crore+","Rs 31,23,000 ~ 31 Lacs+",1,ANDHRA PRADESH,Nagarkurnool
309,A.V.Shiva Kumar,IND,0,10th Pass,42,"Rs 5,00,000 ~ 5 Lacs+","Rs 1,80,000 ~ 1 Lacs+",0,ANDHRA PRADESH,Nagarkurnool
310,A.Venkatesh,IND,0,12th Pass,27,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
311,Devani Satyanarayana,PRAP, 3 ,Not Given,38,"Rs 3,95,000 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,Nagarkurnool
312,G. Vidyasagar,LSP,0,Graduate,60,"Rs 10,11,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
313,Guvvala Balaraj,TRS,0,Graduate Professional,31,"Rs 2,27,69,600 ~ 2 Crore+","Rs 95,60,000 ~ 95 Lacs+",0,ANDHRA PRADESH,Nagarkurnool
314,Hanumanthu,IND,0,10th Pass,28,"Rs 15,63,000 ~ 15 Lacs+","Rs 23,000 ~ 23 Thou+",0,ANDHRA PRADESH,Nagarkurnool
315,N.Kurumaiah,IND,0,Not Given,27,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
316,S.P.Ferry Roy,IND,0,Graduate,27,"Rs 2,10,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
317,Sirigiri Mannem,IND,0,Graduate,36,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
318,Srinivas,IND,0,12th Pass,35,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
319,T. Ratnakar,BJP,0,Doctorate,50,"Rs 26,08,046 ~ 26 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nagarkurnool
320,Tangirala Paramjyothi,BSP,0,Post Graduate,50,"Rs 66,50,000 ~ 66 Lacs+","Rs 30,00,000 ~ 30 Lacs+",0,ANDHRA PRADESH,Nagarkurnool
321,Gutha Sukender Reddy   Winner ,INC,0,12th Pass,55,"Rs 1,60,40,830 ~ 1 Crore+","Rs 1,66,62,997 ~ 1 Crore+",1,ANDHRA PRADESH,Nalgonda
322,A. Nageshwar Rao,PPOI,0,Not Given,59,"Rs 10,43,501 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
323,Boalla Karunakar,IND,0,Not Given,33,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
324,Bollusani Krishnaiah,IND,0,10th Pass,45,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
325,Daida Lingaiah,IND,0,Not Given,51,"Rs 1,25,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
326,KV Srinivasa Charyulu,IND,0,Post Graduate,30,"Rs 10,44,077 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
327,Marry Nehemiah,IND,0,12th Pass,55,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
328,Md. Nazeemuddin,IND,0,Graduate,50,"Rs 4,76,517 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nalgonda
